,index,#,Name,Generation,Rarity,Evolves_from,Has_gender_diff,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Variant,Varieties,sprite_url
65,67,51,Dugtrio,1,Common,Diglett,False,Ground,,425,35,100,50,50,70,120,,"[{'is_default': True, 'pokemon': {'name': 'dugtrio', 'url': 'https://pokeapi.co/api/v2/pokemon/51/'}}, {'is_default': False, 'pokemon': {'name': 'dugtrio-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10106/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/dugtrio.png
66,68,51,Dugtrio,1,Common,Diglett,False,Ground,Steel,425,35,100,60,50,70,110,Alolan Dugtrio,"[{'is_default': True, 'pokemon': {'name': 'dugtrio', 'url': 'https://pokeapi.co/api/v2/pokemon/51/'}}, {'is_default': False, 'pokemon': {'name': 'dugtrio-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10106/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/dugtrio-alolan.png
67,69,52,Meowth,1,Common,,False,Normal,,290,40,45,35,40,40,90,,"[{'is_default': True, 'pokemon': {'name': 'meowth', 'url': 'https://pokeapi.co/api/v2/pokemon/52/'}}, {'is_default': False, 'pokemon': {'name': 'meowth-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10107/'}}, {'is_default': False, 'pokemon': {'name': 'meowth-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10161/'}}, {'is_default': False, 'pokemon': {'name': 'meowth-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10200/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/meowth.png
68,70,52,Meowth,1,Common,,False,Dark,,290,40,35,35,50,40,90,Alolan Meowth,"[{'is_default': True, 'pokemon': {'name': 'meowth', 'url': 'https://pokeapi.co/api/v2/pokemon/52/'}}, {'is_default': False, 'pokemon': {'name': 'meowth-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10107/'}}, {'is_default': False, 'pokemon': {'name': 'meowth-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10161/'}}, {'is_default': False, 'pokemon': {'name': 'meowth-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10200/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/meowth-alolan.png
69,71,52,Meowth,1,Common,,False,Steel,,290,50,65,55,40,40,40,Galarian Meowth,"[{'is_default': True, 'pokemon': {'name': 'meowth', 'url': 'https://pokeapi.co/api/v2/pokemon/52/'}}, {'is_default': False, 'pokemon': {'name': 'meowth-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10107/'}}, {'is_default': False, 'pokemon': {'name': 'meowth-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10161/'}}, {'is_default': False, 'pokemon': {'name': 'meowth-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10200/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/meowth-galarian.png
70,72,53,Persian,1,Common,Meowth,False,Normal,,440,65,70,60,65,65,115,,"[{'is_default': True, 'pokemon': {'name': 'persian', 'url': 'https://pokeapi.co/api/v2/pokemon/53/'}}, {'is_default': False, 'pokemon': {'name': 'persian-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10108/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/persian.png
71,73,53,Persian,1,Common,Meowth,False,Dark,,440,65,60,60,75,65,115,Alolan Persian,"[{'is_default': True, 'pokemon': {'name': 'persian', 'url': 'https://pokeapi.co/api/v2/pokemon/53/'}}, {'is_default': False, 'pokemon': {'name': 'persian-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10108/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/persian-alolan.png
72,74,54,Psyduck,1,Common,,False,Water,,320,50,52,48,65,50,55,,"[{'is_default': True, 'pokemon': {'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon/54/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/psyduck.png
73,75,55,Golduck,1,Common,Psyduck,False,Water,,500,80,82,78,95,80,85,,"[{'is_default': True, 'pokemon': {'name': 'golduck', 'url': 'https://pokeapi.co/api/v2/pokemon/55/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/golduck.png
74,76,56,Mankey,1,Common,,False,Fighting,,305,40,80,35,35,45,70,,"[{'is_default': True, 'pokemon': {'name': 'mankey', 'url': 'https://pokeapi.co/api/v2/pokemon/56/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/mankey.png
75,77,57,Primeape,1,Common,Mankey,False,Fighting,,455,65,105,60,60,70,95,,"[{'is_default': True, 'pokemon': {'name': 'primeape', 'url': 'https://pokeapi.co/api/v2/pokemon/57/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/primeape.png
76,78,58,Growlithe,1,Common,,False,Fire,,350,55,70,45,70,50,60,,"[{'is_default': True, 'pokemon': {'name': 'growlithe', 'url': 'https://pokeapi.co/api/v2/pokemon/58/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/growlithe.png
77,79,58,Growlithe,1,Common,,False,Fire,Rock,350,60,75,45,65,50,55,Hisuian Growlithe,"[{'is_default': True, 'pokemon': {'name': 'growlithe', 'url': 'https://pokeapi.co/api/v2/pokemon/58/'}}]",https://img.pokemondb.net/s.png
78,80,59,Arcanine,1,Common,Growlithe,False,Fire,,555,90,110,80,100,80,95,,"[{'is_default': True, 'pokemon': {'name': 'arcanine', 'url': 'https://pokeapi.co/api/v2/pokemon/59/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/arcanine.png
79,81,59,Arcanine,1,Common,Growlithe,False,Fire,Rock,555,95,115,80,95,80,90,Hisuian Arcanine,"[{'is_default': True, 'pokemon': {'name': 'arcanine', 'url': 'https://pokeapi.co/api/v2/pokemon/59/'}}]",https://img.pokemondb.net/s.png
80,82,60,Poliwag,1,Common,,False,Water,,300,40,50,40,40,40,90,,"[{'is_default': True, 'pokemon': {'name': 'poliwag', 'url': 'https://pokeapi.co/api/v2/pokemon/60/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/poliwag.png
81,83,61,Poliwhirl,1,Common,Poliwag,False,Water,,385,65,65,65,50,50,90,,"[{'is_default': True, 'pokemon': {'name': 'poliwhirl', 'url': 'https://pokeapi.co/api/v2/pokemon/61/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/poliwhirl.png
82,84,62,Poliwrath,1,Common,Poliwhirl,False,Water,Fighting,510,90,95,95,70,90,70,,"[{'is_default': True, 'pokemon': {'name': 'poliwrath', 'url': 'https://pokeapi.co/api/v2/pokemon/62/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/poliwrath.png
83,85,63,Abra,1,Common,,False,Psychic,,310,25,20,15,105,55,90,,"[{'is_default': True, 'pokemon': {'name': 'abra', 'url': 'https://pokeapi.co/api/v2/pokemon/63/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/abra.png
84,86,64,Kadabra,1,Common,Abra,True,Psychic,,400,40,35,30,120,70,105,,"[{'is_default': True, 'pokemon': {'name': 'kadabra', 'url': 'https://pokeapi.co/api/v2/pokemon/64/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/kadabra.png
85,87,65,Alakazam,1,Common,Kadabra,True,Psychic,,500,55,50,45,135,95,120,,"[{'is_default': True, 'pokemon': {'name': 'alakazam', 'url': 'https://pokeapi.co/api/v2/pokemon/65/'}}, {'is_default': False, 'pokemon': {'name': 'alakazam-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10037/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/alakazam.png
86,88,65,Alakazam,1,Common,Kadabra,True,Psychic,,600,55,50,65,175,105,150,Mega Alakazam,"[{'is_default': True, 'pokemon': {'name': 'alakazam', 'url': 'https://pokeapi.co/api/v2/pokemon/65/'}}, {'is_default': False, 'pokemon': {'name': 'alakazam-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10037/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/alakazam-mega.png
87,89,66,Machop,1,Common,,False,Fighting,,305,70,80,50,35,35,35,,"[{'is_default': True, 'pokemon': {'name': 'machop', 'url': 'https://pokeapi.co/api/v2/pokemon/66/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/machop.png
88,90,67,Machoke,1,Common,Machop,False,Fighting,,405,80,100,70,50,60,45,,"[{'is_default': True, 'pokemon': {'name': 'machoke', 'url': 'https://pokeapi.co/api/v2/pokemon/67/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/machoke.png
89,91,68,Machamp,1,Common,Machoke,False,Fighting,,505,90,130,80,65,85,55,,"[{'is_default': True, 'pokemon': {'name': 'machamp', 'url': 'https://pokeapi.co/api/v2/pokemon/68/'}}, {'is_default': False, 'pokemon': {'name': 'machamp-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10201/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/machamp.png
90,92,69,Bellsprout,1,Common,,False,Grass,Poison,300,50,75,35,70,30,40,,"[{'is_default': True, 'pokemon': {'name': 'bellsprout', 'url': 'https://pokeapi.co/api/v2/pokemon/69/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/bellsprout.png
91,93,70,Weepinbell,1,Common,Bellsprout,False,Grass,Poison,390,65,90,50,85,45,55,,"[{'is_default': True, 'pokemon': {'name': 'weepinbell', 'url': 'https://pokeapi.co/api/v2/pokemon/70/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/weepinbell.png
92,94,71,Victreebel,1,Common,Weepinbell,False,Grass,Poison,490,80,105,65,100,70,70,,"[{'is_default': True, 'pokemon': {'name': 'victreebel', 'url': 'https://pokeapi.co/api/v2/pokemon/71/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/victreebel.png
93,95,72,Tentacool,1,Common,,False,Water,Poison,335,40,40,35,50,100,70,,"[{'is_default': True, 'pokemon': {'name': 'tentacool', 'url': 'https://pokeapi.co/api/v2/pokemon/72/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/tentacool.png
94,96,73,Tentacruel,1,Common,Tentacool,False,Water,Poison,515,80,70,65,80,120,100,,"[{'is_default': True, 'pokemon': {'name': 'tentacruel', 'url': 'https://pokeapi.co/api/v2/pokemon/73/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/tentacruel.png
95,97,74,Geodude,1,Common,,False,Rock,Ground,300,40,80,100,30,30,20,,"[{'is_default': True, 'pokemon': {'name': 'geodude', 'url': 'https://pokeapi.co/api/v2/pokemon/74/'}}, {'is_default': False, 'pokemon': {'name': 'geodude-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10109/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/geodude.png
96,98,74,Geodude,1,Common,,False,Rock,Electric,300,40,80,100,30,30,20,Alolan Geodude,"[{'is_default': True, 'pokemon': {'name': 'geodude', 'url': 'https://pokeapi.co/api/v2/pokemon/74/'}}, {'is_default': False, 'pokemon': {'name': 'geodude-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10109/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/geodude-alolan.png
97,99,75,Graveler,1,Common,Geodude,False,Rock,Ground,390,55,95,115,45,45,35,,"[{'is_default': True, 'pokemon': {'name': 'graveler', 'url': 'https://pokeapi.co/api/v2/pokemon/75/'}}, {'is_default': False, 'pokemon': {'name': 'graveler-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10110/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/graveler.png
98,100,75,Graveler,1,Common,Geodude,False,Rock,Electric,390,55,95,115,45,45,35,Alolan Graveler,"[{'is_default': True, 'pokemon': {'name': 'graveler', 'url': 'https://pokeapi.co/api/v2/pokemon/75/'}}, {'is_default': False, 'pokemon': {'name': 'graveler-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10110/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/graveler-alolan.png
99,101,76,Golem,1,Common,Graveler,False,Rock,Ground,495,80,120,130,55,65,45,,"[{'is_default': True, 'pokemon': {'name': 'golem', 'url': 'https://pokeapi.co/api/v2/pokemon/76/'}}, {'is_default': False, 'pokemon': {'name': 'golem-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10111/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/golem.png
100,102,76,Golem,1,Common,Graveler,False,Rock,Electric,495,80,120,130,55,65,45,Alolan Golem,"[{'is_default': True, 'pokemon': {'name': 'golem', 'url': 'https://pokeapi.co/api/v2/pokemon/76/'}}, {'is_default': False, 'pokemon': {'name': 'golem-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10111/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/golem-alolan.png
101,103,77,Ponyta,1,Common,,False,Fire,,410,50,85,55,65,65,90,,"[{'is_default': True, 'pokemon': {'name': 'ponyta', 'url': 'https://pokeapi.co/api/v2/pokemon/77/'}}, {'is_default': False, 'pokemon': {'name': 'ponyta-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10162/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/ponyta.png
102,104,77,Ponyta,1,Common,,False,Psychic,,410,50,85,55,65,65,90,Galarian Ponyta,"[{'is_default': True, 'pokemon': {'name': 'ponyta', 'url': 'https://pokeapi.co/api/v2/pokemon/77/'}}, {'is_default': False, 'pokemon': {'name': 'ponyta-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10162/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/ponyta-galarian.png
103,105,78,Rapidash,1,Common,Ponyta,False,Fire,,500,65,100,70,80,80,105,,"[{'is_default': True, 'pokemon': {'name': 'rapidash', 'url': 'https://pokeapi.co/api/v2/pokemon/78/'}}, {'is_default': False, 'pokemon': {'name': 'rapidash-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10163/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/rapidash.png
104,106,78,Rapidash,1,Common,Ponyta,False,Psychic,Fairy,500,65,100,70,80,80,105,Galarian Rapidash,"[{'is_default': True, 'pokemon': {'name': 'rapidash', 'url': 'https://pokeapi.co/api/v2/pokemon/78/'}}, {'is_default': False, 'pokemon': {'name': 'rapidash-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10163/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/rapidash-galarian.png
105,107,79,Slowpoke,1,Common,,False,Water,Psychic,315,90,65,65,40,40,15,,"[{'is_default': True, 'pokemon': {'name': 'slowpoke', 'url': 'https://pokeapi.co/api/v2/pokemon/79/'}}, {'is_default': False, 'pokemon': {'name': 'slowpoke-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10164/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke.png
106,108,79,Slowpoke,1,Common,,False,Psychic,,315,90,65,65,40,40,15,Galarian Slowpoke,"[{'is_default': True, 'pokemon': {'name': 'slowpoke', 'url': 'https://pokeapi.co/api/v2/pokemon/79/'}}, {'is_default': False, 'pokemon': {'name': 'slowpoke-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10164/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke-galarian.png
107,109,80,Slowbro,1,Common,Slowpoke,False,Water,Psychic,490,95,75,110,100,80,30,,"[{'is_default': True, 'pokemon': {'name': 'slowbro', 'url': 'https://pokeapi.co/api/v2/pokemon/80/'}}, {'is_default': False, 'pokemon': {'name': 'slowbro-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10071/'}}, {'is_default': False, 'pokemon': {'name': 'slowbro-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10165/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/slowbro.png
108,110,80,Slowbro,1,Common,Slowpoke,False,Water,Psychic,590,95,75,180,130,80,30,Mega Slowbro,"[{'is_default': True, 'pokemon': {'name': 'slowbro', 'url': 'https://pokeapi.co/api/v2/pokemon/80/'}}, {'is_default': False, 'pokemon': {'name': 'slowbro-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10071/'}}, {'is_default': False, 'pokemon': {'name': 'slowbro-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10165/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-mega.png
109,111,80,Slowbro,1,Common,Slowpoke,False,Poison,Psychic,490,95,100,95,100,70,30,Galarian Slowbro,"[{'is_default': True, 'pokemon': {'name': 'slowbro', 'url': 'https://pokeapi.co/api/v2/pokemon/80/'}}, {'is_default': False, 'pokemon': {'name': 'slowbro-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10071/'}}, {'is_default': False, 'pokemon': {'name': 'slowbro-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10165/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-galarian.png
110,112,81,Magnemite,1,Common,,False,Electric,Steel,325,25,35,70,95,55,45,,"[{'is_default': True, 'pokemon': {'name': 'magnemite', 'url': 'https://pokeapi.co/api/v2/pokemon/81/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/magnemite.png
111,113,82,Magneton,1,Common,Magnemite,False,Electric,Steel,465,50,60,95,120,70,70,,"[{'is_default': True, 'pokemon': {'name': 'magneton', 'url': 'https://pokeapi.co/api/v2/pokemon/82/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/magneton.png
112,114,83,Farfetch'd,1,Common,,False,Normal,Flying,377,52,90,55,58,62,60,,"[{'is_default': True, 'pokemon': {'name': 'farfetchd', 'url': 'https://pokeapi.co/api/v2/pokemon/83/'}}, {'is_default': False, 'pokemon': {'name': 'farfetchd-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10166/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd.png
113,115,83,Farfetch'd,1,Common,,False,Fighting,,377,52,95,55,58,62,55,Galarian Farfetch'd,"[{'is_default': True, 'pokemon': {'name': 'farfetchd', 'url': 'https://pokeapi.co/api/v2/pokemon/83/'}}, {'is_default': False, 'pokemon': {'name': 'farfetchd-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10166/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd-galarian.png
114,116,84,Doduo,1,Common,,True,Normal,Flying,310,35,85,45,35,35,75,,"[{'is_default': True, 'pokemon': {'name': 'doduo', 'url': 'https://pokeapi.co/api/v2/pokemon/84/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/doduo.png
115,117,85,Dodrio,1,Common,Doduo,True,Normal,Flying,470,60,110,70,60,60,110,,"[{'is_default': True, 'pokemon': {'name': 'dodrio', 'url': 'https://pokeapi.co/api/v2/pokemon/85/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/dodrio.png
116,118,86,Seel,1,Common,,False,Water,,325,65,45,55,45,70,45,,"[{'is_default': True, 'pokemon': {'name': 'seel', 'url': 'https://pokeapi.co/api/v2/pokemon/86/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/seel.png
117,119,87,Dewgong,1,Common,Seel,False,Water,Ice,475,90,70,80,70,95,70,,"[{'is_default': True, 'pokemon': {'name': 'dewgong', 'url': 'https://pokeapi.co/api/v2/pokemon/87/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/dewgong.png
118,120,88,Grimer,1,Common,,False,Poison,,325,80,80,50,40,50,25,,"[{'is_default': True, 'pokemon': {'name': 'grimer', 'url': 'https://pokeapi.co/api/v2/pokemon/88/'}}, {'is_default': False, 'pokemon': {'name': 'grimer-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10112/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/grimer.png
119,121,88,Grimer,1,Common,,False,Poison,Dark,325,80,80,50,40,50,25,Alolan Grimer,"[{'is_default': True, 'pokemon': {'name': 'grimer', 'url': 'https://pokeapi.co/api/v2/pokemon/88/'}}, {'is_default': False, 'pokemon': {'name': 'grimer-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10112/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/grimer-alolan.png
120,122,89,Muk,1,Common,Grimer,False,Poison,,500,105,105,75,65,100,50,,"[{'is_default': True, 'pokemon': {'name': 'muk', 'url': 'https://pokeapi.co/api/v2/pokemon/89/'}}, {'is_default': False, 'pokemon': {'name': 'muk-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10113/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/muk.png
121,123,89,Muk,1,Common,Grimer,False,Poison,Dark,500,105,105,75,65,100,50,Alolan Muk,"[{'is_default': True, 'pokemon': {'name': 'muk', 'url': 'https://pokeapi.co/api/v2/pokemon/89/'}}, {'is_default': False, 'pokemon': {'name': 'muk-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10113/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/muk-alolan.png
122,124,90,Shellder,1,Common,,False,Water,,305,30,65,100,45,25,40,,"[{'is_default': True, 'pokemon': {'name': 'shellder', 'url': 'https://pokeapi.co/api/v2/pokemon/90/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/shellder.png
123,125,91,Cloyster,1,Common,Shellder,False,Water,Ice,525,50,95,180,85,45,70,,"[{'is_default': True, 'pokemon': {'name': 'cloyster', 'url': 'https://pokeapi.co/api/v2/pokemon/91/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/cloyster.png
124,126,92,Gastly,1,Common,,False,Ghost,Poison,310,30,35,30,100,35,80,,"[{'is_default': True, 'pokemon': {'name': 'gastly', 'url': 'https://pokeapi.co/api/v2/pokemon/92/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/gastly.png
125,127,93,Haunter,1,Common,Gastly,False,Ghost,Poison,405,45,50,45,115,55,95,,"[{'is_default': True, 'pokemon': {'name': 'haunter', 'url': 'https://pokeapi.co/api/v2/pokemon/93/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/haunter.png
126,128,94,Gengar,1,Common,Haunter,False,Ghost,Poison,500,60,65,60,130,75,110,,"[{'is_default': True, 'pokemon': {'name': 'gengar', 'url': 'https://pokeapi.co/api/v2/pokemon/94/'}}, {'is_default': False, 'pokemon': {'name': 'gengar-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10038/'}}, {'is_default': False, 'pokemon': {'name': 'gengar-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10202/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/gengar.png
127,129,94,Gengar,1,Common,Haunter,False,Ghost,Poison,600,60,65,80,170,95,130,Mega Gengar,"[{'is_default': True, 'pokemon': {'name': 'gengar', 'url': 'https://pokeapi.co/api/v2/pokemon/94/'}}, {'is_default': False, 'pokemon': {'name': 'gengar-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10038/'}}, {'is_default': False, 'pokemon': {'name': 'gengar-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10202/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/gengar-mega.png
128,130,95,Onix,1,Common,,False,Rock,Ground,385,35,45,160,30,45,70,,"[{'is_default': True, 'pokemon': {'name': 'onix', 'url': 'https://pokeapi.co/api/v2/pokemon/95/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/onix.png
