Id,Label,timeset,index,nationalpokedexnumber,species,variant,generation,rarity,type1,type2,total,hp,attack,defense,spatk,spdef,speed,image_url,vgc2022rules,monthlyusagemarch2022,usagepercentmarch2022,monthlyrankmarch2022,introductedin,type,power,acc,pp,damageclass,effect,probpercentage,increases,decreases,likesberrie,dislikesberrie,alternativeeffect,usageattributes,specificcategory,generalcategory,description,indegree,outdegree,degree,clustering
Slowpoke,Slowpoke,,113,79,Slowpoke,,1,Common,Water,Psychic,315,90,65,65,40,40,15,https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke.png,,,,,,,,,,,,,,,,,,,,,,0,116,116,0.019415
Mega Slowbro,Mega Slowbro,,114,80,Slowbro,Mega,6,Common,Water,Psychic,590,95,75,180,130,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-mega.png,Banned,,,,,,,,,,,,,,,,,,,,,1,91,92,0.014095
Galarian Slowbro,Galarian Slowbro,,115,80,Slowbro,Galarian,8,Common,Poison,Psychic,490,95,100,95,100,70,30,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-galarian.png,Permitted,,,,,,,,,,,,,,,,,,,,,5,59,64,0.062004
Slowbro,Slowbro,,116,80,Slowbro,,1,Common,Water,Psychic,490,95,75,110,100,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro.png,,4,0,122,,,,,,,,,,,,,,,,,,5,176,181,0.024794
Magnemite,Magnemite,,117,81,Magnemite,,1,Common,Electric,Steel,325,25,35,70,95,55,45,https://img.pokemondb.net/sprites/sword-shield/icon/magnemite.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,71,71,0.018913
Magneton,Magneton,,118,82,Magneton,,1,Common,Electric,Steel,465,50,60,95,120,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/magneton.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,118,119,0.041874
Farfetch'd,Farfetch'd,,119,83,Farfetch'd,,1,Common,Normal,Flying,377,52,90,55,58,62,60,https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,3,3,0.333333
Galarian Farfetch'd,Galarian Farfetch'd,,120,83,Farfetch'd,Galarian,8,Common,Fighting,,377,52,95,55,58,62,55,https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd-galarian.png,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Doduo,Doduo,,121,84,Doduo,,1,Common,Normal,Flying,310,35,85,45,35,35,75,https://img.pokemondb.net/sprites/sword-shield/icon/doduo.png,,,,,,,,,,,,,,,,,,,,,,0,72,72,0.023279
Dodrio,Dodrio,,122,85,Dodrio,,1,Common,Normal,Flying,470,60,110,70,60,60,110,https://img.pokemondb.net/sprites/sword-shield/icon/dodrio.png,,,,,,,,,,,,,,,,,,,,,,1,72,73,0.022641
Seel,Seel,,123,86,Seel,,1,Common,Water,,325,65,45,55,45,70,45,https://img.pokemondb.net/sprites/sword-shield/icon/seel.png,,,,,,,,,,,,,,,,,,,,,,0,79,79,0.012821
Dewgong,Dewgong,,124,87,Dewgong,,1,Common,Water,Ice,475,90,70,80,70,95,70,https://img.pokemondb.net/sprites/sword-shield/icon/dewgong.png,,,,,,,,,,,,,,,,,,,,,,1,73,74,0.01666
Grimer,Grimer,,125,88,Grimer,,1,Common,Poison,,325,80,80,50,40,50,25,https://img.pokemondb.net/sprites/sword-shield/icon/grimer.png,,,,,,,,,,,,,,,,,,,,,,0,91,91,0.01917
Alolan Grimer,Alolan Grimer,,126,88,Grimer,Alolan,7,Common,Poison,Dark,325,80,80,50,40,50,25,https://img.pokemondb.net/sprites/sword-shield/icon/grimer-alolan.png,,,,,,,,,,,,,,,,,,,,,,1,84,85,0.013445
Alolan Muk,Alolan Muk,,127,89,Muk,Alolan,7,Common,Poison,Dark,500,105,105,75,65,100,50,https://img.pokemondb.net/sprites/sword-shield/icon/muk-alolan.png,,,,,,,,,,,,,,,,,,,,,,2,2,4,0.416667
Muk,Muk,,128,89,Muk,,1,Common,Poison,,500,105,105,75,65,100,50,https://img.pokemondb.net/sprites/sword-shield/icon/muk.png,,,,,,,,,,,,,,,,,,,,,,1,89,90,0.011361
Shellder,Shellder,,129,90,Shellder,,1,Common,Water,,305,30,65,100,45,25,40,https://img.pokemondb.net/sprites/sword-shield/icon/shellder.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,72,72,0.016236
Cloyster,Cloyster,,130,91,Cloyster,,1,Common,Water,Ice,525,50,95,180,85,45,70,https://img.pokemondb.net/sprites/sword-shield/icon/cloyster.png,Permitted,2,0,224,,,,,,,,,,,,,,,,,,2,123,125,0.029045
Gastly,Gastly,,131,92,Gastly,,1,Common,Ghost,Poison,310,30,35,30,100,35,80,https://img.pokemondb.net/sprites/sword-shield/icon/gastly.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,95,95,0.01243
Haunter,Haunter,,132,93,Haunter,,1,Common,Ghost,Poison,405,45,50,45,115,55,95,https://img.pokemondb.net/sprites/sword-shield/icon/haunter.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,92,93,0.023375
Gengar,Gengar,,133,94,Gengar,,1,Common,Ghost,Poison,500,60,65,60,130,75,110,https://img.pokemondb.net/sprites/sword-shield/icon/gengar.png,Permitted,10,0,214,,,,,,,,,,,,,,,,,,6,179,185,0.027996
Gengar Gigantamax,Gengar Gigantamax,,134,94,Gengar,Gigantamax,8,,Ghost,Poison,,,,,,,,https://archives.bulbagarden.net/media/upload/4/43/094GiMS8.png,Gigantamax Allowed,,,,,,,,,,,,,,,,,,,,,1,3,4,0.416667
Mega Gengar,Mega Gengar,,135,94,Gengar,Mega,6,Common,Ghost,Poison,600,60,65,80,170,95,130,https://img.pokemondb.net/sprites/sword-shield/icon/gengar-mega.png,Banned,,,,,,,,,,,,,,,,,,,,,1,90,91,0.013187
Onix,Onix,,136,95,Onix,,1,Common,Rock,Ground,385,35,45,160,30,45,70,https://img.pokemondb.net/sprites/sword-shield/icon/onix.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,95,95,0.012654
Drowzee,Drowzee,,137,96,Drowzee,,1,Common,Psychic,,328,60,48,45,43,90,42,https://img.pokemondb.net/sprites/sword-shield/icon/drowzee.png,,,,,,,,,,,,,,,,,,,,,,0,104,104,0.011763
Hypno,Hypno,,138,97,Hypno,,1,Common,Psychic,,483,85,73,70,73,115,67,https://img.pokemondb.net/sprites/sword-shield/icon/hypno.png,,,,,,,,,,,,,,,,,,,,,,1,101,102,0.011842
Krabby,Krabby,,139,98,Krabby,,1,Common,Water,,325,30,105,90,25,25,50,https://img.pokemondb.net/sprites/sword-shield/icon/krabby.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,87,87,0.012563
Kingler Gigantamax,Kingler Gigantamax,,140,99,Kingler,Gigantamax,8,,Water,,,,,,,,,https://archives.bulbagarden.net/media/upload/3/33/099GiMS8.png,Gigantamax Allowed,,,,,,,,,,,,,,,,,,,,,1,2,3,0.333333
Kingler,Kingler,,141,99,Kingler,,1,Common,Water,,475,55,130,115,50,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/kingler.png,Permitted,9,0,128,,,,,,,,,,,,,,,,,,2,133,135,0.025594
Hisuian Voltorb,Hisuian Voltorb,,142,100,Voltorb,Hisuian,1,Common,Electric,Grass,330,40,30,50,55,55,100,https://img.pokemondb.net/s.png,,,,,,,,,,,,,,,,,,,,,,1,2,3,0.5
Voltorb,Voltorb,,143,100,Voltorb,,1,Common,Electric,,330,40,30,50,55,55,100,https://img.pokemondb.net/sprites/sword-shield/icon/voltorb.png,,,,,,,,,,,,,,,,,,,,,,0,66,66,0.018881
Hisuian Electrode,Hisuian Electrode,,144,101,Electrode,Hisuian,1,Common,Electric,Grass,490,60,50,70,80,80,150,https://img.pokemondb.net/s.png,,,,,,,,,,,,,,,,,,,,,,2,2,4,0.416667
Electrode,Electrode,,145,101,Electrode,,1,Common,Electric,,490,60,50,70,80,80,150,https://img.pokemondb.net/sprites/sword-shield/icon/electrode.png,,,,,,,,,,,,,,,,,,,,,,1,69,70,0.01677
Exeggcute,Exeggcute,,146,102,Exeggcute,,1,Common,Grass,Psychic,325,60,40,80,60,45,40,https://img.pokemondb.net/sprites/sword-shield/icon/exeggcute.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,86,86,0.023803
Alolan Exeggutor,Alolan Exeggutor,,147,103,Exeggutor,Alolan,7,Common,Grass,Dragon,530,95,105,85,125,75,45,https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor-alolan.png,,6,0,166,,,,,,,,,,,,,,,,,,2,132,134,0.026428
Exeggutor,Exeggutor,,148,103,Exeggutor,,1,Common,Grass,Psychic,530,95,95,85,125,75,55,https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor.png,Permitted,3,0,156,,,,,,,,,,,,,,,,,,2,135,137,0.033491
Cubone,Cubone,,149,104,Cubone,,1,Common,Ground,,320,50,50,95,40,50,35,https://img.pokemondb.net/sprites/sword-shield/icon/cubone.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,102,102,0.017666
Alolan Marowak,Alolan Marowak,,150,105,Marowak,Alolan,7,Common,Fire,Ghost,425,60,80,110,50,80,45,https://img.pokemondb.net/sprites/sword-shield/icon/marowak-alolan.png,,16,0,121,,,,,,,,,,,,,,,,,,10,144,154,0.041338
Marowak,Marowak,,151,105,Marowak,,1,Common,Ground,,425,60,80,110,50,80,45,https://img.pokemondb.net/sprites/sword-shield/icon/marowak.png,Permitted,,,,,,,,,,,,,,,,,,,,,2,145,147,0.032336
Hitmonlee,Hitmonlee,,152,106,Hitmonlee,,1,Common,Fighting,,455,50,120,53,35,110,87,https://img.pokemondb.net/sprites/sword-shield/icon/hitmonlee.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,143,144,0.027632
Hitmonchan,Hitmonchan,,153,107,Hitmonchan,,1,Common,Fighting,,455,50,105,79,35,110,76,https://img.pokemondb.net/sprites/sword-shield/icon/hitmonchan.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,91,92,0.009675
Lickitung,Lickitung,,154,108,Lickitung,,1,Common,Normal,,385,90,55,75,60,75,30,https://img.pokemondb.net/sprites/sword-shield/icon/lickitung.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,121,121,0.010675
Koffing,Koffing,,155,109,Koffing,,1,Common,Poison,,340,40,65,95,60,45,35,https://img.pokemondb.net/sprites/sword-shield/icon/koffing.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,79,79,0.014768
Weezing,Weezing,,156,110,Weezing,,1,Common,Poison,,490,65,90,120,85,70,60,https://img.pokemondb.net/sprites/sword-shield/icon/weezing.png,,43,2,36,,,,,,,,,,,,,,,,,,11,115,126,0.05042
Galarian Weezing,Galarian Weezing,,157,110,Weezing,Galarian,8,Common,Poison,Fairy,490,65,90,120,85,70,60,https://img.pokemondb.net/sprites/sword-shield/icon/weezing-galarian.png,Permitted,8,0,127,,,,,,,,,,,,,,,,,,7,42,49,0.113946
Rhyhorn,Rhyhorn,,158,111,Rhyhorn,,1,Common,Ground,Rock,345,80,85,95,30,30,25,https://img.pokemondb.net/sprites/sword-shield/icon/rhyhorn.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,109,109,0.010788
Rhydon,Rhydon,,159,112,Rhydon,,1,Common,Ground,Rock,485,105,130,120,45,45,40,https://img.pokemondb.net/sprites/sword-shield/icon/rhydon.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,138,139,0.012772
Chansey,Chansey,,160,113,Chansey,,1,Common,Normal,,450,250,5,5,35,105,50,https://img.pokemondb.net/sprites/sword-shield/icon/chansey.png,Permitted,6,0,76,,,,,,,,,,,,,,,,,,9,176,185,0.030235
Tangela,Tangela,,161,114,Tangela,,1,Common,Grass,,435,65,55,115,100,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/tangela.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,121,121,0.028719
Kangaskhan,Kangaskhan,,162,115,Kangaskhan,,1,Common,Normal,,490,105,95,80,40,80,90,https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan.png,Permitted,6,0,136,,,,,,,,,,,,,,,,,,0,170,170,0.023877
Mega Kangaskhan,Mega Kangaskhan,,163,115,Kangaskhan,Mega,6,Common,Normal,,590,105,125,100,60,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan-mega.png,Banned,,,,,,,,,,,,,,,,,,,,,1,96,97,0.014927
Horsea,Horsea,,164,116,Horsea,,1,Common,Water,,295,30,40,70,70,25,60,https://img.pokemondb.net/sprites/sword-shield/icon/horsea.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,74,74,0.01518
Seadra,Seadra,,165,117,Seadra,,1,Common,Water,,440,55,65,95,95,45,85,https://img.pokemondb.net/sprites/sword-shield/icon/seadra.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,70,71,0.028773
Goldeen,Goldeen,,166,118,Goldeen,,1,Common,Water,,320,45,67,60,35,50,63,https://img.pokemondb.net/sprites/sword-shield/icon/goldeen.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,80,80,0.014557
Seaking,Seaking,,167,119,Seaking,,1,Common,Water,,450,80,92,65,65,80,68,https://img.pokemondb.net/sprites/sword-shield/icon/seaking.png,Permitted,,,,,,,,,,,,,,,,,,,,,2,124,126,0.038774
Staryu,Staryu,,168,120,Staryu,,1,Common,Water,,340,30,45,55,70,55,85,https://img.pokemondb.net/sprites/sword-shield/icon/staryu.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,84,84,0.012909
Starmie,Starmie,,169,121,Starmie,,1,Common,Water,Psychic,520,60,75,85,100,85,115,https://img.pokemondb.net/sprites/sword-shield/icon/starmie.png,Permitted,,,,,,,,,,,,,,,,,,,,,2,147,149,0.026165
Mime Galarian Mr. Mime,Mime Galarian Mr. Mime,,170,122,Mr.,Mime Galarian  Mime,8,Common,Ice,Psychic,460,50,65,65,90,90,100,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime-galarian.png,,2,0,228,,,,,,,,,,,,,,,,,,1,42,43,0.071982
Mr. Mime,Mr. Mime,,171,122,Mr.,Mime,1,Common,Psychic,Fairy,460,40,45,65,100,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime.png,,,,,,,,,,,,,,,,,,,,,,1,47,48,0.085106
Scyther,Scyther,,172,123,Scyther,,1,Common,Bug,Flying,500,70,110,80,55,80,105,https://img.pokemondb.net/sprites/sword-shield/icon/scyther.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,133,133,0.034404
Jynx,Jynx,,173,124,Jynx,,1,Common,Ice,Psychic,455,65,50,35,115,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/jynx.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,126,127,0.008186
Electabuzz,Electabuzz,,174,125,Electabuzz,,1,Common,Electric,,490,65,83,57,95,85,105,https://img.pokemondb.net/sprites/sword-shield/icon/electabuzz.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,90,91,0.019292
Magmar,Magmar,,175,126,Magmar,,1,Common,Fire,,495,65,95,57,100,85,93,https://img.pokemondb.net/sprites/sword-shield/icon/magmar.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,91,92,0.019589
Mega Pinsir,Mega Pinsir,,176,127,Pinsir,Mega,6,Common,Bug,Flying,600,65,155,120,65,90,105,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir-mega.png,Banned,,,,,,,,,,,,,,,,,,,,,1,72,73,0.014269
Pinsir,Pinsir,,177,127,Pinsir,,1,Common,Bug,,500,65,125,100,55,70,85,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,90,90,0.009363
Tauros,Tauros,,178,128,Tauros,,1,Common,Normal,,490,75,100,95,40,70,110,https://img.pokemondb.net/sprites/sword-shield/icon/tauros.png,Permitted,3,0,209,,,,,,,,,,,,,,,,,,3,135,138,0.0307
Magikarp,Magikarp,,179,129,Magikarp,,1,Common,Water,,200,20,10,55,15,20,80,https://img.pokemondb.net/sprites/sword-shield/icon/magikarp.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,9,9,0.097222
Mega Gyarados,Mega Gyarados,,180,130,Gyarados,Mega,6,Common,Water,Dark,640,95,155,109,70,130,81,https://img.pokemondb.net/sprites/sword-shield/icon/gyarados-mega.png,Banned,,,,,,,,,,,,,,,,,,,,,1,73,74,0.01629
Gyarados,Gyarados,,181,130,Gyarados,,1,Common,Water,Flying,540,95,125,79,60,100,81,https://img.pokemondb.net/sprites/sword-shield/icon/gyarados.png,Permitted,15,0,132,,,,,,,,,,,,,,,,,,19,146,165,0.051552
Lapras Gigantamax,Lapras Gigantamax,,182,131,Lapras,Gigantamax,8,,Water,Ice,,,,,,,,https://archives.bulbagarden.net/media/upload/e/ed/131GiMS8.png,Gigantamax Allowed,,,,,,,,,,,,,,,,,,,,,1,3,4,0.416667
Lapras,Lapras,,183,131,Lapras,,1,Common,Water,Ice,535,130,85,80,85,95,60,https://img.pokemondb.net/sprites/sword-shield/icon/lapras.png,Permitted,61,1,59,,,,,,,,,,,,,,,,,,34,152,186,0.060186
Ditto,Ditto,,184,132,Ditto,,1,Common,Normal,,288,48,48,48,48,48,48,https://img.pokemondb.net/sprites/sword-shield/icon/ditto.png,Permitted,74,5,26,,,,,,,,,,,,,,,,,,10,39,49,0.126701
Partner Eevee,Partner Eevee,,185,133,Eevee,Partner,1,Common,Normal,,435,65,75,70,65,85,75,https://img.pokemondb.net/sprites/sword-shield/icon/eevee-lets-go.png,,,,,,,,,,,,,,,,,,,,,,1,1,2,0.5
Eevee Gigantamax,Eevee Gigantamax,,186,133,Eevee,Gigantamax,8,,Normal,,,,,,,,,https://archives.bulbagarden.net/media/upload/6/61/133GiMS8.png,Gigantamax Allowed,,,,,,,,,,,,,,,,,,,,,1,2,3,0.333333
Eevee,Eevee,,187,133,Eevee,,1,Common,Normal,,325,55,55,50,45,65,55,https://img.pokemondb.net/sprites/sword-shield/icon/eevee.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,83,83,0.078901
Vaporeon,Vaporeon,,188,134,Vaporeon,,1,Common,Water,,525,130,65,60,110,95,65,https://img.pokemondb.net/sprites/sword-shield/icon/vaporeon.png,Permitted,,,,,,,,,,,,,,,,,,,,,2,146,148,0.030519
Jolteon,Jolteon,,189,135,Jolteon,,1,Common,Electric,,525,65,65,60,110,95,130,https://img.pokemondb.net/sprites/sword-shield/icon/jolteon.png,Permitted,,,,,,,,,,,,,,,,,,,,,3,141,144,0.042929
Flareon,Flareon,,190,136,Flareon,,1,Common,Fire,,525,65,130,60,95,110,65,https://img.pokemondb.net/sprites/sword-shield/icon/flareon.png,Permitted,,,,,,,,,,,,,,,,,,,,,2,132,134,0.037594
Porygon,Porygon,,191,137,Porygon,,1,Common,Normal,,395,65,60,70,85,75,40,https://img.pokemondb.net/sprites/sword-shield/icon/porygon.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,89,89,0.014683
Omanyte,Omanyte,,192,138,Omanyte,,1,Common,Rock,Water,355,35,40,100,90,55,35,https://img.pokemondb.net/sprites/sword-shield/icon/omanyte.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,86,86,0.014501
Omastar,Omastar,,193,139,Omastar,,1,Common,Rock,Water,495,70,60,125,115,70,55,https://img.pokemondb.net/sprites/sword-shield/icon/omastar.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,91,92,0.0129
Kabuto,Kabuto,,194,140,Kabuto,,1,Common,Rock,Water,355,30,80,90,55,45,55,https://img.pokemondb.net/sprites/sword-shield/icon/kabuto.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,89,89,0.014045
Kabutops,Kabutops,,195,141,Kabutops,,1,Common,Rock,Water,495,60,115,105,65,70,80,https://img.pokemondb.net/sprites/sword-shield/icon/kabutops.png,Permitted,4,0,173,,,,,,,,,,,,,,,,,,2,152,154,0.024811
Aerodactyl,Aerodactyl,,196,142,Aerodactyl,,1,Common,Rock,Flying,515,80,105,65,60,75,130,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl.png,Permitted,5,0,172,,,,,,,,,,,,,,,,,,0,147,147,0.024369
Mega Aerodactyl,Mega Aerodactyl,,197,142,Aerodactyl,Mega,6,Common,Rock,Flying,615,80,135,85,70,95,150,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl-mega.png,Banned,,,,,,,,,,,,,,,,,,,,,1,81,82,0.015056
Snorlax Gigantamax,Snorlax Gigantamax,,198,143,Snorlax,Gigantamax,8,,Normal,,,,,,,,,https://archives.bulbagarden.net/media/upload/f/f7/143GiMS8.png,Gigantamax Allowed,,,,,,,,,,,,,,,,,,,,,1,2,3,0.333333
Snorlax,Snorlax,,199,143,Snorlax,,1,Common,Normal,,540,160,110,65,65,110,30,https://img.pokemondb.net/sprites/sword-shield/icon/snorlax.png,Permitted,18,0,97,,,,,,,,,,,,,,,,,,13,187,200,0.030226
Galarian Articuno,Galarian Articuno,,200,144,Articuno,Galarian,8,Legendary,Psychic,Flying,580,90,85,85,125,100,95,https://img.pokemondb.net/sprites/sword-shield/icon/articuno-galarian.png,,14,0,117,,,,,,,,,,,,,,,,,,2,52,54,0.087352
Articuno,Articuno,,201,144,Articuno,,1,Legendary,Ice,Flying,580,90,85,100,95,125,85,https://img.pokemondb.net/sprites/sword-shield/icon/articuno.png,Permitted,4,0,174,,,,,,,,,,,,,,,,,,0,129,129,0.025921
Galarian Zapdos,Galarian Zapdos,,202,145,Zapdos,Galarian,8,Legendary,Fighting,Flying,580,90,125,90,85,90,100,https://img.pokemondb.net/sprites/sword-shield/icon/zapdos-galarian.png,,26,0,93,,,,,,,,,,,,,,,,,,8,55,63,0.084746
Zapdos,Zapdos,,203,145,Zapdos,,1,Legendary,Electric,Flying,580,90,90,85,125,90,100,https://img.pokemondb.net/sprites/sword-shield/icon/zapdos.png,Permitted,168,8,21,,,,,,,,,,,,,,,,,,23,129,152,0.056998
Galarian Moltres,Galarian Moltres,,204,146,Moltres,Galarian,8,Legendary,Dark,Flying,580,90,85,90,100,125,90,https://img.pokemondb.net/sprites/sword-shield/icon/moltres-galarian.png,,35,0,100,,,,,,,,,,,,,,,,,,3,53,56,0.088961
Moltres,Moltres,,205,146,Moltres,,1,Legendary,Fire,Flying,580,90,100,90,125,85,90,https://img.pokemondb.net/sprites/sword-shield/icon/moltres.png,Permitted,3,0,137,,,,,,,,,,,,,,,,,,1,127,128,0.026997
Dratini,Dratini,,206,147,Dratini,,1,Common,Dragon,,300,41,64,45,50,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/dratini.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,85,85,0.012605
Dragonair,Dragonair,,207,148,Dragonair,,1,Common,Dragon,,420,61,84,65,70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/dragonair.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,81,82,0.025294
Dragonite,Dragonite,,208,149,Dragonite,,1,Common,Dragon,Flying,600,91,134,95,100,100,80,https://img.pokemondb.net/sprites/sword-shield/icon/dragonite.png,Permitted,10,0,167,,,,,,,,,,,,,,,,,,2,184,186,0.019326
Mega Mewtwo Y,Mega Mewtwo Y,,209,150,Mewtwo,Mega  Y,6,Legendary,Psychic,,780,106,150,70,194,120,140,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-mega-y.png,Banned,,,,,,,,,,,,,,,,,,,,,1,233,234,0.005337
Mega Mewtwo X,Mega Mewtwo X,,210,150,Mewtwo,Mega  X,6,Legendary,Psychic,Fighting,780,106,190,100,154,100,130,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-mega-x.png,Banned,,,,,,,,,,,,,,,,,,,,,1,234,235,0.005728
Mewtwo,Mewtwo,,211,150,Mewtwo,,1,Legendary,Psychic,,680,106,110,90,154,90,130,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo.png,Restricted (players can include two Restricted Pokémon in their team),15,0,103,,,,,,,,,,,,,,,,,,4,207,211,0.022807
Mew,Mew,,212,151,Mew,,1,Mythical,Psychic,,600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/mew.png,Banned,,,,,,,,,,,,,,,,,,,,,0,344,344,0.000305
Chikorita,Chikorita,,213,152,Chikorita,,2,Common,Grass,,318,45,49,65,49,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/chikorita.png,,,,,,,,,,,,,,,,,,,,,,0,71,71,0.015694
Bayleef,Bayleef,,214,153,Bayleef,,2,Common,Grass,,405,60,62,80,63,80,60,https://img.pokemondb.net/sprites/sword-shield/icon/bayleef.png,,,,,,,,,,,,,,,,,,,,,,1,64,65,0.032452
Meganium,Meganium,,215,154,Meganium,,2,Common,Grass,,525,80,82,100,83,100,80,https://img.pokemondb.net/sprites/sword-shield/icon/meganium.png,,,,,,,,,,,,,,,,,,,,,,1,74,75,0.014054
Cyndaquil,Cyndaquil,,216,155,Cyndaquil,,2,Common,Fire,,309,39,52,43,60,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/cyndaquil.png,,,,,,,,,,,,,,,,,,,,,,0,71,71,0.015292
Quilava,Quilava,,217,156,Quilava,,2,Common,Fire,,405,58,64,58,80,65,80,https://img.pokemondb.net/sprites/sword-shield/icon/quilava.png,,,,,,,,,,,,,,,,,,,,,,1,67,68,0.030948
Hisuian Typhlosion,Hisuian Typhlosion,,218,157,Typhlosion,Hisuian,2,Common,Fire,Ghost,534,73,84,78,119,85,95,https://img.pokemondb.net/s.png,,,,,,,,,,,,,,,,,,,,,,2,2,4,0.416667
Typhlosion,Typhlosion,,219,157,Typhlosion,,2,Common,Fire,,534,78,84,78,109,85,100,https://img.pokemondb.net/sprites/sword-shield/icon/typhlosion.png,,,,,,,,,,,,,,,,,,,,,,1,91,92,0.010033
Totodile,Totodile,,220,158,Totodile,,2,Common,Water,,314,50,65,64,44,48,43,https://img.pokemondb.net/sprites/sword-shield/icon/totodile.png,,,,,,,,,,,,,,,,,,,,,,0,92,92,0.011467
Croconaw,Croconaw,,221,159,Croconaw,,2,Common,Water,,405,65,80,80,59,63,58,https://img.pokemondb.net/sprites/sword-shield/icon/croconaw.png,,,,,,,,,,,,,,,,,,,,,,1,88,89,0.02311
Feraligatr,Feraligatr,,222,160,Feraligatr,,2,Common,Water,,530,85,105,100,79,83,78,https://img.pokemondb.net/sprites/sword-shield/icon/feraligatr.png,,,,,,,,,,,,,,,,,,,,,,1,100,101,0.009901
Sentret,Sentret,,223,161,Sentret,,2,Common,Normal,,215,35,46,34,35,45,20,https://img.pokemondb.net/sprites/sword-shield/icon/sentret.png,,,,,,,,,,,,,,,,,,,,,,0,94,94,0.014871
Furret,Furret,,224,162,Furret,,2,Common,Normal,,415,85,76,64,45,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/furret.png,,,,,,,,,,,,,,,,,,,,,,1,94,95,0.014446
Hoothoot,Hoothoot,,225,163,Hoothoot,,2,Common,Normal,Flying,262,60,30,30,36,56,50,https://img.pokemondb.net/sprites/sword-shield/icon/hoothoot.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,90,90,0.016604
Noctowl,Noctowl,,226,164,Noctowl,,2,Common,Normal,Flying,452,100,50,50,86,96,70,https://img.pokemondb.net/sprites/sword-shield/icon/noctowl.png,Permitted,,,,,,,,,,,,,,,,,,,,,2,127,129,0.033157
Ledyba,Ledyba,,227,165,Ledyba,,2,Common,Bug,Flying,265,40,20,30,40,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/ledyba.png,,,,,,,,,,,,,,,,,,,,,,0,79,79,0.013957
