#,Name,Species,Variant,Generation,Rarity,Evolves_from,Has_gender_diff,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,image_url,VGC2022_rules,Monthly Usage (k),Usage Percent (%),Monthly Rank
517,Munna,Munna,,5,Common,,False,Psychic,,292,76,25,45,67,55,24,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png,Permitted,,,
518,Musharna,Musharna,,5,Common,Munna,False,Psychic,,487,116,55,85,107,95,29,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png,Permitted,,,
519,Pidove,Pidove,,5,Common,,False,Normal,Flying,264,50,55,50,36,30,43,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png,Permitted,,,
520,Tranquill,Tranquill,,5,Common,Pidove,False,Normal,Flying,358,62,77,62,50,42,65,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png,Permitted,,,
521,Unfezant,Unfezant,,5,Common,Tranquill,True,Normal,Flying,488,80,115,80,65,55,93,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png,Permitted,-,-,-
522,Blitzle,Blitzle,,5,Common,,False,Electric,,295,45,60,32,50,32,76,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png,,,,
523,Zebstrika,Zebstrika,,5,Common,Blitzle,False,Electric,,497,75,100,63,80,63,116,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png,,,,
524,Roggenrola,Roggenrola,,5,Common,,False,Rock,,280,55,75,85,25,25,15,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png,Permitted,,,
525,Boldore,Boldore,,5,Common,Roggenrola,False,Rock,,390,70,105,105,50,40,20,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png,Permitted,,,
526,Gigalith,Gigalith,,5,Common,Boldore,False,Rock,,515,85,135,130,60,80,25,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png,Permitted,4,0,160
527,Woobat,Woobat,,5,Common,,False,Psychic,Flying,323,65,45,43,55,43,72,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png,Permitted,,,
528,Swoobat,Swoobat,,5,Common,Woobat,False,Psychic,Flying,425,67,57,55,77,55,114,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png,Permitted,2,0,191
529,Drilbur,Drilbur,,5,Common,,False,Ground,,328,60,85,40,30,45,68,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png,Permitted,,,
530,Excadrill,Excadrill,,5,Common,Drilbur,False,Ground,Steel,508,110,135,60,50,65,88,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png,Permitted,10,0,140
531,Mega Audino,Audino,Mega,6,Common,Audino,False,Normal,Fairy,545,103,60,126,80,126,50,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png,Banned,,,
531,Audino,Audino,,5,Common,,False,Normal,,445,103,60,86,60,86,50,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png,Permitted,,,
532,Timburr,Timburr,,5,Common,,False,Fighting,,305,75,80,55,25,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png,Permitted,,,
533,Gurdurr,Gurdurr,,5,Common,Timburr,False,Fighting,,405,85,105,85,40,50,40,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png,Permitted,,,
534,Conkeldurr,Conkeldurr,,5,Common,Gurdurr,False,Fighting,,505,105,140,95,55,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png,Permitted,10,0,198
535,Tympole,Tympole,,5,Common,,False,Water,,294,50,50,40,50,40,64,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png,Permitted,,,
536,Palpitoad,Palpitoad,,5,Common,Tympole,False,Water,Ground,384,75,65,55,65,55,69,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png,Permitted,,,
537,Seismitoad,Seismitoad,,5,Common,Palpitoad,False,Water,Ground,509,105,95,75,85,75,74,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png,Permitted,59,1,46
538,Throh,Throh,,5,Common,,False,Fighting,,465,120,100,85,30,85,45,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png,Permitted,,,
539,Sawk,Sawk,,5,Common,,False,Fighting,,465,75,125,75,30,75,85,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png,Permitted,,,
540,Sewaddle,Sewaddle,,5,Common,,False,Bug,Grass,310,45,53,70,40,60,42,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png,,,,
541,Swadloon,Swadloon,,5,Common,Sewaddle,False,Bug,Grass,380,55,63,90,50,80,42,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png,,,,
542,Leavanny,Leavanny,,5,Common,Swadloon,False,Bug,Grass,500,75,103,80,70,80,92,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png,,,,
543,Venipede,Venipede,,5,Common,,False,Bug,Poison,260,30,45,59,30,39,57,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png,Permitted,,,
544,Whirlipede,Whirlipede,,5,Common,Venipede,False,Bug,Poison,360,40,55,99,40,79,47,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png,Permitted,,,
545,Scolipede,Scolipede,,5,Common,Whirlipede,False,Bug,Poison,485,60,100,89,55,69,112,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png,Permitted,-,-,-
546,Cottonee,Cottonee,,5,Common,,False,Grass,Fairy,280,40,27,60,37,50,66,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png,Permitted,,,
547,Whimsicott,Whimsicott,,5,Common,Cottonee,False,Grass,Fairy,480,60,67,85,77,75,116,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png,Permitted,425,17,15
548,Petilil,Petilil,,5,Common,,False,Grass,,280,45,35,50,70,50,30,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png,Permitted,,,
549,Hisuian Lilligant,Lilligant,Hisuian,5,Common,Petilil,False,Grass,Fighting,480,70,105,75,50,75,105,https://img.pokemondb.net/s.png,,,,
549,Lilligant,Lilligant,,5,Common,Petilil,False,Grass,,480,70,60,75,110,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png,Permitted,-,-,-
550,Basculin White-Striped Form,Basculin,White-Striped Form,5,Common,,False,Water,,460,70,92,65,80,55,98,https://img.pokemondb.net/s.png,,,,
550,Basculin Blue-Striped Form,Basculin,Blue-Striped Form,5,Common,,False,Water,,460,70,92,65,80,55,98,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png,,,,
550,Basculin Red-Striped Form,Basculin,Red-Striped Form,5,Common,,False,Water,,460,70,92,65,80,55,98,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png,,,,
551,Sandile,Sandile,,5,Common,,False,Ground,Dark,292,50,72,35,35,35,65,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png,Permitted,,,
552,Krokorok,Krokorok,,5,Common,Sandile,False,Ground,Dark,351,60,82,45,45,45,74,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png,Permitted,,,
553,Krookodile,Krookodile,,5,Common,Krokorok,False,Ground,Dark,519,95,117,80,65,70,92,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png,Permitted,11,0,138
554,Galarian Darumaka,Darumaka,Galarian,8,Common,,False,Ice,,315,70,90,45,15,45,50,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png,Permitted,,,
554,Darumaka,Darumaka,,5,Common,,False,Fire,,315,70,90,45,15,45,50,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png,,,,
555,Darmanitan Standard Mode,Darmanitan,Standard Mode,5,Common,Darumaka,False,Fire,,480,105,140,55,30,55,95,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png,,3,0,168
555,Darmanitan Galarian Zen Mode,Darmanitan,Galarian Zen Mode,8,Common,Darumaka,False,Ice,Fire,540,105,160,55,30,55,135,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png,,,,
555,Darmanitan Galarian Standard Mode,Darmanitan,Galarian Standard Mode,8,Common,Darumaka,False,Ice,,480,105,140,55,30,55,95,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png,,15,0,90
555,Darmanitan Zen Mode,Darmanitan,Zen Mode,5,Common,Darumaka,False,Fire,Psychic,540,105,30,105,140,105,55,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png,,,,
556,Maractus,Maractus,,5,Common,,False,Grass,,461,75,86,67,106,67,60,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png,Permitted,-,-,-
557,Dwebble,Dwebble,,5,Common,,False,Bug,Rock,325,50,65,85,35,35,55,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png,Permitted,,,
558,Crustle,Crustle,,5,Common,Dwebble,False,Bug,Rock,485,70,105,125,65,75,45,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png,Permitted,-,-,-
559,Scraggy,Scraggy,,5,Common,,False,Dark,Fighting,348,50,75,70,35,70,48,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png,Permitted,,,
560,Scrafty,Scrafty,,5,Common,Scraggy,False,Dark,Fighting,488,65,90,115,45,115,58,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png,Permitted,6,0,171
561,Sigilyph,Sigilyph,,5,Common,,False,Psychic,Flying,490,72,58,80,103,80,97,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png,Permitted,-,-,-
562,Galarian Yamask,Yamask,Galarian,8,Common,,False,Ground,Ghost,303,38,55,85,30,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png,Permitted,,,
562,Yamask,Yamask,,5,Common,,False,Ghost,,303,38,30,85,55,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png,,,,
563,Cofagrigus,Cofagrigus,,5,Common,Yamask,False,Ghost,,483,58,50,145,95,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png,Permitted,-,-,-
564,Tirtouga,Tirtouga,,5,Common,,False,Water,Rock,355,54,78,103,53,45,22,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png,Permitted,,,
565,Carracosta,Carracosta,,5,Common,Tirtouga,False,Water,Rock,495,74,108,133,83,65,32,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png,Permitted,,,
566,Archen,Archen,,5,Common,,False,Rock,Flying,401,55,112,45,74,45,70,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png,Permitted,,,
567,Archeops,Archeops,,5,Common,Archen,False,Rock,Flying,567,75,140,65,112,65,110,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png,Permitted,,,
568,Trubbish,Trubbish,,5,Common,,False,Poison,,329,50,50,62,40,62,65,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png,Permitted,,,
569,Garbodor Gigantamax,Garbodor,Gigantamax,8,,Garbodor,,Poison,,,,,,,,,https://archives.bulbagarden.net/media/upload/f/ff/569GiMS8.png,Gigantamax Allowed,,,
569,Garbodor,Garbodor,,5,Common,Trubbish,False,Poison,,474,80,95,82,60,82,75,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png,Permitted,1,0,210
570,Zorua,Zorua,,5,Common,,False,Dark,,330,40,65,40,80,40,65,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png,Permitted,,,
570,Hisuian Zorua,Zorua,Hisuian,5,Common,,False,Normal,Ghost,330,35,60,40,85,40,70,https://img.pokemondb.net/s.png,,,,
571,Zoroark,Zoroark,,5,Common,Zorua,False,Dark,,510,60,105,60,120,60,105,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png,Permitted,-,-,-
571,Hisuian Zoroark,Zoroark,Hisuian,5,Common,Zorua,False,Normal,Ghost,510,55,100,60,125,60,110,https://img.pokemondb.net/s.png,,,,
572,Minccino,Minccino,,5,Common,,False,Normal,,300,55,50,40,40,40,75,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png,Permitted,,,
573,Cinccino,Cinccino,,5,Common,Minccino,False,Normal,,470,75,95,60,65,60,115,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png,Permitted,3,0,221
574,Gothita,Gothita,,5,Common,,False,Psychic,,290,45,30,50,55,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png,Permitted,,,
575,Gothorita,Gothorita,,5,Common,Gothita,False,Psychic,,390,60,45,70,75,85,55,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png,Permitted,,,
576,Gothitelle,Gothitelle,,5,Common,Gothorita,False,Psychic,,490,70,55,95,95,110,65,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png,Permitted,20,2,45
577,Solosis,Solosis,,5,Common,,False,Psychic,,290,45,30,40,105,50,20,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png,Permitted,,,
578,Duosion,Duosion,,5,Common,Solosis,False,Psychic,,370,65,40,50,125,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png,Permitted,,,
579,Reuniclus,Reuniclus,,5,Common,Duosion,False,Psychic,,490,110,65,75,125,85,30,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png,Permitted,-,-,-
580,Ducklett,Ducklett,,5,Common,,False,Water,Flying,305,62,44,50,44,50,55,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png,,,,
581,Swanna,Swanna,,5,Common,Ducklett,False,Water,Flying,473,75,87,63,87,63,98,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png,,,,
582,Vanillite,Vanillite,,5,Common,,False,Ice,,305,36,50,50,65,60,44,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png,Permitted,,,
583,Vanillish,Vanillish,,5,Common,Vanillite,False,Ice,,395,51,65,65,80,75,59,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png,Permitted,,,
584,Vanilluxe,Vanilluxe,,5,Common,Vanillish,False,Ice,,535,71,95,85,110,95,79,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png,Permitted,-,-,-
585,Deerling,Deerling,,5,Common,,False,Normal,Grass,335,60,60,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png,,,,
586,Sawsbuck,Sawsbuck,,5,Common,Deerling,False,Normal,Grass,475,80,100,70,60,70,95,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png,,,,
587,Emolga,Emolga,,5,Common,,False,Electric,Flying,428,55,75,60,75,60,103,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png,Permitted,-,-,-
588,Karrablast,Karrablast,,5,Common,,False,Bug,,315,50,75,45,40,45,60,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png,Permitted,,,
589,Escavalier,Escavalier,,5,Common,Karrablast,False,Bug,Steel,495,70,135,105,60,105,20,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png,Permitted,9,0,109
590,Foongus,Foongus,,5,Common,,False,Grass,Poison,294,69,55,45,55,55,15,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png,Permitted,,,
591,Amoonguss,Amoonguss,,5,Common,Foongus,False,Grass,Poison,464,114,85,70,85,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png,Permitted,350,18,13
592,Frillish,Frillish,,5,Common,,True,Water,Ghost,335,55,40,50,65,85,40,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png,Permitted,,,
593,Jellicent,Jellicent,,5,Common,Frillish,True,Water,Ghost,480,100,60,70,85,105,60,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png,Permitted,6,0,161
594,Alomomola,Alomomola,,5,Common,,False,Water,,470,165,75,80,40,45,65,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png,,,,
595,Joltik,Joltik,,5,Common,,False,Bug,Electric,319,50,47,50,57,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png,Permitted,,,
596,Galvantula,Galvantula,,5,Common,Joltik,False,Bug,Electric,472,70,77,60,97,60,108,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png,Permitted,-,-,-
597,Ferroseed,Ferroseed,,5,Common,,False,Grass,Steel,305,44,50,91,24,86,10,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png,Permitted,,,
598,Ferrothorn,Ferrothorn,,5,Common,Ferroseed,False,Grass,Steel,489,74,94,131,54,116,20,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png,Permitted,131,5,25
599,Klink,Klink,,5,Common,,False,Steel,,300,40,55,70,45,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png,Permitted,,,
600,Klang,Klang,,5,Common,Klink,False,Steel,,440,60,80,95,70,85,50,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png,Permitted,,,
601,Klinklang,Klinklang,,5,Common,Klang,False,Steel,,520,60,100,115,70,85,90,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png,Permitted,884,0,104
602,Tynamo,Tynamo,,5,Common,,False,Electric,,275,35,55,40,45,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png,,,,
603,Eelektrik,Eelektrik,,5,Common,Tynamo,False,Electric,,405,65,85,70,75,70,40,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png,,,,
604,Eelektross,Eelektross,,5,Common,Eelektrik,False,Electric,,515,85,115,80,105,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png,,,,
605,Elgyem,Elgyem,,5,Common,,False,Psychic,,335,55,55,55,85,55,30,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png,Permitted,,,
606,Beheeyem,Beheeyem,,5,Common,Elgyem,False,Psychic,,485,75,75,75,125,95,40,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png,Permitted,-,-,-
607,Litwick,Litwick,,5,Common,,False,Ghost,Fire,275,50,30,55,65,55,20,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png,Permitted,,,
608,Lampent,Lampent,,5,Common,Litwick,False,Ghost,Fire,370,60,40,60,95,60,55,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png,Permitted,,,
609,Chandelure,Chandelure,,5,Common,Lampent,False,Ghost,Fire,520,60,55,90,145,90,80,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png,Permitted,9,0,143
610,Axew,Axew,,5,Common,,False,Dragon,,320,46,87,60,30,40,57,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png,Permitted,,,
611,Fraxure,Fraxure,,5,Common,Axew,False,Dragon,,410,66,117,70,40,50,67,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png,Permitted,,,
612,Haxorus,Haxorus,,5,Common,Fraxure,False,Dragon,,540,76,147,90,60,70,97,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png,Permitted,-,-,-
613,Cubchoo,Cubchoo,,5,Common,,False,Ice,,305,55,70,40,60,40,40,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png,Permitted,,,
614,Beartic,Beartic,,5,Common,Cubchoo,False,Ice,,505,95,130,80,70,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png,Permitted,-,-,-
615,Cryogonal,Cryogonal,,5,Common,,False,Ice,,515,80,50,50,95,135,105,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png,Permitted,,,
616,Shelmet,Shelmet,,5,Common,,False,Bug,,305,50,40,85,40,65,25,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png,Permitted,,,
617,Accelgor,Accelgor,,5,Common,Shelmet,False,Bug,,495,80,70,40,100,60,145,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png,Permitted,7,0,207
618,Stunfisk,Stunfisk,,5,Common,,False,Ground,Electric,471,109,66,84,81,99,32,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png,,,,
618,Galarian Stunfisk,Stunfisk,Galarian,8,Common,,False,Ground,Steel,471,109,81,99,66,84,32,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk-galarian.png,Permitted,,,
619,Mienfoo,Mienfoo,,5,Common,,False,Fighting,,350,45,85,50,55,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png,Permitted,,,
620,Mienshao,Mienshao,,5,Common,Mienfoo,False,Fighting,,510,65,125,60,95,60,105,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png,Permitted,18,0,74
621,Druddigon,Druddigon,,5,Common,,False,Dragon,,485,77,120,90,60,90,48,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png,Permitted,-,-,-
622,Golett,Golett,,5,Common,,False,Ground,Ghost,303,59,74,50,35,50,35,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png,Permitted,,,
623,Golurk,Golurk,,5,Common,Golett,False,Ground,Ghost,483,89,124,80,55,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png,Permitted,-,-,-
624,Pawniard,Pawniard,,5,Common,,False,Dark,Steel,340,45,85,70,40,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png,Permitted,,,
625,Bisharp,Bisharp,,5,Common,Pawniard,False,Dark,Steel,490,65,125,100,60,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png,Permitted,10,0,182
626,Bouffalant,Bouffalant,,5,Common,,False,Normal,,490,95,110,95,40,95,55,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png,Permitted,-,-,-
627,Rufflet,Rufflet,,5,Common,,False,Normal,Flying,350,70,83,50,37,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png,Permitted,,,
628,Hisuian Braviary,Braviary,Hisuian,5,Common,Rufflet,False,Psychic,Flying,510,110,83,70,112,70,65,https://img.pokemondb.net/s.png,,,,
628,Braviary,Braviary,,5,Common,Rufflet,False,Normal,Flying,510,100,123,75,57,75,80,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png,Permitted,-,-,-
629,Vullaby,Vullaby,,5,Common,,False,Dark,Flying,370,70,55,75,45,65,60,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png,Permitted,,,
630,Mandibuzz,Mandibuzz,,5,Common,Vullaby,False,Dark,Flying,510,110,65,105,55,95,80,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png,Permitted,3,0,163
631,Heatmor,Heatmor,,5,Common,,False,Fire,,484,85,97,66,105,66,65,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png,Permitted,,,
632,Durant,Durant,,5,Common,,False,Bug,Steel,484,58,109,112,48,48,109,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png,Permitted,4,0,194
633,Deino,Deino,,5,Common,,False,Dark,Dragon,300,52,65,50,45,50,38,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png,Permitted,,,
634,Zweilous,Zweilous,,5,Common,Deino,False,Dark,Dragon,420,72,85,70,65,70,58,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png,Permitted,,,
635,Hydreigon,Hydreigon,,5,Common,Zweilous,False,Dark,Dragon,600,92,105,90,125,90,98,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png,Permitted,13,0,83
636,Larvesta,Larvesta,,5,Common,,False,Bug,Fire,360,55,85,55,50,55,60,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png,Permitted,,,
637,Volcarona,Volcarona,,5,Common,Larvesta,False,Bug,Fire,550,85,60,65,135,105,100,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png,Permitted,28,0,94
638,Cobalion,Cobalion,,5,Legendary,,False,Steel,Fighting,580,91,90,129,90,72,108,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png,Permitted,6,0,201
639,Terrakion,Terrakion,,5,Legendary,,False,Rock,Fighting,580,91,129,90,72,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png,Permitted,5,0,200
640,Virizion,Virizion,,5,Legendary,,False,Grass,Fighting,580,91,90,72,90,129,108,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png,Permitted,-,-,-
641,Tornadus Incarnate Forme,Tornadus,Incarnate Forme,5,Legendary,,False,Flying,,580,79,115,70,125,80,111,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-incarnate.png,,191,8,20
641,Tornadus Therian Forme,Tornadus,Therian Forme,5,Legendary,,False,Flying,,580,79,100,80,110,90,121,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-therian.png,,,,
642,Thundurus Therian Forme,Thundurus,Therian Forme,5,Legendary,,False,Electric,Flying,580,79,105,70,145,80,101,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-therian.png,,9,0,99
642,Thundurus Incarnate Forme,Thundurus,Incarnate Forme,5,Legendary,,False,Electric,Flying,580,79,115,70,125,80,111,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-incarnate.png,,352,21,9
643,Reshiram,Reshiram,,5,Legendary,,False,Dragon,Fire,680,100,120,100,150,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png,Restricted (players can include two Restricted Pokémon in their team),52,1,62
644,Zekrom,Zekrom,,5,Legendary,,False,Dragon,Electric,680,100,150,120,120,100,90,https://img.pokemondb.net/sprites/sword-shield/icon/zekrom.png,Restricted (players can include two Restricted Pokémon in their team),41,0,91
645,Landorus Incarnate Forme,Landorus,Incarnate Forme,5,Legendary,,False,Ground,Flying,600,89,125,90,115,80,101,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-incarnate.png,,23,0,78
645,Landorus Therian Forme,Landorus,Therian Forme,5,Legendary,,False,Ground,Flying,600,89,145,90,105,80,91,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-therian.png,,369,20,10
646,Kyurem,Kyurem,,5,Legendary,,False,Dragon,Ice,660,125,130,90,130,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem.png,Restricted (players can include two Restricted Pokémon in their team),,,
646,Black Kyurem,Kyurem,Black,5,Legendary,,False,Dragon,Ice,700,125,170,100,120,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-black.png,,7,0,202
646,White Kyurem,Kyurem,White,5,Legendary,,False,Dragon,Ice,700,125,120,90,170,100,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-white.png,,95,2,39
647,Keldeo Resolute Form,Keldeo,Resolute Form,5,Mythical,,False,Water,Fighting,580,91,72,90,129,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-resolute.png,Banned,,,
647,Keldeo Ordinary Form,Keldeo,Ordinary Form,5,Mythical,,False,Water,Fighting,580,91,72,90,129,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-ordinary.png,Banned,,,
648,Meloetta Pirouette Forme,Meloetta,Pirouette Forme,5,Mythical,,False,Normal,Fighting,600,100,128,90,77,77,128,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-pirouette.png,,,,
648,Meloetta Aria Forme,Meloetta,Aria Forme,5,Mythical,,False,Normal,Psychic,600,100,77,77,128,128,90,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-aria.png,,,,
649,Genesect,Genesect,,5,Mythical,,False,Bug,Steel,600,71,120,95,120,95,99,https://img.pokemondb.net/sprites/sword-shield/icon/genesect.png,Banned,,,
650,Chespin,Chespin,,6,Common,,False,Grass,,313,56,61,65,48,45,38,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png,,,,
651,Quilladin,Quilladin,,6,Common,Chespin,False,Grass,,405,61,78,95,56,58,57,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png,,,,
652,Chesnaught,Chesnaught,,6,Common,Quilladin,False,Grass,Fighting,530,88,107,122,74,75,64,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png,,,,
