,index,Name,Generation,Description,Pokemon
24,22,Chlorophyll,3,Boosts the Pokémon's Speed in sunshine.,"[{'is_hidden': True, 'pokemon': {'name': 'bulbasaur', 'url': 'https://pokeapi.co/api/v2/pokemon/1/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'ivysaur', 'url': 'https://pokeapi.co/api/v2/pokemon/2/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'venusaur', 'url': 'https://pokeapi.co/api/v2/pokemon/3/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'oddish', 'url': 'https://pokeapi.co/api/v2/pokemon/43/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'gloom', 'url': 'https://pokeapi.co/api/v2/pokemon/44/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'vileplume', 'url': 'https://pokeapi.co/api/v2/pokemon/45/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'bellsprout', 'url': 'https://pokeapi.co/api/v2/pokemon/69/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'weepinbell', 'url': 'https://pokeapi.co/api/v2/pokemon/70/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'victreebel', 'url': 'https://pokeapi.co/api/v2/pokemon/71/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'exeggcute', 'url': 'https://pokeapi.co/api/v2/pokemon/102/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'exeggutor', 'url': 'https://pokeapi.co/api/v2/pokemon/103/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'tangela', 'url': 'https://pokeapi.co/api/v2/pokemon/114/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'bellossom', 'url': 'https://pokeapi.co/api/v2/pokemon/182/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'hoppip', 'url': 'https://pokeapi.co/api/v2/pokemon/187/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'skiploom', 'url': 'https://pokeapi.co/api/v2/pokemon/188/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'jumpluff', 'url': 'https://pokeapi.co/api/v2/pokemon/189/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sunkern', 'url': 'https://pokeapi.co/api/v2/pokemon/191/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sunflora', 'url': 'https://pokeapi.co/api/v2/pokemon/192/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'seedot', 'url': 'https://pokeapi.co/api/v2/pokemon/273/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'nuzleaf', 'url': 'https://pokeapi.co/api/v2/pokemon/274/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'shiftry', 'url': 'https://pokeapi.co/api/v2/pokemon/275/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'tropius', 'url': 'https://pokeapi.co/api/v2/pokemon/357/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'cherubi', 'url': 'https://pokeapi.co/api/v2/pokemon/420/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'tangrowth', 'url': 'https://pokeapi.co/api/v2/pokemon/465/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'leafeon', 'url': 'https://pokeapi.co/api/v2/pokemon/470/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'sewaddle', 'url': 'https://pokeapi.co/api/v2/pokemon/540/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'swadloon', 'url': 'https://pokeapi.co/api/v2/pokemon/541/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'leavanny', 'url': 'https://pokeapi.co/api/v2/pokemon/542/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'cottonee', 'url': 'https://pokeapi.co/api/v2/pokemon/546/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'whimsicott', 'url': 'https://pokeapi.co/api/v2/pokemon/547/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'petilil', 'url': 'https://pokeapi.co/api/v2/pokemon/548/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'lilligant', 'url': 'https://pokeapi.co/api/v2/pokemon/549/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'maractus', 'url': 'https://pokeapi.co/api/v2/pokemon/556/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'deerling', 'url': 'https://pokeapi.co/api/v2/pokemon/585/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sawsbuck', 'url': 'https://pokeapi.co/api/v2/pokemon/586/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'venusaur-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10195/'}, 'slot': 3}]"
25,23,Clear Body,3,Prevents other Pokémon from lowering its stats.,"[{'is_hidden': False, 'pokemon': {'name': 'tentacool', 'url': 'https://pokeapi.co/api/v2/pokemon/72/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'tentacruel', 'url': 'https://pokeapi.co/api/v2/pokemon/73/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'beldum', 'url': 'https://pokeapi.co/api/v2/pokemon/374/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'metang', 'url': 'https://pokeapi.co/api/v2/pokemon/375/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'metagross', 'url': 'https://pokeapi.co/api/v2/pokemon/376/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'regirock', 'url': 'https://pokeapi.co/api/v2/pokemon/377/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'regice', 'url': 'https://pokeapi.co/api/v2/pokemon/378/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'registeel', 'url': 'https://pokeapi.co/api/v2/pokemon/379/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'klink', 'url': 'https://pokeapi.co/api/v2/pokemon/599/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'klang', 'url': 'https://pokeapi.co/api/v2/pokemon/600/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'klinklang', 'url': 'https://pokeapi.co/api/v2/pokemon/601/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'carbink', 'url': 'https://pokeapi.co/api/v2/pokemon/703/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'diancie', 'url': 'https://pokeapi.co/api/v2/pokemon/719/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'dreepy', 'url': 'https://pokeapi.co/api/v2/pokemon/885/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'drakloak', 'url': 'https://pokeapi.co/api/v2/pokemon/886/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'dragapult', 'url': 'https://pokeapi.co/api/v2/pokemon/887/'}, 'slot': 1}]"
26,24,Cloud Nine,3,Eliminates the effects of weather.,"[{'is_hidden': False, 'pokemon': {'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon/54/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'golduck', 'url': 'https://pokeapi.co/api/v2/pokemon/55/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'lickitung', 'url': 'https://pokeapi.co/api/v2/pokemon/108/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'swablu', 'url': 'https://pokeapi.co/api/v2/pokemon/333/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'altaria', 'url': 'https://pokeapi.co/api/v2/pokemon/334/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'lickilicky', 'url': 'https://pokeapi.co/api/v2/pokemon/463/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'drampa', 'url': 'https://pokeapi.co/api/v2/pokemon/780/'}, 'slot': 3}]"
27,25,Color Change,3,Changes the Pokémon's type to the foe's move.,"[{'is_hidden': False, 'pokemon': {'name': 'kecleon', 'url': 'https://pokeapi.co/api/v2/pokemon/352/'}, 'slot': 1}]"
28,26,Comatose,7,The Pokémon is always asleep but can still attack.,"[{'is_hidden': False, 'pokemon': {'name': 'komala', 'url': 'https://pokeapi.co/api/v2/pokemon/775/'}, 'slot': 1}]"
29,27,Competitive,6,Sharply raises Special Attack when the Pokémon's stats are lowered.,"[{'is_hidden': False, 'pokemon': {'name': 'jigglypuff', 'url': 'https://pokeapi.co/api/v2/pokemon/39/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'wigglytuff', 'url': 'https://pokeapi.co/api/v2/pokemon/40/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'igglybuff', 'url': 'https://pokeapi.co/api/v2/pokemon/174/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'milotic', 'url': 'https://pokeapi.co/api/v2/pokemon/350/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'gothita', 'url': 'https://pokeapi.co/api/v2/pokemon/574/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'gothorita', 'url': 'https://pokeapi.co/api/v2/pokemon/575/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'gothitelle', 'url': 'https://pokeapi.co/api/v2/pokemon/576/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'boltund', 'url': 'https://pokeapi.co/api/v2/pokemon/836/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'meowstic-female', 'url': 'https://pokeapi.co/api/v2/pokemon/10025/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'articuno-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10169/'}, 'slot': 1}]"
30,28,Compound Eyes,3,The Pokémon's accuracy is boosted.,"[{'is_hidden': False, 'pokemon': {'name': 'butterfree', 'url': 'https://pokeapi.co/api/v2/pokemon/12/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'venonat', 'url': 'https://pokeapi.co/api/v2/pokemon/48/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'yanma', 'url': 'https://pokeapi.co/api/v2/pokemon/193/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'dustox', 'url': 'https://pokeapi.co/api/v2/pokemon/269/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'nincada', 'url': 'https://pokeapi.co/api/v2/pokemon/290/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'joltik', 'url': 'https://pokeapi.co/api/v2/pokemon/595/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'galvantula', 'url': 'https://pokeapi.co/api/v2/pokemon/596/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'scatterbug', 'url': 'https://pokeapi.co/api/v2/pokemon/664/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'vivillon', 'url': 'https://pokeapi.co/api/v2/pokemon/666/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'blipbug', 'url': 'https://pokeapi.co/api/v2/pokemon/824/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'dottler', 'url': 'https://pokeapi.co/api/v2/pokemon/825/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'butterfree-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10198/'}, 'slot': 1}]"
31,29,Contrary,5,Makes stat changes have an opposite effect.,"[{'is_hidden': True, 'pokemon': {'name': 'shuckle', 'url': 'https://pokeapi.co/api/v2/pokemon/213/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'spinda', 'url': 'https://pokeapi.co/api/v2/pokemon/327/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'snivy', 'url': 'https://pokeapi.co/api/v2/pokemon/495/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'servine', 'url': 'https://pokeapi.co/api/v2/pokemon/496/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'serperior', 'url': 'https://pokeapi.co/api/v2/pokemon/497/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'inkay', 'url': 'https://pokeapi.co/api/v2/pokemon/686/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'malamar', 'url': 'https://pokeapi.co/api/v2/pokemon/687/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'fomantis', 'url': 'https://pokeapi.co/api/v2/pokemon/753/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'lurantis', 'url': 'https://pokeapi.co/api/v2/pokemon/754/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'lurantis-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10128/'}, 'slot': 3}]"
32,30,Corrosion,7,The Pokémon can poison Steel and Poison types.,"[{'is_hidden': False, 'pokemon': {'name': 'salandit', 'url': 'https://pokeapi.co/api/v2/pokemon/757/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'salazzle', 'url': 'https://pokeapi.co/api/v2/pokemon/758/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'salazzle-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10129/'}, 'slot': 1}]"
33,31,Cotton Down,8,Lowers foe's Speed when hit.,"[{'is_hidden': False, 'pokemon': {'name': 'gossifleur', 'url': 'https://pokeapi.co/api/v2/pokemon/829/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'eldegoss', 'url': 'https://pokeapi.co/api/v2/pokemon/830/'}, 'slot': 1}]"
34,32,Curious Medicine,8,Resets all stat changes upon entering battlefield.,"[{'is_hidden': False, 'pokemon': {'name': 'slowking-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10172/'}, 'slot': 1}]"
35,33,Cursed Body,5,May disable a move used on the Pokémon.,"[{'is_hidden': False, 'pokemon': {'name': 'gengar', 'url': 'https://pokeapi.co/api/v2/pokemon/94/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'shuppet', 'url': 'https://pokeapi.co/api/v2/pokemon/353/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'banette', 'url': 'https://pokeapi.co/api/v2/pokemon/354/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'froslass', 'url': 'https://pokeapi.co/api/v2/pokemon/478/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'frillish', 'url': 'https://pokeapi.co/api/v2/pokemon/592/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'jellicent', 'url': 'https://pokeapi.co/api/v2/pokemon/593/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'sinistea', 'url': 'https://pokeapi.co/api/v2/pokemon/854/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'polteageist', 'url': 'https://pokeapi.co/api/v2/pokemon/855/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'dreepy', 'url': 'https://pokeapi.co/api/v2/pokemon/885/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'drakloak', 'url': 'https://pokeapi.co/api/v2/pokemon/886/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'dragapult', 'url': 'https://pokeapi.co/api/v2/pokemon/887/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'marowak-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10115/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'marowak-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10149/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'corsola-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10173/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'gengar-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10202/'}, 'slot': 1}]"
36,34,Cute Charm,3,Contact with the Pokémon may cause infatuation.,"[{'is_hidden': False, 'pokemon': {'name': 'clefairy', 'url': 'https://pokeapi.co/api/v2/pokemon/35/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'clefable', 'url': 'https://pokeapi.co/api/v2/pokemon/36/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'jigglypuff', 'url': 'https://pokeapi.co/api/v2/pokemon/39/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'wigglytuff', 'url': 'https://pokeapi.co/api/v2/pokemon/40/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'cleffa', 'url': 'https://pokeapi.co/api/v2/pokemon/173/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'igglybuff', 'url': 'https://pokeapi.co/api/v2/pokemon/174/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'skitty', 'url': 'https://pokeapi.co/api/v2/pokemon/300/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'delcatty', 'url': 'https://pokeapi.co/api/v2/pokemon/301/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'milotic', 'url': 'https://pokeapi.co/api/v2/pokemon/350/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'lopunny', 'url': 'https://pokeapi.co/api/v2/pokemon/428/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'minccino', 'url': 'https://pokeapi.co/api/v2/pokemon/572/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'cinccino', 'url': 'https://pokeapi.co/api/v2/pokemon/573/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sylveon', 'url': 'https://pokeapi.co/api/v2/pokemon/700/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'stufful', 'url': 'https://pokeapi.co/api/v2/pokemon/759/'}, 'slot': 3}]"
37,35,Damp,3,Prevents the use of self-destructing moves.,"[{'is_hidden': True, 'pokemon': {'name': 'paras', 'url': 'https://pokeapi.co/api/v2/pokemon/46/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'parasect', 'url': 'https://pokeapi.co/api/v2/pokemon/47/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon/54/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'golduck', 'url': 'https://pokeapi.co/api/v2/pokemon/55/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'poliwag', 'url': 'https://pokeapi.co/api/v2/pokemon/60/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'poliwhirl', 'url': 'https://pokeapi.co/api/v2/pokemon/61/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'poliwrath', 'url': 'https://pokeapi.co/api/v2/pokemon/62/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'horsea', 'url': 'https://pokeapi.co/api/v2/pokemon/116/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'seadra', 'url': 'https://pokeapi.co/api/v2/pokemon/117/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'politoed', 'url': 'https://pokeapi.co/api/v2/pokemon/186/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'wooper', 'url': 'https://pokeapi.co/api/v2/pokemon/194/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'quagsire', 'url': 'https://pokeapi.co/api/v2/pokemon/195/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'kingdra', 'url': 'https://pokeapi.co/api/v2/pokemon/230/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'mudkip', 'url': 'https://pokeapi.co/api/v2/pokemon/258/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'marshtomp', 'url': 'https://pokeapi.co/api/v2/pokemon/259/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'swampert', 'url': 'https://pokeapi.co/api/v2/pokemon/260/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'frillish', 'url': 'https://pokeapi.co/api/v2/pokemon/592/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'jellicent', 'url': 'https://pokeapi.co/api/v2/pokemon/593/'}, 'slot': 3}]"
38,36,Dancer,7,Copies the foe's Dance moves.,"[{'is_hidden': False, 'pokemon': {'name': 'oricorio-baile', 'url': 'https://pokeapi.co/api/v2/pokemon/741/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'oricorio-pom-pom', 'url': 'https://pokeapi.co/api/v2/pokemon/10123/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'oricorio-pau', 'url': 'https://pokeapi.co/api/v2/pokemon/10124/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'oricorio-sensu', 'url': 'https://pokeapi.co/api/v2/pokemon/10125/'}, 'slot': 1}]"
39,37,Dark Aura,6,Raises power of Dark type moves for all Pokémon in battle.,"[{'is_hidden': False, 'pokemon': {'name': 'yveltal', 'url': 'https://pokeapi.co/api/v2/pokemon/717/'}, 'slot': 1}]"
40,38,Dauntless Shield,8,Boosts Defense in battle.,"[{'is_hidden': False, 'pokemon': {'name': 'zamazenta', 'url': 'https://pokeapi.co/api/v2/pokemon/889/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'zamazenta-crowned', 'url': 'https://pokeapi.co/api/v2/pokemon/10189/'}, 'slot': 1}]"
41,39,Dazzling,7,Protects the Pokémon from high-priority moves.,"[{'is_hidden': False, 'pokemon': {'name': 'bruxish', 'url': 'https://pokeapi.co/api/v2/pokemon/779/'}, 'slot': 1}]"
42,40,Defeatist,5,Lowers stats when HP drops below half.,"[{'is_hidden': False, 'pokemon': {'name': 'archen', 'url': 'https://pokeapi.co/api/v2/pokemon/566/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'archeops', 'url': 'https://pokeapi.co/api/v2/pokemon/567/'}, 'slot': 1}]"
43,41,Defiant,5,Sharply raises Attack when the Pokémon's stats are lowered.,"[{'is_hidden': True, 'pokemon': {'name': 'mankey', 'url': 'https://pokeapi.co/api/v2/pokemon/56/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'primeape', 'url': 'https://pokeapi.co/api/v2/pokemon/57/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'farfetchd', 'url': 'https://pokeapi.co/api/v2/pokemon/83/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'piplup', 'url': 'https://pokeapi.co/api/v2/pokemon/393/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'prinplup', 'url': 'https://pokeapi.co/api/v2/pokemon/394/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'empoleon', 'url': 'https://pokeapi.co/api/v2/pokemon/395/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'purugly', 'url': 'https://pokeapi.co/api/v2/pokemon/432/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'pawniard', 'url': 'https://pokeapi.co/api/v2/pokemon/624/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'bisharp', 'url': 'https://pokeapi.co/api/v2/pokemon/625/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'braviary', 'url': 'https://pokeapi.co/api/v2/pokemon/628/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'tornadus-incarnate', 'url': 'https://pokeapi.co/api/v2/pokemon/641/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'thundurus-incarnate', 'url': 'https://pokeapi.co/api/v2/pokemon/642/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'passimian', 'url': 'https://pokeapi.co/api/v2/pokemon/766/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'obstagoon', 'url': 'https://pokeapi.co/api/v2/pokemon/862/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'falinks', 'url': 'https://pokeapi.co/api/v2/pokemon/870/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'zapdos-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10170/'}, 'slot': 1}]"
44,42,Delta Stream,6,Creates strong winds when the ability activates.,"[{'is_hidden': False, 'pokemon': {'name': 'rayquaza-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10079/'}, 'slot': 1}]"
45,43,Desolate Land,6,Turns the sunlight extremely harsh when the ability activates.,"[{'is_hidden': False, 'pokemon': {'name': 'groudon-primal', 'url': 'https://pokeapi.co/api/v2/pokemon/10078/'}, 'slot': 1}]"
46,44,Disguise,7,Avoids damage for one turn.,"[{'is_hidden': False, 'pokemon': {'name': 'mimikyu-disguised', 'url': 'https://pokeapi.co/api/v2/pokemon/778/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'mimikyu-busted', 'url': 'https://pokeapi.co/api/v2/pokemon/10143/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'mimikyu-totem-disguised', 'url': 'https://pokeapi.co/api/v2/pokemon/10144/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'mimikyu-totem-busted', 'url': 'https://pokeapi.co/api/v2/pokemon/10145/'}, 'slot': 1}]"
47,45,Download,4,Adjusts power according to a foe's defenses.,"[{'is_hidden': False, 'pokemon': {'name': 'porygon', 'url': 'https://pokeapi.co/api/v2/pokemon/137/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'porygon2', 'url': 'https://pokeapi.co/api/v2/pokemon/233/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'porygon-z', 'url': 'https://pokeapi.co/api/v2/pokemon/474/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'genesect', 'url': 'https://pokeapi.co/api/v2/pokemon/649/'}, 'slot': 1}]"
48,48,Dragons Maw,8,Signature ability of Regidrago. Powers up Dragon-type moves.,"[{'is_hidden': False, 'pokemon': {'name': 'regidrago', 'url': 'https://pokeapi.co/api/v2/pokemon/895/'}, 'slot': 1}]"
49,46,Drizzle,3,The Pokémon makes it rain when it enters a battle.,"[{'is_hidden': True, 'pokemon': {'name': 'politoed', 'url': 'https://pokeapi.co/api/v2/pokemon/186/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'pelipper', 'url': 'https://pokeapi.co/api/v2/pokemon/279/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'kyogre', 'url': 'https://pokeapi.co/api/v2/pokemon/382/'}, 'slot': 1}]"
