,level_0,level_1,Name_x,Exact,Score,Name_y,Attributes,Category_x,Effect_x,Name,Category_y,Effect_y,sprite_url
119,222,141,1.0,1,2.0,Dive Ball,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Special Balls,"Tries to catch a wild Pokémon. Success rate is 3.5× when underwater, fishing, or surfing.",Dive Ball,Pokeballs,A somewhat different Poké Ball that works especially well on Pokémon that live underwater.,https://img.pokemondb.net/sprites/items/dive-ball.png
120,223,142,1.0,1,2.0,Dna Splicers,[],Gameplay,"Fuses Kyurem with Reshiram or Zekrom, or splits them apart again.",Dna Splicers,General items,A splicer that fuses Kyurem and a certain Pokémon. They are said to have been one in the beginning.,https://img.pokemondb.net/sprites/items/dna-splicers.png
121,227,143,1.0,1,2.0,Dome Fossil,['underground'],Dex Completion,Can be revived into a Kabuto.,Dome Fossil,General items,A fossil of an ancient Pokémon that lived in the sea. It appears to be part of a shell.,https://img.pokemondb.net/sprites/items/dome-fossil.png
122,228,145,1.0,1,2.0,Douse Drive,[],Species Specific,"Grants Genesect a blue, Water-type Techno Blast.",Douse Drive,Hold items,Changes Techno Blast to a Water-type move when held by Genesect.,https://img.pokemondb.net/sprites/items/douse-drive.png
123,230,146,1.0,1,2.0,Draco Plate,"['holdable', 'holdable-active', 'underground']",Plates,Held: Dragon-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Dragon.,Draco Plate,Hold items,Increases power of Dragon-type moves. Changes Arceus' type to Dragon.,https://img.pokemondb.net/sprites/items/draco-plate.png
124,231,147,1.0,1,2.0,Dragon Fang,"['holdable', 'holdable-active']",Type Enhancement,Held: Dragon-Type moves from holder do 20% more damage.,Dragon Fang,Hold items,Increases the power of Dragon-type moves.,https://img.pokemondb.net/sprites/items/dragon-fang.png
125,232,148,1.0,1,2.0,Dragon Gem,[],Jewels,"Held: When the holder uses a damaging dragon-type move, the move has 1.5× power and this item is consumed.",Dragon Gem,Hold items,Increases the power of a Dragon-type move only once.,https://img.pokemondb.net/sprites/items/dragon-gem.png
126,233,149,1.0,1,2.0,Dragon Memory,[],Memories,Held: Changes Silvally to its Dragon form.  Changes Multi-Attack's type to Dragon.,Dragon Memory,Hold items,Changes Silvally and its move Multi-Attack to Dragon type.,https://img.pokemondb.net/sprites/items/dragon-memory.png
127,234,150,1.0,1,2.0,Dragon Scale,[],Evolution,Traded on a Seadra: Holder evolves into Kingdra.,Dragon Scale,General items,Evolves Seadra when traded holding the item.,https://img.pokemondb.net/sprites/items/dragon-scale.png
128,239,152,1.0,1,2.0,Dread Plate,"['holdable', 'holdable-active', 'underground']",Plates,Held: Dark-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Dark.,Dread Plate,Hold items,Increases power of Dark-type moves. Changes Arceus' type to Dark.,https://img.pokemondb.net/sprites/items/dread-plate.png
129,240,153,1.0,1,2.0,Dream Ball,[],Special Balls,Catches Pokémon found in the Dream World.,Dream Ball,Pokeballs,A special Poké Ball that appears out of nowhere in a bag at the Entree Forest. It can catch any Pokémon.,https://img.pokemondb.net/sprites/items/dream-ball.png
130,242,154,1.0,1,2.0,Dropped Item,[],Plot Advancement,Returned to Curtis or Yancy as part of a sidequest.,Dropped Item,Hold items,The Xtransceiver found at the Nimbasa City amusement park. It seems it belongs to a boy.,https://img.pokemondb.net/sprites/items/xtransceiver.png
131,246,155,1.0,1,2.0,Dubious Disc,[],Evolution,Traded on a Porygon2: Holder evolves into Porygon-Z.,Dubious Disc,General items,Evolves Porygon2 when traded holding the item.,https://img.pokemondb.net/sprites/items/dubious-disc.png
132,247,156,1.0,1,2.0,Durin Berry,[],Baking Only,Used for creating PokéBlocks and Poffins.,Durin Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/durin-berry.png
133,248,157,1.0,1,2.0,Dusk Ball,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Special Balls,Tries to catch a wild Pokémon.  Success rate is 3.5× at night and in caves.,Dusk Ball,Pokeballs,A somewhat different Poké Ball that makes it easier to catch wild Pokémon at night or in dark places like caves.,https://img.pokemondb.net/sprites/items/dusk-ball.png
134,249,158,1.0,1,2.0,Dusk Stone,[],Evolution,"Evolves a Lampent into Chandelure, a Misdreavus into Mismagius, or a Murkrow into Honchkrow.",Dusk Stone,General items,Evolves certain species of Pokémon.,https://img.pokemondb.net/sprites/items/dusk-stone.png
135,251,159,1.0,1,2.0,Dynamax Candy,[],Vitamins,,Dynamax Candy,Medicine,Raises Dynamax Level.,https://img.pokemondb.net/s.png
136,552,160,1.0,1,2.0,Dynite Ore,[],Collectibles,,Dynite Ore,General items,Mysterious ore that can be obtained in the Max Lair. Something good will happen if you give it to a collector in the Crown Tundra.,https://img.pokemondb.net/s.png
137,553,161,1.0,1,2.0,Earth Plate,"['holdable', 'holdable-active', 'underground']",Plates,Held: Ground-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Ground.,Earth Plate,Hold items,Increases power of Ground-type moves. Changes Arceus' type to Ground.,https://img.pokemondb.net/sprites/items/earth-plate.png
138,557,163,1.0,1,2.0,Eject Button,[],Held Items,"Held: When the holder takes damage from a move, it switches out for a party Pokémon of the Trainer's choice.",Eject Button,Hold items,"If the holder is hit by an attack, it will switch with another Pokémon in your party.",https://img.pokemondb.net/sprites/items/eject-button.png
139,558,164,1.0,1,2.0,Eject Pack,[],Held Items,,Eject Pack,Hold items,The Pokémon switches out if its stats are lowered.,https://img.pokemondb.net/s.png
140,561,165,1.0,1,2.0,Electirizer,[],Evolution,Traded on an Electabuzz: Holder evolves into Electivire.,Electirizer,General items,Evolves Electabuzz when traded holding the item.,https://img.pokemondb.net/sprites/items/electirizer.png
141,562,166,1.0,1,2.0,Electric Gem,[],Jewels,"Held: When the holder uses a damaging electric-type move, the move has 1.5× power and this item is consumed.",Electric Gem,Hold items,Increases the power of an Electric-type move only once.,https://img.pokemondb.net/sprites/items/electric-gem.png
142,563,167,1.0,1,2.0,Electric Memory,[],Memories,Held: Changes Silvally to its Electric form.  Changes Multi-Attack's type to Electric.,Electric Memory,Hold items,Changes Silvally and its move Multi-Attack to Electric type.,https://img.pokemondb.net/sprites/items/electric-memory.png
143,564,168,1.0,1,2.0,Electric Seed,[],Held Items,Held: Consumed on Electric Terrain and raises the holder's Defense by one stage.,Electric Seed,Hold items,An item to be held by a Pokémon. It boosts Defense on Electric Terrain. It can only be used once.,https://img.pokemondb.net/sprites/items/electric-seed.png
144,567,170,1.0,1,2.0,Elevator Key,[],Plot Advancement,Unlocks the elevator in Lysandre Labs.,Elevator Key,Hold items,A card key that activates the elevator in Lysandre Labs. It is emblazoned with Team Flare's logo.,https://img.pokemondb.net/sprites/items/elevator-key.png
145,568,171,1.0,1,2.0,Elixir,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Pp Recovery,Restores 10 PP for each move.,Elixir,Medicine,It restores the PP of all the moves learned by the targeted Pokémon by 10 points each.,https://img.pokemondb.net/sprites/items/elixir.png
146,570,172,1.0,1,2.0,Energy Powder,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Healing,"Restores 50 HP, but lowers happiness.",Energy Powder,Medicine,Restores 60 HP but lowers Friendship.,https://img.pokemondb.net/sprites/items/energy-powder.png
147,571,173,1.0,1,2.0,Energy Root,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Healing,"Restores 200 HP, but lowers happiness.",Energy Root,Medicine,Restores 120 HP but lowers Friendship.,https://img.pokemondb.net/sprites/items/energy-root.png
148,572,174,1.0,1,2.0,Enigma Berry,['holdable-active'],Other,Held: Consumed when struck by a super-effective attack to restore 1/4 max HP.,Enigma Berry,Berries,"If held by a Pokémon, it restores its HP if it is hit by any supereffective attack.",https://img.pokemondb.net/sprites/items/enigma-berry.png
149,577,175,1.0,1,2.0,Escape Rope,[],Spelunking,Transports user to the outside entrance of a cave.,Escape Rope,General items,"A long, durable rope. Use it to escape instantly from a cave or a dungeon.",https://img.pokemondb.net/sprites/items/escape-rope.png
150,578,176,1.0,1,2.0,Ether,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Pp Recovery,Restores 10 PP for one move.,Ether,Medicine,It restores the PP of a Pokémon's selected move by a maximum of 10 points.,https://img.pokemondb.net/sprites/items/ether.png
151,579,177,1.0,1,2.0,Everstone,"['holdable', 'holdable-active', 'underground']",Training,Held: Prevents level-based evolution from occuring.,Everstone,Hold items,An item to be held by a Pokémon. The Pokémon holding this peculiar stone is prevented from evolving.,https://img.pokemondb.net/sprites/items/everstone.png
152,580,178,1.0,1,2.0,Eviolite,[],Held Items,"Held: Holder has 1.5× Defense and Special Defense, as long as it's not fully evolved.",Eviolite,Hold items,"A mysterious evolutionary lump. When held, it raises the Defense and Sp. Def of a Pokémon that can still evolve.",https://img.pokemondb.net/sprites/items/eviolite.png
159,589,185,1.0,1,2.0,Expert Belt,"['holdable', 'holdable-active']",Held Items,Held: Holder's Super Effective moves do 20% extra damage.,Expert Belt,Hold items,Increases the power of super-effective moves.,https://img.pokemondb.net/sprites/items/expert-belt.png
160,594,187,1.0,1,2.0,Fairy Gem,[],Jewels,"Held: When the holder uses a damaging Fairy move, the move has 1.5× power and this item is consumed.",Fairy Gem,General items,Increases the power of a Fairy-type move only once.,https://img.pokemondb.net/sprites/items/fairy-gem.png
161,595,188,1.0,1,2.0,Fairy Memory,[],Memories,Held: Changes Silvally to its Fairy form.  Changes Multi-Attack's type to Fairy.,Fairy Memory,Hold items,Changes Silvally and its move Multi-Attack to Fairy type.,https://img.pokemondb.net/sprites/items/fairy-memory.png
162,597,189,1.0,1,2.0,Fancy Apple,[],Curry Ingredients,,Fancy Apple,General items,One of the many ingredients that can be used for cooking at your camp. An apple chosen above others. It has spectacular form and a brilliant sheen.,https://img.pokemondb.net/s.png
163,600,190,1.0,1,2.0,Fast Ball,[],Apricorn Balls,4× effectiveness on Pokémon with 100 or greater base speed. (Gen II: Roaming or Fleeing Pokémon). Made from Wht Apricorn.,Fast Ball,Pokeballs,A Poké Ball that makes it easier to catch Pokémon which are quick to run away.,https://img.pokemondb.net/sprites/items/fast-ball.png
164,602,192,1.0,1,2.0,Festival Ticket,[],Gameplay,Hosts a mission in Festival Plaza.,Festival Ticket,General items,A ticket that allows you to host a mission in Festival Plaza.,https://img.pokemondb.net/sprites/items/festival-ticket.png
165,603,193,1.0,1,2.0,Fighting Gem,[],Jewels,"Held: When the holder uses a damaging fighting-type move, the move has 1.5× power and this item is consumed.",Fighting Gem,Hold items,Increases the power of a Fighting-type move only once.,https://img.pokemondb.net/sprites/items/fighting-gem.png
166,604,194,1.0,1,2.0,Fighting Memory,[],Memories,Held: Changes Silvally to its Fighting form.  Changes Multi-Attack's type to Fighting.,Fighting Memory,Hold items,Changes Silvally and its move Multi-Attack to Fighting type.,https://img.pokemondb.net/sprites/items/fighting-memory.png
167,607,196,1.0,1,2.0,Figy Berry,['holdable-active'],Picky Healing,Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike spicy flavor.,Figy Berry,Berries,"Restores HP if it's low, but may cause confusion.",https://img.pokemondb.net/sprites/items/figy-berry.png
168,608,198,1.0,1,2.0,Fire Gem,[],Jewels,"Held: When the holder uses a damaging fire-type move, the move has 1.5× power and this item is consumed.",Fire Gem,Hold items,Increases the power of a Fire-type move only once.,https://img.pokemondb.net/sprites/items/fire-gem.png
169,609,199,1.0,1,2.0,Fire Memory,[],Memories,Held: Changes Silvally to its Fire form.  Changes Multi-Attack's type to Fire.,Fire Memory,Hold items,Changes Silvally and its move Multi-Attack to Fire type.,https://img.pokemondb.net/sprites/items/fire-memory.png
170,610,200,1.0,1,2.0,Fire Stone,['underground'],Evolution,"Evolves an Eevee into Flareon, a Growlithe into Arcanine, a Pansear into Simisear, or a Vulpix into Ninetales.",Fire Stone,General items,Evolves certain species of Pokémon.,https://img.pokemondb.net/sprites/items/fire-stone.png
171,615,202,1.0,1,2.0,Fist Plate,"['holdable', 'holdable-active', 'underground']",Plates,Held: Fighting-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Fighting.,Fist Plate,Hold items,Increases power of Fighting-type moves. Changes Arceus' type to Fighting.,https://img.pokemondb.net/sprites/items/fist-plate.png
172,617,203,1.0,1,2.0,Flame Orb,"['holdable', 'holdable-active']",Bad Held Items,Held: Inflicts Burn on the holder at the end of the turn. Activates after Burn damage would occur.,Flame Orb,Hold items,An item to be held by a Pokémon. It is a bizarre orb that inflicts a burn on the holder in battle.,https://img.pokemondb.net/sprites/items/flame-orb.png
173,618,204,1.0,1,2.0,Flame Plate,"['holdable', 'holdable-active', 'underground']",Plates,Held: Fire-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Fire.,Flame Plate,Hold items,Increases power of Fire-type moves. Changes Arceus' type to Fire.,https://img.pokemondb.net/sprites/items/flame-plate.png
174,619,205,1.0,1,2.0,Float Stone,[],Held Items,Held: Holder has 0.5× weight.,Float Stone,Hold items,A very light stone. It reduces the weight of a Pokémon when held.,https://img.pokemondb.net/sprites/items/float-stone.png
175,620,206,1.0,1,2.0,Flower Sweet,[],Evolution,,Flower Sweet,Hold items,Evolves Milcery into Flower Flavor Alcremie.,https://img.pokemondb.net/s.png
176,621,207,1.0,1,2.0,Fluffy Tail,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Spelunking,Ends a wild battle.,Fluffy Tail,General items,An item that attracts Pokémon. Use it to flee from any battle with a wild Pokémon.,https://img.pokemondb.net/sprites/items/fluffy-tail.png
177,622,208,1.0,1,2.0,Flying Gem,[],Jewels,"Held: When the holder uses a damaging flying-type move, the move has 1.5× power and this item is consumed.",Flying Gem,Hold items,Increases the power of a Flying-type move only once.,https://img.pokemondb.net/sprites/items/flying-gem.png
178,623,209,1.0,1,2.0,Flying Memory,[],Memories,Held: Changes Silvally to its Flying form.  Changes Multi-Attack's type to Flying.,Flying Memory,Hold items,Changes Silvally and its move Multi-Attack to Flying type.,https://img.pokemondb.net/sprites/items/flying-memory.png
179,626,211,1.0,1,2.0,Focus Band,"['holdable', 'holdable-active']",Held Items,Held: Holder has 10% chance to survive attacks or self-inflicted damage at 1 HP.,Focus Band,Hold items,"An item to be held by a Pokémon. The holder may endure a potential KO attack, leaving it with just 1 HP.",https://img.pokemondb.net/sprites/items/focus-band.png
180,627,212,1.0,1,2.0,Focus Sash,"['holdable', 'holdable-active']",Held Items,"Held: Holder survives any single-hit attack at 1 HP if at max HP, then the item is consumed.",Focus Sash,Hold items,"An item to be held by a Pokémon. If it has full HP, the holder will endure one potential KO attack, leaving 1 HP.",https://img.pokemondb.net/sprites/items/focus-sash.png
181,629,213,1.0,1,2.0,Fossilized Bird,[],Dex Completion,,Fossilized Bird,General items,The fossil of an ancient Pokémon that once soared through the sky. What it looked like is a mystery.,https://img.pokemondb.net/s.png
