,Name,Category,Effect,sprite_url
931,X Attack,Battle items,Raises Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-attack.png
932,X Attack 2,Battle items,Sharply raises Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-attack-2.png
933,X Attack 3,Battle items,Drastically raises Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-attack-3.png
934,X Attack 6,Battle items,Immensely raises Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-attack-6.png
935,X Defense,Battle items,Raises Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-defense.png
936,X Defense 2,Battle items,Sharply raises Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-defense-2.png
937,X Defense 3,Battle items,Drastically raises Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-defense-3.png
938,X Defense 6,Battle items,Immensely raises Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-defense-6.png
939,X Sp. Atk,Battle items,Raises Special Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-sp-atk.png
940,X Sp. Atk 2,Battle items,Sharply raises Special Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-sp-atk-2.png
941,X Sp. Atk 3,Battle items,Drastically raises Special Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-sp-atk-3.png
942,X Sp. Atk 6,Battle items,Immensely raises Special Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-sp-atk-6.png
943,X Sp. Def,Battle items,Raises Special Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-sp-def.png
944,X Sp. Def 2,Battle items,Sharply raises Special Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-sp-def-2.png
945,X Sp. Def 3,Battle items,Drastically raises Special Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-sp-def-3.png
946,X Sp. Def 6,Battle items,Immensely raises Special Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-sp-def-6.png
947,X Speed,Battle items,Raises Speed of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-speed.png
948,X Speed 2,Battle items,Sharply raises Speed of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-speed-2.png
949,X Speed 3,Battle items,Drastically raises Speed of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-speed-3.png
950,X Speed 6,Battle items,Immensely raises Speed of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-speed-6.png
951,Yache Berry,Berries,Weakens a supereffective Ice-type attack against the holding Pokémon.,https://img.pokemondb.net/sprites/items/yache-berry.png
952,Yellow Apricorn,General items,A yellow Apricorn. It has an invigorating scent.,https://img.pokemondb.net/sprites/items/yellow-apricorn.png
953,Yellow Flute,General items,A toy flute made from yellow glass. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/yellow-flute.png
954,Yellow Nectar,Hold items,A flower nectar obtained at Melemele Meadow. It changes the form of certain species of Pokémon.,https://img.pokemondb.net/sprites/items/yellow-nectar.png
955,Yellow Scarf,General items,Raises holder's Tough aspect in a Contest.,https://img.pokemondb.net/sprites/items/yellow-scarf.png
956,Yellow Shard,General items,A small yellow shard. It appears to be from some sort of implement made long ago.,https://img.pokemondb.net/sprites/items/yellow-shard.png
957,Zap Plate,Hold items,Increases power of Electric-type moves. Changes Arceus' type to Electric.,https://img.pokemondb.net/sprites/items/zap-plate.png
958,Zinc,Medicine,Increases Special Defense EVs by 10.,https://img.pokemondb.net/sprites/items/zinc.png
959,Zoom Lens,Hold items,Raises a move's accuracy if the holder moves after its target.,https://img.pokemondb.net/sprites/items/zoom-lens.png
