,#,Name,Type1,Type2,Variant,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,sprite_url
826,694,Helioptile,Electric,Normal,NA,289,44,38,33,61,43,70,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png
827,695,Heliolisk,Electric,Normal,NA,481,62,55,52,109,94,109,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png
828,696,Tyrunt,Rock,Dragon,NA,362,58,89,77,45,45,48,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png
829,697,Tyrantrum,Rock,Dragon,NA,521,82,121,119,69,59,71,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png
830,698,Amaura,Rock,Ice,NA,362,77,59,50,67,63,46,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png
831,699,Aurorus,Rock,Ice,NA,521,123,77,72,99,92,58,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png
832,700,Sylveon,Fairy,NA,NA,525,95,65,65,110,130,60,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png
833,701,Hawlucha,Fighting,Flying,NA,500,78,92,75,74,63,118,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png
834,702,Dedenne,Electric,Fairy,NA,431,67,58,57,81,67,101,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png
835,703,Carbink,Rock,Fairy,NA,500,50,50,150,50,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png
836,704,Goomy,Dragon,NA,NA,300,45,50,35,55,75,40,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png
837,705,Sliggoo,Dragon,NA,NA,452,68,75,53,83,113,60,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png
838,705,Sliggoo,Dragon,Steel,Hisuian Sliggoo,452,58,75,83,83,113,40,https://img.pokemondb.net/s.png
839,706,Goodra,Dragon,NA,NA,600,90,100,70,110,150,80,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png
840,706,Goodra,Dragon,Steel,Hisuian Goodra,600,80,100,100,110,150,60,https://img.pokemondb.net/s.png
841,707,Klefki,Steel,Fairy,NA,470,57,80,91,80,87,75,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png
842,708,Phantump,Ghost,Grass,NA,309,43,70,48,50,60,38,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png
843,709,Trevenant,Ghost,Grass,NA,474,85,110,76,65,82,56,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png
844,710,Pumpkaboo,Ghost,Grass,Average Size,335,49,66,70,44,55,51,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-average.png
845,710,Pumpkaboo,Ghost,Grass,Small Size,335,44,66,70,44,55,56,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-small.png
846,710,Pumpkaboo,Ghost,Grass,Large Size,335,54,66,70,44,55,46,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-large.png
847,710,Pumpkaboo,Ghost,Grass,Super Size,335,59,66,70,44,55,41,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-super.png
848,711,Gourgeist,Ghost,Grass,Average Size,494,65,90,122,58,75,84,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-average.png
849,711,Gourgeist,Ghost,Grass,Small Size,494,55,85,122,58,75,99,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-small.png
850,711,Gourgeist,Ghost,Grass,Large Size,494,75,95,122,58,75,69,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-large.png
851,711,Gourgeist,Ghost,Grass,Super Size,494,85,100,122,58,75,54,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-super.png
852,712,Bergmite,Ice,NA,NA,304,55,69,85,32,35,28,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png
853,713,Avalugg,Ice,NA,NA,514,95,117,184,44,46,28,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png
854,713,Avalugg,Ice,Rock,Hisuian Avalugg,514,95,127,184,34,36,38,https://img.pokemondb.net/s.png
855,714,Noibat,Flying,Dragon,NA,245,40,30,35,45,40,55,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png
856,715,Noivern,Flying,Dragon,NA,535,85,70,80,97,80,123,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png
857,716,Xerneas,Fairy,NA,NA,680,126,131,95,131,98,99,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png
858,717,Yveltal,Dark,Flying,NA,680,126,131,95,131,98,99,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png
859,718,Zygarde,Dragon,Ground,50% Forme,600,108,100,121,81,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-50.png
860,718,Zygarde,Dragon,Ground,10% Forme,486,54,100,71,61,85,115,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-10.png
861,718,Zygarde,Dragon,Ground,Complete Forme,708,216,100,121,91,95,85,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-complete.png
862,719,Diancie,Rock,Fairy,NA,600,50,100,150,100,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png
863,719,Diancie,Rock,Fairy,Mega Diancie,700,50,160,110,160,110,110,https://img.pokemondb.net/sprites/sword-shield/icon/diancie-mega.png
864,720,Hoopa,Psychic,Ghost,Hoopa Confined,600,80,110,60,150,130,70,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-confined.png
865,720,Hoopa,Psychic,Dark,Hoopa Unbound,680,80,160,60,170,130,80,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-unbound.png
866,721,Volcanion,Fire,Water,NA,600,80,110,120,130,90,70,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png
867,722,Rowlet,Grass,Flying,NA,320,68,55,55,50,50,42,https://img.pokemondb.net/sprites/sword-shield/icon/rowlet.png
868,723,Dartrix,Grass,Flying,NA,420,78,75,75,70,70,52,https://img.pokemondb.net/sprites/sword-shield/icon/dartrix.png
869,724,Decidueye,Grass,Ghost,NA,530,78,107,75,100,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png
870,724,Decidueye,Grass,Fighting,Hisuian Decidueye,530,88,112,80,95,95,60,https://img.pokemondb.net/s.png
871,725,Litten,Fire,NA,NA,320,45,65,40,60,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png
872,726,Torracat,Fire,NA,NA,420,65,85,50,80,50,90,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png
873,727,Incineroar,Fire,Dark,NA,530,95,115,90,80,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png
874,728,Popplio,Water,NA,NA,320,50,54,54,66,56,40,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png
875,729,Brionne,Water,NA,NA,420,60,69,69,91,81,50,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png
876,730,Primarina,Water,Fairy,NA,530,80,74,74,126,116,60,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png
877,731,Pikipek,Normal,Flying,NA,265,35,75,30,30,30,65,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png
878,732,Trumbeak,Normal,Flying,NA,355,55,85,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png
879,733,Toucannon,Normal,Flying,NA,485,80,120,75,75,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png
880,734,Yungoos,Normal,NA,NA,253,48,70,30,30,30,45,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png
881,735,Gumshoos,Normal,NA,NA,418,88,110,60,55,60,45,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png
882,736,Grubbin,Bug,NA,NA,300,47,62,45,55,45,46,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png
883,737,Charjabug,Bug,Electric,NA,400,57,82,95,55,75,36,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png
884,738,Vikavolt,Bug,Electric,NA,500,77,70,90,145,75,43,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png
885,739,Crabrawler,Fighting,NA,NA,338,47,82,57,42,47,63,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png
886,740,Crabominable,Fighting,Ice,NA,478,97,132,77,62,67,43,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png
887,741,Oricorio,Fire,Flying,Baile Style,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png
888,741,Oricorio,Electric,Flying,Pom-Pom Style,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png
889,741,Oricorio,Psychic,Flying,Pa'u Style,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png
890,741,Oricorio,Ghost,Flying,Sensu Style,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png
891,742,Cutiefly,Bug,Fairy,NA,304,40,45,40,55,40,84,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png
892,743,Ribombee,Bug,Fairy,NA,464,60,55,60,95,70,124,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png
893,744,Rockruff,Rock,NA,NA,280,45,65,40,30,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png
894,744,Rockruff,Rock,NA,Own Tempo Rockruff,280,45,65,40,30,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff-own-tempo.png
895,745,Lycanroc,Rock,NA,Midday Form,487,75,115,65,55,65,112,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png
896,745,Lycanroc,Rock,NA,Midnight Form,487,85,115,75,55,75,82,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png
897,745,Lycanroc,Rock,NA,Dusk Form,487,75,117,65,55,65,110,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png
898,746,Wishiwashi,Water,NA,Solo Form,175,45,20,20,25,25,40,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png
899,746,Wishiwashi,Water,NA,School Form,620,45,140,130,140,135,30,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-school.png
900,747,Mareanie,Poison,Water,NA,305,50,53,62,43,52,45,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png
901,748,Toxapex,Poison,Water,NA,495,50,63,152,53,142,35,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png
902,749,Mudbray,Ground,NA,NA,385,70,100,70,45,55,45,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png
903,750,Mudsdale,Ground,NA,NA,500,100,125,100,55,85,35,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png
904,751,Dewpider,Water,Bug,NA,269,38,40,52,40,72,27,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png
905,752,Araquanid,Water,Bug,NA,454,68,70,92,50,132,42,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png
906,753,Fomantis,Grass,NA,NA,250,40,55,35,50,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png
907,754,Lurantis,Grass,NA,NA,480,70,105,90,80,90,45,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png
908,755,Morelull,Grass,Fairy,NA,285,40,35,55,65,75,15,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png
909,756,Shiinotic,Grass,Fairy,NA,405,60,45,80,90,100,30,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png
910,757,Salandit,Poison,Fire,NA,320,48,44,40,71,40,77,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png
911,758,Salazzle,Poison,Fire,NA,480,68,64,60,111,60,117,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png
912,759,Stufful,Normal,Fighting,NA,340,70,75,50,45,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png
913,760,Bewear,Normal,Fighting,NA,500,120,125,80,55,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png
914,761,Bounsweet,Grass,NA,NA,210,42,30,38,30,38,32,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png
915,762,Steenee,Grass,NA,NA,290,52,40,48,40,48,62,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png
916,763,Tsareena,Grass,NA,NA,510,72,120,98,50,98,72,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png
917,764,Comfey,Fairy,NA,NA,485,51,52,90,82,110,100,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png
918,765,Oranguru,Normal,Psychic,NA,490,90,60,80,90,110,60,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png
919,766,Passimian,Fighting,NA,NA,490,100,120,90,40,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png
920,767,Wimpod,Bug,Water,NA,230,25,35,40,20,30,80,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png
921,768,Golisopod,Bug,Water,NA,530,75,125,140,60,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png
922,769,Sandygast,Ghost,Ground,NA,320,55,55,80,70,45,15,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png
923,770,Palossand,Ghost,Ground,NA,480,85,75,110,100,75,35,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png
924,771,Pyukumuku,Water,NA,NA,410,55,60,130,30,130,5,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png
925,772,Type:,Normal,NA,Null,534,95,95,95,95,95,59,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png
926,773,Silvally,Normal,NA,NA,570,95,95,95,95,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png
927,774,Minior,Rock,Flying,Meteor Form,440,60,60,100,60,100,60,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png
928,774,Minior,Rock,Flying,Core Form,500,60,100,60,100,60,120,https://img.pokemondb.net/sprites/sword-shield/icon/minior-core.png
929,775,Komala,Normal,NA,NA,480,65,115,65,75,95,65,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png
930,776,Turtonator,Fire,Dragon,NA,485,60,78,135,91,85,36,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png
931,777,Togedemaru,Electric,Steel,NA,435,65,98,63,40,73,96,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png
932,778,Mimikyu,Ghost,Fairy,NA,476,55,90,80,50,105,96,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png
933,779,Bruxish,Water,Psychic,NA,475,68,105,70,70,70,92,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png
934,780,Drampa,Normal,Dragon,NA,485,78,60,85,135,91,36,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png
935,781,Dhelmise,Ghost,Grass,NA,517,70,131,100,86,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png
936,782,Jangmo-o,Dragon,NA,NA,300,45,55,65,45,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png
937,783,Hakamo-o,Dragon,Fighting,NA,420,55,75,90,65,70,65,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png
938,784,Kommo-o,Dragon,Fighting,NA,600,75,110,125,100,105,85,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png
939,785,Tapu,Electric,Fairy,Koko,570,70,115,85,95,75,130,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png
940,786,Tapu,Psychic,Fairy,Lele,570,70,85,75,130,115,95,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png
941,787,Tapu,Grass,Fairy,Bulu,570,70,130,115,85,95,75,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png
942,788,Tapu,Water,Fairy,Fini,570,70,75,115,95,130,85,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png
943,789,Cosmog,Psychic,NA,NA,200,43,29,31,29,31,37,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png
944,790,Cosmoem,Psychic,NA,NA,400,43,29,131,29,131,37,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png
945,791,Solgaleo,Psychic,Steel,NA,680,137,137,107,113,89,97,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png
946,792,Lunala,Psychic,Ghost,NA,680,137,113,89,137,107,97,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png
947,793,Nihilego,Rock,Poison,NA,570,109,53,47,127,131,103,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png
948,794,Buzzwole,Bug,Fighting,NA,570,107,139,139,53,53,79,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png
949,795,Pheromosa,Bug,Fighting,NA,570,71,137,37,137,37,151,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png
950,796,Xurkitree,Electric,NA,NA,570,83,89,71,173,71,83,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png
951,797,Celesteela,Steel,Flying,NA,570,97,101,103,107,101,61,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png
952,798,Kartana,Grass,Steel,NA,570,59,181,131,59,31,109,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png
953,799,Guzzlord,Dark,Dragon,NA,570,223,101,53,97,53,43,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png
954,800,Necrozma,Psychic,NA,NA,600,97,107,101,127,89,79,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png
955,800,Necrozma,Psychic,Steel,Dusk Mane Necrozma,680,97,157,127,113,109,77,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png
956,800,Necrozma,Psychic,Ghost,Dawn Wings Necrozma,680,97,113,109,157,127,77,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png
957,800,Necrozma,Psychic,Dragon,Ultra Necrozma,754,97,167,97,167,97,129,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png
958,801,Magearna,Steel,Fairy,NA,600,80,95,115,130,115,65,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png
959,802,Marshadow,Fighting,Ghost,NA,600,90,125,80,90,90,125,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png
960,803,Poipole,Poison,NA,NA,420,67,73,67,73,67,73,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png
961,804,Naganadel,Poison,Dragon,NA,540,73,73,73,127,73,121,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png
962,805,Stakataka,Rock,Steel,NA,570,61,131,211,53,101,13,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png
963,806,Blacephalon,Fire,Ghost,NA,570,53,127,53,151,79,107,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png
964,807,Zeraora,Electric,NA,NA,600,88,112,75,102,80,143,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png
965,808,Meltan,Steel,NA,NA,300,46,65,65,55,35,34,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png
966,809,Melmetal,Steel,NA,NA,600,135,143,143,80,65,34,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png
967,810,Grookey,Grass,NA,NA,310,50,65,50,40,40,65,https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png
968,811,Thwackey,Grass,NA,NA,420,70,85,70,55,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png
969,812,Rillaboom,Grass,NA,NA,530,100,125,90,60,70,85,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png
970,813,Scorbunny,Fire,NA,NA,310,50,71,40,40,40,69,https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png
971,814,Raboot,Fire,NA,NA,420,65,86,60,55,60,94,https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png
972,815,Cinderace,Fire,NA,NA,530,80,116,75,65,75,119,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png
973,816,Sobble,Water,NA,NA,310,50,40,40,70,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png
974,817,Drizzile,Water,NA,NA,420,65,60,55,95,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png
975,818,Inteleon,Water,NA,NA,530,70,85,65,125,65,120,https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png
976,819,Skwovet,Normal,NA,NA,275,70,55,55,35,35,25,https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png
977,820,Greedent,Normal,NA,NA,460,120,95,95,55,75,20,https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png
978,821,Rookidee,Flying,NA,NA,245,38,47,35,33,35,57,https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png
979,822,Corvisquire,Flying,NA,NA,365,68,67,55,43,55,77,https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png
980,823,Corviknight,Flying,Steel,NA,495,98,87,105,53,85,67,https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png
981,824,Blipbug,Bug,NA,NA,180,25,20,20,25,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png
982,825,Dottler,Bug,Psychic,NA,335,50,35,80,50,90,30,https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png
983,826,Orbeetle,Bug,Psychic,NA,505,60,45,110,80,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png
984,827,Nickit,Dark,NA,NA,245,40,28,28,47,52,50,https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png
985,828,Thievul,Dark,NA,NA,455,70,58,58,87,92,90,https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png
986,829,Gossifleur,Grass,NA,NA,250,40,40,60,40,60,10,https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png
987,830,Eldegoss,Grass,NA,NA,460,60,50,90,80,120,60,https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png
988,831,Wooloo,Normal,NA,NA,270,42,40,55,40,45,48,https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png
989,832,Dubwool,Normal,NA,NA,490,72,80,100,60,90,88,https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png
990,833,Chewtle,Water,NA,NA,284,50,64,50,38,38,44,https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png
991,834,Drednaw,Water,Rock,NA,485,90,115,90,48,68,74,https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png
992,835,Yamper,Electric,NA,NA,270,59,45,50,40,50,26,https://img.pokemondb.net/sprites/sword-shield/icon/yamper.png
993,836,Boltund,Electric,NA,NA,490,69,90,60,90,60,121,https://img.pokemondb.net/sprites/sword-shield/icon/boltund.png
994,837,Rolycoly,Rock,NA,NA,240,30,40,50,40,50,30,https://img.pokemondb.net/sprites/sword-shield/icon/rolycoly.png
995,838,Carkol,Rock,Fire,NA,410,80,60,90,60,70,50,https://img.pokemondb.net/sprites/sword-shield/icon/carkol.png
996,839,Coalossal,Rock,Fire,NA,510,110,80,120,80,90,30,https://img.pokemondb.net/sprites/sword-shield/icon/coalossal.png
997,840,Applin,Grass,Dragon,NA,260,40,40,80,40,40,20,https://img.pokemondb.net/sprites/sword-shield/icon/applin.png
998,841,Flapple,Grass,Dragon,NA,485,70,110,80,95,60,70,https://img.pokemondb.net/sprites/sword-shield/icon/flapple.png
999,842,Appletun,Grass,Dragon,NA,485,110,85,80,100,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/appletun.png
1000,843,Silicobra,Ground,NA,NA,315,52,57,75,35,50,46,https://img.pokemondb.net/sprites/sword-shield/icon/silicobra.png
1001,844,Sandaconda,Ground,NA,NA,510,72,107,125,65,70,71,https://img.pokemondb.net/sprites/sword-shield/icon/sandaconda.png
1002,845,Cramorant,Flying,Water,NA,475,70,85,55,85,95,85,https://img.pokemondb.net/sprites/sword-shield/icon/cramorant.png
1003,846,Arrokuda,Water,NA,NA,280,41,63,40,40,30,66,https://img.pokemondb.net/sprites/sword-shield/icon/arrokuda.png
1004,847,Barraskewda,Water,NA,NA,490,61,123,60,60,50,136,https://img.pokemondb.net/sprites/sword-shield/icon/barraskewda.png
1005,848,Toxel,Electric,Poison,NA,242,40,38,35,54,35,40,https://img.pokemondb.net/sprites/sword-shield/icon/toxel.png
1006,849,Toxtricity,Electric,Poison,Low Key Form,502,75,98,70,114,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-low-key.png
1007,849,Toxtricity,Electric,Poison,Amped Form,502,75,98,70,114,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-amped.png
1008,850,Sizzlipede,Fire,Bug,NA,305,50,65,45,50,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/sizzlipede.png
1009,851,Centiskorch,Fire,Bug,NA,525,100,115,65,90,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/centiskorch.png
1010,852,Clobbopus,Fighting,NA,NA,310,50,68,60,50,50,32,https://img.pokemondb.net/sprites/sword-shield/icon/clobbopus.png
1011,853,Grapploct,Fighting,NA,NA,480,80,118,90,70,80,42,https://img.pokemondb.net/sprites/sword-shield/icon/grapploct.png
1012,854,Sinistea,Ghost,NA,NA,308,40,45,45,74,54,50,https://img.pokemondb.net/sprites/sword-shield/icon/sinistea.png
1013,855,Polteageist,Ghost,NA,NA,508,60,65,65,134,114,70,https://img.pokemondb.net/sprites/sword-shield/icon/polteageist.png
1014,856,Hatenna,Psychic,NA,NA,265,42,30,45,56,53,39,https://img.pokemondb.net/sprites/sword-shield/icon/hatenna.png
1015,857,Hattrem,Psychic,NA,NA,370,57,40,65,86,73,49,https://img.pokemondb.net/sprites/sword-shield/icon/hattrem.png
1016,858,Hatterene,Psychic,Fairy,NA,510,57,90,95,136,103,29,https://img.pokemondb.net/sprites/sword-shield/icon/hatterene.png
1017,859,Impidimp,Dark,Fairy,NA,265,45,45,30,55,40,50,https://img.pokemondb.net/sprites/sword-shield/icon/impidimp.png
1018,860,Morgrem,Dark,Fairy,NA,370,65,60,45,75,55,70,https://img.pokemondb.net/sprites/sword-shield/icon/morgrem.png
1019,861,Grimmsnarl,Dark,Fairy,NA,510,95,120,65,95,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/grimmsnarl.png
1020,862,Obstagoon,Dark,Normal,NA,520,93,90,101,60,81,95,https://img.pokemondb.net/sprites/sword-shield/icon/obstagoon.png
1021,863,Perrserker,Steel,NA,NA,440,70,110,100,50,60,50,https://img.pokemondb.net/sprites/sword-shield/icon/perrserker.png
1022,864,Cursola,Ghost,NA,NA,510,60,95,50,145,130,30,https://img.pokemondb.net/sprites/sword-shield/icon/cursola.png
1023,865,Sirfetch'd,Fighting,NA,NA,507,62,135,95,68,82,65,https://img.pokemondb.net/sprites/sword-shield/icon/sirfetchd.png
1024,866,Mr.,Ice,Psychic,Rime,520,80,85,75,110,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/mr-rime.png
1025,867,Runerigus,Ground,Ghost,NA,483,58,95,145,50,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/runerigus.png
1026,868,Milcery,Fairy,NA,NA,270,45,40,40,50,61,34,https://img.pokemondb.net/sprites/sword-shield/icon/milcery.png
1027,869,Alcremie,Fairy,NA,NA,495,65,60,75,110,121,64,https://img.pokemondb.net/sprites/sword-shield/icon/alcremie.png
1028,870,Falinks,Fighting,NA,NA,470,65,100,100,70,60,75,https://img.pokemondb.net/sprites/sword-shield/icon/falinks.png
