index;NationalPokedexNumber;Name;Species;Variant;Generation;Rarity;Type1;Type2;Total;HP;Attack;Defense;SpAtk;SpDef;Speed;image_url;Vgc2022Rules;MonthlyUsageMarch2022;UsagePercentMarch2022;MonthlyRankMarch2022;id;Label
124;87;Dewgong;Dewgong;;1;Common;Water;Ice;475.0;90.0;70.0;80.0;70.0;95.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/dewgong.png;;;;;Dewgong;Pokemon
125;88;Grimer;Grimer;;1;Common;Poison;;325.0;80.0;80.0;50.0;40.0;50.0;25.0;https://img.pokemondb.net/sprites/sword-shield/icon/grimer.png;;;;;Grimer;Pokemon
126;88;Alolan Grimer;Grimer;Alolan;7;Common;Poison;Dark;325.0;80.0;80.0;50.0;40.0;50.0;25.0;https://img.pokemondb.net/sprites/sword-shield/icon/grimer-alolan.png;;;;;Alolan Grimer;Pokemon
127;89;Alolan Muk;Muk;Alolan;7;Common;Poison;Dark;500.0;105.0;105.0;75.0;65.0;100.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/muk-alolan.png;;;;;Alolan Muk;Pokemon
128;89;Muk;Muk;;1;Common;Poison;;500.0;105.0;105.0;75.0;65.0;100.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/muk.png;;;;;Muk;Pokemon
129;90;Shellder;Shellder;;1;Common;Water;;305.0;30.0;65.0;100.0;45.0;25.0;40.0;https://img.pokemondb.net/sprites/sword-shield/icon/shellder.png;Permitted;;;;Shellder;Pokemon
130;91;Cloyster;Cloyster;;1;Common;Water;Ice;525.0;50.0;95.0;180.0;85.0;45.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/cloyster.png;Permitted;2;0;224;Cloyster;Pokemon
131;92;Gastly;Gastly;;1;Common;Ghost;Poison;310.0;30.0;35.0;30.0;100.0;35.0;80.0;https://img.pokemondb.net/sprites/sword-shield/icon/gastly.png;Permitted;;;;Gastly;Pokemon
132;93;Haunter;Haunter;;1;Common;Ghost;Poison;405.0;45.0;50.0;45.0;115.0;55.0;95.0;https://img.pokemondb.net/sprites/sword-shield/icon/haunter.png;Permitted;;;;Haunter;Pokemon
133;94;Gengar;Gengar;;1;Common;Ghost;Poison;500.0;60.0;65.0;60.0;130.0;75.0;110.0;https://img.pokemondb.net/sprites/sword-shield/icon/gengar.png;Permitted;10;0;214;Gengar;Pokemon
134;94;Gengar Gigantamax;Gengar;Gigantamax;8;;Ghost;Poison;;;;;;;;https://archives.bulbagarden.net/media/upload/4/43/094GiMS8.png;Gigantamax Allowed;;;;Gengar Gigantamax;Pokemon
135;94;Mega Gengar;Gengar;Mega;6;Common;Ghost;Poison;600.0;60.0;65.0;80.0;170.0;95.0;130.0;https://img.pokemondb.net/sprites/sword-shield/icon/gengar-mega.png;Banned;;;;Mega Gengar;Pokemon
136;95;Onix;Onix;;1;Common;Rock;Ground;385.0;35.0;45.0;160.0;30.0;45.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/onix.png;Permitted;;;;Onix;Pokemon
137;96;Drowzee;Drowzee;;1;Common;Psychic;;328.0;60.0;48.0;45.0;43.0;90.0;42.0;https://img.pokemondb.net/sprites/sword-shield/icon/drowzee.png;;;;;Drowzee;Pokemon
138;97;Hypno;Hypno;;1;Common;Psychic;;483.0;85.0;73.0;70.0;73.0;115.0;67.0;https://img.pokemondb.net/sprites/sword-shield/icon/hypno.png;;;;;Hypno;Pokemon
139;98;Krabby;Krabby;;1;Common;Water;;325.0;30.0;105.0;90.0;25.0;25.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/krabby.png;Permitted;;;;Krabby;Pokemon
140;99;Kingler Gigantamax;Kingler;Gigantamax;8;;Water;;;;;;;;;https://archives.bulbagarden.net/media/upload/3/33/099GiMS8.png;Gigantamax Allowed;;;;Kingler Gigantamax;Pokemon
141;99;Kingler;Kingler;;1;Common;Water;;475.0;55.0;130.0;115.0;50.0;50.0;75.0;https://img.pokemondb.net/sprites/sword-shield/icon/kingler.png;Permitted;9;0;128;Kingler;Pokemon
142;100;Hisuian Voltorb;Voltorb;Hisuian;1;Common;Electric;Grass;330.0;40.0;30.0;50.0;55.0;55.0;100.0;https://img.pokemondb.net/s.png;;;;;Hisuian Voltorb;Pokemon
143;100;Voltorb;Voltorb;;1;Common;Electric;;330.0;40.0;30.0;50.0;55.0;55.0;100.0;https://img.pokemondb.net/sprites/sword-shield/icon/voltorb.png;;;;;Voltorb;Pokemon
144;101;Hisuian Electrode;Electrode;Hisuian;1;Common;Electric;Grass;490.0;60.0;50.0;70.0;80.0;80.0;150.0;https://img.pokemondb.net/s.png;;;;;Hisuian Electrode;Pokemon
145;101;Electrode;Electrode;;1;Common;Electric;;490.0;60.0;50.0;70.0;80.0;80.0;150.0;https://img.pokemondb.net/sprites/sword-shield/icon/electrode.png;;;;;Electrode;Pokemon
146;102;Exeggcute;Exeggcute;;1;Common;Grass;Psychic;325.0;60.0;40.0;80.0;60.0;45.0;40.0;https://img.pokemondb.net/sprites/sword-shield/icon/exeggcute.png;Permitted;;;;Exeggcute;Pokemon
147;103;Alolan Exeggutor;Exeggutor;Alolan;7;Common;Grass;Dragon;530.0;95.0;105.0;85.0;125.0;75.0;45.0;https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor-alolan.png;;6;0;166;Alolan Exeggutor;Pokemon
148;103;Exeggutor;Exeggutor;;1;Common;Grass;Psychic;530.0;95.0;95.0;85.0;125.0;75.0;55.0;https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor.png;Permitted;3;0;156;Exeggutor;Pokemon
149;104;Cubone;Cubone;;1;Common;Ground;;320.0;50.0;50.0;95.0;40.0;50.0;35.0;https://img.pokemondb.net/sprites/sword-shield/icon/cubone.png;Permitted;;;;Cubone;Pokemon
150;105;Alolan Marowak;Marowak;Alolan;7;Common;Fire;Ghost;425.0;60.0;80.0;110.0;50.0;80.0;45.0;https://img.pokemondb.net/sprites/sword-shield/icon/marowak-alolan.png;;16;0;121;Alolan Marowak;Pokemon
151;105;Marowak;Marowak;;1;Common;Ground;;425.0;60.0;80.0;110.0;50.0;80.0;45.0;https://img.pokemondb.net/sprites/sword-shield/icon/marowak.png;Permitted;;;;Marowak;Pokemon
152;106;Hitmonlee;Hitmonlee;;1;Common;Fighting;;455.0;50.0;120.0;53.0;35.0;110.0;87.0;https://img.pokemondb.net/sprites/sword-shield/icon/hitmonlee.png;Permitted;;;;Hitmonlee;Pokemon
153;107;Hitmonchan;Hitmonchan;;1;Common;Fighting;;455.0;50.0;105.0;79.0;35.0;110.0;76.0;https://img.pokemondb.net/sprites/sword-shield/icon/hitmonchan.png;Permitted;;;;Hitmonchan;Pokemon
154;108;Lickitung;Lickitung;;1;Common;Normal;;385.0;90.0;55.0;75.0;60.0;75.0;30.0;https://img.pokemondb.net/sprites/sword-shield/icon/lickitung.png;Permitted;;;;Lickitung;Pokemon
155;109;Koffing;Koffing;;1;Common;Poison;;340.0;40.0;65.0;95.0;60.0;45.0;35.0;https://img.pokemondb.net/sprites/sword-shield/icon/koffing.png;Permitted;;;;Koffing;Pokemon
156;110;Weezing;Weezing;;1;Common;Poison;;490.0;65.0;90.0;120.0;85.0;70.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/weezing.png;;43;2;36;Weezing;Pokemon
157;110;Galarian Weezing;Weezing;Galarian;8;Common;Poison;Fairy;490.0;65.0;90.0;120.0;85.0;70.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/weezing-galarian.png;Permitted;8;0;127;Galarian Weezing;Pokemon
158;111;Rhyhorn;Rhyhorn;;1;Common;Ground;Rock;345.0;80.0;85.0;95.0;30.0;30.0;25.0;https://img.pokemondb.net/sprites/sword-shield/icon/rhyhorn.png;Permitted;;;;Rhyhorn;Pokemon
159;112;Rhydon;Rhydon;;1;Common;Ground;Rock;485.0;105.0;130.0;120.0;45.0;45.0;40.0;https://img.pokemondb.net/sprites/sword-shield/icon/rhydon.png;Permitted;;;;Rhydon;Pokemon
160;113;Chansey;Chansey;;1;Common;Normal;;450.0;250.0;5.0;5.0;35.0;105.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/chansey.png;Permitted;6;0;76;Chansey;Pokemon
161;114;Tangela;Tangela;;1;Common;Grass;;435.0;65.0;55.0;115.0;100.0;40.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/tangela.png;Permitted;;;;Tangela;Pokemon
162;115;Kangaskhan;Kangaskhan;;1;Common;Normal;;490.0;105.0;95.0;80.0;40.0;80.0;90.0;https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan.png;Permitted;6;0;136;Kangaskhan;Pokemon
163;115;Mega Kangaskhan;Kangaskhan;Mega;6;Common;Normal;;590.0;105.0;125.0;100.0;60.0;100.0;100.0;https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan-mega.png;Banned;;;;Mega Kangaskhan;Pokemon
164;116;Horsea;Horsea;;1;Common;Water;;295.0;30.0;40.0;70.0;70.0;25.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/horsea.png;Permitted;;;;Horsea;Pokemon
165;117;Seadra;Seadra;;1;Common;Water;;440.0;55.0;65.0;95.0;95.0;45.0;85.0;https://img.pokemondb.net/sprites/sword-shield/icon/seadra.png;Permitted;;;;Seadra;Pokemon
166;118;Goldeen;Goldeen;;1;Common;Water;;320.0;45.0;67.0;60.0;35.0;50.0;63.0;https://img.pokemondb.net/sprites/sword-shield/icon/goldeen.png;Permitted;;;;Goldeen;Pokemon
167;119;Seaking;Seaking;;1;Common;Water;;450.0;80.0;92.0;65.0;65.0;80.0;68.0;https://img.pokemondb.net/sprites/sword-shield/icon/seaking.png;Permitted;;;;Seaking;Pokemon
168;120;Staryu;Staryu;;1;Common;Water;;340.0;30.0;45.0;55.0;70.0;55.0;85.0;https://img.pokemondb.net/sprites/sword-shield/icon/staryu.png;Permitted;;;;Staryu;Pokemon
169;121;Starmie;Starmie;;1;Common;Water;Psychic;520.0;60.0;75.0;85.0;100.0;85.0;115.0;https://img.pokemondb.net/sprites/sword-shield/icon/starmie.png;Permitted;;;;Starmie;Pokemon
170;122;Mime Galarian Mr. Mime;Mr.;Mime Galarian  Mime;8;Common;Ice;Psychic;460.0;50.0;65.0;65.0;90.0;90.0;100.0;https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime-galarian.png;;2;0;228;Mime Galarian Mr. Mime;Pokemon
171;122;Mr. Mime;Mr.;Mime;1;Common;Psychic;Fairy;460.0;40.0;45.0;65.0;100.0;120.0;90.0;https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime.png;;;;;Mr. Mime;Pokemon
172;123;Scyther;Scyther;;1;Common;Bug;Flying;500.0;70.0;110.0;80.0;55.0;80.0;105.0;https://img.pokemondb.net/sprites/sword-shield/icon/scyther.png;Permitted;;;;Scyther;Pokemon
173;124;Jynx;Jynx;;1;Common;Ice;Psychic;455.0;65.0;50.0;35.0;115.0;95.0;95.0;https://img.pokemondb.net/sprites/sword-shield/icon/jynx.png;Permitted;;;;Jynx;Pokemon
174;125;Electabuzz;Electabuzz;;1;Common;Electric;;490.0;65.0;83.0;57.0;95.0;85.0;105.0;https://img.pokemondb.net/sprites/sword-shield/icon/electabuzz.png;Permitted;;;;Electabuzz;Pokemon
175;126;Magmar;Magmar;;1;Common;Fire;;495.0;65.0;95.0;57.0;100.0;85.0;93.0;https://img.pokemondb.net/sprites/sword-shield/icon/magmar.png;Permitted;;;;Magmar;Pokemon
176;127;Mega Pinsir;Pinsir;Mega;6;Common;Bug;Flying;600.0;65.0;155.0;120.0;65.0;90.0;105.0;https://img.pokemondb.net/sprites/sword-shield/icon/pinsir-mega.png;Banned;;;;Mega Pinsir;Pokemon
177;127;Pinsir;Pinsir;;1;Common;Bug;;500.0;65.0;125.0;100.0;55.0;70.0;85.0;https://img.pokemondb.net/sprites/sword-shield/icon/pinsir.png;Permitted;;;;Pinsir;Pokemon
178;128;Tauros;Tauros;;1;Common;Normal;;490.0;75.0;100.0;95.0;40.0;70.0;110.0;https://img.pokemondb.net/sprites/sword-shield/icon/tauros.png;Permitted;3;0;209;Tauros;Pokemon
179;129;Magikarp;Magikarp;;1;Common;Water;;200.0;20.0;10.0;55.0;15.0;20.0;80.0;https://img.pokemondb.net/sprites/sword-shield/icon/magikarp.png;Permitted;;;;Magikarp;Pokemon
180;130;Mega Gyarados;Gyarados;Mega;6;Common;Water;Dark;640.0;95.0;155.0;109.0;70.0;130.0;81.0;https://img.pokemondb.net/sprites/sword-shield/icon/gyarados-mega.png;Banned;;;;Mega Gyarados;Pokemon
181;130;Gyarados;Gyarados;;1;Common;Water;Flying;540.0;95.0;125.0;79.0;60.0;100.0;81.0;https://img.pokemondb.net/sprites/sword-shield/icon/gyarados.png;Permitted;15;0;132;Gyarados;Pokemon
182;131;Lapras Gigantamax;Lapras;Gigantamax;8;;Water;Ice;;;;;;;;https://archives.bulbagarden.net/media/upload/e/ed/131GiMS8.png;Gigantamax Allowed;;;;Lapras Gigantamax;Pokemon
183;131;Lapras;Lapras;;1;Common;Water;Ice;535.0;130.0;85.0;80.0;85.0;95.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/lapras.png;Permitted;61;1;59;Lapras;Pokemon
184;132;Ditto;Ditto;;1;Common;Normal;;288.0;48.0;48.0;48.0;48.0;48.0;48.0;https://img.pokemondb.net/sprites/sword-shield/icon/ditto.png;Permitted;74;5;26;Ditto;Pokemon
185;133;Partner Eevee;Eevee;Partner;1;Common;Normal;;435.0;65.0;75.0;70.0;65.0;85.0;75.0;https://img.pokemondb.net/sprites/sword-shield/icon/eevee-lets-go.png;;;;;Partner Eevee;Pokemon
186;133;Eevee Gigantamax;Eevee;Gigantamax;8;;Normal;;;;;;;;;https://archives.bulbagarden.net/media/upload/6/61/133GiMS8.png;Gigantamax Allowed;;;;Eevee Gigantamax;Pokemon
187;133;Eevee;Eevee;;1;Common;Normal;;325.0;55.0;55.0;50.0;45.0;65.0;55.0;https://img.pokemondb.net/sprites/sword-shield/icon/eevee.png;Permitted;;;;Eevee;Pokemon
188;134;Vaporeon;Vaporeon;;1;Common;Water;;525.0;130.0;65.0;60.0;110.0;95.0;65.0;https://img.pokemondb.net/sprites/sword-shield/icon/vaporeon.png;Permitted;;;;Vaporeon;Pokemon
189;135;Jolteon;Jolteon;;1;Common;Electric;;525.0;65.0;65.0;60.0;110.0;95.0;130.0;https://img.pokemondb.net/sprites/sword-shield/icon/jolteon.png;Permitted;;;;Jolteon;Pokemon
190;136;Flareon;Flareon;;1;Common;Fire;;525.0;65.0;130.0;60.0;95.0;110.0;65.0;https://img.pokemondb.net/sprites/sword-shield/icon/flareon.png;Permitted;;;;Flareon;Pokemon
191;137;Porygon;Porygon;;1;Common;Normal;;395.0;65.0;60.0;70.0;85.0;75.0;40.0;https://img.pokemondb.net/sprites/sword-shield/icon/porygon.png;Permitted;;;;Porygon;Pokemon
192;138;Omanyte;Omanyte;;1;Common;Rock;Water;355.0;35.0;40.0;100.0;90.0;55.0;35.0;https://img.pokemondb.net/sprites/sword-shield/icon/omanyte.png;Permitted;;;;Omanyte;Pokemon
193;139;Omastar;Omastar;;1;Common;Rock;Water;495.0;70.0;60.0;125.0;115.0;70.0;55.0;https://img.pokemondb.net/sprites/sword-shield/icon/omastar.png;Permitted;;;;Omastar;Pokemon
194;140;Kabuto;Kabuto;;1;Common;Rock;Water;355.0;30.0;80.0;90.0;55.0;45.0;55.0;https://img.pokemondb.net/sprites/sword-shield/icon/kabuto.png;Permitted;;;;Kabuto;Pokemon
195;141;Kabutops;Kabutops;;1;Common;Rock;Water;495.0;60.0;115.0;105.0;65.0;70.0;80.0;https://img.pokemondb.net/sprites/sword-shield/icon/kabutops.png;Permitted;4;0;173;Kabutops;Pokemon
196;142;Aerodactyl;Aerodactyl;;1;Common;Rock;Flying;515.0;80.0;105.0;65.0;60.0;75.0;130.0;https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl.png;Permitted;5;0;172;Aerodactyl;Pokemon
197;142;Mega Aerodactyl;Aerodactyl;Mega;6;Common;Rock;Flying;615.0;80.0;135.0;85.0;70.0;95.0;150.0;https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl-mega.png;Banned;;;;Mega Aerodactyl;Pokemon
198;143;Snorlax Gigantamax;Snorlax;Gigantamax;8;;Normal;;;;;;;;;https://archives.bulbagarden.net/media/upload/f/f7/143GiMS8.png;Gigantamax Allowed;;;;Snorlax Gigantamax;Pokemon
199;143;Snorlax;Snorlax;;1;Common;Normal;;540.0;160.0;110.0;65.0;65.0;110.0;30.0;https://img.pokemondb.net/sprites/sword-shield/icon/snorlax.png;Permitted;18;0;97;Snorlax;Pokemon
200;144;Galarian Articuno;Articuno;Galarian;8;Legendary;Psychic;Flying;580.0;90.0;85.0;85.0;125.0;100.0;95.0;https://img.pokemondb.net/sprites/sword-shield/icon/articuno-galarian.png;;14;0;117;Galarian Articuno;Pokemon
201;144;Articuno;Articuno;;1;Legendary;Ice;Flying;580.0;90.0;85.0;100.0;95.0;125.0;85.0;https://img.pokemondb.net/sprites/sword-shield/icon/articuno.png;Permitted;4;0;174;Articuno;Pokemon
202;145;Galarian Zapdos;Zapdos;Galarian;8;Legendary;Fighting;Flying;580.0;90.0;125.0;90.0;85.0;90.0;100.0;https://img.pokemondb.net/sprites/sword-shield/icon/zapdos-galarian.png;;26;0;93;Galarian Zapdos;Pokemon
203;145;Zapdos;Zapdos;;1;Legendary;Electric;Flying;580.0;90.0;90.0;85.0;125.0;90.0;100.0;https://img.pokemondb.net/sprites/sword-shield/icon/zapdos.png;Permitted;168;8;21;Zapdos;Pokemon
204;146;Galarian Moltres;Moltres;Galarian;8;Legendary;Dark;Flying;580.0;90.0;85.0;90.0;100.0;125.0;90.0;https://img.pokemondb.net/sprites/sword-shield/icon/moltres-galarian.png;;35;0;100;Galarian Moltres;Pokemon
205;146;Moltres;Moltres;;1;Legendary;Fire;Flying;580.0;90.0;100.0;90.0;125.0;85.0;90.0;https://img.pokemondb.net/sprites/sword-shield/icon/moltres.png;Permitted;3;0;137;Moltres;Pokemon
206;147;Dratini;Dratini;;1;Common;Dragon;;300.0;41.0;64.0;45.0;50.0;50.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/dratini.png;Permitted;;;;Dratini;Pokemon
207;148;Dragonair;Dragonair;;1;Common;Dragon;;420.0;61.0;84.0;65.0;70.0;70.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/dragonair.png;Permitted;;;;Dragonair;Pokemon
208;149;Dragonite;Dragonite;;1;Common;Dragon;Flying;600.0;91.0;134.0;95.0;100.0;100.0;80.0;https://img.pokemondb.net/sprites/sword-shield/icon/dragonite.png;Permitted;10;0;167;Dragonite;Pokemon
209;150;Mega Mewtwo Y;Mewtwo;Mega  Y;6;Legendary;Psychic;;780.0;106.0;150.0;70.0;194.0;120.0;140.0;https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-mega-y.png;Banned;;;;Mega Mewtwo Y;Pokemon
210;150;Mega Mewtwo X;Mewtwo;Mega  X;6;Legendary;Psychic;Fighting;780.0;106.0;190.0;100.0;154.0;100.0;130.0;https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-mega-x.png;Banned;;;;Mega Mewtwo X;Pokemon
211;150;Mewtwo;Mewtwo;;1;Legendary;Psychic;;680.0;106.0;110.0;90.0;154.0;90.0;130.0;https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo.png;Restricted (players can include two Restricted Pokémon in their team);15;0;103;Mewtwo;Pokemon
212;151;Mew;Mew;;1;Mythical;Psychic;;600.0;100.0;100.0;100.0;100.0;100.0;100.0;https://img.pokemondb.net/sprites/sword-shield/icon/mew.png;Banned;;;;Mew;Pokemon
213;152;Chikorita;Chikorita;;2;Common;Grass;;318.0;45.0;49.0;65.0;49.0;65.0;45.0;https://img.pokemondb.net/sprites/sword-shield/icon/chikorita.png;;;;;Chikorita;Pokemon
214;153;Bayleef;Bayleef;;2;Common;Grass;;405.0;60.0;62.0;80.0;63.0;80.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/bayleef.png;;;;;Bayleef;Pokemon
215;154;Meganium;Meganium;;2;Common;Grass;;525.0;80.0;82.0;100.0;83.0;100.0;80.0;https://img.pokemondb.net/sprites/sword-shield/icon/meganium.png;;;;;Meganium;Pokemon
216;155;Cyndaquil;Cyndaquil;;2;Common;Fire;;309.0;39.0;52.0;43.0;60.0;50.0;65.0;https://img.pokemondb.net/sprites/sword-shield/icon/cyndaquil.png;;;;;Cyndaquil;Pokemon
217;156;Quilava;Quilava;;2;Common;Fire;;405.0;58.0;64.0;58.0;80.0;65.0;80.0;https://img.pokemondb.net/sprites/sword-shield/icon/quilava.png;;;;;Quilava;Pokemon
218;157;Hisuian Typhlosion;Typhlosion;Hisuian;2;Common;Fire;Ghost;534.0;73.0;84.0;78.0;119.0;85.0;95.0;https://img.pokemondb.net/s.png;;;;;Hisuian Typhlosion;Pokemon
219;157;Typhlosion;Typhlosion;;2;Common;Fire;;534.0;78.0;84.0;78.0;109.0;85.0;100.0;https://img.pokemondb.net/sprites/sword-shield/icon/typhlosion.png;;;;;Typhlosion;Pokemon
220;158;Totodile;Totodile;;2;Common;Water;;314.0;50.0;65.0;64.0;44.0;48.0;43.0;https://img.pokemondb.net/sprites/sword-shield/icon/totodile.png;;;;;Totodile;Pokemon
221;159;Croconaw;Croconaw;;2;Common;Water;;405.0;65.0;80.0;80.0;59.0;63.0;58.0;https://img.pokemondb.net/sprites/sword-shield/icon/croconaw.png;;;;;Croconaw;Pokemon
222;160;Feraligatr;Feraligatr;;2;Common;Water;;530.0;85.0;105.0;100.0;79.0;83.0;78.0;https://img.pokemondb.net/sprites/sword-shield/icon/feraligatr.png;;;;;Feraligatr;Pokemon
223;161;Sentret;Sentret;;2;Common;Normal;;215.0;35.0;46.0;34.0;35.0;45.0;20.0;https://img.pokemondb.net/sprites/sword-shield/icon/sentret.png;;;;;Sentret;Pokemon
224;162;Furret;Furret;;2;Common;Normal;;415.0;85.0;76.0;64.0;45.0;55.0;90.0;https://img.pokemondb.net/sprites/sword-shield/icon/furret.png;;;;;Furret;Pokemon
225;163;Hoothoot;Hoothoot;;2;Common;Normal;Flying;262.0;60.0;30.0;30.0;36.0;56.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/hoothoot.png;Permitted;;;;Hoothoot;Pokemon
226;164;Noctowl;Noctowl;;2;Common;Normal;Flying;452.0;100.0;50.0;50.0;86.0;96.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/noctowl.png;Permitted;;;;Noctowl;Pokemon
227;165;Ledyba;Ledyba;;2;Common;Bug;Flying;265.0;40.0;20.0;30.0;40.0;80.0;55.0;https://img.pokemondb.net/sprites/sword-shield/icon/ledyba.png;;;;;Ledyba;Pokemon
228;166;Ledian;Ledian;;2;Common;Bug;Flying;390.0;55.0;35.0;50.0;55.0;110.0;85.0;https://img.pokemondb.net/sprites/sword-shield/icon/ledian.png;;;;;Ledian;Pokemon
229;167;Spinarak;Spinarak;;2;Common;Bug;Poison;250.0;40.0;60.0;40.0;40.0;40.0;30.0;https://img.pokemondb.net/sprites/sword-shield/icon/spinarak.png;;;;;Spinarak;Pokemon
230;168;Ariados;Ariados;;2;Common;Bug;Poison;400.0;70.0;90.0;70.0;60.0;70.0;40.0;https://img.pokemondb.net/sprites/sword-shield/icon/ariados.png;;;;;Ariados;Pokemon
231;169;Crobat;Crobat;;2;Common;Poison;Flying;535.0;85.0;90.0;80.0;70.0;80.0;130.0;https://img.pokemondb.net/sprites/sword-shield/icon/crobat.png;Permitted;5;0;219;Crobat;Pokemon
232;170;Chinchou;Chinchou;;2;Common;Water;Electric;330.0;75.0;38.0;38.0;56.0;56.0;67.0;https://img.pokemondb.net/sprites/sword-shield/icon/chinchou.png;Permitted;;;;Chinchou;Pokemon
233;171;Lanturn;Lanturn;;2;Common;Water;Electric;460.0;125.0;58.0;58.0;76.0;76.0;67.0;https://img.pokemondb.net/sprites/sword-shield/icon/lanturn.png;Permitted;;;;Lanturn;Pokemon
234;172;Pichu;Pichu;;2;Baby;Electric;;205.0;20.0;40.0;15.0;35.0;35.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/pichu.png;Permitted;;;;Pichu;Pokemon
235;173;Cleffa;Cleffa;;2;Baby;Fairy;;218.0;50.0;25.0;28.0;45.0;55.0;15.0;https://img.pokemondb.net/sprites/sword-shield/icon/cleffa.png;Permitted;;;;Cleffa;Pokemon
236;174;Igglybuff;Igglybuff;;2;Baby;Normal;Fairy;210.0;90.0;30.0;15.0;40.0;20.0;15.0;https://img.pokemondb.net/sprites/sword-shield/icon/igglybuff.png;Permitted;;;;Igglybuff;Pokemon
237;175;Togepi;Togepi;;2;Baby;Fairy;;245.0;35.0;20.0;65.0;40.0;65.0;20.0;https://img.pokemondb.net/sprites/sword-shield/icon/togepi.png;Permitted;;;;Togepi;Pokemon
238;176;Togetic;Togetic;;2;Common;Fairy;Flying;405.0;55.0;40.0;85.0;80.0;105.0;40.0;https://img.pokemondb.net/sprites/sword-shield/icon/togetic.png;Permitted;;;;Togetic;Pokemon
239;177;Natu;Natu;;2;Common;Psychic;Flying;320.0;40.0;50.0;45.0;70.0;45.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/natu.png;Permitted;;;;Natu;Pokemon
240;178;Xatu;Xatu;;2;Common;Psychic;Flying;470.0;65.0;75.0;70.0;95.0;70.0;95.0;https://img.pokemondb.net/sprites/sword-shield/icon/xatu.png;Permitted;;;;Xatu;Pokemon
241;179;Mareep;Mareep;;2;Common;Electric;;280.0;55.0;40.0;40.0;65.0;45.0;35.0;https://img.pokemondb.net/sprites/sword-shield/icon/mareep.png;;;;;Mareep;Pokemon
242;180;Flaaffy;Flaaffy;;2;Common;Electric;;365.0;70.0;55.0;55.0;80.0;60.0;45.0;https://img.pokemondb.net/sprites/sword-shield/icon/flaaffy.png;;;;;Flaaffy;Pokemon
243;181;Ampharos;Ampharos;;2;Common;Electric;;510.0;90.0;75.0;85.0;115.0;90.0;55.0;https://img.pokemondb.net/sprites/sword-shield/icon/ampharos.png;;;;;Ampharos;Pokemon
244;181;Mega Ampharos;Ampharos;Mega;6;Common;Electric;Dragon;610.0;90.0;95.0;105.0;165.0;110.0;45.0;https://img.pokemondb.net/sprites/sword-shield/icon/ampharos-mega.png;Banned;;;;Mega Ampharos;Pokemon
245;182;Bellossom;Bellossom;;2;Common;Grass;;490.0;75.0;80.0;95.0;90.0;100.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/bellossom.png;Permitted;;;;Bellossom;Pokemon
246;183;Marill;Marill;;2;Common;Water;Fairy;250.0;70.0;20.0;50.0;20.0;50.0;40.0;https://img.pokemondb.net/sprites/sword-shield/icon/marill.png;Permitted;;;;Marill;Pokemon
247;184;Azumarill;Azumarill;;2;Common;Water;Fairy;420.0;100.0;50.0;80.0;60.0;80.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/azumarill.png;Permitted;9;0;115;Azumarill;Pokemon
248;185;Sudowoodo;Sudowoodo;;2;Common;Rock;;410.0;70.0;100.0;115.0;30.0;65.0;30.0;https://img.pokemondb.net/sprites/sword-shield/icon/sudowoodo.png;Permitted;;;;Sudowoodo;Pokemon
249;186;Politoed;Politoed;;2;Common;Water;;500.0;90.0;75.0;75.0;90.0;100.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/politoed.png;Permitted;7;0;111;Politoed;Pokemon
