index;Name;AlternativeEffect;Effect;UsageAttributes;SpecificCategory;GeneralCategory;image_url;id;Label
128;Durin Berry;Used for creating PokéBlocks and Poffins.;A Berry which is very rare in the Unova region. A maniac will buy it for a high price.;;Baking Only;Berries;https://img.pokemondb.net/sprites/items/durin-berry.png;Durin Berry;Item
129;Dusk Ball;Tries to catch a wild Pokémon.  Success rate is 3.5× at night and in caves.;A somewhat different Poké Ball that makes it easier to catch wild Pokémon at night or in dark places like caves.;"countable; consumable; usable-in-battle; holdable";Special Balls;Pokeballs;https://img.pokemondb.net/sprites/items/dusk-ball.png;Dusk Ball;Item
130;Dusk Stone;Evolves a Lampent into Chandelure, a Misdreavus into Mismagius, or a Murkrow into Honchkrow.;Evolves certain species of Pokémon.;;Evolution;General items;https://img.pokemondb.net/sprites/items/dusk-stone.png;Dusk Stone;Item
131;Dynamax Candy;;Raises Dynamax Level.;;Vitamins;Medicine;https://img.pokemondb.net/s.png;Dynamax Candy;Item
132;Dynite Ore;;Mysterious ore that can be obtained in the Max Lair. Something good will happen if you give it to a collector in the Crown Tundra.;;Collectibles;General items;https://img.pokemondb.net/s.png;Dynite Ore;Item
133;Earth Plate;Held: Ground-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Ground.;Increases power of Ground-type moves. Changes Arceus' type to Ground.;"holdable; holdable-active; underground";Plates;Hold items;https://img.pokemondb.net/sprites/items/earth-plate.png;Earth Plate;Item
134;Eject Button;Held: When the holder takes damage from a move, it switches out for a party Pokémon of the Trainer's choice.;If the holder is hit by an attack, it will switch with another Pokémon in your party.;;Held Items;Hold items;https://img.pokemondb.net/sprites/items/eject-button.png;Eject Button;Item
135;Eject Pack;;The Pokémon switches out if its stats are lowered.;;Held Items;Hold items;https://img.pokemondb.net/s.png;Eject Pack;Item
136;Electirizer;Traded on an Electabuzz: Holder evolves into Electivire.;Evolves Electabuzz when traded holding the item.;;Evolution;General items;https://img.pokemondb.net/sprites/items/electirizer.png;Electirizer;Item
137;Electric Gem;Held: When the holder uses a damaging electric-type move, the move has 1.5× power and this item is consumed.;Increases the power of an Electric-type move only once.;;Jewels;Hold items;https://img.pokemondb.net/sprites/items/electric-gem.png;Electric Gem;Item
138;Electric Memory;Held: Changes Silvally to its Electric form.  Changes Multi-Attack's type to Electric.;Changes Silvally and its move Multi-Attack to Electric type.;;Memories;Hold items;https://img.pokemondb.net/sprites/items/electric-memory.png;Electric Memory;Item
139;Electric Seed;Held: Consumed on Electric Terrain and raises the holder's Defense by one stage.;An item to be held by a Pokémon. It boosts Defense on Electric Terrain. It can only be used once.;;Held Items;Hold items;https://img.pokemondb.net/sprites/items/electric-seed.png;Electric Seed;Item
140;Elevator Key;Unlocks the elevator in Lysandre Labs.;A card key that activates the elevator in Lysandre Labs. It is emblazoned with Team Flare's logo.;;Plot Advancement;Hold items;https://img.pokemondb.net/sprites/items/elevator-key.png;Elevator Key;Item
141;Elixir;Restores 10 PP for each move.;It restores the PP of all the moves learned by the targeted Pokémon by 10 points each.;"countable; consumable; usable-overworld; usable-in-battle; holdable";Pp Recovery;Medicine;https://img.pokemondb.net/sprites/items/elixir.png;Elixir;Item
142;Energy Powder;Restores 50 HP, but lowers happiness.;Restores 60 HP but lowers Friendship.;"countable; consumable; usable-overworld; usable-in-battle; holdable";Healing;Medicine;https://img.pokemondb.net/sprites/items/energy-powder.png;Energy Powder;Item
143;Energy Root;Restores 200 HP, but lowers happiness.;Restores 120 HP but lowers Friendship.;"countable; consumable; usable-overworld; usable-in-battle; holdable";Healing;Medicine;https://img.pokemondb.net/sprites/items/energy-root.png;Energy Root;Item
144;Enigma Berry;Held: Consumed when struck by a super-effective attack to restore 1/4 max HP.;If held by a Pokémon, it restores its HP if it is hit by any supereffective attack.;holdable-active;Other;Berries;https://img.pokemondb.net/sprites/items/enigma-berry.png;Enigma Berry;Item
145;Escape Rope;Transports user to the outside entrance of a cave.;A long, durable rope. Use it to escape instantly from a cave or a dungeon.;;Spelunking;General items;https://img.pokemondb.net/sprites/items/escape-rope.png;Escape Rope;Item
146;Ether;Restores 10 PP for one move.;It restores the PP of a Pokémon's selected move by a maximum of 10 points.;"countable; consumable; usable-overworld; usable-in-battle; holdable";Pp Recovery;Medicine;https://img.pokemondb.net/sprites/items/ether.png;Ether;Item
147;Everstone;Held: Prevents level-based evolution from occuring.;An item to be held by a Pokémon. The Pokémon holding this peculiar stone is prevented from evolving.;"holdable; holdable-active; underground";Training;Hold items;https://img.pokemondb.net/sprites/items/everstone.png;Everstone;Item
148;Eviolite;Held: Holder has 1.5× Defense and Special Defense, as long as it's not fully evolved.;A mysterious evolutionary lump. When held, it raises the Defense and Sp. Def of a Pokémon that can still evolve.;;Held Items;Hold items;https://img.pokemondb.net/sprites/items/eviolite.png;Eviolite;Item
149;Exp. Candy L;;;;Vitamins;Medicine;https://img.pokemondb.net/s.png;Exp. Candy L;Item
150;Exp. Candy M;;;;Vitamins;Medicine;https://img.pokemondb.net/s.png;Exp. Candy M;Item
151;Exp. Candy S;;;;Vitamins;Medicine;https://img.pokemondb.net/s.png;Exp. Candy S;Item
152;Exp. Candy Xl;;Increases the Pokémon's Exp points by 30,000.;;Vitamins;Medicine;https://img.pokemondb.net/s.png;Exp. Candy Xl;Item
153;Exp. Candy Xs;;;;Vitamins;Medicine;https://img.pokemondb.net/s.png;Exp. Candy Xs;Item
154;Exp. Share;Held: Half the experience from a battle is split between Pokémon holding this item.;An item to be held by a Pokémon. The holder gets a share of a battle's Exp. Points without battling.;"holdable; holdable-active";Training;Hold items;https://img.pokemondb.net/sprites/items/exp-share.png;Exp. Share;Item
155;Expert Belt;Held: Holder's Super Effective moves do 20% extra damage.;Increases the power of super-effective moves.;"holdable; holdable-active";Held Items;Hold items;https://img.pokemondb.net/sprites/items/expert-belt.png;Expert Belt;Item
156;Fairy Gem;Held: When the holder uses a damaging Fairy move, the move has 1.5× power and this item is consumed.;Increases the power of a Fairy-type move only once.;;Jewels;General items;https://img.pokemondb.net/sprites/items/fairy-gem.png;Fairy Gem;Item
157;Fairy Memory;Held: Changes Silvally to its Fairy form.  Changes Multi-Attack's type to Fairy.;Changes Silvally and its move Multi-Attack to Fairy type.;;Memories;Hold items;https://img.pokemondb.net/sprites/items/fairy-memory.png;Fairy Memory;Item
158;Fancy Apple;;One of the many ingredients that can be used for cooking at your camp. An apple chosen above others. It has spectacular form and a brilliant sheen.;;Curry Ingredients;General items;https://img.pokemondb.net/s.png;Fancy Apple;Item
159;Fast Ball;4× effectiveness on Pokémon with 100 or greater base speed. (Gen II: Roaming or Fleeing Pokémon). Made from Wht Apricorn.;A Poké Ball that makes it easier to catch Pokémon which are quick to run away.;;Apricorn Balls;Pokeballs;https://img.pokemondb.net/sprites/items/fast-ball.png;Fast Ball;Item
160;Festival Ticket;Hosts a mission in Festival Plaza.;A ticket that allows you to host a mission in Festival Plaza.;;Gameplay;General items;https://img.pokemondb.net/sprites/items/festival-ticket.png;Festival Ticket;Item
161;Fighting Gem;Held: When the holder uses a damaging fighting-type move, the move has 1.5× power and this item is consumed.;Increases the power of a Fighting-type move only once.;;Jewels;Hold items;https://img.pokemondb.net/sprites/items/fighting-gem.png;Fighting Gem;Item
162;Fighting Memory;Held: Changes Silvally to its Fighting form.  Changes Multi-Attack's type to Fighting.;Changes Silvally and its move Multi-Attack to Fighting type.;;Memories;Hold items;https://img.pokemondb.net/sprites/items/fighting-memory.png;Fighting Memory;Item
163;Figy Berry;Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike spicy flavor.;Restores HP if it's low, but may cause confusion.;holdable-active;Picky Healing;Berries;https://img.pokemondb.net/sprites/items/figy-berry.png;Figy Berry;Item
164;Fire Gem;Held: When the holder uses a damaging fire-type move, the move has 1.5× power and this item is consumed.;Increases the power of a Fire-type move only once.;;Jewels;Hold items;https://img.pokemondb.net/sprites/items/fire-gem.png;Fire Gem;Item
165;Fire Memory;Held: Changes Silvally to its Fire form.  Changes Multi-Attack's type to Fire.;Changes Silvally and its move Multi-Attack to Fire type.;;Memories;Hold items;https://img.pokemondb.net/sprites/items/fire-memory.png;Fire Memory;Item
166;Fire Stone;Evolves an Eevee into Flareon, a Growlithe into Arcanine, a Pansear into Simisear, or a Vulpix into Ninetales.;Evolves certain species of Pokémon.;underground;Evolution;General items;https://img.pokemondb.net/sprites/items/fire-stone.png;Fire Stone;Item
167;Fist Plate;Held: Fighting-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Fighting.;Increases power of Fighting-type moves. Changes Arceus' type to Fighting.;"holdable; holdable-active; underground";Plates;Hold items;https://img.pokemondb.net/sprites/items/fist-plate.png;Fist Plate;Item
168;Flame Orb;Held: Inflicts Burn on the holder at the end of the turn. Activates after Burn damage would occur.;An item to be held by a Pokémon. It is a bizarre orb that inflicts a burn on the holder in battle.;"holdable; holdable-active";Bad Held Items;Hold items;https://img.pokemondb.net/sprites/items/flame-orb.png;Flame Orb;Item
169;Flame Plate;Held: Fire-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Fire.;Increases power of Fire-type moves. Changes Arceus' type to Fire.;"holdable; holdable-active; underground";Plates;Hold items;https://img.pokemondb.net/sprites/items/flame-plate.png;Flame Plate;Item
170;Float Stone;Held: Holder has 0.5× weight.;A very light stone. It reduces the weight of a Pokémon when held.;;Held Items;Hold items;https://img.pokemondb.net/sprites/items/float-stone.png;Float Stone;Item
171;Flower Sweet;;Evolves Milcery into Flower Flavor Alcremie.;;Evolution;Hold items;https://img.pokemondb.net/s.png;Flower Sweet;Item
172;Fluffy Tail;Ends a wild battle.;An item that attracts Pokémon. Use it to flee from any battle with a wild Pokémon.;"countable; consumable; usable-in-battle; holdable";Spelunking;General items;https://img.pokemondb.net/sprites/items/fluffy-tail.png;Fluffy Tail;Item
173;Flying Gem;Held: When the holder uses a damaging flying-type move, the move has 1.5× power and this item is consumed.;Increases the power of a Flying-type move only once.;;Jewels;Hold items;https://img.pokemondb.net/sprites/items/flying-gem.png;Flying Gem;Item
174;Flying Memory;Held: Changes Silvally to its Flying form.  Changes Multi-Attack's type to Flying.;Changes Silvally and its move Multi-Attack to Flying type.;;Memories;Hold items;https://img.pokemondb.net/sprites/items/flying-memory.png;Flying Memory;Item
175;Focus Band;Held: Holder has 10% chance to survive attacks or self-inflicted damage at 1 HP.;An item to be held by a Pokémon. The holder may endure a potential KO attack, leaving it with just 1 HP.;"holdable; holdable-active";Held Items;Hold items;https://img.pokemondb.net/sprites/items/focus-band.png;Focus Band;Item
176;Focus Sash;Held: Holder survives any single-hit attack at 1 HP if at max HP, then the item is consumed.;An item to be held by a Pokémon. If it has full HP, the holder will endure one potential KO attack, leaving 1 HP.;"holdable; holdable-active";Held Items;Hold items;https://img.pokemondb.net/sprites/items/focus-sash.png;Focus Sash;Item
177;Fossilized Bird;;The fossil of an ancient Pokémon that once soared through the sky. What it looked like is a mystery.;;Dex Completion;General items;https://img.pokemondb.net/s.png;Fossilized Bird;Item
178;Fossilized Dino;;The fossil of an ancient Pokémon that once lived in the sea. What it looked like is a mystery.;;Dex Completion;General items;https://img.pokemondb.net/s.png;Fossilized Dino;Item
179;Fossilized Drake;;The fossil of an ancient Pokémon that once roamed the land. What it looked like is a mystery.;;Dex Completion;General items;https://img.pokemondb.net/s.png;Fossilized Drake;Item
180;Fossilized Fish;;The fossil of an ancient Pokémon that once lived in the sea. What it looked like is a mystery.;;Dex Completion;General items;https://img.pokemondb.net/s.png;Fossilized Fish;Item
181;Fresh Cream;;One of the many ingredients that can be used for cooking at your camp. Add some whipped cream to a spicy curry to give it some sweetness.;;Curry Ingredients;General items;https://img.pokemondb.net/s.png;Fresh Cream;Item
182;Fresh Water;Restores 50 HP.;Restores 30 HP.;"countable; consumable; usable-overworld; usable-in-battle; holdable";Healing;Medicine;https://img.pokemondb.net/sprites/items/fresh-water.png;Fresh Water;Item
183;Fried Food;;One of the many ingredients that can be used for cooking at your camp. It’s been a while since it was fried, so it’s gotten greasy.;;Curry Ingredients;General items;https://img.pokemondb.net/s.png;Fried Food;Item
184;Friend Ball;Caught Pokémon start with 200 happiness. Made from Grn Apricorn.;A Poké Ball that makes caught Pokémon more friendly.;;Apricorn Balls;Pokeballs;https://img.pokemondb.net/sprites/items/friend-ball.png;Friend Ball;Item
185;Fruit Bunch;;One of the many ingredients that can be used for cooking at your camp. The syrupy fruits give off a strong tropical feel.;;Curry Ingredients;General items;https://img.pokemondb.net/s.png;Fruit Bunch;Item
186;Full Heal;Cures any status ailment and confusion.;A spray-type medicine. It heals all the status problems of a single Pokémon.;"countable; consumable; usable-overworld; usable-in-battle; holdable";Status Cures;Medicine;https://img.pokemondb.net/sprites/items/full-heal.png;Full Heal;Item
