Name,Effect (alt.),Effect,Usage Attributes,Specific Category,General Category,image_url
Sweet Heart,Restores 20 HP.,Very sweet chocolate. It restores the HP of one Pokémon by only 20 points.,,Healing,Medicine,https://img.pokemondb.net/sprites/items/sweet-heart.png
Swift Wing,Increases Speed effort by 1.,Increases Speed EVs by 1.,,Vitamins,Medicine,https://img.pokemondb.net/sprites/items/swift-wing.png
Tamato Berry,Drops Speed Effort Values by 10 and raises happiness.,Increases Friendship but lowers Speed EVs.,,Effort Drop,Berries,https://img.pokemondb.net/sprites/items/tamato-berry.png
Tanga Berry,Held: Consumed when struck by a super-effective Bug-type attack to halve the damage.,Weakens a supereffective Bug-type attack against the holding Pokémon.,['holdable-active'],Type Protection,Berries,https://img.pokemondb.net/sprites/items/tanga-berry.png
Tart Apple,,Evolves Applin into Flapple.,,Evolution,Hold items,https://img.pokemondb.net/s.png
Terrain Extender,Held: Extends the holder's Terrain effects to 8 turns.,An item to be held by a Pokémon. It extends the duration of the terrain caused by the holder's move or Ability.,,Held Items,Hold items,https://img.pokemondb.net/sprites/items/terrain-extender.png
Thick Club,Doubles Cubone or Marowak's Attack.,Increases Attack when held by Cubone or Marowak.,['holdable'],Species Specific,Hold items,https://img.pokemondb.net/sprites/items/thick-club.png
Throat Spray,,Raises Sp. Atk when a sound-based move is used.,,Held Items,Hold items,https://img.pokemondb.net/s.png
Thunder Stone,"Evolves an Eelektrik into Eelektross, an Eevee into Jolteon, or a Pikachu into Raichu.",Evolves certain species of Pokémon.,['underground'],Evolution,General items,https://img.pokemondb.net/sprites/items/thunder-stone.png
Timer Ball,"Tries to catch a wild Pokémon. Success rate increases by 0.1× (Gen V: 0.3×) every turn, to a max of 4×.",A somewhat different BALL that becomes progressively better the more turns there are in a battle.,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Special Balls,Pokeballs,https://img.pokemondb.net/sprites/items/timer-ball.png
Timid Mint,,Changes the Pokémon's stats to match the Timid nature.,,Nature Mints,Battle items,https://img.pokemondb.net/s.png
Tin Of Beans,,"One of the many ingredients that can be used for cooking at your camp. When simmered, the beans suffuse a dish with their mild flavor.",,Curry Ingredients,General items,https://img.pokemondb.net/s.png
Tiny Mushroom,"Fire Red and Leaf Green: Trade two for prior Level-up moves. Sell for 250 Pokédollars, or to Hungry Maid for 500 Pokédollars.",A small and rare mushroom. It is sought after by collectors.,,Loot,General items,https://img.pokemondb.net/sprites/items/tiny-mushroom.png
Tm00,,Teaches the move Mega Punch.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tm01,Teaches Hone Claws to a compatible Pokémon. (Gen IV & III: Focus Punch Gen II: DynamicPunch Gen I: Mega Punch),Teaches the move Mega Punch/Dynamic Punch/Focus Punch/Hone Claws/Work Up/Headbutt/Mega Kick.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm02,Teaches Dragon Claw to a compatible Pokémon. (Gen II: Headbutt Gen I: Razor Wind),Teaches the move Razor Wind/Headbutt/Dragon Claw/Taunt/Pay Day.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-dragon.png
Tm03,Teaches Psyshock to a compatible Pokémon. (Gen IV & III: Water Pulse Gen II: Curse Gen I: Swords Dance),Teaches the move Swords Dance/Curse/Water Pulse/Psyshock/Helping Hand/Fire Punch.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-psychic.png
Tm04,Teaches Calm Mind to a compatible Pokémon. (Gen II: Rollout Gen I: Whirlwind),Teaches the move Whirlwind/Rollout/Calm Mind/Teleport/Ice Punch.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-psychic.png
Tm05,Teaches Roar to a compatible Pokémon. (Gen I: Mega Kick),Teaches the move Mega Kick/Roar/Rest/Thunder Punch.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm06,Teaches Toxic to a compatible Pokémon.,Teaches the move Toxic/Light Screen/Fly.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-poison.png
Tm07,Teaches Hail to a compatible Pokémon. (Gen II: Zap Cannon Gen I: Horn Drill),Teaches the move Horn Drill/Zap Cannon/Hail/Protect/Pin Missile.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-ice.png
Tm08,Teaches Bulk Up to a compatible Pokémon. (Gen II: Rock Smash Gen I: Body Slam),Teaches the move Body Slam/Rock Smash/Bulk Up/Substitute/Hyper Beam.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-fighting.png
Tm09,Teaches Venoshock to a compatible Pokémon. (Gen IV & III: Bullet Seed Gen II: Psych Up Gen I: Take Down),Teaches the move Take Down/Psych Up/Bullet Seed/Venoshock/Reflect/Giga Impact.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-poison.png
Tm10,Teaches Hidden Power to a compatible Pokémon. (Gen I: Double-Edge),Teaches the move Double-Edge/Hidden Power/Dig/Magical Leaf/Work Up.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm100,Teaches a Pokémon TM100.,Teaches the move Confide/Rock Climb.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm11,Teaches Sunny Day to a compatible Pokémon. (Gen I: BubbleBeam),Teaches the move BubbleBeam/Sunny Day/Will-O-Wisp/Solar Beam.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-fire.png
Tm12,Teaches Taunt to a compatible Pokémon. (Gen II: Sweet Scent Gen I: Water Gun),Teaches the move Water Gun/Sweet Scent/Taunt/Facade/Solar Blade.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-dark.png
Tm13,Teaches Ice Beam to a compatible Pokémon. (Gen II: Snore),Teaches the move Ice Beam/Snore/Brick Break/Fire Spin.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-ice.png
Tm14,Teaches Blizzard to a compatible Pokémon.,Teaches the move Blizzard/Fly/Thunder Wave.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-ice.png
Tm15,Teaches Hyper Beam to a compatible Pokémon.,Teaches the move Hyper Beam/Seismic Toss/Dig.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm16,Teaches Light Screen to a compatible Pokémon. (Gen II: Icy Wind Gen I: Pay Day),Teaches the move Pay Day/Icy Wind/Light Screen/Thunder Wave/Screech.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-psychic.png
Tm17,Teaches Protect to a compatible Pokémon. (Gen I: Submission),Teaches the move Submission/Protect/Dragon Tail/Light Screen.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm18,Teaches Rain Dance to a compatible Pokémon. (Gen I: Counter),Teaches the move Counter/Rain Dance/U-turn/Reflect.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-water.png
Tm19,Teaches Telekinesis to a compatible Pokémon. (Gen IV & III & II: Giga Drain Gen I: Seismic Toss),Teaches the move Seismic Toss/Giga Drain/Telekinesis/Roost/Iron Tail/Safeguard.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-flying.png
Tm20,Teaches Safeguard to a compatible Pokémon. (Gen II: Endure Gen I: Rage),Teaches the move Rage/Endure/Safeguard/Dark Pulse/Self-Destruct.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm21,Teaches Frustration to a compatible Pokémon. (Gen I: Mega Drain),Teaches the move Mega Drain/Frustration/Foul Play/Rest/Dazzling Gleam.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm22,Teaches SolarBeam to a compatible Pokémon.,Teaches the move SolarBeam/Rock Slide.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-grass.png
Tm23,Teaches Smack Down to a compatible Pokémon. (Gen IV & III & II: Iron Tail Gen I: Dragon Rage),Teaches the move Dragon Rage/Iron Tail/Smack Down/Thunder Punch/Thief.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-rock.png
Tm24,Teaches Thunderbolt to a compatible Pokémon. (Gen II: DragonBreath),Teaches the move Thunderbolt/DragonBreath/X-Scissor/Snore.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-electric.png
Tm25,Teaches Thunder to a compatible Pokémon.,Teaches the move Thunder/Waterfall/Protect.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-electric.png
Tm26,Teaches Earthquake to a compatible Pokémon.,Teaches the move Earthquake/Poison Jab/Scary Face.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-ground.png
Tm27,Teaches Return to a compatible Pokémon. (Gen I: Fissure),Teaches the move Fissure/Return/Toxic/Icy Wind/Low Sweep.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm28,Teaches Dig to a compatible Pokémon.,Teaches the move Dig/Leech Life/Tri Attack/Giga Drain.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-bug.png
Tm29,Teaches Psychic to a compatible Pokémon.,Teaches the move Psychic/Scald/Charm.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-psychic.png
Tm30,Teaches Shadow Ball to a compatible Pokémon. (Gen I: Teleport),Teaches the move Teleport/Shadow Ball/Bulk Up/Steel Wing.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-ghost.png
Tm31,Teaches Brick Break to a compatible Pokémon. (Gen II: Mud-Slap Gen I: Mimic),Teaches the move Mimic/Mud-Slap/Brick Break/Fire Punch/Attract.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-fighting.png
Tm32,Teaches Double Team to a compatible Pokémon.,Teaches the move Double Team/Dazzling Gleam/Sandstorm.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm33,Teaches Reflect to a compatible Pokémon. (Gen II: Ice Punch),Teaches the move Ice Punch/Reflect/Calm Mind/Rain Dance.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-psychic.png
Tm34,Teaches Sludge Wave to a compatible Pokémon. (Gen IV & III: Shock Wave Gen II: Swagger Gen I: Bide),Teaches the move Bide/Swagger/Shock Wave/Sludge Wave/Dragon Pulse/Sunny Day.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-poison.png
Tm35,Teaches Flamethrower to a compatible Pokémon. (Gen II: Sleep Talk Gen I: Metronome),Teaches the move Metronome/Sleep Talk/Flamethrower/Ice Punch/Hail.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-fire.png
Tm36,Teaches Sludge Bomb to a compatible Pokémon. (Gen I: Selfdestruct),Teaches the move Self-Destruct/Sludge Bomb/Thunderbolt/Whirlpool.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-poison.png
Tm37,Teaches Sandstorm to a compatible Pokémon. (Gen I: Egg Bomb),Teaches the move Egg Bomb/Sandstorm/Flamethrower/Beat Up.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-rock.png
Tm38,Teaches Fire Blast to a compatible Pokémon.,Teaches the move Fire Blast/Thunder/Will-O-Wisp.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-fire.png
Tm39,Teaches Rock Tomb to a compatible Pokémon. (Gen II & I: Swift),Teaches the move Swift/Rock Tomb/Outrage/Facade.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-rock.png
Tm40,Teaches Aerial Ace to a compatible Pokémon. (Gen II: Defense Curl Gen I: Skull Bash),Teaches the move Skull Bash/Defense Curl/Aerial Ace/Psychic/Swift.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-flying.png
Tm41,Teaches Torment to a compatible Pokémon. (Gen II: ThunderPunch Gen I: Softboiled),Teaches the move Softboiled/Thunder Punch/Torment/Earthquake/Helping Hand.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-dark.png
Tm42,Teaches Facade to a compatible Pokémon. (Gen II & I: Dream Eater),Teaches the move Dream Eater/Facade/Self-Destruct/Revenge.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm43,Teaches Flame Charge to a compatible Pokémon. (Gen IV & III: Secret Power Gen II: Detect Gen I: Sky Attack),Teaches the move Sky Attack/Detect/Secret Power/Flame Charge/Shadow Ball/Brick Break/Volt Switch.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-fire.png
Tm44,Teaches Rest to a compatible Pokémon.,Teaches the move Rest/Play Rough/Imprison.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-psychic.png
Tm45,Teaches Attract to a compatible Pokémon. (Gen I: Thunder Wave),Teaches the move Thunder Wave/Attract/Solar Beam/Dive.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm46,Teaches Thief to a compatible Pokémon. (Gen I: Psywave),Teaches the move Psywave/Thief/Fire Blast/Weather Ball.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-dark.png
Tm47,Teaches Low Sweep to a compatible Pokémon. (Gen IV & III & II: Steel Wing Gen I: Explosion),Teaches the move Explosion/Steel Wing/Low Sweep/Surf/Fake Tears.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-fighting.png
Tm48,Teaches Round to a compatible Pokémon. (Gen IV & III: Skill Swap Gen II: Fire Punch Gen I: Rock Slide),Teaches the move Rock Slide/Fire Punch/Skill Swap/Round/Hyper Beam/Rock Tomb.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm49,Teaches Echoed Voice to a compatible Pokémon. (Gen IV & III: Snatch Gen II: Fury Cutter Gen I: Tri Attack),Teaches the move Tri Attack/Fury Cutter/Snatch/Echoed Voice/Superpower/Sand Tomb/Scald.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm50,Teaches Overheat to a compatible Pokémon. (Gen II: Nightmare Gen I: Substitute),Teaches the move Substitute/Nightmare/Overheat/Roost/Bullet Seed.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-fire.png
Tm51,Teaches Ally Switch to a compatible Pokémon. (Gen IV: Roost),Teaches the move Roost/Ally Switch/Steel Wing/Blizzard/Icicle Spear.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-steel.png
Tm52,Teaches Focus Blast to a compatible Pokémon.,Teaches the move Focus Blast/Sludge Bomb/Bounce.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-fighting.png
Tm53,Teaches Energy Ball to a compatible Pokémon.,Teaches the move Energy Ball/Mega Drain/Mud Shot.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-grass.png
Tm54,Teaches False Swipe to a compatible Pokémon.,Teaches the move False Swipe/Flash Cannon/Rock Blast.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm55,Teaches Scald to a compatible Pokémon. (Gen IV: Brine),Teaches the move Brine/Scald/Ice Beam.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-water.png
Tm56,Teaches Fling to a compatible Pokémon.,Teaches the move Fling/Stealth Rock/U-turn.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-dark.png
Tm57,Teaches Charge Beam to a compatible Pokémon.,Teaches the move Charge Beam/Pay Day/Payback.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-electric.png
Tm58,Teaches Sky Drop to a compatible Pokémon. (Gen IV: Endure),Teaches the move Endure/Sky Drop/Drill Run/Assurance.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-flying.png
Tm59,Teaches Incinerate to a compatible Pokémon. (Gen IV: Dragon Pulse),Teaches the move Dragon Pulse/Incinerate/Brutal Swing/Dream Eater/Fling.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-dark.png
Tm60,Teaches Quash to a compatible Pokémon. (Gen IV: Drain Punch),Teaches the move Drain Punch/Quash/Megahorn/Power Swap.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-dark.png
Tm61,Teaches Will-O-Wisp to a compatible Pokémon.,Teaches the move Will-O-Wisp/Guard Swap.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-fire.png
Tm62,Teaches Acrobatics to a compatible Pokémon. (Gen IV: Silver Wind),Teaches the move Silver Wind/Acrobatics/Speed Swap/Bug Buzz.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-flying.png
Tm63,Teaches Embargo to a compatible Pokémon.,Teaches the move Embargo/Drain Punch/Nasty Plot.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-dark.png
Tm64,Teaches Explosion to a compatible Pokémon.,Teaches the move Explosion/Avalanche.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm65,Teaches Shadow Claw to a compatible Pokémon.,Teaches the move Shadow Claw.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-ghost.png
Tm66,Teaches Payback to a compatible Pokémon.,Teaches the move Payback/Thunder Fang.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-dark.png
Tm67,Teaches Retaliate to a compatible Pokémon. (Gen IV: Recycle),Teaches the move Recycle/Retaliate/Smart Strike/Ice Fang.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-steel.png
Tm68,Teaches Giga Impact to a compatible Pokémon.,Teaches the move Giga Impact/Fire Fang.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm69,Teaches Rock Polish to a compatible Pokémon.,Teaches the move Rock Polish/Psycho Cut.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-rock.png
Tm70,Teaches Flash to a compatible Pokémon.,Teaches the move Flash/Aurora Veil/Trick Room.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-ice.png
Tm71,Teaches Stone Edge to a compatible Pokémon.,Teaches the move Stone Edge/Wonder Room.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-rock.png
Tm72,Teaches Volt Switch to a compatible Pokémon. (Gen IV: Avalanche),Teaches the move Avalanche/Volt Switch/Magic Room.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-electric.png
Tm73,Teaches Thunder Wave to a compatible Pokémon.,Teaches the move Thunder Wave/Cross Poison.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-electric.png
Tm74,Teaches Gyro Ball to a compatible Pokémon.,Teaches the move Gyro Ball/Venoshock.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-steel.png
Tm75,Teaches Swords Dance to a compatible Pokémon.,Teaches the move Swords Dance/Low Sweep.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm76,Teaches Struggle Bug to a compatible Pokémon. (Gen IV: Stealth Rock),Teaches the move Stealth Rock/Struggle Bug/Fly/Round.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-flying.png
Tm77,Teaches Psych Up to a compatible Pokémon.,Teaches the move Psych Up/Hex.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm78,Teaches Bulldoze to a compatible Pokémon. (Gen IV: Captivate),Teaches the move Captivate/Bulldoze/Acrobatics/Snarl.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-ground.png
Tm79,Teaches Frost Breath to a compatible Pokémon. (Gen IV: Dark Pulse),Teaches the move Dark Pulse/Frost Breath/Retaliate.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-ice.png
Tm80,Teaches Rock Slide to a compatible Pokémon.,Teaches the move Rock Slide/Volt Switch.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-rock.png
Tm81,Teaches X-Scissor to a compatible Pokémon.,Teaches the move X-Scissor/Bulldoze.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-bug.png
Tm82,Teaches Dragon Tail to a compatible Pokémon. (Gen IV: Sleep Talk),Teaches the move Sleep Talk/Dragon Tail/Electroweb.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-dragon.png
Tm83,Teaches Work Up to a compatible Pokémon. (Gen IV: Natural Gift),Teaches the move Natural Gift/Work Up/Infestation/Razor Shell/Bulldoze.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-bug.png
Tm84,Teaches Poison Jab to a compatible Pokémon.,Teaches the move Poison Jab/Tail Slap.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-poison.png
Tm85,Teaches Dream Eater to a compatible Pokémon.,Teaches the move Dream Eater/Snarl.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-psychic.png
Tm86,Teaches Grass Knot to a compatible Pokémon.,Teaches the move Grass Knot/Phantom Force.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-grass.png
Tm87,Teaches Swagger to a compatible Pokémon.,Teaches the move Swagger/Draining Kiss.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm88,Teaches Pluck to a compatible Pokémon.,Teaches the move Pluck/Sleep Talk/Grassy Terrain.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm89,Teaches U-turn to a compatible Pokémon.,Teaches the move U-turn/Misty Terrain.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-bug.png
Tm90,Teaches Substitute to a compatible Pokémon.,Teaches the move Substitute/Electric Terrain.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm91,Teaches Flash Cannon to a compatible Pokémon.,Teaches the move Flash Cannon/Psychic Terrain.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-steel.png
Tm92,Teaches Trick Room to a compatible Pokémon.,Teaches the move Trick Room/Mystical Fire.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-psychic.png
Tm93,Teaches Wild Charge to a compatible Pokémon.,Teaches the move Wild Charge/Eerie Impulse/Cut.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-electric.png
Tm94,Teaches Rock Smash to a compatible Pokémon.,Teaches the move Rock Smash/Surf/False Swipe/Fly.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-fighting.png
Tm95,Teaches Snarl to a compatible Pokémon.,Teaches the move Snarl/Air Slash/Surf.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-dark.png
Tm96,Teaches a Pokémon TM96.,Teaches the move Nature Power/Smart Strike/Strength.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-normal.png
Tm97,Teaches a Pokémon TM97.,Teaches the move Dark Pulse/Brutal Swing/Defog.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-dark.png
Tm98,Teaches a Pokémon TM98.,Teaches the move Power-Up Punch/Waterfall/Stomping Tantrum/Rock Smash.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-water.png
Tm99,Teaches a Pokémon TM99.,Teaches the move Dazzling Gleam/Breaking Swipe/Waterfall.,,All Machines,Machines,https://img.pokemondb.net/sprites/items/tm-fairy.png
Tmv Pass,Permits access to Kiloude City.,A commuter pass that allows the holder to ride the TMV between Lumiose City and Kiloude City at any time.,,Gameplay,General items,https://img.pokemondb.net/sprites/items/tmv-pass.png
Tough Candy,,Increases a Pokémon's Defense stat by 1.,,Vitamins,Medicine,https://img.pokemondb.net/sprites/items/tough-candy.png
Tough Candy L,,Increases a Pokémon's Defense stat.,,Vitamins,Medicine,https://img.pokemondb.net/sprites/items/tough-candy-l.png
Tough Candy Xl,,Increases a Pokémon's Defense stat.,,Vitamins,Medicine,https://img.pokemondb.net/sprites/items/tough-candy-xl.png
Toxic Orb,Held: Inflicts Toxic on the holder at the end of the turn. Activates after Poison damage would occur.,An item to be held by a Pokémon. It is a bizarre orb that badly poisons the holder in battle.,"['holdable', 'holdable-active']",Bad Held Items,Hold items,https://img.pokemondb.net/sprites/items/toxic-orb.png
Toxic Plate,Held: Posion-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Posion.,Increases power of Poison-type moves. Changes Arceus' type to Poison.,"['holdable', 'holdable-active', 'underground']",Plates,Hold items,https://img.pokemondb.net/sprites/items/toxic-plate.png
Tr00,,Teaches the move Swords Dance.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr01,,Teaches the move Body Slam.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr02,,Teaches the move Flamethrower.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr03,,Teaches the move Hydro Pump.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr04,,Teaches the move Surf.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr05,,Teaches the move Ice Beam.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr06,,Teaches the move Blizzard.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr07,,Teaches the move Low Kick.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr08,,Teaches the move Thunderbolt.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr09,,Teaches the move Thunder.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr10,,Teaches the move Earthquake.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr11,,Teaches the move Psychic.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr12,,Teaches the move Agility.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr13,,Teaches the move Focus Energy.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr14,,Teaches the move Metronome.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr15,,Teaches the move Fire Blast.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr16,,Teaches the move Waterfall.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr17,,Teaches the move Amnesia.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr18,,Teaches the move Leech Life.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr19,,Teaches the move Tri Attack.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr20,,Teaches the move Substitute.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr21,,Teaches the move Reversal.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr22,,Teaches the move Sludge Bomb.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr23,,Teaches the move Spikes.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr24,,Teaches the move Outrage.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr25,,Teaches the move Psyshock.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr26,,Teaches the move Endure.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr27,,Teaches the move Sleep Talk.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr28,,Teaches the move Megahorn.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr29,,Teaches the move Baton Pass.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr30,,Teaches the move Encore.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr31,,Teaches the move Iron Tail.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr32,,Teaches the move Crunch.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr33,,Teaches the move Shadow Ball.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr34,,Teaches the move Future Sight.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr35,,Teaches the move Uproar.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr36,,Teaches the move Heat Wave.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr37,,Teaches the move Taunt.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr38,,Teaches the move Trick.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr39,,Teaches the move Superpower.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr40,,Teaches the move Skill Swap.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr41,,Teaches the move Blaze Kick.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr42,,Teaches the move Hyper Voice.,,All Machines,Machines,https://img.pokemondb.net/s.png
