Nature,HP/Atk/Def/SpA/SpD/Spe,Use_Percentage (%),Pokemon
Modest,188/0/180/44/4/92,1.537%,Venusaur
Timid,100/0/0/156/0/252,1.361%,Venusaur
Modest,156/0/4/244/12/92,1.338%,Venusaur
Bold,100/0/132/124/12/140,1.162%,Venusaur
Timid,0/0/4/252/0/252,1.088%,Venusaur
Relaxed,252/0/252/0/4/0,21.928%,Ferrothorn
Impish,252/4/156/0/76/20,11.063%,Ferrothorn
Impish,252/188/4/0/60/4,8.113%,Ferrothorn
Brave,252/252/0/0/4/0,6.476%,Ferrothorn
Relaxed,244/0/180/0/84/0,3.863%,Ferrothorn
Brave,228/252/0/0/28/0,3.178%,Ferrothorn
Relaxed,252/0/84/0/172/0,2.864%,Ferrothorn
Relaxed,252/0/156/0/100/0,2.645%,Ferrothorn
Bold,252/0/148/0/108/0,2.580%,Ferrothorn
Impish,252/0/172/0/84/0,2.568%,Ferrothorn
Bold,252/0/76/4/116/60,2.422%,Ferrothorn
Brave,252/252/4/0/0/0,2.316%,Ferrothorn
Bold,212/0/156/0/140/0,1.833%,Ferrothorn
Brave,252/44/84/0/124/0,1.716%,Ferrothorn
Relaxed,252/0/68/0/188/0,1.600%,Ferrothorn
Relaxed,252/160/68/0/28/0,1.331%,Ferrothorn
Impish,212/188/4/0/100/4,1.297%,Ferrothorn
Brave,252/124/0/0/132/0,1.227%,Ferrothorn
Impish,252/0/252/0/4/0,1.091%,Ferrothorn
Sassy,252/0/68/0/188/0,1.040%,Ferrothorn
Jolly,252/0/4/0/0/252,16.158%,Ditto
Sassy,252/0/4/0/252/0,10.884%,Ditto
Relaxed,252/0/252/0/4/0,9.930%,Ditto
Impish,252/0/252/0/0/4,8.275%,Ditto
Timid,252/0/0/0/0/252,6.285%,Ditto
Hardy,252/0/0/0/252/0,5.589%,Ditto
Timid,252/0/0/0/4/252,5.295%,Ditto
Impish,252/0/124/0/0/132,4.839%,Ditto
Hardy,252/0/0/0/0/0,4.105%,Ditto
Jolly,252/0/28/0/0/228,2.784%,Ditto
Careful,252/0/4/0/252/0,2.258%,Ditto
Timid,252/0/4/0/0/252,2.168%,Ditto
Timid,252/0/0/4/0/252,2.081%,Ditto
Relaxed,252/0/252/0/0/0,2.060%,Ditto
Jolly,164/4/76/0/12/252,2.039%,Ditto
Sassy,252/0/0/0/252/0,1.947%,Ditto
Jolly,252/0/0/0/4/252,1.693%,Ditto
Sassy,252/0/0/4/252/0,1.428%,Ditto
Jolly,252/4/0/0/0/252,1.254%,Ditto
Timid,252/0/44/0/0/212,1.178%,Ditto
Jolly,0/252/0/0/4/252,37.570%,Urshifu Single Strike Style
Jolly,4/252/0/0/0/252,14.941%,Urshifu Single Strike Style
Jolly,0/252/4/0/0/252,13.120%,Urshifu Single Strike Style
Adamant,0/252/0/0/4/252,7.925%,Urshifu Single Strike Style
Adamant,4/252/0/0/0/252,6.161%,Urshifu Single Strike Style
Adamant,36/212/4/0/4/252,3.580%,Urshifu Single Strike Style
Jolly,0/252/0/0/0/252,3.041%,Urshifu Single Strike Style
Jolly,4/236/12/0/4/252,2.619%,Urshifu Single Strike Style
Brave,252/252/0/0/4/0,2.413%,Urshifu Single Strike Style
Adamant,0/252/4/0/0/252,2.178%,Urshifu Single Strike Style
Adamant,252/252/0/0/4/0,1.357%,Urshifu Single Strike Style
Jolly,0/252/0/0/6/252,1.086%,Urshifu Single Strike Style
Adamant,28/236/4/0/68/172,0.734%,Urshifu Single Strike Style
Brave,252/156/100/0/0/0,0.529%,Urshifu Single Strike Style
Jolly,0/124/0/0/132/252,0.384%,Urshifu Single Strike Style
Adamant,0/252/0/0/84/172,0.328%,Urshifu Single Strike Style
Adamant,172/156/0/0/0/180,0.308%,Urshifu Single Strike Style
Adamant,0/252/0/0/0/252,0.276%,Urshifu Single Strike Style
Adamant,172/252/4/0/4/76,0.274%,Urshifu Single Strike Style
Adamant,244/252/4/0/4/4,0.236%,Urshifu Single Strike Style
Modest,100/0/196/44/12/156,35.906%,Xerneas
Modest,60/0/220/68/4/156,7.362%,Xerneas
Timid,60/0/4/180/12/252,7.137%,Xerneas
Modest,60/0/4/68/12/156,6.205%,Xerneas
Timid,4/0/0/252/0/252,5.397%,Xerneas
Modest,180/0/4/68/4/252,4.340%,Xerneas
Timid,108/0/4/196/4/196,3.101%,Xerneas
Modest,252/0/92/4/4/156,2.998%,Xerneas
Timid,0/0/0/244/12/252,2.666%,Xerneas
Modest,252/0/92/0/0/164,2.191%,Xerneas
Timid,92/0/0/164/0/252,1.822%,Xerneas
Modest,92/0/0/164/0/252,1.485%,Xerneas
Timid,0/0/0/252/4/252,1.411%,Xerneas
Modest,252/0/0/100/0/156,1.281%,Xerneas
Modest,140/0/36/156/12/164,1.000%,Xerneas
Timid,52/0/4/252/4/196,0.949%,Xerneas
Timid,0/0/4/252/0/252,0.902%,Xerneas
Modest,252/0/0/20/0/236,0.883%,Xerneas
Timid,44/0/4/196/12/252,0.829%,Xerneas
Timid,76/0/28/196/20/188,0.819%,Xerneas
Modest,108/0/4/236/44/116,12.417%,Dialga
Modest,4/0/0/252/0/252,9.734%,Dialga
Modest,252/0/0/252/4/0,7.420%,Dialga
Modest,124/0/0/252/0/132,7.404%,Dialga
Quiet,252/0/0/252/4/0,7.144%,Dialga
Timid,0/0/0/252/4/252,4.659%,Dialga
Modest,20/0/0/252/0/236,2.988%,Dialga
Modest,108/0/4/156/12/228,2.972%,Dialga
Modest,108/0/0/252/0/148,2.491%,Dialga
Modest,236/0/4/252/4/12,2.240%,Dialga
Timid,4/0/0/252/0/252,2.161%,Dialga
Modest,252/0/0/236/0/20,2.037%,Dialga
Modest,204/0/0/236/0/68,1.801%,Dialga
Modest,188/0/0/252/0/68,1.521%,Dialga
Modest,0/0/0/252/4/252,1.425%,Dialga
Quiet,252/0/4/252/0/0,1.207%,Dialga
Modest,60/0/4/236/14/196,1.163%,Dialga
Modest,244/0/0/252/0/12,1.116%,Dialga
Modest,108/0/4/252/4/140,1.105%,Dialga
Modest,236/0/0/252/0/20,1.027%,Dialga
Adamant,0/252/4/0/0/252,34.991%,Shedinja
Lonely,0/252/0/0/0/252,21.665%,Shedinja
Lonely,0/252/0/0/4/252,11.691%,Shedinja
Lonely,0/252/0/4/0/252,9.665%,Shedinja
Jolly,0/252/4/0/0/252,4.200%,Shedinja
Hasty,4/252/0/0/0/252,3.775%,Shedinja
Jolly,0/252/0/0/0/252,3.665%,Shedinja
Adamant,0/252/0/0/0/252,3.354%,Shedinja
Naughty,0/252/0/4/0/252,1.433%,Shedinja
Lonely,4/252/0/0/0/252,1.212%,Shedinja
Adamant,0/252/0/0/4/252,1.102%,Shedinja
Lonely,0/252/0/0/0/228,1.049%,Shedinja
Lonely,0/252/0/28/0/228,0.456%,Shedinja
Hasty,0/252/0/0/4/252,0.423%,Shedinja
Hasty,0/252/0/4/0/252,0.372%,Shedinja
Adamant,0/252/0/4/0/252,0.221%,Shedinja
Jolly,0/252/0/4/0/252,0.191%,Shedinja
Adamant,4/252/0/0/0/252,0.118%,Shedinja
Mild,0/252/0/252/0/4,0.111%,Shedinja
Hasty,0/252/0/0/0/252,0.086%,Shedinja
Jolly,4/252/0/0/0/252,11.503%,Solgaleo
Adamant,4/252/0/0/0/252,6.944%,Solgaleo
Adamant,212/180/4/0/84/28,5.395%,Solgaleo
Adamant,132/180/4/0/84/108,4.656%,Solgaleo
Adamant,252/252/0/0/0/4,4.106%,Solgaleo
Jolly,0/252/0/0/4/252,2.974%,Solgaleo
Jolly,84/20/4/0/196/204,2.420%,Solgaleo
Jolly,84/156/4/0/20/244,2.392%,Solgaleo
Adamant,20/228/4/0/4/252,2.157%,Solgaleo
Adamant,100/196/20/0/84/108,2.139%,Solgaleo
Adamant,236/180/4/0/4/84,1.843%,Solgaleo
Adamant,4/252/4/0/244/4,1.810%,Solgaleo
Adamant,100/252/20/0/84/52,1.800%,Solgaleo
Adamant,252/252/0/0/4/0,1.790%,Solgaleo
Adamant,20/180/4/0/244/60,1.717%,Solgaleo
Adamant,212/100/36/0/160/0,1.699%,Solgaleo
Adamant,4/252/4/0/4/244,1.653%,Solgaleo
Jolly,20/236/0/0/0/252,1.520%,Solgaleo
Adamant,4/180/4/0/68/252,1.345%,Solgaleo
Jolly,0/252/0/0/0/252,1.325%,Solgaleo
Sassy,252/0/4/0/252/0,25.492%,Dusclops
Sassy,252/0/20/0/236/0,22.492%,Dusclops
Sassy,252/0/100/0/156/0,6.527%,Dusclops
Sassy,252/0/116/0/140/0,5.355%,Dusclops
Relaxed,252/0/76/0/180/0,4.658%,Dusclops
Sassy,252/4/0/0/252/0,3.530%,Dusclops
Sassy,252/0/164/0/92/0,3.181%,Dusclops
Sassy,252/0/172/0/84/0,2.919%,Dusclops
Calm,252/0/4/0/252/0,2.914%,Dusclops
Relaxed,252/0/28/0/228/0,2.749%,Dusclops
Sassy,252/0/108/0/148/0,1.999%,Dusclops
Sassy,252/0/92/0/164/0,1.907%,Dusclops
Calm,252/0/100/0/156/0,1.881%,Dusclops
Relaxed,252/0/108/0/148/0,1.800%,Dusclops
Sassy,252/0/140/0/116/0,1.314%,Dusclops
Sassy,252/0/76/0/180/0,0.894%,Dusclops
Sassy,252/0/156/0/100/0,0.838%,Dusclops
Relaxed,252/0/92/0/164/0,0.678%,Dusclops
Calm,252/0/20/0/236/0,0.595%,Dusclops
Sassy,252/0/0/0/196/0,0.508%,Dusclops
Quiet,252/0/0/252/4/0,32.639%,Torkoal
Quiet,252/0/4/252/0/0,24.995%,Torkoal
Quiet,236/0/0/252/20/0,10.830%,Torkoal
Relaxed,236/0/76/116/76/0,7.065%,Torkoal
Bold,244/0/156/0/108/0,4.220%,Torkoal
Calm,244/0/28/0/236/0,3.592%,Torkoal
Sassy,244/0/84/0/180/0,3.252%,Torkoal
Modest,4/0/252/252/0/0,3.044%,Torkoal
Sassy,244/0/28/0/236/0,1.348%,Torkoal
Quiet,248/0/0/252/8/0,1.262%,Torkoal
Quiet,252/0/0/20/236/0,1.218%,Torkoal
Modest,252/0/0/252/4/0,1.038%,Torkoal
Relaxed,252/0/252/0/4/0,0.916%,Torkoal
Bold,244/0/12/0/252/0,0.447%,Torkoal
Relaxed,236/0/252/0/20/0,0.385%,Torkoal
Bold,252/0/252/4/0/0,0.367%,Torkoal
Modest,252/0/52/116/84/4,0.358%,Torkoal
Sassy,252/4/0/0/252/0,0.270%,Torkoal
Relaxed,244/0/124/4/128/4,0.268%,Torkoal
Quiet,4/0/252/252/0/0,0.237%,Torkoal
Timid,4/0/0/252/0/252,55.968%,Kingdra
Jolly,4/252/0/0/0/252,24.948%,Kingdra
Modest,196/0/4/252/4/52,4.814%,Kingdra
Timid,0/0/0/252/4/252,3.299%,Kingdra
Timid,68/0/12/252/4/172,2.179%,Kingdra
Lonely,0/252/0/4/0/252,1.501%,Kingdra
Timid,68/0/4/252/4/180,1.190%,Kingdra
Modest,200/0/0/252/4/52,1.037%,Kingdra
Timid,20/0/4/252/4/228,0.976%,Kingdra
Careful,244/4/4/0/196/60,0.962%,Kingdra
Modest,4/0/0/252/0/252,0.728%,Kingdra
Modest,0/0/0/252/4/252,0.675%,Kingdra
Timid,76/0/0/252/0/180,0.309%,Kingdra
Timid,20/0/4/244/4/236,0.266%,Kingdra
Modest,148/0/4/252/4/100,0.175%,Kingdra
Jolly,84/252/0/0/0/172,0.156%,Kingdra
Timid,0/0/4/252/0/252,0.109%,Kingdra
Adamant,4/252/0/0/0/252,0.086%,Kingdra
Adamant,84/252/0/0/0/172,0.063%,Kingdra
Adamant,0/252/4/0/0/252,0.062%,Kingdra
Timid,252/0/4/0/0/252,11.488%,Raichu
Timid,252/0/0/4/0/252,10.283%,Raichu
Timid,252/0/0/0/4/252,8.723%,Raichu
Hasty,0/4/0/252/0/252,8.123%,Raichu
Timid,244/0/4/4/4/252,6.542%,Raichu
Jolly,4/0/0/0/252/252,5.332%,Raichu
Timid,0/0/0/252/4/252,4.844%,Raichu
Timid,4/0/0/252/0/252,4.758%,Raichu
Jolly,28/12/204/0/12/252,4.506%,Raichu
Jolly,4/252/0/0/0/252,4.308%,Raichu
Timid,0/0/4/252/0/252,3.875%,Raichu
Timid,28/0/228/0/0/252,3.450%,Raichu
Jolly,108/4/108/0/108/180,3.337%,Raichu
Hasty,252/0/0/4/0/252,2.390%,Raichu
Timid,60/0/252/4/12/180,2.142%,Raichu
Jolly,252/0/4/0/0/252,1.904%,Raichu
Jolly,0/252/0/0/4/252,1.727%,Raichu
Timid,124/0/52/76/4/252,1.677%,Raichu
Timid,188/0/4/4/60/252,1.603%,Raichu
Hasty,4/0/0/252/0/252,1.411%,Raichu
Timid,252/0/0/4/0/252,22.376%,Weezing
Bold,252/0/100/4/140/12,10.687%,Weezing
Timid,148/0/0/0/108/252,10.597%,Weezing
Jolly,252/0/0/0/4/252,8.039%,Weezing
Timid,252/0/4/0/0/252,8.029%,Weezing
Calm,252/0/0/4/0/252,6.742%,Weezing
Timid,252/0/0/0/4/252,6.428%,Weezing
Calm,180/0/0/0/76/252,5.036%,Weezing
Calm,252/0/4/0/252/0,2.622%,Weezing
Calm,252/0/76/0/180/0,1.742%,Weezing
Calm,252/0/44/4/196/12,1.422%,Weezing
Timid,252/0/4/44/4/200,1.186%,Weezing
Bold,252/0/4/0/252/0,1.162%,Weezing
Calm,252/0/0/4/252/0,1.128%,Weezing
Bold,252/0/36/116/100/4,0.942%,Weezing
Calm,252/0/100/0/148/4,0.854%,Weezing
Timid,228/0/4/4/36/236,0.790%,Weezing
Bold,252/0/252/0/4/0,0.750%,Weezing
Timid,4/0/0/252/0/252,0.748%,Weezing
Bold,220/0/76/4/204/4,0.666%,Weezing
Jolly,4/244/4/0/4/252,38.500%,Entei
Jolly,0/252/0/0/4/252,11.874%,Entei
Jolly,68/132/4/0/52/252,10.688%,Entei
Adamant,0/252/0/0/4/252,7.832%,Entei
Jolly,4/252/0/0/0/252,4.754%,Entei
Jolly,4/188/4/0/60/252,3.424%,Entei
Adamant,116/156/4/0/4/228,2.803%,Entei
Adamant,4/252/0/0/0/252,1.978%,Entei
Jolly,84/4/4/0/164/252,1.964%,Entei
Jolly,4/164/28/0/60/252,1.868%,Entei
Adamant,252/252/0/0/0/4,1.261%,Entei
Adamant,4/252/4/0/20/228,1.254%,Entei
Jolly,180/4/4/0/68/252,1.090%,Entei
Jolly,188/12/20/0/36/252,0.769%,Entei
Jolly,140/4/4/0/108/252,0.725%,Entei
Jolly,244/4/4/0/76/180,0.661%,Entei
Jolly,28/172/36/0/20/252,0.651%,Entei
Jolly,140/4/76/0/36/252,0.621%,Entei
Adamant,0/252/0/0/0/252,0.586%,Entei
Adamant,12/252/4/0/4/236,0.552%,Entei
Modest,252/0/52/180/4/20,31.410%,Lunala
Modest,4/0/0/252/0/252,6.976%,Lunala
Timid,124/0/4/164/4/212,5.605%,Lunala
Modest,92/0/60/100/4/252,5.236%,Lunala
Modest,252/0/148/108/0/0,4.038%,Lunala
Timid,0/0/0/252/4/252,3.784%,Lunala
Modest,204/0/76/108/100/20,3.123%,Lunala
Modest,220/0/20/252/4/12,3.036%,Lunala
Modest,252/0/0/252/4/0,2.816%,Lunala
Modest,244/0/44/100/100/20,2.686%,Lunala
Modest,252/0/0/196/0/60,2.655%,Lunala
Modest,252/0/4/252/0/0,2.545%,Lunala
Modest,212/0/4/100/116/76,2.455%,Lunala
Sassy,252/0/148/4/100/0,1.902%,Lunala
Modest,220/0/4/108/116/60,1.651%,Lunala
Modest,228/0/4/252/4/20,1.559%,Lunala
Modest,196/0/36/100/148/28,1.554%,Lunala
Quiet,252/0/0/252/4/0,1.393%,Lunala
Modest,212/0/116/180/0/0,1.339%,Lunala
Timid,4/0/4/244/4/252,1.053%,Lunala
Timid,4/0/0/252/0/252,41.772%,White Kyurem
Modest,4/0/0/252/0/252,11.506%,White Kyurem
Timid,0/0/4/252/0/252,8.360%,White Kyurem
Timid,12/0/20/244/4/228,4.258%,White Kyurem
Timid,68/0/60/116/12/252,3.629%,White Kyurem
Timid,0/0/0/252/4/252,3.544%,White Kyurem
Modest,20/0/0/236/0/252,3.226%,White Kyurem
Modest,0/0/4/252/0/252,2.599%,White Kyurem
Timid,0/0/44/236/0/228,2.198%,White Kyurem
Timid,132/0/0/212/0/164,2.100%,White Kyurem
Modest,12/0/0/244/0/252,1.705%,White Kyurem
Modest,4/0/4/228/20/252,1.389%,White Kyurem
Modest,252/0/4/252/0/0,1.326%,White Kyurem
Modest,140/0/0/236/0/132,1.103%,White Kyurem
Timid,28/0/0/252/0/228,1.079%,White Kyurem
Modest,12/0/4/236/4/252,0.903%,White Kyurem
Modest,100/0/252/156/0/0,0.808%,White Kyurem
Modest,172/0/100/236/0/0,0.610%,White Kyurem
Modest,212/0/0/252/0/44,0.534%,White Kyurem
Modest,0/0/0/252/4/252,0.468%,White Kyurem
Quiet,252/0/4/252/0/0,20.740%,Tapu Fini
Modest,228/0/36/196/12/36,8.027%,Tapu Fini
Bold,252/0/36/4/60/156,7.264%,Tapu Fini
Bold,252/0/244/0/12/0,6.829%,Tapu Fini
Bold,252/0/36/196/12/12,5.900%,Tapu Fini
Modest,252/0/4/252/0/0,5.712%,Tapu Fini
Calm,244/0/100/4/156/4,4.815%,Tapu Fini
Modest,228/0/4/196/4/76,3.059%,Tapu Fini
Modest,252/0/0/196/0/60,3.028%,Tapu Fini
Bold,244/0/196/4/60/4,2.476%,Tapu Fini
Bold,252/0/100/0/0/156,1.654%,Tapu Fini
Bold,252/0/148/84/20/4,1.650%,Tapu Fini
Bold,252/0/156/100/0/0,1.139%,Tapu Fini
Bold,236/0/116/84/4/68,1.099%,Tapu Fini
Bold,244/0/140/60/20/44,1.078%,Tapu Fini
Bold,252/0/252/0/0/4,1.056%,Tapu Fini
Modest,252/0/36/124/28/68,0.951%,Tapu Fini
Modest,244/0/4/252/4/4,0.853%,Tapu Fini
Modest,252/0/60/196/0/0,0.756%,Tapu Fini
Modest,252/0/20/220/12/4,0.708%,Tapu Fini
Careful,252/0/4/0/252/0,32.993%,Sableye
Jolly,252/0/0/0/4/252,19.829%,Sableye
Careful,252/4/0/0/252/0,7.736%,Sableye
Relaxed,220/0/220/0/68/0,5.769%,Sableye
Careful,236/0/116/0/156/0,3.872%,Sableye
Impish,252/0/252/0/4/0,3.595%,Sableye
Careful,252/0/124/0/132/0,3.071%,Sableye
Bold,252/0/252/0/4/0,2.857%,Sableye
Calm,248/0/124/0/132/0,2.600%,Sableye
Careful,252/0/68/0/188/0,2.493%,Sableye
Impish,252/0/68/0/188/0,2.035%,Sableye
Jolly,124/124/4/0/4/252,2.035%,Sableye
Careful,252/0/60/0/196/0,1.131%,Sableye
Calm,252/0/4/0/252/0,0.849%,Sableye
Impish,252/0/100/0/156/0,0.847%,Sableye
Impish,252/0/196/0/60/0,0.796%,Sableye
Timid,252/0/0/4/0/252,0.752%,Sableye
Impish,252/4/252/0/0/0,0.667%,Sableye
Sassy,252/0/4/0/252/0,0.649%,Sableye
Bold,244/0/228/0/36/0,0.590%,Sableye
Jolly,4/252/0/0/0/252,51.479%,Urshifu Rapid Strike Style
Jolly,0/252/0/0/4/252,14.173%,Urshifu Rapid Strike Style
Jolly,108/132/12/0/4/252,8.278%,Urshifu Rapid Strike Style
Adamant,44/196/12/0/4/252,4.744%,Urshifu Rapid Strike Style
Jolly,0/252/4/0/0/252,3.953%,Urshifu Rapid Strike Style
Adamant,4/252/0/0/0/252,3.518%,Urshifu Rapid Strike Style
Jolly,0/252/0/0/0/252,2.576%,Urshifu Rapid Strike Style
Adamant,0/252/0/0/4/252,2.339%,Urshifu Rapid Strike Style
Adamant,132/76/4/0/44/252,1.769%,Urshifu Rapid Strike Style
Jolly,4/252/28/0/12/212,1.191%,Urshifu Rapid Strike Style
Adamant,140/76/4/0/36/252,1.082%,Urshifu Rapid Strike Style
Jolly,4/244/4/0/4/252,1.082%,Urshifu Rapid Strike Style
Adamant,156/252/100/0/0/0,0.940%,Urshifu Rapid Strike Style
Hardy,4/252/0/0/0/252,0.637%,Urshifu Rapid Strike Style
Adamant,20/252/28/0/20/188,0.504%,Urshifu Rapid Strike Style
Jolly,6/252/0/0/0/252,0.473%,Urshifu Rapid Strike Style
Adamant,252/252/4/0/0/0,0.248%,Urshifu Rapid Strike Style
Adamant,76/252/0/0/0/180,0.195%,Urshifu Rapid Strike Style
Jolly,24/252/0/0/4/228,0.155%,Urshifu Rapid Strike Style
Adamant,204/252/12/0/20/20,0.104%,Urshifu Rapid Strike Style
Timid,4/0/0/252/0/252,58.317%,Tapu Lele
Timid,0/0/0/252/4/252,18.208%,Tapu Lele
Modest,60/0/4/252/4/188,11.136%,Tapu Lele
Timid,0/0/4/252/0/252,4.875%,Tapu Lele
Quiet,252/0/0/252/0/0,2.051%,Tapu Lele
Modest,28/0/0/252/0/228,1.891%,Tapu Lele
Timid,84/0/0/252/0/172,0.809%,Tapu Lele
Timid,28/0/4/252/4/220,0.614%,Tapu Lele
Modest,4/0/0/252/0/252,0.483%,Tapu Lele
Timid,44/0/4/4/252/204,0.276%,Tapu Lele
Bold,236/0/172/0/100/0,0.218%,Tapu Lele
Calm,4/0/0/252/252/0,0.210%,Tapu Lele
Modest,252/0/0/252/4/0,0.185%,Tapu Lele
Modest,0/0/4/252/0/252,0.124%,Tapu Lele
Timid,44/0/12/196/4/252,0.118%,Tapu Lele
Modest,0/0/0/252/4/252,0.083%,Tapu Lele
Timid,76/0/4/252/4/172,0.075%,Tapu Lele
Modest,100/0/0/156/0/252,0.070%,Tapu Lele
Timid,36/0/0/252/0/220,0.065%,Tapu Lele
Timid,76/0/0/180/0/252,0.037%,Tapu Lele
Jolly,4/252/0/0/0/252,7.913%,Mimikyu
Impish,244/0/164/0/100/0,6.760%,Mimikyu
Brave,252/252/4/0/0/0,6.553%,Mimikyu
Relaxed,252/0/236/0/20/0,4.943%,Mimikyu
Relaxed,252/0/252/0/4/0,3.835%,Mimikyu
Jolly,228/12/12/0/4/252,3.577%,Mimikyu
Relaxed,228/0/188/0/92/0,3.140%,Mimikyu
Impish,252/4/156/0/92/4,2.820%,Mimikyu
Adamant,252/180/4/0/12/60,2.764%,Mimikyu
Sassy,252/4/0/0/252/0,2.717%,Mimikyu
Careful,252/0/0/0/252/0,2.544%,Mimikyu
Adamant,4/252/0/0/0/252,2.544%,Mimikyu
Brave,252/252/0/0/4/0,2.251%,Mimikyu
Sassy,252/0/140/0/116/0,2.177%,Mimikyu
Impish,252/0/156/0/100/0,2.066%,Mimikyu
Relaxed,252/0/92/0/164/0,1.920%,Mimikyu
Impish,252/0/252/0/4/0,1.875%,Mimikyu
Impish,228/0/188/0/92/0,1.867%,Mimikyu
Adamant,252/252/0/0/4/0,1.840%,Mimikyu
Sassy,252/0/4/0/252/0,1.748%,Mimikyu
Timid,252/0/4/0/0/252,48.642%,Gothitelle
Timid,236/0/20/0/0/252,16.076%,Gothitelle
Calm,252/0/100/0/0/156,6.881%,Gothitelle
Careful,252/0/4/0/252/0,5.117%,Gothitelle
Sassy,252/0/4/0/252/0,3.813%,Gothitelle
Calm,236/0/84/76/92/20,2.693%,Gothitelle
Impish,252/4/108/0/108/36,2.450%,Gothitelle
Timid,252/0/0/0/4/252,1.367%,Gothitelle
Calm,252/0/0/4/252/0,1.364%,Gothitelle
Sassy,244/0/100/0/164/0,1.258%,Gothitelle
Bold,252/0/116/4/76/60,1.073%,Gothitelle
Jolly,252/4/0/0/0/252,1.017%,Gothitelle
Jolly,180/4/60/0/12/252,0.985%,Gothitelle
Careful,252/0/140/0/116/0,0.807%,Gothitelle
Bold,244/0/172/0/20/68,0.732%,Gothitelle
Careful,252/4/196/0/4/52,0.585%,Gothitelle
Calm,252/0/116/4/84/52,0.554%,Gothitelle
Sassy,252/0/196/0/60/0,0.451%,Gothitelle
Modest,0/0/4/252/252/0,0.384%,Gothitelle
Careful,252/4/0/0/252/0,0.348%,Gothitelle
Adamant,4/252/0/0/0/252,31.676%,Seismitoad
Adamant,0/252/0/0/4/252,23.896%,Seismitoad
Jolly,4/252/0/0/0/252,7.871%,Seismitoad
Adamant,0/204/52/0/0/252,7.499%,Seismitoad
Adamant,44/252/0/0/0/212,6.620%,Seismitoad
Modest,4/0/0/252/0/252,5.968%,Seismitoad
Adamant,212/132/156/0/4/4,2.058%,Seismitoad
Adamant,4/244/4/0/4/252,1.366%,Seismitoad
Adamant,36/252/4/0/4/212,1.055%,Seismitoad
Adamant,60/252/4/0/4/188,1.015%,Seismitoad
Jolly,0/252/0/0/4/252,0.901%,Seismitoad
Adamant,36/252/12/0/4/204,0.724%,Seismitoad
Adamant,68/252/0/0/0/188,0.627%,Seismitoad
Adamant,92/252/4/0/4/156,0.594%,Seismitoad
Modest,0/0/0/252/4/252,0.569%,Seismitoad
Adamant,180/196/36/0/68/28,0.507%,Seismitoad
Adamant,116/252/0/0/0/140,0.472%,Seismitoad
Adamant,0/252/4/0/0/252,0.471%,Seismitoad
Adamant,20/252/0/0/0/236,0.430%,Seismitoad
Modest,52/0/4/252/4/196,0.421%,Seismitoad
Adamant,172/108/0/0/0/228,18.775%,Ho-oh
Adamant,156/252/12/0/4/84,11.229%,Ho-oh
Adamant,200/252/0/0/0/56,6.945%,Ho-oh
Adamant,204/156/60/0/84/4,6.055%,Ho-oh
Calm,252/0/132/4/44/76,4.745%,Ho-oh
Modest,76/0/4/236/4/188,3.825%,Ho-oh
Careful,228/12/124/0/4/140,3.579%,Ho-oh
Adamant,252/156/36/0/52/12,3.130%,Ho-oh
Adamant,252/252/0/0/4/0,2.832%,Ho-oh
Adamant,204/220/44/0/12/28,2.763%,Ho-oh
Adamant,204/156/12/0/4/132,2.645%,Ho-oh
Timid,4/0/0/252/0/252,2.093%,Ho-oh
Bold,252/0/236/4/4/12,1.827%,Ho-oh
Adamant,124/236/4/0/4/140,1.745%,Ho-oh
Adamant,252/76/84/0/52/44,1.658%,Ho-oh
Careful,252/20/100/0/132/4,1.444%,Ho-oh
Adamant,0/252/0/0/4/252,1.227%,Ho-oh
Jolly,0/252/0/0/4/252,1.175%,Ho-oh
Adamant,124/124/4/0/76/180,1.135%,Ho-oh
Careful,228/140/12/0/44/84,1.031%,Ho-oh
Modest,244/0/68/116/4/76,25.507%,Heat Rotom
Bold,244/0/20/124/4/116,23.161%,Heat Rotom
Modest,252/0/0/252/4/0,11.365%,Heat Rotom
Modest,252/0/4/116/28/108,3.268%,Heat Rotom
Bold,180/0/84/84/156/4,2.783%,Heat Rotom
Modest,140/0/4/252/4/108,2.767%,Heat Rotom
Timid,0/0/0/252/4/252,1.974%,Heat Rotom
Modest,252/0/4/244/4/4,1.911%,Heat Rotom
Modest,252/0/4/180/4/68,1.669%,Heat Rotom
Modest,252/0/68/116/4/68,1.388%,Heat Rotom
Modest,244/0/4/116/4/140,1.385%,Heat Rotom
Modest,252/0/60/68/12/116,1.368%,Heat Rotom
Modest,252/0/0/252/0/4,1.259%,Heat Rotom
Modest,108/0/4/252/4/140,1.248%,Heat Rotom
Bold,252/0/140/108/4/4,1.215%,Heat Rotom
Modest,252/0/36/44/68/108,1.145%,Heat Rotom
Quiet,252/0/0/252/4/0,1.119%,Heat Rotom
Modest,252/0/0/140/0/116,1.108%,Heat Rotom
Modest,252/0/4/196/20/36,1.106%,Heat Rotom
Modest,172/0/4/196/4/132,0.952%,Heat Rotom
Timid,236/0/212/4/20/36,14.261%,Eternatus
Modest,4/0/4/252/4/244,12.232%,Eternatus
Modest,0/0/0/252/4/252,10.983%,Eternatus
Timid,0/0/0/252/4/252,9.884%,Eternatus
Modest,44/0/28/196/4/236,7.748%,Eternatus
Timid,4/0/0/252/0/252,5.869%,Eternatus
