,Pokemon,Move,Type,Use_Percentage (%)
2408,Virizion,Energy Ball,grass,6.404%
2409,Virizion,Megahorn,bug,5.059%
2410,Virizion,Taunt,dark,4.292%
2411,Virizion,Other,,16.345%
2412,Togetic,Follow Me,normal,97.204%
2413,Togetic,Protect,normal,73.459%
2414,Togetic,Life Dew,water,55.790%
2415,Togetic,Dazzling Gleam,fairy,53.208%
2416,Togetic,Yawn,normal,36.712%
2417,Togetic,Helping Hand,normal,25.791%
2418,Togetic,Thunder Wave,electric,12.305%
2419,Togetic,After You,normal,9.259%
2420,Togetic,Encore,normal,7.814%
2421,Togetic,Heat Wave,fire,6.116%
2422,Togetic,Reflect,psychic,4.840%
2423,Togetic,Other,,17.501%
2424,Raichu-Alola,Expanding Force,psychic,93.056%
2425,Raichu-Alola,Rising Voltage,electric,90.900%
2426,Raichu-Alola,Fake Out,normal,43.195%
2427,Raichu-Alola,Protect,normal,40.703%
2428,Raichu-Alola,Volt Switch,electric,29.041%
2429,Raichu-Alola,Surf,water,22.034%
2430,Raichu-Alola,Focus Blast,fighting,20.822%
2431,Raichu-Alola,Speed Swap,psychic,11.351%
2432,Raichu-Alola,Grass Knot,grass,8.070%
2433,Raichu-Alola,Psychic,psychic,5.679%
2434,Raichu-Alola,Nasty Plot,dark,5.636%
2435,Raichu-Alola,Encore,normal,5.499%
2436,Raichu-Alola,Discharge,electric,4.525%
2437,Raichu-Alola,Other,,19.490%
2438,Beartic,Icicle Crash,ice,99.809%
2439,Beartic,Liquidation,water,62.331%
2440,Beartic,Superpower,fighting,52.894%
2441,Beartic,Play Rough,fairy,51.433%
2442,Beartic,Rock Slide,rock,38.610%
2443,Beartic,Protect,normal,25.439%
2444,Beartic,Aqua Jet,water,15.092%
2445,Beartic,Stone Edge,rock,10.927%
2446,Beartic,Throat Chop,dark,8.365%
2447,Beartic,Dig,ground,7.498%
2448,Beartic,Low Kick,fighting,6.961%
2449,Beartic,Heavy Slam,steel,5.333%
2450,Beartic,Other,,15.308%
2451,Copperajah,Iron Head,steel,61.240%
2452,Copperajah,High Horsepower,ground,49.202%
2453,Copperajah,Rock Slide,rock,44.164%
2454,Copperajah,Power Whip,grass,41.499%
2455,Copperajah,Steel Roller,steel,36.763%
2456,Copperajah,Play Rough,fairy,30.973%
2457,Copperajah,Protect,normal,28.401%
2458,Copperajah,Heat Crash,fire,28.138%
2459,Copperajah,Heavy Slam,steel,17.714%
2460,Copperajah,Body Press,fighting,12.098%
2461,Copperajah,Superpower,fighting,10.187%
2462,Copperajah,Zen Headbutt,psychic,9.423%
2463,Copperajah,Stone Edge,rock,9.037%
2464,Copperajah,Earthquake,ground,7.637%
2465,Copperajah,Other,,13.525%
2466,Flapple,Grav Apple,grass,88.344%
2467,Flapple,Dragon Rush,dragon,83.851%
2468,Flapple,Protect,normal,75.794%
2469,Flapple,Fly,flying,73.574%
2470,Flapple,Grassy Glide,grass,14.005%
2471,Flapple,Outrage,dragon,12.226%
2472,Flapple,Dragon Dance,dragon,11.253%
2473,Flapple,Heavy Slam,steel,10.092%
2474,Flapple,Acrobatics,flying,7.401%
2475,Flapple,Dual Wingbeat,flying,7.270%
2476,Flapple,Other,,16.190%
2477,Sylveon,Hyper Voice,normal,99.320%
2478,Sylveon,Mystical Fire,fire,78.219%
2479,Sylveon,Quick Attack,normal,66.087%
2480,Sylveon,Protect,normal,59.852%
2481,Sylveon,Hyper Beam,normal,27.528%
2482,Sylveon,Yawn,normal,23.968%
2483,Sylveon,Helping Hand,normal,11.101%
2484,Sylveon,Moonblast,fairy,7.977%
2485,Sylveon,Shadow Ball,ghost,6.661%
2486,Sylveon,Other,,19.287%
2487,Slurpuff,Dazzling Gleam,fairy,81.682%
2488,Slurpuff,Yawn,normal,79.920%
2489,Slurpuff,After You,normal,69.546%
2490,Slurpuff,Fake Tears,dark,51.229%
2491,Slurpuff,String Shot,bug,44.417%
2492,Slurpuff,Charm,fairy,15.492%
2493,Slurpuff,Helping Hand,normal,15.470%
2494,Slurpuff,Flamethrower,fire,13.071%
2495,Slurpuff,Protect,normal,5.742%
2496,Slurpuff,Play Rough,fairy,2.978%
2497,Slurpuff,Drain Punch,fighting,2.961%
2498,Slurpuff,Other,,17.493%
2499,Eiscue,Icicle Crash,ice,95.947%
2500,Eiscue,Belly Drum,normal,91.653%
2501,Eiscue,Protect,normal,81.742%
2502,Eiscue,Head Smash,rock,67.256%
2503,Eiscue,Liquidation,water,20.198%
2504,Eiscue,Waterfall,water,10.797%
2505,Eiscue,Iron Head,steel,9.379%
2506,Eiscue,Soak,water,5.847%
2507,Eiscue,Other,,17.179%
2508,Hippowdon,Yawn,normal,72.347%
2509,Hippowdon,Slack Off,normal,70.251%
2510,Hippowdon,High Horsepower,ground,61.767%
2511,Hippowdon,Protect,normal,47.416%
2512,Hippowdon,Body Press,fighting,30.477%
2513,Hippowdon,Rock Slide,rock,27.756%
2514,Hippowdon,Stockpile,normal,21.203%
2515,Hippowdon,Earthquake,ground,16.175%
2516,Hippowdon,Curse,ghost,11.831%
2517,Hippowdon,Iron Head,steel,11.040%
2518,Hippowdon,Crunch,dark,9.039%
2519,Hippowdon,Ice Fang,ice,7.147%
2520,Hippowdon,Other,,13.551%
2521,Alakazam,Expanding Force,psychic,99.281%
2522,Alakazam,Dazzling Gleam,fairy,75.536%
2523,Alakazam,Protect,normal,53.210%
2524,Alakazam,Trick Room,psychic,31.882%
2525,Alakazam,Focus Blast,fighting,28.557%
2526,Alakazam,Imprison,psychic,26.181%
2527,Alakazam,Shadow Ball,ghost,22.829%
2528,Alakazam,Speed Swap,psychic,14.679%
2529,Alakazam,Nasty Plot,dark,11.458%
2530,Alakazam,Energy Ball,grass,10.686%
2531,Alakazam,Taunt,dark,7.572%
2532,Alakazam,Other,,18.129%
2533,Torracat,Parting Shot,dark,99.999%
2534,Torracat,Fake Out,normal,98.395%
2535,Torracat,Overheat,fire,93.984%
2536,Torracat,Taunt,dark,91.691%
2537,Torracat,Other,,15.930%
2538,Thievul,Snarl,dark,81.578%
2539,Thievul,Fake Tears,dark,70.030%
2540,Thievul,Parting Shot,dark,54.022%
2541,Thievul,Screech,normal,41.487%
2542,Thievul,Beat Up,dark,29.785%
2543,Thievul,Foul Play,dark,23.157%
2544,Thievul,Dark Pulse,dark,16.804%
2545,Thievul,Mud Shot,ground,16.404%
2546,Thievul,Taunt,dark,15.534%
2547,Thievul,Acrobatics,flying,9.629%
2548,Thievul,Howl,normal,8.562%
2549,Thievul,Quick Guard,fighting,7.842%
2550,Thievul,Burning Jealousy,fire,5.734%
2551,Thievul,Other,,19.433%
2552,Arctozolt,Bolt Beak,electric,97.917%
2553,Arctozolt,Icicle Crash,ice,96.658%
2554,Arctozolt,Stomping Tantrum,ground,71.558%
2555,Arctozolt,Protect,normal,54.673%
2556,Arctozolt,Rock Slide,rock,32.533%
2557,Arctozolt,Pluck,flying,17.502%
2558,Arctozolt,Stone Edge,rock,10.804%
2559,Arctozolt,Other,,18.355%
2560,Cofagrigus,Trick Room,psychic,97.278%
2561,Cofagrigus,Ally Switch,psychic,71.905%
2562,Cofagrigus,Shadow Ball,ghost,63.942%
2563,Cofagrigus,Body Press,fighting,52.355%
2564,Cofagrigus,Will-O-Wisp,fire,35.701%
2565,Cofagrigus,Night Shade,ghost,14.732%
2566,Cofagrigus,Toxic Spikes,poison,13.567%
2567,Cofagrigus,Guard Split,psychic,12.763%
2568,Cofagrigus,Psychic,psychic,10.077%
2569,Cofagrigus,Curse,ghost,4.423%
2570,Cofagrigus,Fake Tears,dark,4.237%
2571,Cofagrigus,Other,,19.019%
2572,Starmie,Expanding Force,psychic,79.794%
2573,Starmie,Scald,water,50.476%
2574,Starmie,Flip Turn,water,45.573%
2575,Starmie,Meteor Beam,rock,41.698%
2576,Starmie,Hydro Pump,water,39.352%
2577,Starmie,Dazzling Gleam,fairy,23.355%
2578,Starmie,Protect,normal,19.047%
2579,Starmie,Psychic,psychic,18.997%
2580,Starmie,Trick,psychic,16.646%
2581,Starmie,Trick Room,psychic,13.289%
2582,Starmie,Ice Beam,ice,13.248%
2583,Starmie,Thunderbolt,electric,10.475%
2584,Starmie,Icy Wind,ice,10.359%
2585,Starmie,Other,,17.691%
2586,Turtonator,Flash Cannon,steel,83.459%
2587,Turtonator,Draco Meteor,dragon,77.974%
2588,Turtonator,Heat Wave,fire,68.342%
2589,Turtonator,Shell Trap,fire,67.407%
2590,Turtonator,Flamethrower,fire,14.868%
2591,Turtonator,Scorching Sands,ground,14.453%
2592,Turtonator,Burning Jealousy,fire,14.324%
2593,Turtonator,Dragon Pulse,dragon,10.923%
2594,Turtonator,Protect,normal,10.422%
2595,Turtonator,Wide Guard,rock,9.545%
2596,Turtonator,Body Press,fighting,7.151%
2597,Turtonator,Iron Defense,steel,6.993%
2598,Turtonator,Other,,14.140%
2599,Sharpedo,Protect,normal,95.309%
2600,Sharpedo,Crunch,dark,92.529%
2601,Sharpedo,Flip Turn,water,60.274%
2602,Sharpedo,Waterfall,water,53.071%
2603,Sharpedo,Liquidation,water,38.927%
2604,Sharpedo,Close Combat,fighting,23.175%
2605,Sharpedo,Bounce,flying,8.445%
2606,Sharpedo,Psychic Fangs,psychic,6.225%
2607,Sharpedo,Bulldoze,ground,3.655%
2608,Sharpedo,Other,,18.389%
2609,Salazzle,Fake Out,normal,76.824%
2610,Salazzle,Sludge Wave,poison,65.158%
2611,Salazzle,Heat Wave,fire,60.429%
2612,Salazzle,Beat Up,dark,38.801%
2613,Salazzle,Taunt,dark,36.166%
2614,Salazzle,Sludge Bomb,poison,27.498%
2615,Salazzle,Overheat,fire,21.689%
2616,Salazzle,Flamethrower,fire,14.108%
2617,Salazzle,Fling,dark,10.604%
2618,Salazzle,Fake Tears,dark,9.984%
2619,Salazzle,Protect,normal,7.267%
2620,Salazzle,Thunder Wave,electric,5.439%
2621,Salazzle,Poison Gas,poison,4.488%
2622,Salazzle,Toxic,poison,4.278%
2623,Salazzle,Other,,17.268%
2624,Ninetales,Heat Wave,fire,79.378%
2625,Ninetales,Solar Beam,grass,67.830%
2626,Ninetales,Protect,normal,53.752%
2627,Ninetales,Overheat,fire,48.736%
2628,Ninetales,Will-O-Wisp,fire,25.717%
2629,Ninetales,Dark Pulse,dark,20.054%
2630,Ninetales,Fake Tears,dark,18.621%
2631,Ninetales,Burning Jealousy,fire,15.740%
2632,Ninetales,Scorching Sands,ground,11.538%
2633,Ninetales,Encore,normal,9.376%
2634,Ninetales,Round,normal,8.601%
2635,Ninetales,Hypnosis,psychic,8.447%
2636,Ninetales,Baby-Doll Eyes,fairy,3.383%
2637,Ninetales,Energy Ball,grass,3.159%
2638,Ninetales,Dig,ground,2.641%
2639,Ninetales,Extrasensory,psychic,2.487%
2640,Ninetales,Disable,normal,2.335%
2641,Ninetales,Other,,18.205%
2642,Sirfetch'd,Close Combat,fighting,79.028%
2643,Sirfetch'd,Knock Off,dark,54.860%
2644,Sirfetch'd,Leaf Blade,grass,51.716%
2645,Sirfetch'd,First Impression,bug,37.130%
2646,Sirfetch'd,Brave Bird,flying,33.114%
2647,Sirfetch'd,Detect,fighting,29.659%
2648,Sirfetch'd,Grassy Glide,grass,29.647%
2649,Sirfetch'd,Meteor Assault,fighting,19.784%
2650,Sirfetch'd,Poison Jab,poison,19.311%
2651,Sirfetch'd,Protect,normal,16.429%
2652,Sirfetch'd,Dual Wingbeat,flying,13.526%
2653,Sirfetch'd,Other,,15.797%
2654,Emolga,Nuzzle,electric,93.289%
2655,Emolga,Helping Hand,normal,54.204%
2656,Emolga,Taunt,dark,48.955%
2657,Emolga,Charm,fairy,48.128%
2658,Emolga,Air Slash,flying,43.865%
2659,Emolga,Volt Switch,electric,33.833%
2660,Emolga,Tickle,normal,31.732%
2661,Emolga,Eerie Impulse,electric,11.179%
2662,Emolga,Electro Ball,electric,6.360%
2663,Emolga,Encore,normal,4.925%
2664,Emolga,Electroweb,electric,4.074%
2665,Emolga,Other,,19.455%
2666,Ribombee,Speed Swap,psychic,82.033%
2667,Ribombee,Pollen Puff,bug,74.437%
2668,Ribombee,Moonblast,fairy,53.771%
2669,Ribombee,Helping Hand,normal,46.642%
2670,Ribombee,Ally Switch,psychic,45.570%
2671,Ribombee,Struggle Bug,bug,21.286%
2672,Ribombee,Fake Tears,dark,15.254%
2673,Ribombee,Dazzling Gleam,fairy,13.230%
2674,Ribombee,Protect,normal,12.220%
2675,Ribombee,Reflect,psychic,8.773%
2676,Ribombee,Magic Room,psychic,5.292%
2677,Ribombee,Psychic,psychic,3.490%
2678,Ribombee,Other,,18.002%
2679,Charjabug,Light Screen,psychic,94.869%
2680,Charjabug,Round,normal,90.095%
2681,Charjabug,Eerie Impulse,electric,84.456%
2682,Charjabug,Bug Bite,bug,82.394%
2683,Charjabug,Protect,normal,12.981%
2684,Charjabug,Sticky Web,bug,6.957%
2685,Charjabug,Volt Switch,electric,5.294%
2686,Charjabug,Skitter Smack,bug,3.912%
2687,Charjabug,Other,,19.041%
2688,Toxtricity,Overdrive,electric,99.887%
2689,Toxtricity,Sludge Bomb,poison,93.605%
2690,Toxtricity,Protect,normal,49.377%
2691,Toxtricity,Snarl,dark,45.062%
2692,Toxtricity,Volt Switch,electric,30.914%
2693,Toxtricity,Taunt,dark,26.599%
2694,Toxtricity,Boomburst,normal,18.087%
2695,Toxtricity,Sludge Wave,poison,16.857%
2696,Toxtricity,Other,,19.611%
2697,Vaporeon,Protect,normal,90.257%
2698,Vaporeon,Scald,water,83.766%
2699,Vaporeon,Helping Hand,normal,76.087%
2700,Vaporeon,Haze,ice,52.481%
2701,Vaporeon,Icy Wind,ice,15.352%
2702,Vaporeon,Wish,normal,15.233%
2703,Vaporeon,Ice Beam,ice,10.988%
2704,Vaporeon,Surf,water,10.010%
2705,Vaporeon,Muddy Water,water,8.063%
2706,Vaporeon,Shadow Ball,ghost,6.284%
2707,Vaporeon,Flip Turn,water,4.409%
2708,Vaporeon,Blizzard,ice,3.582%
2709,Vaporeon,Yawn,normal,3.095%
2710,Vaporeon,Hyper Voice,normal,2.842%
2711,Vaporeon,Other,,17.552%
2712,Mr. Mime,Fake Out,normal,92.115%
2713,Mr. Mime,Protect,normal,59.983%
2714,Mr. Mime,Skill Swap,psychic,58.279%
2715,Mr. Mime,Helping Hand,normal,35.364%
2716,Mr. Mime,Trick Room,psychic,34.985%
2717,Mr. Mime,Dazzling Gleam,fairy,34.592%
2718,Mr. Mime,Taunt,dark,27.722%
2719,Mr. Mime,Thunder Wave,electric,25.247%
2720,Mr. Mime,Ally Switch,psychic,13.044%
2721,Mr. Mime,Other,,18.668%
2722,Magnezone,Flash Cannon,steel,96.756%
2723,Magnezone,Protect,normal,83.960%
2724,Magnezone,Thunderbolt,electric,83.416%
2725,Magnezone,Body Press,fighting,62.438%
2726,Magnezone,Volt Switch,electric,15.513%
2727,Magnezone,Rising Voltage,electric,11.685%
2728,Magnezone,Ally Switch,psychic,9.986%
2729,Magnezone,Thunder,electric,8.394%
2730,Magnezone,Steel Beam,steel,8.127%
2731,Magnezone,Other,,19.726%
2732,Gallade,Close Combat,fighting,74.369%
2733,Gallade,Psycho Cut,psychic,58.452%
2734,Gallade,Knock Off,dark,49.485%
2735,Gallade,Trick Room,psychic,27.514%
2736,Gallade,Zen Headbutt,psychic,23.346%
2737,Gallade,Leaf Blade,grass,22.641%
2738,Gallade,Drain Punch,fighting,21.693%
2739,Gallade,Poison Jab,poison,20.833%
2740,Gallade,Rock Slide,rock,14.781%
2741,Gallade,Imprison,psychic,10.982%
2742,Gallade,Aerial Ace,flying,10.724%
2743,Gallade,Shadow Sneak,ghost,8.972%
2744,Gallade,Protect,normal,8.359%
2745,Gallade,Wide Guard,rock,7.525%
2746,Gallade,Ice Punch,ice,6.380%
2747,Gallade,Trick,psychic,4.564%
2748,Gallade,Throat Chop,dark,4.192%
2749,Gallade,Ally Switch,psychic,3.867%
2750,Gallade,Coaching,fighting,3.849%
2751,Gallade,Other,,17.473%
2752,Lopunny,Fake Out,normal,68.360%
2753,Lopunny,Helping Hand,normal,51.443%
2754,Lopunny,Switcheroo,dark,51.275%
2755,Lopunny,Thunder Wave,electric,49.450%
2756,Lopunny,Facade,normal,28.991%
2757,Lopunny,High Jump Kick,fighting,23.597%
2758,Lopunny,Entrainment,normal,21.540%
2759,Lopunny,Healing Wish,psychic,21.116%
2760,Lopunny,Baby-Doll Eyes,fairy,9.498%
2761,Lopunny,Encore,normal,7.980%
2762,Lopunny,Play Rough,fairy,6.996%
2763,Lopunny,Circle Throw,fighting,5.725%
2764,Lopunny,Charm,fairy,5.584%
2765,Lopunny,Protect,normal,4.948%
2766,Lopunny,Acrobatics,flying,4.105%
2767,Lopunny,Fire Punch,fire,3.944%
2768,Lopunny,Aura Sphere,fighting,3.912%
2769,Lopunny,Ice Punch,ice,2.927%
2770,Lopunny,Hyper Voice,normal,2.911%
2771,Lopunny,Ice Beam,ice,2.911%
2772,Lopunny,U-turn,bug,2.711%
2773,Lopunny,Close Combat,fighting,2.553%
2774,Lopunny,Other,,17.523%
2775,Gourgeist-Small,Trick Room,psychic,74.028%
2776,Gourgeist-Small,Imprison,psychic,56.075%
2777,Gourgeist-Small,Grassy Glide,grass,50.633%
2778,Gourgeist-Small,Trick-or-Treat,ghost,49.872%
2779,Gourgeist-Small,Power Whip,grass,40.912%
2780,Gourgeist-Small,Ally Switch,psychic,33.341%
2781,Gourgeist-Small,Shadow Sneak,ghost,31.459%
2782,Gourgeist-Small,Will-O-Wisp,fire,24.603%
2783,Gourgeist-Small,Skitter Smack,bug,9.242%
2784,Gourgeist-Small,Destiny Bond,ghost,8.235%
2785,Gourgeist-Small,Poltergeist,ghost,6.768%
2786,Gourgeist-Small,Other,,14.832%
2787,Malamar,Superpower,fighting,99.825%
2788,Malamar,Throat Chop,dark,75.328%
2789,Malamar,Trick Room,psychic,68.450%
2790,Malamar,Protect,normal,58.104%
2791,Malamar,Psycho Cut,psychic,29.385%
2792,Malamar,Topsy-Turvy,dark,23.043%
2793,Malamar,Rock Slide,rock,13.138%
2794,Malamar,Ally Switch,psychic,11.027%
2795,Malamar,Lash Out,dark,8.670%
2796,Malamar,Other,,13.030%
2797,Golisopod,Liquidation,water,90.634%
2798,Golisopod,Leech Life,bug,78.255%
2799,Golisopod,First Impression,bug,52.463%
2800,Golisopod,Aqua Jet,water,42.398%
2801,Golisopod,Close Combat,fighting,34.831%
2802,Golisopod,Sucker Punch,dark,27.786%
2803,Golisopod,Protect,normal,17.716%
2804,Golisopod,Swords Dance,normal,15.488%
2805,Golisopod,Drill Run,ground,9.435%
2806,Golisopod,Poison Jab,poison,8.534%
2807,Golisopod,Struggle Bug,bug,6.764%
2808,Golisopod,Other,,15.695%
2809,Golduck,Aqua Jet,water,63.646%
2810,Golduck,Surf,water,51.792%
2811,Golduck,Flip Turn,water,43.931%
2812,Golduck,Yawn,normal,43.566%
2813,Golduck,Hypnosis,psychic,38.724%
2814,Golduck,Icy Wind,ice,33.614%
2815,Golduck,Ice Beam,ice,25.410%
2816,Golduck,Scald,water,21.070%
2817,Golduck,Muddy Water,water,17.863%
2818,Golduck,Protect,normal,17.609%
2819,Golduck,Simple Beam,normal,11.144%
2820,Golduck,Clear Smog,poison,5.004%
2821,Golduck,Hydro Pump,water,4.913%
2822,Golduck,Psych Up,normal,4.283%
2823,Golduck,Other,,17.433%
2824,Shiinotic,Spore,grass,90.823%
2825,Shiinotic,Moonblast,fairy,83.586%
2826,Shiinotic,Protect,normal,83.578%
2827,Shiinotic,Strength Sap,grass,47.651%
2828,Shiinotic,Energy Ball,grass,39.791%
2829,Shiinotic,Pollen Puff,bug,15.559%
2830,Shiinotic,Giga Drain,grass,14.508%
2831,Shiinotic,Dazzling Gleam,fairy,7.838%
2832,Shiinotic,Other,,16.666%
2833,Lycanroc-Dusk,Close Combat,fighting,89.490%
2834,Lycanroc-Dusk,Accelerock,rock,87.034%
2835,Lycanroc-Dusk,Protect,normal,72.383%
2836,Lycanroc-Dusk,Rock Slide,rock,54.998%
2837,Lycanroc-Dusk,Swords Dance,normal,23.176%
2838,Lycanroc-Dusk,Psychic Fangs,psychic,18.472%
2839,Lycanroc-Dusk,Drill Run,ground,11.044%
2840,Lycanroc-Dusk,Iron Head,steel,8.632%
2841,Lycanroc-Dusk,Play Rough,fairy,8.374%
2842,Lycanroc-Dusk,Howl,normal,5.696%
2843,Lycanroc-Dusk,Sucker Punch,dark,4.620%
2844,Lycanroc-Dusk,Other,,16.081%
2845,Unfezant,Night Slash,dark,98.793%
2846,Unfezant,Tailwind,flying,94.412%
2847,Unfezant,Brave Bird,flying,88.439%
2848,Unfezant,Steel Wing,steel,52.602%
2849,Unfezant,Taunt,dark,17.463%
2850,Unfezant,Detect,fighting,10.533%
2851,Unfezant,Protect,normal,8.383%
2852,Unfezant,U-turn,bug,5.744%
2853,Unfezant,Hypnosis,psychic,5.295%
2854,Unfezant,Other,,18.335%
2855,Perrserker,Iron Head,steel,90.865%
2856,Perrserker,Fake Out,normal,79.867%
2857,Perrserker,Close Combat,fighting,71.445%
2858,Perrserker,Play Rough,fairy,35.295%
2859,Perrserker,U-turn,bug,21.987%
2860,Perrserker,Gunk Shot,poison,17.874%
2861,Perrserker,Protect,normal,17.094%
2862,Perrserker,Seed Bomb,grass,15.054%
2863,Perrserker,Taunt,dark,11.065%
2864,Perrserker,Gyro Ball,steel,9.427%
2865,Perrserker,Screech,normal,9.294%
2866,Perrserker,Throat Chop,dark,7.187%
2867,Perrserker,Other,,13.546%
2868,Slowbro-Galar,Expanding Force,psychic,93.646%
2869,Slowbro-Galar,Trick Room,psychic,82.873%
2870,Slowbro-Galar,Shell Side Arm,poison,82.170%
2871,Slowbro-Galar,Bulldoze,ground,47.886%
2872,Slowbro-Galar,Sludge Bomb,poison,16.924%
2873,Slowbro-Galar,Protect,normal,16.763%
2874,Slowbro-Galar,Yawn,normal,9.179%
2875,Slowbro-Galar,Hydro Pump,water,8.816%
2876,Slowbro-Galar,Flamethrower,fire,7.063%
2877,Slowbro-Galar,Psychic,psychic,4.068%
2878,Slowbro-Galar,Fire Blast,fire,3.877%
2879,Slowbro-Galar,Surf,water,3.728%
2880,Slowbro-Galar,Mud Shot,ground,2.635%
2881,Slowbro-Galar,Imprison,psychic,2.375%
2882,Slowbro-Galar,Other,,17.999%
2883,Bouffalant,Head Charge,normal,89.719%
2884,Bouffalant,High Horsepower,ground,85.370%
2885,Bouffalant,Close Combat,fighting,81.375%
2886,Bouffalant,Lash Out,dark,61.087%
2887,Bouffalant,Iron Head,steel,27.362%
2888,Bouffalant,Cotton Guard,grass,11.440%
2889,Bouffalant,Rock Slide,rock,9.618%
2890,Bouffalant,Giga Impact,normal,5.245%
2891,Bouffalant,Wild Charge,electric,4.217%
2892,Bouffalant,Body Slam,normal,4.202%
2893,Bouffalant,Zen Headbutt,psychic,3.710%
2894,Bouffalant,Other,,16.655%
2895,Rotom-Frost,Blizzard,ice,99.999%
2896,Rotom-Frost,Thunderbolt,electric,99.008%
2897,Rotom-Frost,Protect,normal,75.251%
2898,Rotom-Frost,Thunder,electric,39.983%
2899,Rotom-Frost,Dark Pulse,dark,18.340%
2900,Rotom-Frost,Nasty Plot,dark,17.652%
2901,Rotom-Frost,Will-O-Wisp,fire,13.490%
2902,Rotom-Frost,Ally Switch,psychic,13.432%
2903,Rotom-Frost,Trick,psychic,11.083%
2904,Rotom-Frost,Other,,11.763%
2905,Roserade,Sludge Bomb,poison,99.818%
2906,Roserade,Sleep Powder,grass,92.891%
2907,Roserade,Leaf Storm,grass,91.298%
2908,Roserade,Protect,normal,90.387%
2909,Roserade,Giga Drain,grass,6.226%
2910,Roserade,Other,,19.380%
2911,Tangrowth,Rage Powder,bug,81.004%
2912,Tangrowth,Knock Off,dark,78.569%
2913,Tangrowth,Sleep Powder,grass,72.667%
2914,Tangrowth,Leaf Storm,grass,51.925%
2915,Tangrowth,Giga Drain,grass,38.126%
2916,Tangrowth,Sludge Bomb,poison,16.585%
2917,Tangrowth,Protect,normal,12.745%
2918,Tangrowth,Grassy Glide,grass,12.489%
2919,Tangrowth,Ancient Power,rock,7.549%
2920,Tangrowth,Endeavor,normal,7.393%
2921,Tangrowth,Leech Seed,grass,5.314%
2922,Tangrowth,Other,,15.633%
2923,Sandaconda,High Horsepower,ground,80.172%
2924,Sandaconda,Protect,normal,79.327%
2925,Sandaconda,Rock Slide,rock,64.103%
2926,Sandaconda,Coil,poison,36.854%
2927,Sandaconda,Iron Head,steel,36.301%
2928,Sandaconda,Stone Edge,rock,30.927%
2929,Sandaconda,Earthquake,ground,13.202%
2930,Sandaconda,Body Press,fighting,12.081%
2931,Sandaconda,Glare,normal,11.412%
2932,Sandaconda,Skitter Smack,bug,10.126%
2933,Sandaconda,Drill Run,ground,6.488%
2934,Sandaconda,Other,,19.008%
2935,Polteageist,Shadow Ball,ghost,97.519%
2936,Polteageist,Giga Drain,grass,78.716%
2937,Polteageist,Stored Power,psychic,63.631%
2938,Polteageist,Baton Pass,normal,33.841%
2939,Polteageist,Strength Sap,grass,27.168%
2940,Polteageist,Will-O-Wisp,fire,25.925%
2941,Polteageist,Shell Smash,normal,19.562%
2942,Polteageist,Dark Pulse,dark,13.210%
2943,Polteageist,Protect,normal,13.081%
2944,Polteageist,Teatime,normal,6.644%
2945,Polteageist,Ally Switch,psychic,4.862%
2946,Polteageist,Other,,15.841%
2947,Tangela,Rage Powder,bug,99.843%
2948,Tangela,Sleep Powder,grass,99.799%
2949,Tangela,Leech Seed,grass,90.805%
2950,Tangela,Protect,normal,79.869%
2951,Tangela,Sludge Bomb,poison,19.632%
2952,Tangela,Other,,10.052%
2953,Morpeko,Aura Wheel,electric,99.949%
2954,Morpeko,Parting Shot,dark,94.834%
2955,Morpeko,Fake Out,normal,90.552%
2956,Morpeko,Swagger,normal,43.536%
2957,Morpeko,Protect,normal,30.138%
2958,Morpeko,Taunt,dark,18.154%
2959,Morpeko,Seed Bomb,grass,8.633%
2960,Morpeko,Other,,14.202%
2961,Eldegoss,Pollen Puff,bug,94.130%
2962,Eldegoss,Charm,fairy,90.365%
2963,Eldegoss,Sleep Powder,grass,88.358%
2964,Eldegoss,Giga Drain,grass,84.389%
2965,Eldegoss,Rapid Spin,normal,9.693%
2966,Eldegoss,Synthesis,grass,6.862%
2967,Eldegoss,Aromatherapy,grass,6.124%
2968,Eldegoss,Cotton Spore,grass,4.323%
2969,Eldegoss,Other,,15.755%
2970,Aromatisse,Trick Room,psychic,99.680%
2971,Aromatisse,Dazzling Gleam,fairy,82.277%
2972,Aromatisse,Heal Pulse,psychic,70.075%
2973,Aromatisse,Helping Hand,normal,46.579%
2974,Aromatisse,Aromatherapy,grass,17.414%
2975,Aromatisse,Ally Switch,psychic,14.567%
2976,Aromatisse,Light Screen,psychic,13.208%
2977,Aromatisse,Reflect,psychic,13.174%
2978,Aromatisse,Fake Tears,dark,10.809%
2979,Aromatisse,After You,normal,10.438%
2980,Aromatisse,Moonblast,fairy,7.134%
2981,Aromatisse,Other,,14.645%
2982,Miltank,Steel Roller,steel,84.409%
2983,Miltank,Body Press,fighting,70.578%
2984,Miltank,Play Rough,fairy,67.263%
2985,Miltank,Rock Slide,rock,66.684%
2986,Miltank,Body Slam,normal,27.631%
2987,Miltank,Milk Drink,normal,18.392%
2988,Miltank,High Horsepower,ground,14.035%
2989,Miltank,Thunder Wave,electric,8.807%
2990,Miltank,Protect,normal,6.521%
2991,Miltank,Fire Punch,fire,6.326%
2992,Miltank,Ice Punch,ice,5.291%
2993,Miltank,Brick Break,fighting,5.075%
2994,Miltank,Other,,18.987%
2995,Gourgeist-Super,Trick Room,psychic,97.989%
