,Pokemon,Teammate,Use_Percentage (%)
2649,Magnezone,Talonflame,21.732%
2650,Magnezone,Lapras,15.439%
2651,Magnezone,Primarina,14.802%
2652,Gallade,Comfey,35.590%
2653,Gallade,Chandelure,32.016%
2654,Gallade,Rotom-Heat,31.274%
2655,Gallade,Urshifu-Rapid-Strike,31.253%
2656,Gallade,Scolipede,30.845%
2657,Gallade,Whimsicott,21.934%
2658,Gallade,Indeedee-F,17.175%
2659,Gallade,Hatterene,12.126%
2660,Gallade,Incineroar,11.975%
2661,Gallade,Cinderace,11.974%
2662,Lopunny,Cinderace,64.492%
2663,Lopunny,Togekiss,44.969%
2664,Lopunny,Milotic,35.516%
2665,Lopunny,Rillaboom,25.161%
2666,Lopunny,Dracovish,23.226%
2667,Lopunny,Rapidash-Galar,23.211%
2668,Lopunny,Azumarill,17.841%
2669,Lopunny,Diggersby,17.643%
2670,Lopunny,Maractus,16.953%
2671,Lopunny,Excadrill,16.460%
2672,Gourgeist-Small,Dragapult,70.037%
2673,Gourgeist-Small,Cinderace,59.823%
2674,Gourgeist-Small,Rillaboom,53.120%
2675,Gourgeist-Small,Talonflame,46.072%
2676,Gourgeist-Small,Ninetales-Alola,46.068%
2677,Gourgeist-Small,Urshifu,28.623%
2678,Gourgeist-Small,Togekiss,26.286%
2679,Gourgeist-Small,Incineroar,19.993%
2680,Gourgeist-Small,Porygon2,19.233%
2681,Gourgeist-Small,Porygon-Z,17.158%
2682,Malamar,Torkoal,42.951%
2683,Malamar,Rillaboom,38.370%
2684,Malamar,Charizard,36.755%
2685,Malamar,Clefairy,35.529%
2686,Malamar,Indeedee-F,34.532%
2687,Malamar,Terrakion,28.565%
2688,Malamar,Cinderace,17.394%
2689,Malamar,Hatterene,14.082%
2690,Malamar,Tyranitar,12.844%
2691,Malamar,Whimsicott,12.342%
2692,Golisopod,Weezing-Galar,36.122%
2693,Golisopod,Porygon2,26.678%
2694,Golisopod,Dragapult,24.220%
2695,Golisopod,Arcanine,23.166%
2696,Golisopod,Magnezone,19.795%
2697,Golisopod,Cinderace,15.403%
2698,Golisopod,Goodra,15.051%
2699,Golisopod,Rillaboom,14.935%
2700,Golisopod,Whimsicott,13.669%
2701,Golisopod,Lapras,12.896%
2702,Golduck,Hitmontop,32.849%
2703,Golduck,Snorlax,32.350%
2704,Golduck,Ribombee,31.833%
2705,Golduck,Crustle,31.832%
2706,Golduck,Cinderace,29.303%
2707,Golduck,Duraludon,28.909%
2708,Golduck,Indeedee-F,28.581%
2709,Golduck,Talonflame,23.748%
2710,Golduck,Barraskewda,22.854%
2711,Golduck,Coalossal,22.199%
2712,Shiinotic,Togekiss,69.072%
2713,Shiinotic,Hatterene,47.176%
2714,Shiinotic,Meowstic,39.786%
2715,Shiinotic,Incineroar,35.976%
2716,Shiinotic,Cinderace,35.203%
2717,Shiinotic,Duraludon,34.072%
2718,Shiinotic,Sylveon,33.615%
2719,Shiinotic,Grimmsnarl,33.108%
2720,Shiinotic,Whimsicott,33.106%
2721,Shiinotic,Torkoal,10.412%
2722,Lycanroc-Dusk,Togekiss,54.019%
2723,Lycanroc-Dusk,Rillaboom,42.866%
2724,Lycanroc-Dusk,Venusaur,35.501%
2725,Lycanroc-Dusk,Torkoal,34.196%
2726,Lycanroc-Dusk,Incineroar,31.914%
2727,Lycanroc-Dusk,Dragapult,29.382%
2728,Lycanroc-Dusk,Cinderace,26.155%
2729,Lycanroc-Dusk,Rotom-Wash,25.728%
2730,Lycanroc-Dusk,Dusclops,20.992%
2731,Lycanroc-Dusk,Porygon2,13.052%
2732,Unfezant,Togekiss,60.092%
2733,Unfezant,Rillaboom,58.594%
2734,Unfezant,Luxray,54.024%
2735,Unfezant,Snorlax,52.562%
2736,Unfezant,Riolu,52.509%
2737,Unfezant,Krookodile,41.951%
2738,Unfezant,Indeedee-F,19.480%
2739,Unfezant,Amoonguss,19.466%
2740,Unfezant,Gardevoir,17.659%
2741,Unfezant,Magnezone,17.656%
2742,Perrserker,Indeedee-F,33.843%
2743,Perrserker,Porygon2,32.215%
2744,Perrserker,Rhyperior,24.955%
2745,Perrserker,Politoed,23.181%
2746,Perrserker,Durant,20.142%
2747,Perrserker,Togekiss,19.018%
2748,Perrserker,Amoonguss,18.788%
2749,Perrserker,Rillaboom,15.722%
2750,Perrserker,Kingdra,15.538%
2751,Perrserker,Hatterene,15.353%
2752,Slowbro-Galar,Indeedee-F,74.109%
2753,Slowbro-Galar,Torkoal,60.141%
2754,Slowbro-Galar,Venusaur,55.914%
2755,Slowbro-Galar,Tyranitar,48.414%
2756,Slowbro-Galar,Gyarados,29.231%
2757,Slowbro-Galar,Urshifu,22.145%
2758,Slowbro-Galar,Togekiss,15.755%
2759,Slowbro-Galar,Rillaboom,12.019%
2760,Slowbro-Galar,Incineroar,10.298%
2761,Slowbro-Galar,Urshifu-Rapid-Strike,9.896%
2762,Bouffalant,Togekiss,65.761%
2763,Bouffalant,Arcanine,62.752%
2764,Bouffalant,Gourgeist-Super,59.624%
2765,Bouffalant,Rotom-Wash,46.695%
2766,Bouffalant,Excadrill,33.506%
2767,Bouffalant,Comfey,25.175%
2768,Bouffalant,Durant,17.475%
2769,Bouffalant,Magnezone,14.513%
2770,Bouffalant,Dracovish,14.329%
2771,Bouffalant,Lilligant,12.149%
2772,Rotom-Frost,Urshifu,68.931%
2773,Rotom-Frost,Indeedee,68.889%
2774,Rotom-Frost,Rillaboom,64.139%
2775,Rotom-Frost,Inteleon,56.641%
2776,Rotom-Frost,Talonflame,55.796%
2777,Rotom-Frost,Ninetales-Alola,26.834%
2778,Rotom-Frost,Bouffalant,21.417%
2779,Rotom-Frost,Vanilluxe,17.643%
2780,Rotom-Frost,Frosmoth,17.543%
2781,Rotom-Frost,Glaceon,17.541%
2782,Roserade,Togekiss,73.810%
2783,Roserade,Lapras,67.486%
2784,Roserade,Dusclops,49.422%
2785,Roserade,Conkeldurr,34.823%
2786,Roserade,Incineroar,28.813%
2787,Roserade,Durant,27.891%
2788,Roserade,Chandelure,27.431%
2789,Roserade,Cinderace,16.672%
2790,Roserade,Indeedee-F,15.979%
2791,Roserade,Marowak-Alola,15.177%
2792,Tangrowth,Hatterene,57.059%
2793,Tangrowth,Incineroar,54.193%
2794,Tangrowth,Indeedee-F,46.333%
2795,Tangrowth,Porygon2,45.066%
2796,Tangrowth,Snorlax,44.014%
2797,Tangrowth,Torkoal,20.756%
2798,Tangrowth,Lickilicky,14.607%
2799,Tangrowth,Rhyperior,14.178%
2800,Tangrowth,Grimmsnarl,11.118%
2801,Tangrowth,Slowking,11.061%
2802,Sandaconda,Gothitelle,54.641%
2803,Sandaconda,Gengar,49.743%
2804,Sandaconda,Lapras,40.153%
2805,Sandaconda,Incineroar,32.065%
2806,Sandaconda,Comfey,30.489%
2807,Sandaconda,Grapploct,27.105%
2808,Sandaconda,Centiskorch,25.811%
2809,Sandaconda,Rillaboom,20.694%
2810,Sandaconda,Azumarill,20.439%
2811,Sandaconda,Grimmsnarl,12.491%
2812,Polteageist,Whimsicott,42.693%
2813,Polteageist,Cinderace,42.574%
2814,Polteageist,Togekiss,37.393%
2815,Polteageist,Incineroar,28.852%
2816,Polteageist,Gardevoir,28.568%
2817,Polteageist,Dracovish,28.350%
2818,Polteageist,Duraludon,27.951%
2819,Polteageist,Milotic,26.280%
2820,Polteageist,Mamoswine,24.462%
2821,Polteageist,Chansey,24.461%
2822,Tangela,Incineroar,68.014%
2823,Tangela,Tyranitar,66.929%
2824,Tangela,Dragapult,65.287%
2825,Tangela,Corviknight,65.276%
2826,Tangela,Toxtricity,65.276%
2827,Tangela,Indeedee,23.253%
2828,Tangela,Gyarados,18.928%
2829,Tangela,Marowak-Alola,17.120%
2830,Tangela,Slowbro,16.314%
2831,Tangela,Passimian,14.502%
2832,Morpeko,Togekiss,78.882%
2833,Morpeko,Cinderace,71.992%
2834,Morpeko,Rillaboom,63.902%
2835,Morpeko,Mudsdale,43.601%
2836,Morpeko,Tentacruel,43.530%
2837,Morpeko,Milotic,27.818%
2838,Morpeko,Tyranitar,18.125%
2839,Morpeko,Duraludon,14.812%
2840,Morpeko,Volcarona,14.596%
2841,Morpeko,Torkoal,8.441%
2842,Eldegoss,Malamar,89.124%
2843,Eldegoss,Cinderace,83.549%
2844,Eldegoss,Whimsicott,82.991%
2845,Eldegoss,Duraludon,81.912%
2846,Eldegoss,Jellicent,81.849%
2847,Eldegoss,Lurantis,4.421%
2848,Eldegoss,Indeedee-F,4.223%
2849,Eldegoss,Rhyperior,4.120%
2850,Eldegoss,Hatterene,4.105%
2851,Eldegoss,Cursola,4.103%
2852,Aromatisse,Indeedee-F,68.768%
2853,Aromatisse,Torkoal,52.049%
2854,Aromatisse,Venusaur,52.044%
2855,Aromatisse,Urshifu,44.500%
2856,Aromatisse,Gigalith,34.890%
2857,Aromatisse,Tyranitar,20.512%
2858,Aromatisse,Whimsicott,17.538%
2859,Aromatisse,Snorlax,17.405%
2860,Aromatisse,Drampa,14.463%
2861,Aromatisse,Gastrodon,13.370%
2862,Miltank,Rillaboom,64.419%
2863,Miltank,Comfey,59.271%
2864,Miltank,Lapras,57.979%
2865,Miltank,Riolu,55.672%
2866,Miltank,Dusknoir,55.580%
2867,Miltank,Venusaur,8.909%
2868,Miltank,Indeedee,8.742%
2869,Miltank,Dragapult,7.710%
2870,Miltank,Ninetales,7.086%
2871,Miltank,Politoed,6.119%
2872,Gourgeist-Super,Togekiss,88.655%
2873,Gourgeist-Super,Arcanine,87.995%
2874,Gourgeist-Super,Bouffalant,69.290%
2875,Gourgeist-Super,Rotom-Wash,53.272%
2876,Gourgeist-Super,Excadrill,33.428%
2877,Gourgeist-Super,Durant,20.423%
2878,Gourgeist-Super,Dragapult,18.860%
2879,Gourgeist-Super,Whimsicott,17.421%
2880,Gourgeist-Super,Terrakion,17.153%
2881,Gourgeist-Super,Magnezone,16.079%
2882,Crawdaunt,Sableye,46.447%
2883,Crawdaunt,Cinderace,44.647%
2884,Crawdaunt,Corviknight,31.300%
2885,Crawdaunt,Hatterene,31.067%
2886,Crawdaunt,Slowbro-Galar,30.719%
2887,Crawdaunt,Indeedee,21.100%
2888,Crawdaunt,Rillaboom,20.941%
2889,Crawdaunt,Incineroar,20.535%
2890,Crawdaunt,Lapras,19.555%
2891,Crawdaunt,Togekiss,18.384%
2892,Heracross,Togekiss,34.946%
2893,Heracross,Porygon-Z,26.269%
2894,Heracross,Incineroar,26.234%
2895,Heracross,Arcanine,21.986%
2896,Heracross,Rillaboom,20.781%
2897,Heracross,Amoonguss,20.777%
2898,Heracross,Magnezone,19.320%
2899,Heracross,Slowbro,18.215%
2900,Heracross,Slowbro-Galar,17.823%
2901,Heracross,Grimmsnarl,16.931%
2902,Magneton,Venusaur,44.380%
2903,Magneton,Rillaboom,40.322%
2904,Magneton,Tyranitar,38.813%
2905,Magneton,Togekiss,36.709%
2906,Magneton,Urshifu-Rapid-Strike,35.596%
2907,Magneton,Dragapult,35.537%
2908,Magneton,Coalossal,35.536%
2909,Magneton,Volcarona,31.720%
2910,Magneton,Hawlucha,31.141%
2911,Magneton,Milotic,31.141%
2912,Stoutland,Tyranitar,63.185%
2913,Stoutland,Togekiss,52.053%
2914,Stoutland,Rillaboom,38.342%
2915,Stoutland,Incineroar,35.083%
2916,Stoutland,Excadrill,22.432%
2917,Stoutland,Primarina,17.822%
2918,Stoutland,Dusclops,17.712%
2919,Stoutland,Gengar,15.468%
2920,Stoutland,Bisharp,14.219%
2921,Stoutland,Gigalith,14.109%
2922,Noivern,Weezing-Galar,27.392%
2923,Noivern,Lapras,27.087%
2924,Noivern,Tyranitar,26.373%
2925,Noivern,Lycanroc-Dusk,22.681%
2926,Noivern,Tsareena,21.409%
2927,Noivern,Arcanine,21.343%
2928,Noivern,Rillaboom,16.867%
2929,Noivern,Milotic,15.337%
2930,Noivern,Excadrill,14.912%
2931,Noivern,Porygon2,14.783%
2932,Claydol,Tyranitar,44.080%
2933,Claydol,Durant,43.967%
2934,Claydol,Hitmontop,42.342%
2935,Claydol,Noctowl,36.602%
2936,Claydol,Machoke,31.092%
2937,Claydol,Rillaboom,26.851%
2938,Claydol,Bisharp,19.093%
2939,Claydol,Togekiss,19.078%
2940,Claydol,Lapras,18.502%
2941,Claydol,Volcarona,18.487%
2942,Jolteon,Incineroar,35.684%
2943,Jolteon,Politoed,27.381%
2944,Jolteon,Lapras,26.130%
2945,Jolteon,Dracovish,23.340%
2946,Jolteon,Togekiss,22.900%
2947,Jolteon,Azumarill,21.334%
2948,Jolteon,Sylveon,21.149%
2949,Jolteon,Ludicolo,19.535%
2950,Jolteon,Gothitelle,18.654%
2951,Jolteon,Arcanine,18.177%
2952,Vileplume,Torkoal,71.246%
2953,Vileplume,Dusclops,46.367%
2954,Vileplume,Togekiss,41.450%
2955,Vileplume,Rhyperior,40.836%
2956,Vileplume,Silvally,36.101%
2957,Vileplume,Charizard,23.066%
2958,Vileplume,Hatterene,21.934%
2959,Vileplume,Indeedee-F,21.590%
2960,Vileplume,Tyranitar,20.872%
2961,Vileplume,Alakazam,15.777%
2962,Cursola,Indeedee-F,36.847%
2963,Cursola,Politoed,28.511%
2964,Cursola,Incineroar,21.656%
2965,Cursola,Conkeldurr,21.267%
2966,Cursola,Amoonguss,20.279%
2967,Cursola,Torkoal,20.000%
2968,Cursola,Gothitelle,17.598%
2969,Cursola,Lapras,17.460%
2970,Cursola,Hatterene,16.236%
2971,Cursola,Bronzong,14.215%
2972,Falinks,Togekiss,41.925%
2973,Falinks,Indeedee-F,38.172%
2974,Falinks,Rillaboom,22.965%
2975,Falinks,Amoonguss,20.782%
2976,Falinks,Dracovish,17.074%
2977,Falinks,Lapras,17.018%
2978,Falinks,Gyarados,16.744%
2979,Falinks,Alakazam,16.566%
2980,Falinks,Oranguru,15.894%
2981,Falinks,Gengar,14.576%
2982,Dedenne,Tyranitar,52.432%
2983,Dedenne,Togekiss,44.878%
2984,Dedenne,Excadrill,38.797%
2985,Dedenne,Tsareena,33.621%
2986,Dedenne,Hitmontop,33.337%
2987,Dedenne,Gyarados,19.697%
2988,Dedenne,Incineroar,19.382%
2989,Dedenne,Dragapult,19.037%
2990,Dedenne,Azumarill,13.543%
2991,Dedenne,Comfey,13.127%
2992,Flygon,Togekiss,60.298%
2993,Flygon,Umbreon,51.960%
2994,Flygon,Magnezone,49.321%
2995,Flygon,Meowstic,49.318%
2996,Flygon,Urshifu,49.133%
2997,Flygon,Indeedee-F,17.766%
2998,Flygon,Sylveon,12.258%
2999,Flygon,Torkoal,11.260%
3000,Flygon,Dusclops,11.182%
3001,Flygon,Darmanitan-Galar,11.142%
3002,Crustle,Ribombee,68.128%
3003,Crustle,Snorlax,61.001%
3004,Crustle,Hitmontop,60.355%
3005,Crustle,Golduck,59.374%
3006,Crustle,Indeedee-F,49.347%
3007,Crustle,Toxapex,16.949%
3008,Crustle,Hydreigon,16.949%
3009,Crustle,Cinderace,16.909%
3010,Crustle,Decidueye,16.887%
3011,Crustle,Mawile,16.887%
3012,Reuniclus,Incineroar,47.112%
3013,Reuniclus,Indeedee-F,42.216%
3014,Reuniclus,Dragapult,25.914%
3015,Reuniclus,Togekiss,25.061%
3016,Reuniclus,Primarina,21.795%
3017,Reuniclus,Ferrothorn,19.135%
3018,Reuniclus,Terrakion,18.706%
3019,Reuniclus,Rillaboom,16.652%
3020,Reuniclus,Azumarill,15.861%
3021,Reuniclus,Tyranitar,14.142%
3022,Dusknoir,Riolu,77.263%
3023,Dusknoir,Rillaboom,39.289%
3024,Dusknoir,Indeedee-F,25.741%
3025,Dusknoir,Togekiss,24.284%
3026,Dusknoir,Hatterene,23.583%
3027,Dusknoir,Cinderace,23.275%
3028,Dusknoir,Lapras,22.936%
3029,Dusknoir,Comfey,20.497%
3030,Dusknoir,Miltank,20.239%
3031,Dusknoir,Incineroar,18.812%
3032,Drapion,Togekiss,32.963%
3033,Drapion,Talonflame,30.269%
3034,Drapion,Grimmsnarl,26.774%
3035,Drapion,Rillaboom,26.636%
3036,Drapion,Mimikyu,26.442%
3037,Drapion,Ditto,26.379%
3038,Drapion,Lapras,25.709%
3039,Drapion,Porygon2,24.963%
3040,Drapion,Urshifu,24.855%
3041,Drapion,Cinderace,22.680%
3042,Exploud,Cinderace,46.120%
3043,Exploud,Indeedee-F,45.687%
3044,Exploud,Dragapult,44.840%
3045,Exploud,Riolu,35.432%
3046,Exploud,Urshifu,32.772%
3047,Exploud,Dusclops,25.540%
3048,Exploud,Togekiss,23.973%
3049,Exploud,Urshifu-Rapid-Strike,19.882%
3050,Exploud,Venusaur,18.486%
3051,Exploud,Indeedee,16.719%
3052,Wigglytuff,Dusclops,61.749%
3053,Wigglytuff,Azumarill,41.390%
3054,Wigglytuff,Goodra,40.875%
3055,Wigglytuff,Arcanine,39.835%
3056,Wigglytuff,Weavile,39.780%
3057,Wigglytuff,Torkoal,17.705%
3058,Wigglytuff,Indeedee,15.634%
3059,Wigglytuff,Togekiss,15.271%
3060,Wigglytuff,Rhyperior,14.877%
3061,Wigglytuff,Indeedee-F,13.225%
3062,Gardevoir,Indeedee-F,80.533%
3063,Gardevoir,Venusaur,61.187%
3064,Gardevoir,Torkoal,60.137%
3065,Gardevoir,Urshifu,38.357%
3066,Gardevoir,Tauros,33.829%
3067,Gardevoir,Incineroar,32.678%
3068,Gardevoir,Urshifu-Rapid-Strike,21.838%
3069,Gardevoir,Cinderace,16.675%
3070,Gardevoir,Whimsicott,13.581%
3071,Gardevoir,Terrakion,11.626%
3072,Corsola-Galar,Whimsicott,37.466%
3073,Corsola-Galar,Torkoal,31.024%
3074,Corsola-Galar,Venusaur,26.788%
3075,Corsola-Galar,Oranguru,25.972%
3076,Corsola-Galar,Terrakion,25.922%
3077,Corsola-Galar,Amoonguss,21.741%
3078,Corsola-Galar,Talonflame,18.228%
3079,Corsola-Galar,Darmanitan-Galar,17.545%
3080,Corsola-Galar,Gyarados,16.345%
3081,Corsola-Galar,Togekiss,14.259%
3082,Vanilluxe,Cinderace,82.326%
3083,Vanilluxe,Whimsicott,80.074%
3084,Vanilluxe,Dracovish,79.208%
3085,Vanilluxe,Indeedee,78.717%
3086,Vanilluxe,Toxtricity,63.784%
3087,Vanilluxe,Clefairy,14.335%
3088,Vanilluxe,Inteleon,7.512%
3089,Vanilluxe,Bisharp,6.628%
3090,Vanilluxe,Indeedee-F,5.956%
3091,Vanilluxe,Rillaboom,4.884%
3092,Seaking,Gyarados,85.345%
3093,Seaking,Tentacruel,82.254%
3094,Seaking,Lapras,80.040%
3095,Seaking,Dracovish,79.526%
3096,Seaking,Urshifu,73.510%
3097,Seaking,Urshifu-Rapid-Strike,5.489%
3098,Seaking,Politoed,4.080%
3099,Seaking,Sharpedo,3.332%
3100,Seaking,Ludicolo,3.063%
3101,Seaking,Jellicent,3.054%
3102,Sigilyph,Cinderace,78.439%
3103,Sigilyph,Dracovish,73.920%
3104,Sigilyph,Tsareena,73.575%
3105,Sigilyph,Braviary,73.574%
3106,Sigilyph,Raichu,73.574%
3107,Sigilyph,Lapras,8.228%
3108,Sigilyph,Rillaboom,8.081%
3109,Sigilyph,Duraludon,7.022%
3110,Sigilyph,Togekiss,5.033%
3111,Sigilyph,Indeedee,4.777%
3112,Decidueye,Cinderace,39.463%
3113,Decidueye,Primarina,31.748%
3114,Decidueye,Indeedee,31.025%
3115,Decidueye,Tyranitar,27.979%
3116,Decidueye,Togekiss,27.157%
3117,Decidueye,Milotic,25.831%
3118,Decidueye,Mawile,19.373%
3119,Decidueye,Toxapex,19.348%
3120,Decidueye,Hydreigon,19.346%
3121,Decidueye,Crustle,19.346%
3122,Galvantula,Gyarados,59.335%
3123,Galvantula,Togedemaru,59.242%
3124,Galvantula,Lucario,59.241%
3125,Galvantula,Milotic,43.414%
3126,Galvantula,Incineroar,42.522%
3127,Galvantula,Togekiss,24.617%
3128,Galvantula,Malamar,24.440%
3129,Galvantula,Cinderace,13.472%
3130,Galvantula,Rillaboom,11.007%
3131,Galvantula,Urshifu,9.687%
3132,Arctovish,Dusclops,95.465%
3133,Arctovish,Togekiss,92.068%
3134,Arctovish,Hitmontop,92.001%
3135,Arctovish,Cinderace,92.000%
3136,Arctovish,Bisharp,92.000%
3137,Arctovish,Butterfree,1.942%
3138,Arctovish,Torkoal,1.847%
3139,Arctovish,Tyranitar,1.818%
3140,Arctovish,Charizard,1.818%
3141,Arctovish,Snorlax,1.499%
3142,Maractus,Torkoal,50.218%
3143,Maractus,Excadrill,34.360%
3144,Maractus,Tyranitar,32.212%
3145,Maractus,Cinderace,27.746%
3146,Maractus,Weezing-Galar,26.054%
3147,Maractus,Charizard,25.813%
3148,Maractus,Mienshao,25.798%
3149,Maractus,Conkeldurr,23.698%
3150,Maractus,Dusclops,22.141%
3151,Maractus,Venusaur,20.384%
3152,Orbeetle,Dracozolt,31.189%
3153,Orbeetle,Milotic,28.120%
3154,Orbeetle,Primarina,20.725%
3155,Orbeetle,Indeedee-F,18.839%
3156,Orbeetle,Amoonguss,16.716%
3157,Orbeetle,Kingdra,16.415%
3158,Orbeetle,Scizor,15.814%
3159,Orbeetle,Cinderace,15.189%
3160,Orbeetle,Tsareena,15.169%
3161,Orbeetle,Rillaboom,14.215%
3162,Passimian,Azumarill,39.316%
3163,Passimian,Togekiss,27.354%
3164,Passimian,Rillaboom,22.774%
3165,Passimian,Clefairy,22.202%
3166,Passimian,Tyranitar,21.204%
3167,Passimian,Indeedee,21.009%
3168,Passimian,Whimsicott,20.454%
3169,Passimian,Talonflame,19.626%
3170,Passimian,Porygon-Z,18.787%
3171,Passimian,Incineroar,17.917%
3172,Ninjask,Cinderace,62.165%
3173,Ninjask,Riolu,61.160%
3174,Ninjask,Rillaboom,61.065%
3175,Ninjask,Gyarados,43.928%
3176,Ninjask,Marowak-Alola,43.924%
3177,Ninjask,Milotic,33.329%
3178,Ninjask,Primarina,33.028%
3179,Ninjask,Accelgor,32.884%
3180,Ninjask,Shuckle,20.848%
3181,Ninjask,Sylveon,20.202%
3182,Druddigon,Arcanine,90.553%
3183,Druddigon,Gyarados,89.964%
3184,Druddigon,Duraludon,87.742%
3185,Druddigon,Sylveon,87.534%
3186,Druddigon,Whimsicott,87.438%
3187,Druddigon,Tyranitar,2.736%
3188,Druddigon,Espeon,2.713%
3189,Druddigon,Sandslash,2.713%
3190,Druddigon,Magnezone,1.434%
3191,Druddigon,Rillaboom,1.200%
3192,Lycanroc,Tyranitar,61.256%
3193,Lycanroc,Clefairy,46.207%
3194,Lycanroc,Togekiss,31.716%
3195,Lycanroc,Hippowdon,29.295%
3196,Lycanroc,Incineroar,27.546%
3197,Lycanroc,Excadrill,24.436%
3198,Lycanroc,Indeedee-F,24.128%
3199,Lycanroc,Pikachu,23.917%
3200,Lycanroc,Grimmsnarl,17.695%
3201,Lycanroc,Dragapult,17.531%
3202,Beheeyem,Indeedee-F,84.651%
3203,Beheeyem,Primarina,41.734%
3204,Beheeyem,Dragapult,38.576%
3205,Beheeyem,Corviknight,35.164%
3206,Beheeyem,Cinderace,35.158%
3207,Beheeyem,Darmanitan-Galar,35.157%
3208,Beheeyem,Inteleon,33.822%
3209,Beheeyem,Oranguru,33.753%
3210,Beheeyem,Wigglytuff,33.752%
3211,Beheeyem,Sandslash,7.968%
3212,Marowak,Rillaboom,48.597%
3213,Marowak,Indeedee-F,38.584%
3214,Marowak,Comfey,29.231%
3215,Marowak,Cinderace,28.558%
3216,Marowak,Talonflame,28.445%
3217,Marowak,Blastoise,27.652%
3218,Marowak,Corviknight,19.907%
3219,Marowak,Gyarados,19.601%
3220,Marowak,Torkoal,16.639%
3221,Marowak,Porygon2,16.208%
3222,Tentacruel,Rillaboom,49.922%
3223,Tentacruel,Incineroar,29.271%
3224,Tentacruel,Togekiss,28.949%
3225,Tentacruel,Gyarados,26.465%
3226,Tentacruel,Dusclops,25.014%
3227,Tentacruel,Dracovish,24.590%
3228,Tentacruel,Primarina,24.540%
3229,Tentacruel,Lapras,23.356%
3230,Tentacruel,Indeedee-F,22.455%
3231,Tentacruel,Seaking,20.959%
3232,Dragalge,Rillaboom,47.360%
3233,Dragalge,Incineroar,45.421%
3234,Dragalge,Togekiss,39.737%
3235,Dragalge,Indeedee-F,36.895%
3236,Dragalge,Dusclops,35.400%
3237,Dragalge,Urshifu-Rapid-Strike,26.841%
3238,Dragalge,Porygon2,18.138%
3239,Dragalge,Cinderace,16.509%
3240,Dragalge,Torkoal,13.624%
3241,Dragalge,Hatterene,13.484%
3242,Flareon,Jolteon,68.314%
3243,Flareon,Sylveon,67.816%
3244,Flareon,Vaporeon,67.046%
3245,Flareon,Espeon,66.523%
3246,Flareon,Umbreon,64.554%
3247,Flareon,Torkoal,24.082%
3248,Flareon,Clefairy,20.844%
3249,Flareon,Azumarill,20.822%
3250,Flareon,Mimikyu,20.822%
3251,Flareon,Porygon-Z,16.177%
3252,Bewear,Togekiss,87.483%
3253,Bewear,Tyranitar,85.985%
3254,Bewear,Rotom-Heat,81.475%
3255,Bewear,Rillaboom,81.398%
3256,Bewear,Grimmsnarl,81.296%
3257,Bewear,Comfey,9.817%
3258,Bewear,Indeedee-F,7.833%
3259,Bewear,Hatterene,6.224%
3260,Bewear,Lapras,6.044%
3261,Bewear,Mimikyu,4.065%
3262,Scyther,Incineroar,47.973%
3263,Scyther,Whimsicott,34.717%
3264,Scyther,Gyarados,27.555%
3265,Scyther,Excadrill,26.615%
3266,Scyther,Goodra,25.976%
3267,Scyther,Togekiss,13.750%
3268,Scyther,Indeedee-F,11.978%
3269,Scyther,Amoonguss,11.810%
3270,Scyther,Cinderace,10.974%
3271,Scyther,Rhyperior,8.933%
3272,Sandslash-Alola,Ninetales-Alola,80.576%
3273,Sandslash-Alola,Incineroar,36.944%
3274,Sandslash-Alola,Rillaboom,25.652%
3275,Sandslash-Alola,Togekiss,23.205%
3276,Sandslash-Alola,Inteleon,17.281%
3277,Sandslash-Alola,Indeedee,16.963%
3278,Sandslash-Alola,Cinderace,14.823%
3279,Sandslash-Alola,Primarina,14.672%
3280,Sandslash-Alola,Dusclops,13.022%
3281,Sandslash-Alola,Indeedee-F,12.826%
3282,Poliwrath,Politoed,71.911%
3283,Poliwrath,Amoonguss,31.464%
3284,Poliwrath,Arcanine,30.699%
3285,Poliwrath,Indeedee-F,29.858%
3286,Poliwrath,Corviknight,29.671%
3287,Poliwrath,Rillaboom,24.532%
3288,Poliwrath,Raichu,23.880%
3289,Poliwrath,Togekiss,19.648%
3290,Poliwrath,Pelipper,18.428%
3291,Poliwrath,Dusclops,14.915%
3292,Lycanroc-Midnight,Cinderace,61.942%
3293,Lycanroc-Midnight,Incineroar,54.037%
3294,Lycanroc-Midnight,Rillaboom,52.476%
3295,Lycanroc-Midnight,Grimmsnarl,48.386%
3296,Lycanroc-Midnight,Goodra,48.287%
3297,Lycanroc-Midnight,Talonflame,13.384%
3298,Lycanroc-Midnight,Amoonguss,12.947%
3299,Lycanroc-Midnight,Meowstic,10.645%
3300,Lycanroc-Midnight,Togekiss,10.273%
3301,Lycanroc-Midnight,Pincurchin,9.872%
3302,Golurk,Togekiss,65.220%
3303,Golurk,Arcanine,64.104%
3304,Golurk,Porygon2,60.584%
3305,Golurk,Whimsicott,59.767%
3306,Golurk,Gyarados,58.331%
3307,Golurk,Lapras,22.601%
3308,Golurk,Incineroar,18.550%
3309,Golurk,Hatterene,17.196%
3310,Golurk,Comfey,15.036%
3311,Golurk,Amoonguss,14.789%
3312,Lickilicky,Grimmsnarl,45.779%
3313,Lickilicky,Togekiss,36.766%
3314,Lickilicky,Mimikyu,27.648%
3315,Lickilicky,Drapion,23.042%
3316,Lickilicky,Ditto,23.041%
3317,Lickilicky,Tangrowth,22.488%
