ID,Name,Attributes,Category,Effect
37,revival-herb,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'revival', 'url': 'https://pokeapi.co/api/v2/item-category/29/'}","[{'effect': 'Used on a party Pokémon\n:   Revives a fainted Pokémon and restores its HP to full.  Decreases happiness by 10/10/15.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Revives with full HP, but lowers happiness.'}]"
38,ether,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'pp-recovery', 'url': 'https://pokeapi.co/api/v2/item-category/28/'}","[{'effect': 'Used on a party Pokémon\n:   Restores 10 PP for a selected move.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Restores 10 PP for one move.'}]"
39,max-ether,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'pp-recovery', 'url': 'https://pokeapi.co/api/v2/item-category/28/'}","[{'effect': 'Used on a party Pokémon\n:   Restores PP to full for a selected move.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Restores PP to full for one move.'}]"
40,elixir,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'pp-recovery', 'url': 'https://pokeapi.co/api/v2/item-category/28/'}","[{'effect': 'Used on a party Pokémon\n:   Restores 10 PP for each move.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Restores 10 PP for each move.'}]"
41,max-elixir,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'pp-recovery', 'url': 'https://pokeapi.co/api/v2/item-category/28/'}","[{'effect': 'Used on a party Pokémon\n:   Restores PP to full for each move.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Restores PP to full for each move.'}]"
42,lava-cookie,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'status-cures', 'url': 'https://pokeapi.co/api/v2/item-category/30/'}","[{'effect': 'Used on a party Pokémon\n:   Cures any status ailment and confusion.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Cures any status ailment and confusion.'}]"
43,berry-juice,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'healing', 'url': 'https://pokeapi.co/api/v2/item-category/27/'}","[{'effect': 'Used on a party Pokémon\n:   Restores 20 HP.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Restores 20 HP.'}]"
44,sacred-ash,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'revival', 'url': 'https://pokeapi.co/api/v2/item-category/29/'}","[{'effect': 'Used\n:   Revives all fainted Pokémon in the party and restores their HP to full.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Revives all fainted Pokémon with full HP.'}]"
45,hp-up,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'vitamins', 'url': 'https://pokeapi.co/api/v2/item-category/26/'}","[{'effect': ""Used on a party Pokémon\n:   Increases HP effort by 10, but won't increase it beyond 100.  Increases happiness by 5/3/2."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Raises HP effort and happiness.'}]"
46,protein,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'vitamins', 'url': 'https://pokeapi.co/api/v2/item-category/26/'}","[{'effect': ""Used on a party Pokémon\n:   Increases Attack effort by 10, but won't increase it beyond 100.  Increases happiness by 5/3/2."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Raises Attack effort and happiness.'}]"
47,iron,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'vitamins', 'url': 'https://pokeapi.co/api/v2/item-category/26/'}","[{'effect': ""Used on a party Pokémon\n:   Increases Defense effort by 10, but won't increase it beyond 100.  Increases happiness by 5/3/2."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Raises Defense effort and happiness.'}]"
48,carbos,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'vitamins', 'url': 'https://pokeapi.co/api/v2/item-category/26/'}","[{'effect': ""Used on a party Pokémon\n:   Increases Speed effort by 10, but won't increase it beyond 100.  Increases happiness by 5/3/2."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Raises Speed effort and happiness.'}]"
49,calcium,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'vitamins', 'url': 'https://pokeapi.co/api/v2/item-category/26/'}","[{'effect': ""Used on a party Pokémon\n:   Increases Special Attack effort by 10, but won't increase it beyond 100.  Increases happiness by 5/3/2."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Raises Special Attack effort and happiness.'}]"
50,rare-candy,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'vitamins', 'url': 'https://pokeapi.co/api/v2/item-category/26/'}","[{'effect': 'Used on a party Pokémon\n:   Increases level by 1.  Increases happiness by 5/3/2.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Causes a level-up and raises happiness.'}]"
51,pp-up,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'vitamins', 'url': 'https://pokeapi.co/api/v2/item-category/26/'}","[{'effect': ""Used on a party Pokémon\n:   Increases a selected move's max PP by 20% its original max PP, to a maximum of 1.6×.  Increases happiness by 5/3/2."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Raises a move's max PP by 20%.""}]"
52,zinc,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'vitamins', 'url': 'https://pokeapi.co/api/v2/item-category/26/'}","[{'effect': ""Used on a party Pokémon\n:   Increases Special Defense effort by 10, but won't increase it beyond 100.  Increases happiness by 5/3/2."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Raises Special Defense and happiness.'}]"
53,pp-max,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'vitamins', 'url': 'https://pokeapi.co/api/v2/item-category/26/'}","[{'effect': ""Used on a party Pokémon\n:   Increases a selected move's max PP to 1.6× its original max PP.  Increases happiness by 5/3/2."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Raises a move's max PP by 60%.""}]"
54,old-gateau,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-overworld', 'url': 'https://pokeapi.co/api/v2/item-attribute/3/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'status-cures', 'url': 'https://pokeapi.co/api/v2/item-category/30/'}","[{'effect': 'Used on a party Pokémon\n:   Cures any status ailment and confusion.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Cures any status ailment and confusion.'}]"
55,guard-spec,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'stat-boosts', 'url': 'https://pokeapi.co/api/v2/item-category/1/'}","[{'effect': ""Used on a party Pokémon in battle\n:   Protects the target's stats from being lowered for the next five turns.  Increases happiness by 1/1/0."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Prevents stat changes in battle for five turns in battle.  Raises happiness.'}]"
56,dire-hit,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'stat-boosts', 'url': 'https://pokeapi.co/api/v2/item-category/1/'}","[{'effect': ""Used on a party Pokémon in battle\n:   Increases the target's critical hit chance by one stage until it leaves the field.  Increases happiness by 1/1/0."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Increases the chance of a critical hit in battle.  Raises happiness.'}]"
57,x-attack,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'stat-boosts', 'url': 'https://pokeapi.co/api/v2/item-category/1/'}","[{'effect': ""Used on a party Pokémon in battle\n:   Raises the target's Attack by one stage.  Increases happiness by 1/1/0."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Raises Attack by one stage in battle.  Raises happiness.'}]"
58,x-defense,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'stat-boosts', 'url': 'https://pokeapi.co/api/v2/item-category/1/'}","[{'effect': ""Used on a party Pokémon in battle\n:   Raises the target's Defense by one stage.  Increases happiness by 1/1/0."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Raises Defense by one stage in battle.  Raises happiness.'}]"
59,x-speed,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'stat-boosts', 'url': 'https://pokeapi.co/api/v2/item-category/1/'}","[{'effect': ""Used on a party Pokémon in battle\n:   Raises the target's Speed by one stage.  Increases happiness by 1/1/0."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Raises Speed by one stage in battle.  Raises happiness.'}]"
60,x-accuracy,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'stat-boosts', 'url': 'https://pokeapi.co/api/v2/item-category/1/'}","[{'effect': ""Used on a party Pokémon in battle\n:   Raises the target's accuracy by one stage.  Increases happiness by 1/1/0."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Raises accuracy by one stage in battle.  Raises happiness.'}]"
61,x-sp-atk,"[{'name': 'countable', 'url': 'https://pokeapi.co/api/v2/item-attribute/1/'}, {'name': 'consumable', 'url': 'https://pokeapi.co/api/v2/item-attribute/2/'}, {'name': 'usable-in-battle', 'url': 'https://pokeapi.co/api/v2/item-attribute/4/'}, {'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'stat-boosts', 'url': 'https://pokeapi.co/api/v2/item-category/1/'}","[{'effect': ""Used on a party Pokémon in battle\n:   Raises the target's Special Attack by one stage.  Increases happiness by 1/1/0."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Raises Special Attack by one stage in battle.  Raises happiness.'}]"
