,Pokemon,Nature,HP/Atk/Def/SpA/SpD/Spe,Use_Percentage (%)
458,Blastoise,Quiet,252/0/4/252/0/0,1.194%
459,Blastoise,Calm,244/0/4/132/12/116,0.993%
460,Venusaur,Timid,4/0/0/252/0/252,11.488%
461,Venusaur,Modest,172/0/196/44/4/92,8.301%
462,Venusaur,Modest,156/0/0/252/0/100,8.040%
463,Venusaur,Modest,188/0/148/76/4/92,7.341%
464,Venusaur,Modest,4/0/0/252/0/252,6.755%
465,Venusaur,Modest,0/0/0/252/4/252,6.685%
466,Venusaur,Timid,0/0/0/252/4/252,6.602%
467,Venusaur,Modest,148/0/4/244/12/100,3.082%
468,Venusaur,Modest,156/0/52/76/12/212,2.306%
469,Venusaur,Timid,132/0/44/76/4/252,2.231%
470,Venusaur,Modest,196/0/172/0/0/140,2.155%
471,Venusaur,Modest,156/0/4/236/12/100,1.973%
472,Venusaur,Modest,92/0/4/252/4/156,1.615%
473,Venusaur,Quiet,252/0/4/252/0/0,1.608%
474,Venusaur,Modest,156/0/44/156/4/148,1.587%
475,Venusaur,Modest,188/0/180/44/4/92,1.537%
476,Venusaur,Timid,100/0/0/156/0/252,1.361%
477,Venusaur,Modest,156/0/4/244/12/92,1.338%
478,Venusaur,Bold,100/0/132/124/12/140,1.162%
479,Venusaur,Timid,0/0/4/252/0/252,1.088%
480,Ferrothorn,Relaxed,252/0/252/0/4/0,21.928%
481,Ferrothorn,Impish,252/4/156/0/76/20,11.063%
482,Ferrothorn,Impish,252/188/4/0/60/4,8.113%
483,Ferrothorn,Brave,252/252/0/0/4/0,6.476%
484,Ferrothorn,Relaxed,244/0/180/0/84/0,3.863%
485,Ferrothorn,Brave,228/252/0/0/28/0,3.178%
486,Ferrothorn,Relaxed,252/0/84/0/172/0,2.864%
487,Ferrothorn,Relaxed,252/0/156/0/100/0,2.645%
488,Ferrothorn,Bold,252/0/148/0/108/0,2.580%
489,Ferrothorn,Impish,252/0/172/0/84/0,2.568%
490,Ferrothorn,Bold,252/0/76/4/116/60,2.422%
491,Ferrothorn,Brave,252/252/4/0/0/0,2.316%
492,Ferrothorn,Bold,212/0/156/0/140/0,1.833%
493,Ferrothorn,Brave,252/44/84/0/124/0,1.716%
494,Ferrothorn,Relaxed,252/0/68/0/188/0,1.600%
495,Ferrothorn,Relaxed,252/160/68/0/28/0,1.331%
496,Ferrothorn,Impish,212/188/4/0/100/4,1.297%
497,Ferrothorn,Brave,252/124/0/0/132/0,1.227%
498,Ferrothorn,Impish,252/0/252/0/4/0,1.091%
499,Ferrothorn,Sassy,252/0/68/0/188/0,1.040%
500,Ditto,Jolly,252/0/4/0/0/252,16.158%
501,Ditto,Sassy,252/0/4/0/252/0,10.884%
502,Ditto,Relaxed,252/0/252/0/4/0,9.930%
503,Ditto,Impish,252/0/252/0/0/4,8.275%
504,Ditto,Timid,252/0/0/0/0/252,6.285%
505,Ditto,Hardy,252/0/0/0/252/0,5.589%
506,Ditto,Timid,252/0/0/0/4/252,5.295%
507,Ditto,Impish,252/0/124/0/0/132,4.839%
508,Ditto,Hardy,252/0/0/0/0/0,4.105%
509,Ditto,Jolly,252/0/28/0/0/228,2.784%
510,Ditto,Careful,252/0/4/0/252/0,2.258%
511,Ditto,Timid,252/0/4/0/0/252,2.168%
512,Ditto,Timid,252/0/0/4/0/252,2.081%
513,Ditto,Relaxed,252/0/252/0/0/0,2.060%
514,Ditto,Jolly,164/4/76/0/12/252,2.039%
515,Ditto,Sassy,252/0/0/0/252/0,1.947%
516,Ditto,Jolly,252/0/0/0/4/252,1.693%
517,Ditto,Sassy,252/0/0/4/252/0,1.428%
518,Ditto,Jolly,252/4/0/0/0/252,1.254%
519,Ditto,Timid,252/0/44/0/0/212,1.178%
520,Urshifu,Jolly,0/252/0/0/4/252,37.570%
521,Urshifu,Jolly,4/252/0/0/0/252,14.941%
522,Urshifu,Jolly,0/252/4/0/0/252,13.120%
523,Urshifu,Adamant,0/252/0/0/4/252,7.925%
524,Urshifu,Adamant,4/252/0/0/0/252,6.161%
525,Urshifu,Adamant,36/212/4/0/4/252,3.580%
526,Urshifu,Jolly,0/252/0/0/0/252,3.041%
527,Urshifu,Jolly,4/236/12/0/4/252,2.619%
528,Urshifu,Brave,252/252/0/0/4/0,2.413%
529,Urshifu,Adamant,0/252/4/0/0/252,2.178%
530,Urshifu,Adamant,252/252/0/0/4/0,1.357%
531,Urshifu,Jolly,0/252/0/0/6/252,1.086%
532,Urshifu,Adamant,28/236/4/0/68/172,0.734%
533,Urshifu,Brave,252/156/100/0/0/0,0.529%
534,Urshifu,Jolly,0/124/0/0/132/252,0.384%
535,Urshifu,Adamant,0/252/0/0/84/172,0.328%
536,Urshifu,Adamant,172/156/0/0/0/180,0.308%
537,Urshifu,Adamant,0/252/0/0/0/252,0.276%
538,Urshifu,Adamant,172/252/4/0/4/76,0.274%
539,Urshifu,Adamant,244/252/4/0/4/4,0.236%
540,Xerneas,Modest,100/0/196/44/12/156,35.906%
541,Xerneas,Modest,60/0/220/68/4/156,7.362%
542,Xerneas,Timid,60/0/4/180/12/252,7.137%
543,Xerneas,Modest,60/0/4/68/12/156,6.205%
544,Xerneas,Timid,4/0/0/252/0/252,5.397%
545,Xerneas,Modest,180/0/4/68/4/252,4.340%
546,Xerneas,Timid,108/0/4/196/4/196,3.101%
547,Xerneas,Modest,252/0/92/4/4/156,2.998%
548,Xerneas,Timid,0/0/0/244/12/252,2.666%
549,Xerneas,Modest,252/0/92/0/0/164,2.191%
550,Xerneas,Timid,92/0/0/164/0/252,1.822%
551,Xerneas,Modest,92/0/0/164/0/252,1.485%
552,Xerneas,Timid,0/0/0/252/4/252,1.411%
553,Xerneas,Modest,252/0/0/100/0/156,1.281%
554,Xerneas,Modest,140/0/36/156/12/164,1.000%
555,Xerneas,Timid,52/0/4/252/4/196,0.949%
556,Xerneas,Timid,0/0/4/252/0/252,0.902%
557,Xerneas,Modest,252/0/0/20/0/236,0.883%
558,Xerneas,Timid,44/0/4/196/12/252,0.829%
559,Xerneas,Timid,76/0/28/196/20/188,0.819%
560,Dialga,Modest,108/0/4/236/44/116,12.417%
561,Dialga,Modest,4/0/0/252/0/252,9.734%
562,Dialga,Modest,252/0/0/252/4/0,7.420%
563,Dialga,Modest,124/0/0/252/0/132,7.404%
564,Dialga,Quiet,252/0/0/252/4/0,7.144%
565,Dialga,Timid,0/0/0/252/4/252,4.659%
566,Dialga,Modest,20/0/0/252/0/236,2.988%
567,Dialga,Modest,108/0/4/156/12/228,2.972%
568,Dialga,Modest,108/0/0/252/0/148,2.491%
569,Dialga,Modest,236/0/4/252/4/12,2.240%
570,Dialga,Timid,4/0/0/252/0/252,2.161%
571,Dialga,Modest,252/0/0/236/0/20,2.037%
572,Dialga,Modest,204/0/0/236/0/68,1.801%
573,Dialga,Modest,188/0/0/252/0/68,1.521%
574,Dialga,Modest,0/0/0/252/4/252,1.425%
575,Dialga,Quiet,252/0/4/252/0/0,1.207%
576,Dialga,Modest,60/0/4/236/14/196,1.163%
577,Dialga,Modest,244/0/0/252/0/12,1.116%
578,Dialga,Modest,108/0/4/252/4/140,1.105%
579,Dialga,Modest,236/0/0/252/0/20,1.027%
580,Shedinja,Adamant,0/252/4/0/0/252,34.991%
581,Shedinja,Lonely,0/252/0/0/0/252,21.665%
582,Shedinja,Lonely,0/252/0/0/4/252,11.691%
583,Shedinja,Lonely,0/252/0/4/0/252,9.665%
584,Shedinja,Jolly,0/252/4/0/0/252,4.200%
585,Shedinja,Hasty,4/252/0/0/0/252,3.775%
586,Shedinja,Jolly,0/252/0/0/0/252,3.665%
587,Shedinja,Adamant,0/252/0/0/0/252,3.354%
588,Shedinja,Naughty,0/252/0/4/0/252,1.433%
589,Shedinja,Lonely,4/252/0/0/0/252,1.212%
590,Shedinja,Adamant,0/252/0/0/4/252,1.102%
591,Shedinja,Lonely,0/252/0/0/0/228,1.049%
592,Shedinja,Lonely,0/252/0/28/0/228,0.456%
593,Shedinja,Hasty,0/252/0/0/4/252,0.423%
594,Shedinja,Hasty,0/252/0/4/0/252,0.372%
595,Shedinja,Adamant,0/252/0/4/0/252,0.221%
596,Shedinja,Jolly,0/252/0/4/0/252,0.191%
597,Shedinja,Adamant,4/252/0/0/0/252,0.118%
598,Shedinja,Mild,0/252/0/252/0/4,0.111%
599,Shedinja,Hasty,0/252/0/0/0/252,0.086%
600,Solgaleo,Jolly,4/252/0/0/0/252,11.503%
601,Solgaleo,Adamant,4/252/0/0/0/252,6.944%
602,Solgaleo,Adamant,212/180/4/0/84/28,5.395%
603,Solgaleo,Adamant,132/180/4/0/84/108,4.656%
604,Solgaleo,Adamant,252/252/0/0/0/4,4.106%
605,Solgaleo,Jolly,0/252/0/0/4/252,2.974%
606,Solgaleo,Jolly,84/20/4/0/196/204,2.420%
607,Solgaleo,Jolly,84/156/4/0/20/244,2.392%
608,Solgaleo,Adamant,20/228/4/0/4/252,2.157%
609,Solgaleo,Adamant,100/196/20/0/84/108,2.139%
610,Solgaleo,Adamant,236/180/4/0/4/84,1.843%
611,Solgaleo,Adamant,4/252/4/0/244/4,1.810%
612,Solgaleo,Adamant,100/252/20/0/84/52,1.800%
613,Solgaleo,Adamant,252/252/0/0/4/0,1.790%
614,Solgaleo,Adamant,20/180/4/0/244/60,1.717%
615,Solgaleo,Adamant,212/100/36/0/160/0,1.699%
616,Solgaleo,Adamant,4/252/4/0/4/244,1.653%
617,Solgaleo,Jolly,20/236/0/0/0/252,1.520%
618,Solgaleo,Adamant,4/180/4/0/68/252,1.345%
619,Solgaleo,Jolly,0/252/0/0/0/252,1.325%
620,Dusclops,Sassy,252/0/4/0/252/0,25.492%
621,Dusclops,Sassy,252/0/20/0/236/0,22.492%
622,Dusclops,Sassy,252/0/100/0/156/0,6.527%
623,Dusclops,Sassy,252/0/116/0/140/0,5.355%
624,Dusclops,Relaxed,252/0/76/0/180/0,4.658%
625,Dusclops,Sassy,252/4/0/0/252/0,3.530%
626,Dusclops,Sassy,252/0/164/0/92/0,3.181%
627,Dusclops,Sassy,252/0/172/0/84/0,2.919%
628,Dusclops,Calm,252/0/4/0/252/0,2.914%
629,Dusclops,Relaxed,252/0/28/0/228/0,2.749%
630,Dusclops,Sassy,252/0/108/0/148/0,1.999%
631,Dusclops,Sassy,252/0/92/0/164/0,1.907%
632,Dusclops,Calm,252/0/100/0/156/0,1.881%
633,Dusclops,Relaxed,252/0/108/0/148/0,1.800%
634,Dusclops,Sassy,252/0/140/0/116/0,1.314%
635,Dusclops,Sassy,252/0/76/0/180/0,0.894%
636,Dusclops,Sassy,252/0/156/0/100/0,0.838%
637,Dusclops,Relaxed,252/0/92/0/164/0,0.678%
638,Dusclops,Calm,252/0/20/0/236/0,0.595%
639,Dusclops,Sassy,252/0/0/0/196/0,0.508%
640,Torkoal,Quiet,252/0/0/252/4/0,32.639%
641,Torkoal,Quiet,252/0/4/252/0/0,24.995%
642,Torkoal,Quiet,236/0/0/252/20/0,10.830%
643,Torkoal,Relaxed,236/0/76/116/76/0,7.065%
644,Torkoal,Bold,244/0/156/0/108/0,4.220%
645,Torkoal,Calm,244/0/28/0/236/0,3.592%
646,Torkoal,Sassy,244/0/84/0/180/0,3.252%
647,Torkoal,Modest,4/0/252/252/0/0,3.044%
648,Torkoal,Sassy,244/0/28/0/236/0,1.348%
649,Torkoal,Quiet,248/0/0/252/8/0,1.262%
650,Torkoal,Quiet,252/0/0/20/236/0,1.218%
651,Torkoal,Modest,252/0/0/252/4/0,1.038%
652,Torkoal,Relaxed,252/0/252/0/4/0,0.916%
653,Torkoal,Bold,244/0/12/0/252/0,0.447%
654,Torkoal,Relaxed,236/0/252/0/20/0,0.385%
655,Torkoal,Bold,252/0/252/4/0/0,0.367%
656,Torkoal,Modest,252/0/52/116/84/4,0.358%
657,Torkoal,Sassy,252/4/0/0/252/0,0.270%
658,Torkoal,Relaxed,244/0/124/4/128/4,0.268%
659,Torkoal,Quiet,4/0/252/252/0/0,0.237%
660,Kingdra,Timid,4/0/0/252/0/252,55.968%
661,Kingdra,Jolly,4/252/0/0/0/252,24.948%
662,Kingdra,Modest,196/0/4/252/4/52,4.814%
663,Kingdra,Timid,0/0/0/252/4/252,3.299%
664,Kingdra,Timid,68/0/12/252/4/172,2.179%
665,Kingdra,Lonely,0/252/0/4/0/252,1.501%
666,Kingdra,Timid,68/0/4/252/4/180,1.190%
667,Kingdra,Modest,200/0/0/252/4/52,1.037%
668,Kingdra,Timid,20/0/4/252/4/228,0.976%
669,Kingdra,Careful,244/4/4/0/196/60,0.962%
670,Kingdra,Modest,4/0/0/252/0/252,0.728%
671,Kingdra,Modest,0/0/0/252/4/252,0.675%
672,Kingdra,Timid,76/0/0/252/0/180,0.309%
673,Kingdra,Timid,20/0/4/244/4/236,0.266%
674,Kingdra,Modest,148/0/4/252/4/100,0.175%
675,Kingdra,Jolly,84/252/0/0/0/172,0.156%
676,Kingdra,Timid,0/0/4/252/0/252,0.109%
677,Kingdra,Adamant,4/252/0/0/0/252,0.086%
678,Kingdra,Adamant,84/252/0/0/0/172,0.063%
679,Kingdra,Adamant,0/252/4/0/0/252,0.062%
680,Raichu,Timid,252/0/4/0/0/252,11.488%
681,Raichu,Timid,252/0/0/4/0/252,10.283%
682,Raichu,Timid,252/0/0/0/4/252,8.723%
683,Raichu,Hasty,0/4/0/252/0/252,8.123%
684,Raichu,Timid,244/0/4/4/4/252,6.542%
685,Raichu,Jolly,4/0/0/0/252/252,5.332%
686,Raichu,Timid,0/0/0/252/4/252,4.844%
687,Raichu,Timid,4/0/0/252/0/252,4.758%
688,Raichu,Jolly,28/12/204/0/12/252,4.506%
689,Raichu,Jolly,4/252/0/0/0/252,4.308%
690,Raichu,Timid,0/0/4/252/0/252,3.875%
691,Raichu,Timid,28/0/228/0/0/252,3.450%
692,Raichu,Jolly,108/4/108/0/108/180,3.337%
693,Raichu,Hasty,252/0/0/4/0/252,2.390%
694,Raichu,Timid,60/0/252/4/12/180,2.142%
695,Raichu,Jolly,252/0/4/0/0/252,1.904%
696,Raichu,Jolly,0/252/0/0/4/252,1.727%
697,Raichu,Timid,124/0/52/76/4/252,1.677%
698,Raichu,Timid,188/0/4/4/60/252,1.603%
699,Raichu,Hasty,4/0/0/252/0/252,1.411%
700,Weezing,Timid,252/0/0/4/0/252,22.376%
701,Weezing,Bold,252/0/100/4/140/12,10.687%
702,Weezing,Timid,148/0/0/0/108/252,10.597%
703,Weezing,Jolly,252/0/0/0/4/252,8.039%
704,Weezing,Timid,252/0/4/0/0/252,8.029%
705,Weezing,Calm,252/0/0/4/0/252,6.742%
706,Weezing,Timid,252/0/0/0/4/252,6.428%
707,Weezing,Calm,180/0/0/0/76/252,5.036%
708,Weezing,Calm,252/0/4/0/252/0,2.622%
709,Weezing,Calm,252/0/76/0/180/0,1.742%
710,Weezing,Calm,252/0/44/4/196/12,1.422%
711,Weezing,Timid,252/0/4/44/4/200,1.186%
712,Weezing,Bold,252/0/4/0/252/0,1.162%
713,Weezing,Calm,252/0/0/4/252/0,1.128%
714,Weezing,Bold,252/0/36/116/100/4,0.942%
715,Weezing,Calm,252/0/100/0/148/4,0.854%
716,Weezing,Timid,228/0/4/4/36/236,0.790%
717,Weezing,Bold,252/0/252/0/4/0,0.750%
718,Weezing,Timid,4/0/0/252/0/252,0.748%
719,Weezing,Bold,220/0/76/4/204/4,0.666%
720,Entei,Jolly,4/244/4/0/4/252,38.500%
721,Entei,Jolly,0/252/0/0/4/252,11.874%
722,Entei,Jolly,68/132/4/0/52/252,10.688%
723,Entei,Adamant,0/252/0/0/4/252,7.832%
724,Entei,Jolly,4/252/0/0/0/252,4.754%
725,Entei,Jolly,4/188/4/0/60/252,3.424%
726,Entei,Adamant,116/156/4/0/4/228,2.803%
727,Entei,Adamant,4/252/0/0/0/252,1.978%
728,Entei,Jolly,84/4/4/0/164/252,1.964%
729,Entei,Jolly,4/164/28/0/60/252,1.868%
730,Entei,Adamant,252/252/0/0/0/4,1.261%
731,Entei,Adamant,4/252/4/0/20/228,1.254%
732,Entei,Jolly,180/4/4/0/68/252,1.090%
733,Entei,Jolly,188/12/20/0/36/252,0.769%
734,Entei,Jolly,140/4/4/0/108/252,0.725%
735,Entei,Jolly,244/4/4/0/76/180,0.661%
736,Entei,Jolly,28/172/36/0/20/252,0.651%
737,Entei,Jolly,140/4/76/0/36/252,0.621%
738,Entei,Adamant,0/252/0/0/0/252,0.586%
739,Entei,Adamant,12/252/4/0/4/236,0.552%
740,Lunala,Modest,252/0/52/180/4/20,31.410%
741,Lunala,Modest,4/0/0/252/0/252,6.976%
742,Lunala,Timid,124/0/4/164/4/212,5.605%
743,Lunala,Modest,92/0/60/100/4/252,5.236%
744,Lunala,Modest,252/0/148/108/0/0,4.038%
745,Lunala,Timid,0/0/0/252/4/252,3.784%
746,Lunala,Modest,204/0/76/108/100/20,3.123%
747,Lunala,Modest,220/0/20/252/4/12,3.036%
748,Lunala,Modest,252/0/0/252/4/0,2.816%
749,Lunala,Modest,244/0/44/100/100/20,2.686%
750,Lunala,Modest,252/0/0/196/0/60,2.655%
751,Lunala,Modest,252/0/4/252/0/0,2.545%
752,Lunala,Modest,212/0/4/100/116/76,2.455%
753,Lunala,Sassy,252/0/148/4/100/0,1.902%
754,Lunala,Modest,220/0/4/108/116/60,1.651%
755,Lunala,Modest,228/0/4/252/4/20,1.559%
756,Lunala,Modest,196/0/36/100/148/28,1.554%
757,Lunala,Quiet,252/0/0/252/4/0,1.393%
758,Lunala,Modest,212/0/116/180/0/0,1.339%
759,Lunala,Timid,4/0/4/244/4/252,1.053%
760,Kyurem-White,Timid,4/0/0/252/0/252,41.772%
761,Kyurem-White,Modest,4/0/0/252/0/252,11.506%
762,Kyurem-White,Timid,0/0/4/252/0/252,8.360%
763,Kyurem-White,Timid,12/0/20/244/4/228,4.258%
764,Kyurem-White,Timid,68/0/60/116/12/252,3.629%
765,Kyurem-White,Timid,0/0/0/252/4/252,3.544%
766,Kyurem-White,Modest,20/0/0/236/0/252,3.226%
767,Kyurem-White,Modest,0/0/4/252/0/252,2.599%
768,Kyurem-White,Timid,0/0/44/236/0/228,2.198%
769,Kyurem-White,Timid,132/0/0/212/0/164,2.100%
770,Kyurem-White,Modest,12/0/0/244/0/252,1.705%
771,Kyurem-White,Modest,4/0/4/228/20/252,1.389%
772,Kyurem-White,Modest,252/0/4/252/0/0,1.326%
773,Kyurem-White,Modest,140/0/0/236/0/132,1.103%
774,Kyurem-White,Timid,28/0/0/252/0/228,1.079%
775,Kyurem-White,Modest,12/0/4/236/4/252,0.903%
776,Kyurem-White,Modest,100/0/252/156/0/0,0.808%
777,Kyurem-White,Modest,172/0/100/236/0/0,0.610%
778,Kyurem-White,Modest,212/0/0/252/0/44,0.534%
779,Kyurem-White,Modest,0/0/0/252/4/252,0.468%
780,Tapu Fini,Quiet,252/0/4/252/0/0,20.740%
781,Tapu Fini,Modest,228/0/36/196/12/36,8.027%
782,Tapu Fini,Bold,252/0/36/4/60/156,7.264%
783,Tapu Fini,Bold,252/0/244/0/12/0,6.829%
784,Tapu Fini,Bold,252/0/36/196/12/12,5.900%
785,Tapu Fini,Modest,252/0/4/252/0/0,5.712%
786,Tapu Fini,Calm,244/0/100/4/156/4,4.815%
787,Tapu Fini,Modest,228/0/4/196/4/76,3.059%
788,Tapu Fini,Modest,252/0/0/196/0/60,3.028%
789,Tapu Fini,Bold,244/0/196/4/60/4,2.476%
790,Tapu Fini,Bold,252/0/100/0/0/156,1.654%
791,Tapu Fini,Bold,252/0/148/84/20/4,1.650%
792,Tapu Fini,Bold,252/0/156/100/0/0,1.139%
793,Tapu Fini,Bold,236/0/116/84/4/68,1.099%
794,Tapu Fini,Bold,244/0/140/60/20/44,1.078%
795,Tapu Fini,Bold,252/0/252/0/0/4,1.056%
796,Tapu Fini,Modest,252/0/36/124/28/68,0.951%
797,Tapu Fini,Modest,244/0/4/252/4/4,0.853%
798,Tapu Fini,Modest,252/0/60/196/0/0,0.756%
799,Tapu Fini,Modest,252/0/20/220/12/4,0.708%
800,Sableye,Careful,252/0/4/0/252/0,32.993%
801,Sableye,Jolly,252/0/0/0/4/252,19.829%
802,Sableye,Careful,252/4/0/0/252/0,7.736%
803,Sableye,Relaxed,220/0/220/0/68/0,5.769%
804,Sableye,Careful,236/0/116/0/156/0,3.872%
805,Sableye,Impish,252/0/252/0/4/0,3.595%
806,Sableye,Careful,252/0/124/0/132/0,3.071%
807,Sableye,Bold,252/0/252/0/4/0,2.857%
808,Sableye,Calm,248/0/124/0/132/0,2.600%
809,Sableye,Careful,252/0/68/0/188/0,2.493%
810,Sableye,Impish,252/0/68/0/188/0,2.035%
811,Sableye,Jolly,124/124/4/0/4/252,2.035%
812,Sableye,Careful,252/0/60/0/196/0,1.131%
813,Sableye,Calm,252/0/4/0/252/0,0.849%
814,Sableye,Impish,252/0/100/0/156/0,0.847%
815,Sableye,Impish,252/0/196/0/60/0,0.796%
816,Sableye,Timid,252/0/0/4/0/252,0.752%
817,Sableye,Impish,252/4/252/0/0/0,0.667%
818,Sableye,Sassy,252/0/4/0/252/0,0.649%
819,Sableye,Bold,244/0/228/0/36/0,0.590%
820,Urshifu-Rapid-Strike,Jolly,4/252/0/0/0/252,51.479%
821,Urshifu-Rapid-Strike,Jolly,0/252/0/0/4/252,14.173%
822,Urshifu-Rapid-Strike,Jolly,108/132/12/0/4/252,8.278%
823,Urshifu-Rapid-Strike,Adamant,44/196/12/0/4/252,4.744%
824,Urshifu-Rapid-Strike,Jolly,0/252/4/0/0/252,3.953%
825,Urshifu-Rapid-Strike,Adamant,4/252/0/0/0/252,3.518%
826,Urshifu-Rapid-Strike,Jolly,0/252/0/0/0/252,2.576%
827,Urshifu-Rapid-Strike,Adamant,0/252/0/0/4/252,2.339%
828,Urshifu-Rapid-Strike,Adamant,132/76/4/0/44/252,1.769%
829,Urshifu-Rapid-Strike,Jolly,4/252/28/0/12/212,1.191%
830,Urshifu-Rapid-Strike,Adamant,140/76/4/0/36/252,1.082%
831,Urshifu-Rapid-Strike,Jolly,4/244/4/0/4/252,1.082%
832,Urshifu-Rapid-Strike,Adamant,156/252/100/0/0/0,0.940%
833,Urshifu-Rapid-Strike,Hardy,4/252/0/0/0/252,0.637%
834,Urshifu-Rapid-Strike,Adamant,20/252/28/0/20/188,0.504%
835,Urshifu-Rapid-Strike,Jolly,6/252/0/0/0/252,0.473%
836,Urshifu-Rapid-Strike,Adamant,252/252/4/0/0/0,0.248%
837,Urshifu-Rapid-Strike,Adamant,76/252/0/0/0/180,0.195%
838,Urshifu-Rapid-Strike,Jolly,24/252/0/0/4/228,0.155%
839,Urshifu-Rapid-Strike,Adamant,204/252/12/0/20/20,0.104%
840,Tapu Lele,Timid,4/0/0/252/0/252,58.317%
841,Tapu Lele,Timid,0/0/0/252/4/252,18.208%
842,Tapu Lele,Modest,60/0/4/252/4/188,11.136%
843,Tapu Lele,Timid,0/0/4/252/0/252,4.875%
844,Tapu Lele,Quiet,252/0/0/252/0/0,2.051%
845,Tapu Lele,Modest,28/0/0/252/0/228,1.891%
846,Tapu Lele,Timid,84/0/0/252/0/172,0.809%
847,Tapu Lele,Timid,28/0/4/252/4/220,0.614%
848,Tapu Lele,Modest,4/0/0/252/0/252,0.483%
849,Tapu Lele,Timid,44/0/4/4/252/204,0.276%
850,Tapu Lele,Bold,236/0/172/0/100/0,0.218%
851,Tapu Lele,Calm,4/0/0/252/252/0,0.210%
852,Tapu Lele,Modest,252/0/0/252/4/0,0.185%
853,Tapu Lele,Modest,0/0/4/252/0/252,0.124%
854,Tapu Lele,Timid,44/0/12/196/4/252,0.118%
855,Tapu Lele,Modest,0/0/0/252/4/252,0.083%
856,Tapu Lele,Timid,76/0/4/252/4/172,0.075%
857,Tapu Lele,Modest,100/0/0/156/0/252,0.070%
858,Tapu Lele,Timid,36/0/0/252/0/220,0.065%
859,Tapu Lele,Timid,76/0/0/180/0/252,0.037%
860,Mimikyu,Jolly,4/252/0/0/0/252,7.913%
861,Mimikyu,Impish,244/0/164/0/100/0,6.760%
862,Mimikyu,Brave,252/252/4/0/0/0,6.553%
863,Mimikyu,Relaxed,252/0/236/0/20/0,4.943%
864,Mimikyu,Relaxed,252/0/252/0/4/0,3.835%
865,Mimikyu,Jolly,228/12/12/0/4/252,3.577%
866,Mimikyu,Relaxed,228/0/188/0/92/0,3.140%
867,Mimikyu,Impish,252/4/156/0/92/4,2.820%
868,Mimikyu,Adamant,252/180/4/0/12/60,2.764%
869,Mimikyu,Sassy,252/4/0/0/252/0,2.717%
870,Mimikyu,Careful,252/0/0/0/252/0,2.544%
871,Mimikyu,Adamant,4/252/0/0/0/252,2.544%
872,Mimikyu,Brave,252/252/0/0/4/0,2.251%
873,Mimikyu,Sassy,252/0/140/0/116/0,2.177%
874,Mimikyu,Impish,252/0/156/0/100/0,2.066%
875,Mimikyu,Relaxed,252/0/92/0/164/0,1.920%
876,Mimikyu,Impish,252/0/252/0/4/0,1.875%
877,Mimikyu,Impish,228/0/188/0/92/0,1.867%
878,Mimikyu,Adamant,252/252/0/0/4/0,1.840%
879,Mimikyu,Sassy,252/0/4/0/252/0,1.748%
880,Gothitelle,Timid,252/0/4/0/0/252,48.642%
881,Gothitelle,Timid,236/0/20/0/0/252,16.076%
882,Gothitelle,Calm,252/0/100/0/0/156,6.881%
883,Gothitelle,Careful,252/0/4/0/252/0,5.117%
884,Gothitelle,Sassy,252/0/4/0/252/0,3.813%
885,Gothitelle,Calm,236/0/84/76/92/20,2.693%
886,Gothitelle,Impish,252/4/108/0/108/36,2.450%
887,Gothitelle,Timid,252/0/0/0/4/252,1.367%
888,Gothitelle,Calm,252/0/0/4/252/0,1.364%
889,Gothitelle,Sassy,244/0/100/0/164/0,1.258%
890,Gothitelle,Bold,252/0/116/4/76/60,1.073%
891,Gothitelle,Jolly,252/4/0/0/0/252,1.017%
892,Gothitelle,Jolly,180/4/60/0/12/252,0.985%
893,Gothitelle,Careful,252/0/140/0/116/0,0.807%
894,Gothitelle,Bold,244/0/172/0/20/68,0.732%
895,Gothitelle,Careful,252/4/196/0/4/52,0.585%
896,Gothitelle,Calm,252/0/116/4/84/52,0.554%
897,Gothitelle,Sassy,252/0/196/0/60/0,0.451%
898,Gothitelle,Modest,0/0/4/252/252/0,0.384%
899,Gothitelle,Careful,252/4/0/0/252/0,0.348%
900,Seismitoad,Adamant,4/252/0/0/0/252,31.676%
901,Seismitoad,Adamant,0/252/0/0/4/252,23.896%
902,Seismitoad,Jolly,4/252/0/0/0/252,7.871%
903,Seismitoad,Adamant,0/204/52/0/0/252,7.499%
904,Seismitoad,Adamant,44/252/0/0/0/212,6.620%
905,Seismitoad,Modest,4/0/0/252/0/252,5.968%
906,Seismitoad,Adamant,212/132/156/0/4/4,2.058%
907,Seismitoad,Adamant,4/244/4/0/4/252,1.366%
908,Seismitoad,Adamant,36/252/4/0/4/212,1.055%
909,Seismitoad,Adamant,60/252/4/0/4/188,1.015%
910,Seismitoad,Jolly,0/252/0/0/4/252,0.901%
911,Seismitoad,Adamant,36/252/12/0/4/204,0.724%
912,Seismitoad,Adamant,68/252/0/0/0/188,0.627%
913,Seismitoad,Adamant,92/252/4/0/4/156,0.594%
914,Seismitoad,Modest,0/0/0/252/4/252,0.569%
915,Seismitoad,Adamant,180/196/36/0/68/28,0.507%
916,Seismitoad,Adamant,116/252/0/0/0/140,0.472%
917,Seismitoad,Adamant,0/252/4/0/0/252,0.471%
918,Seismitoad,Adamant,20/252/0/0/0/236,0.430%
919,Seismitoad,Modest,52/0/4/252/4/196,0.421%
920,Ho-Oh,Adamant,172/108/0/0/0/228,18.775%
921,Ho-Oh,Adamant,156/252/12/0/4/84,11.229%
