Move,Pokemon
Poison Powder,Bellossom
Protect,Bellossom
Quiver Dance,Bellossom
Rest,Bellossom
Return,Bellossom
Round,Bellossom
Safeguard,Bellossom
Secret Power,Bellossom
Seed Bomb,Bellossom
Sleep Powder,Bellossom
Sleep Talk,Bellossom
Sludge Bomb,Bellossom
Snore,Bellossom
Solar Beam,Bellossom
Stun Spore,Bellossom
Substitute,Bellossom
Sunny Day,Bellossom
Swagger,Bellossom
Sweet Scent,Bellossom
Swords Dance,Bellossom
Synthesis,Bellossom
Toxic,Bellossom
Uproar,Bellossom
Venoshock,Bellossom
Worry Seed,Bellossom
Absorb,Hoppip
Acrobatics,Hoppip
Aerial Ace,Hoppip
Amnesia,Hoppip
Aromatherapy,Hoppip
Attract,Hoppip
Bounce,Hoppip
Bullet Seed,Hoppip
Captivate,Hoppip
Confide,Hoppip
Confusion,Hoppip
Cotton Guard,Hoppip
Cotton Spore,Hoppip
Curse,Hoppip
Dazzling Gleam,Hoppip
Defense Curl,Hoppip
Double Edge,Hoppip
Double Team,Hoppip
Encore,Hoppip
Endure,Hoppip
Energy Ball,Hoppip
Facade,Hoppip
Fairy Wind,Hoppip
Flash,Hoppip
Frustration,Hoppip
Giga Drain,Hoppip
Grass Knot,Hoppip
Grassy Terrain,Hoppip
Growl,Hoppip
Headbutt,Hoppip
Helping Hand,Hoppip
Hidden Power,Hoppip
Infestation,Hoppip
Leech Seed,Hoppip
Mega Drain,Hoppip
Memento,Hoppip
Mimic,Hoppip
Natural Gift,Hoppip
Pay Day,Hoppip
Poison Powder,Hoppip
Protect,Hoppip
Psych Up,Hoppip
Rage Powder,Hoppip
Reflect,Hoppip
Rest,Hoppip
Return,Hoppip
Round,Hoppip
Secret Power,Hoppip
Seed Bomb,Hoppip
Silver Wind,Hoppip
Sleep Powder,Hoppip
Sleep Talk,Hoppip
Snore,Hoppip
Solar Beam,Hoppip
Splash,Hoppip
Strength Sap,Hoppip
Stun Spore,Hoppip
Substitute,Hoppip
Sunny Day,Hoppip
Swagger,Hoppip
Sweet Scent,Hoppip
Swords Dance,Hoppip
Synthesis,Hoppip
Tackle,Hoppip
Tail Whip,Hoppip
Toxic,Hoppip
U Turn,Hoppip
Worry Seed,Hoppip
Absorb,Skiploom
Acrobatics,Skiploom
Aerial Ace,Skiploom
Attract,Skiploom
Bounce,Skiploom
Bullet Seed,Skiploom
Captivate,Skiploom
Confide,Skiploom
Cotton Spore,Skiploom
Curse,Skiploom
Dazzling Gleam,Skiploom
Defense Curl,Skiploom
Double Edge,Skiploom
Double Team,Skiploom
Endure,Skiploom
Energy Ball,Skiploom
Facade,Skiploom
Fairy Wind,Skiploom
Flash,Skiploom
Frustration,Skiploom
Giga Drain,Skiploom
Grass Knot,Skiploom
Headbutt,Skiploom
Helping Hand,Skiploom
Hidden Power,Skiploom
Infestation,Skiploom
Leech Seed,Skiploom
Mega Drain,Skiploom
Memento,Skiploom
Mimic,Skiploom
Natural Gift,Skiploom
Poison Powder,Skiploom
Protect,Skiploom
Psych Up,Skiploom
Rage Powder,Skiploom
Reflect,Skiploom
Rest,Skiploom
Return,Skiploom
Round,Skiploom
Secret Power,Skiploom
Seed Bomb,Skiploom
Silver Wind,Skiploom
Sleep Powder,Skiploom
Sleep Talk,Skiploom
Snore,Skiploom
Solar Beam,Skiploom
Splash,Skiploom
Stun Spore,Skiploom
Substitute,Skiploom
Sunny Day,Skiploom
Swagger,Skiploom
Sweet Scent,Skiploom
Swords Dance,Skiploom
Synthesis,Skiploom
Tackle,Skiploom
Tail Whip,Skiploom
Toxic,Skiploom
U Turn,Skiploom
Worry Seed,Skiploom
Absorb,Jumpluff
Acrobatics,Jumpluff
Aerial Ace,Jumpluff
Attract,Jumpluff
Bounce,Jumpluff
Bullet Seed,Jumpluff
Captivate,Jumpluff
Confide,Jumpluff
Cotton Spore,Jumpluff
Curse,Jumpluff
Dazzling Gleam,Jumpluff
Defense Curl,Jumpluff
Double Edge,Jumpluff
Double Team,Jumpluff
Endure,Jumpluff
Energy Ball,Jumpluff
Facade,Jumpluff
Fairy Wind,Jumpluff
Flash,Jumpluff
Frustration,Jumpluff
Giga Drain,Jumpluff
Giga Impact,Jumpluff
Grass Knot,Jumpluff
Headbutt,Jumpluff
Helping Hand,Jumpluff
Hidden Power,Jumpluff
Hyper Beam,Jumpluff
Infestation,Jumpluff
Leech Seed,Jumpluff
Mega Drain,Jumpluff
Memento,Jumpluff
Mimic,Jumpluff
Natural Gift,Jumpluff
Poison Powder,Jumpluff
Protect,Jumpluff
Psych Up,Jumpluff
Rage Powder,Jumpluff
Reflect,Jumpluff
Rest,Jumpluff
Return,Jumpluff
Round,Jumpluff
Secret Power,Jumpluff
Seed Bomb,Jumpluff
Silver Wind,Jumpluff
Sleep Powder,Jumpluff
Sleep Talk,Jumpluff
Snore,Jumpluff
Solar Beam,Jumpluff
Splash,Jumpluff
Stun Spore,Jumpluff
Substitute,Jumpluff
Sunny Day,Jumpluff
Swagger,Jumpluff
Sweet Scent,Jumpluff
Swords Dance,Jumpluff
Synthesis,Jumpluff
Tackle,Jumpluff
Tail Whip,Jumpluff
Toxic,Jumpluff
U Turn,Jumpluff
Worry Seed,Jumpluff
Absorb,Sunkern
After You,Sunkern
Attract,Sunkern
Bide,Sunkern
Bullet Seed,Sunkern
Captivate,Sunkern
Confide,Sunkern
Curse,Sunkern
Cut,Sunkern
Double Edge,Sunkern
Double Team,Sunkern
Earth Power,Sunkern
Encore,Sunkern
Endeavor,Sunkern
Endure,Sunkern
Energy Ball,Sunkern
Facade,Sunkern
Flash,Sunkern
Frustration,Sunkern
Giga Drain,Sunkern
Grass Knot,Sunkern
Grass Whistle,Sunkern
Grassy Terrain,Sunkern
Growth,Sunkern
Helping Hand,Sunkern
Hidden Power,Sunkern
Ingrain,Sunkern
Leech Seed,Sunkern
Light Screen,Sunkern
Mega Drain,Sunkern
Mimic,Sunkern
Morning Sun,Sunkern
Natural Gift,Sunkern
Nature Power,Sunkern
Protect,Sunkern
Razor Leaf,Sunkern
Rest,Sunkern
Return,Sunkern
Round,Sunkern
Safeguard,Sunkern
Secret Power,Sunkern
Seed Bomb,Sunkern
Sleep Talk,Sunkern
Sludge Bomb,Sunkern
Snore,Sunkern
Solar Beam,Sunkern
Substitute,Sunkern
Sunny Day,Sunkern
Swagger,Sunkern
Sweet Scent,Sunkern
Swords Dance,Sunkern
Synthesis,Sunkern
Toxic,Sunkern
Uproar,Sunkern
Worry Seed,Sunkern
Absorb,Sunflora
After You,Sunflora
Attract,Sunflora
Bullet Seed,Sunflora
Captivate,Sunflora
Confide,Sunflora
Curse,Sunflora
Cut,Sunflora
Double Edge,Sunflora
Double Team,Sunflora
Earth Power,Sunflora
Endeavor,Sunflora
Endure,Sunflora
Energy Ball,Sunflora
Facade,Sunflora
Flash,Sunflora
Flower Shield,Sunflora
Frustration,Sunflora
Giga Drain,Sunflora
Giga Impact,Sunflora
Grass Knot,Sunflora
Grass Whistle,Sunflora
Growth,Sunflora
Helping Hand,Sunflora
Hidden Power,Sunflora
Hyper Beam,Sunflora
Ingrain,Sunflora
Leaf Storm,Sunflora
Leech Seed,Sunflora
Light Screen,Sunflora
Mega Drain,Sunflora
Mimic,Sunflora
Natural Gift,Sunflora
Nature Power,Sunflora
Petal Blizzard,Sunflora
Petal Dance,Sunflora
Pound,Sunflora
Protect,Sunflora
Razor Leaf,Sunflora
Rest,Sunflora
Return,Sunflora
Round,Sunflora
Safeguard,Sunflora
Secret Power,Sunflora
Seed Bomb,Sunflora
Sleep Talk,Sunflora
Sludge Bomb,Sunflora
Snore,Sunflora
Solar Beam,Sunflora
Substitute,Sunflora
Sunny Day,Sunflora
Swagger,Sunflora
Sweet Scent,Sunflora
Swords Dance,Sunflora
Synthesis,Sunflora
Toxic,Sunflora
Uproar,Sunflora
Worry Seed,Sunflora
Absorb,Treecko
Acrobatics,Treecko
Aerial Ace,Treecko
Agility,Treecko
Assurance,Treecko
Attract,Treecko
Body Slam,Treecko
Brick Break,Treecko
Bullet Seed,Treecko
Captivate,Treecko
Confide,Treecko
Counter,Treecko
Crunch,Treecko
Crush Claw,Treecko
Cut,Treecko
Detect,Treecko
Dig,Treecko
Double Edge,Treecko
Double Kick,Treecko
Double Team,Treecko
Dragon Breath,Treecko
Drain Punch,Treecko
Dynamic Punch,Treecko
Endeavor,Treecko
Endure,Treecko
Energy Ball,Treecko
Facade,Treecko
Flash,Treecko
Fling,Treecko
Focus Punch,Treecko
Frustration,Treecko
Fury Cutter,Treecko
Giga Drain,Treecko
Grass Knot,Treecko
Grass Pledge,Treecko
Grass Whistle,Treecko
Grassy Glide,Treecko
Grassy Terrain,Treecko
Headbutt,Treecko
Hidden Power,Treecko
Iron Tail,Treecko
Leaf Storm,Treecko
Leafage,Treecko
Leech Seed,Treecko
Leer,Treecko
Low Kick,Treecko
Magical Leaf,Treecko
Mega Drain,Treecko
Mega Kick,Treecko
Mega Punch,Treecko
Mimic,Treecko
Mud Slap,Treecko
Mud Sport,Treecko
Natural Gift,Treecko
Nature Power,Treecko
Night Slash,Treecko
Pound,Treecko
Power Up Punch,Treecko
Protect,Treecko
Pursuit,Treecko
Quick Attack,Treecko
Quick Guard,Treecko
Razor Wind,Treecko
Rest,Treecko
Return,Treecko
Rock Slide,Treecko
Rock Smash,Treecko
Rock Tomb,Treecko
Round,Treecko
Safeguard,Treecko
Screech,Treecko
Secret Power,Treecko
Seed Bomb,Treecko
Seismic Toss,Treecko
Slam,Treecko
Slash,Treecko
Sleep Talk,Treecko
Snore,Treecko
Solar Beam,Treecko
Strength,Treecko
Substitute,Treecko
Sunny Day,Treecko
Swagger,Treecko
Swift,Treecko
Swords Dance,Treecko
Synthesis,Treecko
Thunder Punch,Treecko
Toxic,Treecko
Work Up,Treecko
Worry Seed,Treecko
Absorb,Grovyle
Acrobatics,Grovyle
Aerial Ace,Grovyle
Agility,Grovyle
Assurance,Grovyle
Attract,Grovyle
Body Slam,Grovyle
Brick Break,Grovyle
Bullet Seed,Grovyle
Captivate,Grovyle
Confide,Grovyle
Counter,Grovyle
Crunch,Grovyle
Cut,Grovyle
Detect,Grovyle
Dig,Grovyle
Double Edge,Grovyle
Double Team,Grovyle
Drain Punch,Grovyle
Dynamic Punch,Grovyle
Endeavor,Grovyle
Endure,Grovyle
Energy Ball,Grovyle
Facade,Grovyle
False Swipe,Grovyle
Flash,Grovyle
Fling,Grovyle
Focus Punch,Grovyle
Frustration,Grovyle
Fury Cutter,Grovyle
Giga Drain,Grovyle
Grass Knot,Grovyle
Grass Pledge,Grovyle
Grassy Glide,Grovyle
Grassy Terrain,Grovyle
Headbutt,Grovyle
Hidden Power,Grovyle
Iron Tail,Grovyle
Leaf Blade,Grovyle
Leaf Storm,Grovyle
Leafage,Grovyle
Leer,Grovyle
Low Kick,Grovyle
Low Sweep,Grovyle
Magical Leaf,Grovyle
Mega Drain,Grovyle
Mega Kick,Grovyle
Mega Punch,Grovyle
Mimic,Grovyle
Mud Slap,Grovyle
Natural Gift,Grovyle
Nature Power,Grovyle
Pound,Grovyle
Power Up Punch,Grovyle
Protect,Grovyle
Pursuit,Grovyle
Quick Attack,Grovyle
Quick Guard,Grovyle
Rest,Grovyle
Return,Grovyle
Rock Slide,Grovyle
Rock Smash,Grovyle
Rock Tomb,Grovyle
Round,Grovyle
Safeguard,Grovyle
Screech,Grovyle
Secret Power,Grovyle
Seed Bomb,Grovyle
Seismic Toss,Grovyle
Slam,Grovyle
Sleep Talk,Grovyle
Snore,Grovyle
Solar Beam,Grovyle
Solar Blade,Grovyle
Strength,Grovyle
Substitute,Grovyle
Sunny Day,Grovyle
Swagger,Grovyle
Swift,Grovyle
Swords Dance,Grovyle
Synthesis,Grovyle
Thunder Punch,Grovyle
Toxic,Grovyle
Work Up,Grovyle
Worry Seed,Grovyle
X Scissor,Grovyle
Absorb,Sceptile
Acrobatics,Sceptile
Aerial Ace,Sceptile
Agility,Sceptile
Assurance,Sceptile
Attract,Sceptile
Body Slam,Sceptile
Breaking Swipe,Sceptile
Brick Break,Sceptile
Brutal Swing,Sceptile
Bulldoze,Sceptile
Bullet Seed,Sceptile
Captivate,Sceptile
Confide,Sceptile
Counter,Sceptile
Cross Poison,Sceptile
Crunch,Sceptile
Cut,Sceptile
Detect,Sceptile
Dig,Sceptile
Double Edge,Sceptile
Double Team,Sceptile
Dragon Claw,Sceptile
Dragon Dance,Sceptile
Dragon Pulse,Sceptile
Drain Punch,Sceptile
Dual Chop,Sceptile
Dynamic Punch,Sceptile
Earthquake,Sceptile
Endeavor,Sceptile
Endure,Sceptile
Energy Ball,Sceptile
Facade,Sceptile
False Swipe,Sceptile
Flash,Sceptile
Fling,Sceptile
Focus Blast,Sceptile
Focus Punch,Sceptile
Frenzy Plant,Sceptile
Frustration,Sceptile
Fury Cutter,Sceptile
Giga Drain,Sceptile
Giga Impact,Sceptile
Grass Knot,Sceptile
Grass Pledge,Sceptile
Grassy Glide,Sceptile
Grassy Terrain,Sceptile
Headbutt,Sceptile
Hidden Power,Sceptile
Hone Claws,Sceptile
Hyper Beam,Sceptile
Iron Tail,Sceptile
Laser Focus,Sceptile
Leaf Blade,Sceptile
Leaf Storm,Sceptile
Leafage,Sceptile
Leer,Sceptile
Low Kick,Sceptile
Low Sweep,Sceptile
Magical Leaf,Sceptile
Mega Drain,Sceptile
Mega Kick,Sceptile
Mega Punch,Sceptile
Mimic,Sceptile
Mud Slap,Sceptile
Natural Gift,Sceptile
Nature Power,Sceptile
Night Slash,Sceptile
Outrage,Sceptile
Pound,Sceptile
Power Up Punch,Sceptile
Protect,Sceptile
Pursuit,Sceptile
Quick Attack,Sceptile
Quick Guard,Sceptile
Rest,Sceptile
Return,Sceptile
Roar,Sceptile
Rock Climb,Sceptile
Rock Slide,Sceptile
Rock Smash,Sceptile
Rock Tomb,Sceptile
Round,Sceptile
Safeguard,Sceptile
Scale Shot,Sceptile
Screech,Sceptile
Secret Power,Sceptile
Seed Bomb,Sceptile
Seismic Toss,Sceptile
Slam,Sceptile
Sleep Talk,Sceptile
Snore,Sceptile
Solar Beam,Sceptile
Solar Blade,Sceptile
Strength,Sceptile
Substitute,Sceptile
Sunny Day,Sceptile
Swagger,Sceptile
Swift,Sceptile
Swords Dance,Sceptile
Synthesis,Sceptile
Throat Chop,Sceptile
Thunder Punch,Sceptile
Toxic,Sceptile
Work Up,Sceptile
Worry Seed,Sceptile
X Scissor,Sceptile
Absorb,Beautifly
Acrobatics,Beautifly
Aerial Ace,Beautifly
Air Cutter,Beautifly
Attract,Beautifly
Bug Bite,Beautifly
Bug Buzz,Beautifly
Captivate,Beautifly
Confide,Beautifly
Defog,Beautifly
Double Edge,Beautifly
Double Team,Beautifly
Electroweb,Beautifly
Endure,Beautifly
Energy Ball,Beautifly
Facade,Beautifly
Flash,Beautifly
Frustration,Beautifly
Giga Drain,Beautifly
Giga Impact,Beautifly
Gust,Beautifly
Hidden Power,Beautifly
Hyper Beam,Beautifly
Infestation,Beautifly
Laser Focus,Beautifly
Mega Drain,Beautifly
Mimic,Beautifly
Morning Sun,Beautifly
Natural Gift,Beautifly
Ominous Wind,Beautifly
Protect,Beautifly
Psychic,Beautifly
Quiver Dance,Beautifly
Rage,Beautifly
Rest,Beautifly
Return,Beautifly
Roost,Beautifly
Round,Beautifly
Safeguard,Beautifly
Secret Power,Beautifly
Shadow Ball,Beautifly
Signal Beam,Beautifly
Silver Wind,Beautifly
Sleep Talk,Beautifly
Snore,Beautifly
Solar Beam,Beautifly
String Shot,Beautifly
Struggle Bug,Beautifly
Stun Spore,Beautifly
Substitute,Beautifly
Sunny Day,Beautifly
Swagger,Beautifly
Swift,Beautifly
Tailwind,Beautifly
Thief,Beautifly
Toxic,Beautifly
Twister,Beautifly
U Turn,Beautifly
Venoshock,Beautifly
Whirlwind,Beautifly
Absorb,Lotad
Astonish,Lotad
Attract,Lotad
Blizzard,Lotad
Body Slam,Lotad
Bubble,Lotad
Bubble Beam,Lotad
Bullet Seed,Lotad
Captivate,Lotad
Confide,Lotad
Counter,Lotad
Double Edge,Lotad
Double Team,Lotad
Echoed Voice,Lotad
Endure,Lotad
Energy Ball,Lotad
Facade,Lotad
Flail,Lotad
Flash,Lotad
Frustration,Lotad
Giga Drain,Lotad
Grass Knot,Lotad
Grassy Glide,Lotad
Growl,Lotad
Hail,Lotad
Headbutt,Lotad
Hidden Power,Lotad
Ice Beam,Lotad
Icy Wind,Lotad
Leech Seed,Lotad
Mega Drain,Lotad
Mimic,Lotad
Mist,Lotad
Natural Gift,Lotad
Nature Power,Lotad
Protect,Lotad
Rain Dance,Lotad
Razor Leaf,Lotad
Rest,Lotad
Return,Lotad
Round,Lotad
Scald,Lotad
Secret Power,Lotad
Seed Bomb,Lotad
Sleep Talk,Lotad
Snore,Lotad
Solar Beam,Lotad
Substitute,Lotad
Sunny Day,Lotad
Surf,Lotad
Swagger,Lotad
Sweet Scent,Lotad
Swords Dance,Lotad
Synthesis,Lotad
Teeter Dance,Lotad
Thief,Lotad
Tickle,Lotad
Toxic,Lotad
Uproar,Lotad
Water Gun,Lotad
Water Pulse,Lotad
Whirlpool,Lotad
Zen Headbutt,Lotad
Absorb,Lombre
Astonish,Lombre
Attract,Lombre
Blizzard,Lombre
Body Slam,Lombre
Brick Break,Lombre
Bubble,Lombre
Bubble Beam,Lombre
Bullet Seed,Lombre
Captivate,Lombre
Confide,Lombre
Dive,Lombre
Double Edge,Lombre
Double Team,Lombre
Drain Punch,Lombre
Dynamic Punch,Lombre
Echoed Voice,Lombre
Encore,Lombre
Endure,Lombre
Energy Ball,Lombre
Facade,Lombre
Fake Out,Lombre
Fire Punch,Lombre
Flail,Lombre
Flash,Lombre
Fling,Lombre
Frustration,Lombre
Fury Swipes,Lombre
Giga Drain,Lombre
Grass Knot,Lombre
Grassy Glide,Lombre
Growl,Lombre
Hail,Lombre
Headbutt,Lombre
Hidden Power,Lombre
Hone Claws,Lombre
Hydro Pump,Lombre
Hyper Voice,Lombre
Ice Beam,Lombre
Ice Punch,Lombre
Icy Wind,Lombre
Knock Off,Lombre
Mega Drain,Lombre
Mega Kick,Lombre
Mega Punch,Lombre
Mimic,Lombre
Mist,Lombre
Mud Shot,Lombre
Mud Slap,Lombre
Muddy Water,Lombre
Natural Gift,Lombre
Nature Power,Lombre
Power Up Punch,Lombre
Protect,Lombre
Rain Dance,Lombre
Rest,Lombre
Return,Lombre
Rock Smash,Lombre
Round,Lombre
Scald,Lombre
Secret Power,Lombre
Seed Bomb,Lombre
Sleep Talk,Lombre
Snore,Lombre
Solar Beam,Lombre
Strength,Lombre
Substitute,Lombre
Sunny Day,Lombre
Surf,Lombre
Swagger,Lombre
Swords Dance,Lombre
Synthesis,Lombre
Teeter Dance,Lombre
Thief,Lombre
Thunder Punch,Lombre
Toxic,Lombre
Uproar,Lombre
Water Gun,Lombre
Water Pulse,Lombre
Water Sport,Lombre
Waterfall,Lombre
Whirlpool,Lombre
Zen Headbutt,Lombre
Absorb,Ludicolo
Amnesia,Ludicolo
Astonish,Ludicolo
Attract,Ludicolo
Blizzard,Ludicolo
Body Slam,Ludicolo
Brick Break,Ludicolo
Bubble Beam,Ludicolo
Bullet Seed,Ludicolo
Captivate,Ludicolo
Confide,Ludicolo
Counter,Ludicolo
Dive,Ludicolo
Double Edge,Ludicolo
Double Team,Ludicolo
Drain Punch,Ludicolo
Dynamic Punch,Ludicolo
Echoed Voice,Ludicolo
Encore,Ludicolo
Endure,Ludicolo
Energy Ball,Ludicolo
Facade,Ludicolo
Fake Out,Ludicolo
Fire Punch,Ludicolo
Flail,Ludicolo
Flash,Ludicolo
Fling,Ludicolo
Focus Blast,Ludicolo
Focus Punch,Ludicolo
Frustration,Ludicolo
Fury Swipes,Ludicolo
Giga Drain,Ludicolo
Giga Impact,Ludicolo
Grass Knot,Ludicolo
Grassy Glide,Ludicolo
Growl,Ludicolo
Hail,Ludicolo
Headbutt,Ludicolo
Hidden Power,Ludicolo
Hone Claws,Ludicolo
Hydro Pump,Ludicolo
Hyper Beam,Ludicolo
Hyper Voice,Ludicolo
Ice Beam,Ludicolo
Ice Punch,Ludicolo
Icy Wind,Ludicolo
Knock Off,Ludicolo
Leaf Storm,Ludicolo
Mega Drain,Ludicolo
Mega Kick,Ludicolo
Mega Punch,Ludicolo
Metronome,Ludicolo
Mimic,Ludicolo
Mist,Ludicolo
Mud Shot,Ludicolo
Mud Slap,Ludicolo
Muddy Water,Ludicolo
Natural Gift,Ludicolo
Nature Power,Ludicolo
Power Up Punch,Ludicolo
Protect,Ludicolo
Rain Dance,Ludicolo
Rest,Ludicolo
Return,Ludicolo
Rock Climb,Ludicolo
Rock Smash,Ludicolo
Round,Ludicolo
Scald,Ludicolo
Secret Power,Ludicolo
Seed Bomb,Ludicolo
Seismic Toss,Ludicolo
Sleep Talk,Ludicolo
Snore,Ludicolo
Solar Beam,Ludicolo
Strength,Ludicolo
Substitute,Ludicolo
Sunny Day,Ludicolo
Surf,Ludicolo
Swagger,Ludicolo
Swords Dance,Ludicolo
Synthesis,Ludicolo
Teeter Dance,Ludicolo
Thief,Ludicolo
Thunder Punch,Ludicolo
Toxic,Ludicolo
Uproar,Ludicolo
Water Gun,Ludicolo
Water Pulse,Ludicolo
Waterfall,Ludicolo
Weather Ball,Ludicolo
Whirlpool,Ludicolo
Zen Headbutt,Ludicolo
Absorb,Seedot
Amnesia,Seedot
Astonish,Seedot
Attract,Seedot
Beat Up,Seedot
Bide,Seedot
Body Slam,Seedot
Bullet Seed,Seedot
Captivate,Seedot
Confide,Seedot
Defense Curl,Seedot
Defog,Seedot
Dig,Seedot
Double Edge,Seedot
Double Team,Seedot
Endure,Seedot
Energy Ball,Seedot
Explosion,Seedot
Facade,Seedot
False Swipe,Seedot
Flash,Seedot
Foul Play,Seedot
Frustration,Seedot
Giga Drain,Seedot
Grass Knot,Seedot
Grassy Glide,Seedot
Grassy Terrain,Seedot
Growth,Seedot
Harden,Seedot
Headbutt,Seedot
Hidden Power,Seedot
Leech Seed,Seedot
Mega Drain,Seedot
Mimic,Seedot
Nasty Plot,Seedot
Natural Gift,Seedot
Nature Power,Seedot
Night Slash,Seedot
Payback,Seedot
Power Swap,Seedot
Protect,Seedot
Quick Attack,Seedot
Razor Wind,Seedot
Rest,Seedot
Retaliate,Seedot
Return,Seedot
Rock Smash,Seedot
Rollout,Seedot
Round,Seedot
Secret Power,Seedot
Seed Bomb,Seedot
Self Destruct,Seedot
Shadow Ball,Seedot
Sleep Talk,Seedot
Snore,Seedot
Solar Beam,Seedot
Spite,Seedot
Substitute,Seedot
Sucker Punch,Seedot
Sunny Day,Seedot
Swagger,Seedot
Swords Dance,Seedot
Synthesis,Seedot
Tackle,Seedot
Take Down,Seedot
Toxic,Seedot
Worry Seed,Seedot
Absorb,Nuzleaf
Air Cutter,Nuzleaf
Amnesia,Nuzleaf
Assurance,Nuzleaf
Astonish,Nuzleaf
Attract,Nuzleaf
Beat Up,Nuzleaf
Body Slam,Nuzleaf
Brick Break,Nuzleaf
Bullet Seed,Nuzleaf
Captivate,Nuzleaf
Confide,Nuzleaf
Cut,Nuzleaf
Dark Pulse,Nuzleaf
Defense Curl,Nuzleaf
Defog,Nuzleaf
Dig,Nuzleaf
Double Edge,Nuzleaf
Double Team,Nuzleaf
Embargo,Nuzleaf
Endure,Nuzleaf
Energy Ball,Nuzleaf
Explosion,Nuzleaf
Extrasensory,Nuzleaf
Facade,Nuzleaf
Fake Out,Nuzleaf
False Swipe,Nuzleaf
Feint Attack,Nuzleaf
Flash,Nuzleaf
Fling,Nuzleaf
Foul Play,Nuzleaf
Frustration,Nuzleaf
Fury Cutter,Nuzleaf
Giga Drain,Nuzleaf
Grass Knot,Nuzleaf
Grassy Glide,Nuzleaf
Grassy Terrain,Nuzleaf
Growth,Nuzleaf
Harden,Nuzleaf
Headbutt,Nuzleaf
Hidden Power,Nuzleaf
Hyper Beam,Nuzleaf
Lash Out,Nuzleaf
Leaf Blade,Nuzleaf
Low Kick,Nuzleaf
Low Sweep,Nuzleaf
Mega Drain,Nuzleaf
Mega Kick,Nuzleaf
Mimic,Nuzleaf
Mud Slap,Nuzleaf
Nasty Plot,Nuzleaf
Natural Gift,Nuzleaf
Nature Power,Nuzleaf
Payback,Nuzleaf
Pound,Nuzleaf
Power Swap,Nuzleaf
Power Up Punch,Nuzleaf
Protect,Nuzleaf
Psych Up,Nuzleaf
Razor Leaf,Nuzleaf
Razor Wind,Nuzleaf
Rest,Nuzleaf
Retaliate,Nuzleaf
Return,Nuzleaf
Rock Slide,Nuzleaf
Rock Smash,Nuzleaf
Rock Tomb,Nuzleaf
Rollout,Nuzleaf
Round,Nuzleaf
Secret Power,Nuzleaf
Seed Bomb,Nuzleaf
Self Destruct,Nuzleaf
Shadow Ball,Nuzleaf
Sleep Talk,Nuzleaf
Snarl,Nuzleaf
Snore,Nuzleaf
Solar Beam,Nuzleaf
Solar Blade,Nuzleaf
Spite,Nuzleaf
Strength,Nuzleaf
Substitute,Nuzleaf
Sucker Punch,Nuzleaf
Sunny Day,Nuzleaf
Swagger,Nuzleaf
Swift,Nuzleaf
Swords Dance,Nuzleaf
Synthesis,Nuzleaf
Tackle,Nuzleaf
Thief,Nuzleaf
Torment,Nuzleaf
Toxic,Nuzleaf
Worry Seed,Nuzleaf
Absorb,Shiftry
Aerial Ace,Shiftry
Air Cutter,Shiftry
Air Slash,Shiftry
Amnesia,Shiftry
Assurance,Shiftry
Astonish,Shiftry
Attract,Shiftry
Beat Up,Shiftry
Body Slam,Shiftry
Bounce,Shiftry
Brick Break,Shiftry
Brutal Swing,Shiftry
Bullet Seed,Shiftry
Captivate,Shiftry
Confide,Shiftry
Cut,Shiftry
Dark Pulse,Shiftry
Defense Curl,Shiftry
Defog,Shiftry
Dig,Shiftry
Double Edge,Shiftry
Double Team,Shiftry
Embargo,Shiftry
Endure,Shiftry
Energy Ball,Shiftry
Explosion,Shiftry
Extrasensory,Shiftry
Facade,Shiftry
Fake Out,Shiftry
False Swipe,Shiftry
Feint Attack,Shiftry
Flash,Shiftry
Fling,Shiftry
Focus Blast,Shiftry
Foul Play,Shiftry
Frustration,Shiftry
Fury Cutter,Shiftry
Giga Drain,Shiftry
Giga Impact,Shiftry
Grass Knot,Shiftry
Grassy Glide,Shiftry
Grassy Terrain,Shiftry
Growth,Shiftry
Harden,Shiftry
Headbutt,Shiftry
Heat Wave,Shiftry
Hidden Power,Shiftry
Hurricane,Shiftry
Hyper Beam,Shiftry
Icy Wind,Shiftry
Knock Off,Shiftry
Lash Out,Shiftry
Leaf Blade,Shiftry
Leaf Storm,Shiftry
Leaf Tornado,Shiftry
Low Kick,Shiftry
Low Sweep,Shiftry
Mega Drain,Shiftry
Mega Kick,Shiftry
Mimic,Shiftry
Mud Slap,Shiftry
Nasty Plot,Shiftry
Natural Gift,Shiftry
Nature Power,Shiftry
Ominous Wind,Shiftry
Payback,Shiftry
Pound,Shiftry
Power Swap,Shiftry
Power Up Punch,Shiftry
Protect,Shiftry
Psych Up,Shiftry
Razor Leaf,Shiftry
Rest,Shiftry
Retaliate,Shiftry
Return,Shiftry
Revenge,Shiftry
Rock Slide,Shiftry
Rock Smash,Shiftry
Rock Tomb,Shiftry
Rollout,Shiftry
Round,Shiftry
Screech,Shiftry
Secret Power,Shiftry
Seed Bomb,Shiftry
Self Destruct,Shiftry
Shadow Ball,Shiftry
Silver Wind,Shiftry
Sleep Talk,Shiftry
Snarl,Shiftry
Snore,Shiftry
Solar Beam,Shiftry
Solar Blade,Shiftry
Spite,Shiftry
Strength,Shiftry
Substitute,Shiftry
Sucker Punch,Shiftry
Sunny Day,Shiftry
Swagger,Shiftry
Swift,Shiftry
