,UsePercentage,Pokemon,Teammate
2627,39.030,Runerigus,Chansey
2628,17.417,Cofagrigus,Chansey
2629,57.922,Mr. Mime,Chansey
2630,24.461,Polteageist,Chansey
2631,99.827,Mime Jr.,Chansey
2632,21.811,Liepard,Azumarill
2633,28.373,Shuckle,Azumarill
2634,18.319,Slurpuff,Azumarill
2635,17.841,Lopunny,Azumarill
2636,20.439,Sandaconda,Azumarill
2637,21.334,Jolteon,Azumarill
2638,13.543,Dedenne,Azumarill
2639,15.861,Reuniclus,Azumarill
2640,41.390,Wigglytuff,Azumarill
2641,39.316,Passimian,Azumarill
2642,20.822,Flareon,Azumarill
2643,34.733,Scolipede,Azumarill
2644,16.476,Hydreigon,Slowbro
2645,23.890,Togedemaru,Slowbro
2646,16.314,Tangela,Slowbro
2647,18.215,Heracross,Slowbro
2648,11.024,Weavile,Reshiram
2649,36.528,Pikachu,Reshiram
2650,28.612,Gyarados,Reshiram
2651,5.158,Heliolisk,Reshiram
2652,26.102,Cherrim,Reshiram
2653,35.085,Vikavolt,Reshiram
2654,16.704,Glastrier,Milotic
2655,2.094,Drifblim,Milotic
2656,65.475,Eiscue Ice Face,Milotic
2657,16.233,Cofagrigus,Milotic
2658,63.024,Turtonator,Milotic
2659,17.640,Sirfetch'd,Milotic
2660,6.112,Charjabug,Milotic
2661,35.516,Lopunny,Milotic
2662,26.280,Polteageist,Milotic
2663,27.818,Morpeko Full Belly Mode,Milotic
2664,31.141,Magneton,Milotic
2665,15.337,Noivern,Milotic
2666,25.831,Decidueye,Milotic
2667,43.414,Galvantula,Milotic
2668,28.120,Orbeetle,Milotic
2669,33.329,Ninjask,Milotic
2670,20.809,Hitmonlee,Milotic
2671,13.778,Scolipede,Milotic
2672,13.057,Dracovish,Greedent
2673,14.150,Regidrago,Barraskewda
2674,37.941,Politoed,Barraskewda
2675,60.826,Pelipper,Barraskewda
2676,1.185,Mr. Rime,Barraskewda
2677,19.289,Crobat,Barraskewda
2678,22.854,Golduck,Barraskewda
2679,16.604,Zekrom,Bronzong
2680,68.141,Giratina Origin Forme,Bronzong
2681,18.161,Gengar,Bronzong
2682,14.215,Cursola,Bronzong
2683,38.469,Meowstic Male,Heat Rotom
2684,27.143,Politoed,Heat Rotom
2685,55.646,Primarina,Heat Rotom
2686,66.189,Sceptile,Heat Rotom
2687,36.255,Drampa,Heat Rotom
2688,27.962,Hippowdon,Heat Rotom
2689,14.147,Sirfetch'd,Heat Rotom
2690,31.274,Gallade,Heat Rotom
2691,81.475,Bewear,Heat Rotom
2692,15.330,Talonflame,Tsareena
2693,23.695,Durant,Tsareena
2694,27.222,Salazzle,Tsareena
2695,21.409,Noivern,Tsareena
2696,33.621,Dedenne,Tsareena
2697,73.575,Sigilyph,Tsareena
2698,15.169,Orbeetle,Tsareena
2699,30.424,Milotic,Glastrier
2700,27.999,Klefki,Glastrier
2701,17.054,Mewtwo,Wash Rotom
2702,38.824,Leafeon,Wash Rotom
2703,27.033,Kommo-o,Wash Rotom
2704,25.728,Lycanroc Dusk Form,Wash Rotom
2705,46.695,Bouffalant,Wash Rotom
2706,53.272,Gourgeist Super Size,Wash Rotom
2707,13.898,Klinklang,Dracozolt
2708,14.519,Chandelure,Dracozolt
2709,23.245,Gigalith,Dracozolt
2710,20.864,Salazzle,Dracozolt
2711,31.189,Orbeetle,Dracozolt
2712,8.611,Klinklang,Hydreigon
2713,62.636,Slowbro,Hydreigon
2714,44.466,Togedemaru,Hydreigon
2715,8.765,Aerodactyl,Hydreigon
2716,16.949,Crustle,Hydreigon
2717,19.346,Decidueye,Hydreigon
2718,0.595,Klinklang,Hitmontop
2719,23.971,Raikou,Hitmontop
2720,38.961,Leafeon,Hitmontop
2721,19.060,Gengar,Hitmontop
2722,17.040,Ribombee,Hitmontop
2723,32.849,Golduck,Hitmontop
2724,42.342,Claydol,Hitmontop
2725,33.337,Dedenne,Hitmontop
2726,60.355,Crustle,Hitmontop
2727,92.001,Arctovish,Hitmontop
2728,52.253,Noctowl,Hitmontop
2729,8.785,Salamence,Slowking
2730,46.434,Hatterene,Slowking
2731,23.883,Moltres,Slowking
2732,33.184,Mudsdale,Slowking
2733,11.061,Tangrowth,Slowking
2734,16.829,Lickilicky,Slowking
2735,8.785,Salamence,Mudsdale
2736,64.790,Cinccino,Mudsdale
2737,56.930,Cloyster,Mudsdale
2738,43.601,Morpeko Full Belly Mode,Mudsdale
2739,10.716,Hatterene,Lugia
2740,33.509,Nihilego,Lugia
2741,49.577,Togedemaru,Lugia
2742,75.219,Swoobat,Lugia
2743,11.255,Cloyster,Lugia
2744,72.029,Sneasel,Celesteela
2745,38.623,Pikachu,Celesteela
2746,63.087,Exeggutor,Celesteela
2747,47.475,Altaria,Celesteela
2748,8.980,Sneasel,Sableye
2749,15.793,Centiskorch,Sableye
2750,18.214,Jellicent,Sableye
2751,41.784,Latias,Sableye
2752,41.120,Obstagoon,Sableye
2753,58.166,Trevenant,Sableye
2754,31.169,Silvally,Sableye
2755,38.044,Crobat,Sableye
2756,46.447,Crawdaunt,Sableye
2757,22.652,Wash Rotom,Mewtwo
2758,19.184,Kingler,Mewtwo
2759,30.334,Scrafty,Mewtwo
2760,77.332,Kabutops,Mewtwo
2761,15.100,Slowking,Moltres
2762,4.308,Swampert,Porygon-Z
2763,16.794,Virizion,Porygon-Z
2764,31.162,Starmie,Porygon-Z
2765,9.264,Charjabug,Porygon-Z
2766,17.158,Gourgeist Small Size,Porygon-Z
2767,26.269,Heracross,Porygon-Z
2768,18.787,Passimian,Porygon-Z
2769,16.177,Flareon,Porygon-Z
2770,18.903,Tyranitar,Excadrill
2771,13.329,Gigalith,Excadrill
2772,12.839,Togetic,Excadrill
2773,50.517,Flapple,Excadrill
2774,18.568,Hippowdon,Excadrill
2775,62.204,Turtonator,Excadrill
2776,18.875,Sharpedo,Excadrill
2777,17.855,Sirfetch'd,Excadrill
2778,32.320,Emolga,Excadrill
2779,16.460,Lopunny,Excadrill
2780,33.506,Bouffalant,Excadrill
2781,33.428,Gourgeist Super Size,Excadrill
2782,22.432,Stoutland,Excadrill
2783,14.912,Noivern,Excadrill
2784,38.797,Dedenne,Excadrill
2785,34.360,Maractus,Excadrill
2786,24.436,Lycanroc Midday Form,Excadrill
2787,26.615,Scyther,Excadrill
2788,3.979,Fan Rotom,Excadrill
2789,19.643,Hitmonlee,Excadrill
2790,17.046,Tyranitar,Dracovish
2791,5.164,Toxicroak,Dracovish
2792,14.620,Aegislash Shield Forme,Dracovish
2793,78.531,Greedent,Dracovish
2794,12.780,Lucario,Dracovish
2795,32.116,Cradily,Dracovish
2796,26.444,Duraludon,Dracovish
2797,60.498,Luxray,Dracovish
2798,18.742,Gengar,Dracovish
2799,6.739,Flapple,Dracovish
2800,63.120,Eiscue Ice Face,Dracovish
2801,24.744,Arctozolt,Dracovish
2802,28.539,Toxtricity Low Key Form,Dracovish
2803,23.226,Lopunny,Dracovish
2804,14.329,Bouffalant,Dracovish
2805,28.350,Polteageist,Dracovish
2806,23.340,Jolteon,Dracovish
2807,17.074,Falinks,Dracovish
2808,79.208,Vanilluxe,Dracovish
2809,79.526,Seaking,Dracovish
2810,73.920,Sigilyph,Dracovish
2811,24.590,Tentacruel,Dracovish
2812,38.623,Pikachu,Pheromosa
2813,14.518,Chandelure,Pheromosa
2814,14.106,Dracozolt,Pheromosa
2815,22.084,Gigalith,Pheromosa
2816,15.397,Giratina Altered Forme,Pheromosa
2817,18.365,Alolan Ninetales,Suicune
2818,17.623,Latias,Suicune
2819,16.387,Alolan Marowak,Snorlax
2820,32.655,Oranguru,Snorlax
2821,31.213,Zoroark,Snorlax
2822,34.984,Ribombee,Snorlax
2823,32.350,Golduck,Snorlax
2824,52.562,Unfezant,Snorlax
2825,44.014,Tangrowth,Snorlax
2826,17.405,Aromatisse,Snorlax
2827,61.001,Crustle,Snorlax
2828,1.499,Arctovish,Snorlax
2829,3.115,Fan Rotom,Snorlax
2830,20.961,Steelix,Snorlax
2831,20.912,Slowbro,Togedemaru
2832,59.242,Galvantula,Togedemaru
2833,5.279,Giratina Origin Forme,Politoed
2834,9.471,Kangaskhan,Politoed
2835,33.637,Dhelmise,Politoed
2836,12.291,Alolan Raichu,Politoed
2837,20.942,Beartic,Politoed
2838,23.181,Perrserker,Politoed
2839,6.119,Miltank,Politoed
2840,27.381,Jolteon,Politoed
2841,28.511,Cursola,Politoed
2842,4.080,Seaking,Politoed
2843,71.911,Poliwrath,Politoed
2844,19.564,Hitmonlee,Politoed
2845,23.752,Noctowl,Politoed
2846,5.097,Giratina Origin Forme,Lapras
2847,11.387,Toxapex,Lapras
2848,6.547,Kangaskhan,Lapras
2849,24.528,Krookodile,Lapras
2850,5.133,Toxicroak,Lapras
2851,37.645,Cradily,Lapras
2852,15.648,Heatran,Lapras
2853,14.374,Rhyperior,Lapras
2854,56.707,Stonjourner,Lapras
2855,4.130,Electivire,Lapras
2856,62.940,Grapploct,Lapras
2857,13.735,Zoroark,Lapras
2858,22.330,Togetic,Lapras
2859,20.465,Beartic,Lapras
2860,22.519,Sylveon,Lapras
2861,21.147,Ribombee,Lapras
2862,15.439,Magnezone,Lapras
2863,12.896,Golisopod,Lapras
2864,67.486,Roserade,Lapras
2865,40.153,Sandaconda,Lapras
2866,57.979,Miltank,Lapras
2867,19.555,Crawdaunt,Lapras
2868,27.087,Noivern,Lapras
2869,18.502,Claydol,Lapras
2870,26.130,Jolteon,Lapras
2871,17.460,Cursola,Lapras
2872,17.018,Falinks,Lapras
2873,22.936,Dusknoir,Lapras
2874,25.709,Drapion,Lapras
2875,80.040,Seaking,Lapras
2876,8.228,Sigilyph,Lapras
2877,23.356,Tentacruel,Lapras
2878,6.044,Bewear,Lapras
2879,22.601,Golurk,Lapras
2880,13.681,Raikou,Togekiss
2881,32.369,Porygon-Z,Togekiss
2882,12.300,Conkeldurr,Togekiss
2883,29.778,Zoroark,Togekiss
2884,29.059,Lilligant,Togekiss
2885,15.403,Clawitzer,Togekiss
2886,82.732,Qwilfish,Togekiss
2887,4.677,Haxorus,Togekiss
2888,21.964,Dhelmise,Togekiss
2889,12.443,Runerigus,Togekiss
2890,22.501,Virizion,Togekiss
2891,17.564,Togetic,Togekiss
2892,18.197,Alolan Raichu,Togekiss
2893,29.373,Beartic,Togekiss
2894,21.668,Copperajah,Togekiss
2895,54.925,Flapple,Togekiss
2896,17.452,Slurpuff,Togekiss
2897,6.697,Eiscue Ice Face,Togekiss
2898,15.597,Alakazam,Togekiss
2899,14.819,Thievul,Togekiss
2900,43.249,Arctozolt,Togekiss
2901,50.692,Cofagrigus,Togekiss
2902,70.579,Turtonator,Togekiss
2903,33.052,Salazzle,Togekiss
2904,16.611,Ninetales,Togekiss
2905,33.013,Emolga,Togekiss
2906,24.005,Ribombee,Togekiss
2907,29.582,Toxtricity Low Key Form,Togekiss
2908,24.201,Mr. Mime,Togekiss
2909,43.977,Magnezone,Togekiss
2910,44.969,Lopunny,Togekiss
2911,26.286,Gourgeist Small Size,Togekiss
2912,69.072,Shiinotic,Togekiss
2913,54.019,Lycanroc Dusk Form,Togekiss
2914,60.092,Unfezant,Togekiss
2915,19.018,Perrserker,Togekiss
2916,15.755,Galarian Slowbro,Togekiss
2917,65.761,Bouffalant,Togekiss
2918,73.810,Roserade,Togekiss
2919,37.393,Polteageist,Togekiss
2920,78.882,Morpeko Full Belly Mode,Togekiss
2921,88.655,Gourgeist Super Size,Togekiss
2922,18.384,Crawdaunt,Togekiss
2923,34.946,Heracross,Togekiss
2924,36.709,Magneton,Togekiss
2925,52.053,Stoutland,Togekiss
2926,19.078,Claydol,Togekiss
2927,22.900,Jolteon,Togekiss
2928,41.450,Vileplume,Togekiss
2929,41.925,Falinks,Togekiss
2930,44.878,Dedenne,Togekiss
2931,60.298,Flygon,Togekiss
2932,25.061,Reuniclus,Togekiss
2933,24.284,Dusknoir,Togekiss
2934,32.963,Drapion,Togekiss
2935,23.973,Exploud,Togekiss
2936,15.271,Wigglytuff,Togekiss
2937,14.259,Galarian Corsola,Togekiss
2938,5.033,Sigilyph,Togekiss
2939,27.157,Decidueye,Togekiss
2940,24.617,Galvantula,Togekiss
2941,92.068,Arctovish,Togekiss
2942,27.354,Passimian,Togekiss
2943,31.716,Lycanroc Midday Form,Togekiss
2944,28.949,Tentacruel,Togekiss
2945,39.737,Dragalge,Togekiss
2946,87.483,Bewear,Togekiss
2947,13.750,Scyther,Togekiss
2948,23.205,Alolan Sandslash,Togekiss
2949,19.648,Poliwrath,Togekiss
2950,10.273,Lycanroc Midnight Form,Togekiss
2951,65.220,Golurk,Togekiss
2952,36.766,Lickilicky,Togekiss
2953,13.505,Scolipede,Togekiss
2954,51.852,Dunsparce,Togekiss
2955,14.466,Sandslash,Togekiss
2956,71.720,Steelix,Togekiss
2957,88.996,Corsola,Togekiss
2958,99.986,Gourgeist Large Size,Togekiss
2959,22.853,Galarian Weezing,Volcarona
2960,4.130,Electivire,Volcarona
2961,35.146,Vikavolt,Volcarona
2962,15.343,Dhelmise,Volcarona
2963,14.662,Alolan Raichu,Volcarona
2964,14.596,Morpeko Full Belly Mode,Volcarona
2965,31.720,Magneton,Volcarona
2966,18.487,Claydol,Volcarona
2967,3.121,Fan Rotom,Volcarona
2968,15.464,Gyarados,Mamoswine
2969,24.462,Polteageist,Mamoswine
2970,72.574,Heliolisk,Toxicroak
2971,4.874,Heliolisk,Weavile
2972,65.361,Eiscue Ice Face,Weavile
2973,13.536,Vaporeon,Weavile
2974,39.780,Wigglytuff,Weavile
2975,29.393,Excadrill,Tyranitar
2976,4.276,Clefable,Tyranitar
2977,2.732,Haxorus,Tyranitar
2978,49.449,Flapple,Tyranitar
2979,89.781,Torracat,Tyranitar
2980,20.714,Sharpedo,Tyranitar
2981,34.548,Emolga,Tyranitar
2982,12.844,Malamar,Tyranitar
2983,48.414,Galarian Slowbro,Tyranitar
2984,66.929,Tangela,Tyranitar
2985,18.125,Morpeko Full Belly Mode,Tyranitar
2986,20.512,Aromatisse,Tyranitar
2987,38.813,Magneton,Tyranitar
2988,63.185,Stoutland,Tyranitar
2989,26.373,Noivern,Tyranitar
2990,44.080,Claydol,Tyranitar
2991,20.872,Vileplume,Tyranitar
2992,52.432,Dedenne,Tyranitar
2993,14.142,Reuniclus,Tyranitar
2994,27.979,Decidueye,Tyranitar
2995,1.818,Arctovish,Tyranitar
2996,32.212,Maractus,Tyranitar
2997,21.204,Passimian,Tyranitar
2998,2.736,Druddigon,Tyranitar
2999,61.256,Lycanroc Midday Form,Tyranitar
3000,85.985,Bewear,Tyranitar
3001,5.631,Fan Rotom,Tyranitar
3002,19.700,Hitmonlee,Tyranitar
3003,80.958,Sandslash,Tyranitar
3004,53.605,Noctowl,Tyranitar
3005,25.700,Excadrill,Galarian Moltres
3006,64.757,Machamp,Galarian Moltres
3007,62.834,Primarina,Sceptile
3008,58.463,Blissey,Sceptile
3009,17.110,Shiftry,Cherrim
3010,22.833,Goodra,Cherrim
3011,14.519,Chandelure,Gigalith
3012,14.812,Dracozolt,Gigalith
3013,4.341,Torracat,Gigalith
3014,34.890,Aromatisse,Gigalith
3015,14.109,Stoutland,Gigalith
3016,11.226,Sandslash,Gigalith
3017,84.219,Toxicroak,Heliolisk
3018,76.694,Charjabug,Heliolisk
3019,38.349,Dracozolt,Klinklang
3020,14.071,Dracozolt,Chandelure
3021,22.084,Gigalith,Chandelure
3022,33.207,Zoroark,Chandelure
3023,32.016,Gallade,Chandelure
3024,27.431,Roserade,Chandelure
3025,66.398,Sceptile,Primarina
3026,58.463,Blissey,Primarina
3027,11.863,Alolan Raichu,Primarina
3028,19.591,Salazzle,Primarina
3029,37.197,Emolga,Primarina
3030,89.477,Charjabug,Primarina
3031,14.628,Toxtricity Low Key Form,Primarina
3032,22.141,Mr. Mime,Primarina
3033,14.802,Magnezone,Primarina
3034,17.822,Stoutland,Primarina
3035,21.795,Reuniclus,Primarina
3036,31.748,Decidueye,Primarina
3037,20.725,Orbeetle,Primarina
3038,33.028,Ninjask,Primarina
3039,41.734,Beheeyem,Primarina
3040,24.540,Tentacruel,Primarina
3041,14.672,Alolan Sandslash,Primarina
3042,87.438,Fan Rotom,Primarina
3043,9.560,Sceptile,Blissey
3044,33.153,Pincurchin,Clefable
3045,28.962,Sandslash,Clefable
3046,29.765,Centiskorch,Mr. Rime
3047,5.910,Lucario,Braviary
3048,13.743,Duraludon,Braviary
3049,85.326,Haxorus,Braviary
3050,6.129,Torracat,Braviary
3051,16.071,Ninetales,Braviary
3052,73.574,Sigilyph,Braviary
3053,5.542,Lucario,Duraludon
3054,21.274,Sylveon,Duraludon
3055,21.998,Hippowdon,Duraludon
3056,38.134,Salazzle,Duraludon
3057,28.909,Golduck,Duraludon
3058,34.072,Shiinotic,Duraludon
3059,27.951,Polteageist,Duraludon
3060,14.812,Morpeko Full Belly Mode,Duraludon
3061,81.912,Eldegoss,Duraludon
3062,7.022,Sigilyph,Duraludon
3063,87.742,Druddigon,Duraludon
3064,0.014,Gourgeist Large Size,Duraludon
3065,33.184,Mudsdale,Salamence
3066,23.219,Cherrim,Shiftry
3067,24.650,Froslass,Tauros
3068,33.829,Gardevoir,Tauros
3069,12.285,Sandslash,Tauros
3070,15.476,Froslass,Mandibuzz
3071,20.537,Jellicent,Pincurchin
3072,76.641,Clefable,Pincurchin
3073,65.062,Alolan Raichu,Pincurchin
3074,11.065,Emolga,Pincurchin
3075,9.872,Lycanroc Midnight Form,Pincurchin
3076,20.438,Jellicent,Ludicolo
3077,6.008,Mantine,Ludicolo
3078,25.712,Goodra,Ludicolo
3079,23.044,Starmie,Ludicolo
3080,19.535,Jolteon,Ludicolo
3081,3.063,Seaking,Ludicolo
3082,30.200,Mandibuzz,Dusk Mane Necrozma
3083,79.279,Drednaw,Dusk Mane Necrozma
3084,2.861,Clefable,Dusk Mane Necrozma
3085,26.145,Appletun,Dusk Mane Necrozma
3086,37.198,Vikavolt,Dusk Mane Necrozma
3087,19.804,Mandibuzz,Froslass
3088,77.293,Tauros,Froslass
3089,20.066,Beartic,Froslass
3090,68.228,Lurantis,Spectrier
3091,41.842,Articuno,Spectrier
3092,37.231,Darmanitan Standard Mode,Garbodor
3093,24.020,Darmanitan Standard Mode,Appletun
3094,24.453,Abomasnow,Appletun
3095,16.605,Cradily,Goodra
3096,18.164,Lilligant,Goodra
3097,21.415,Arctozolt,Goodra
3098,15.051,Golisopod,Goodra
3099,40.875,Wigglytuff,Goodra
3100,25.976,Scyther,Goodra
3101,48.287,Lycanroc Midnight Form,Goodra
3102,54.759,Steelix,Goodra
3103,8.765,Aerodactyl,Shiinotic
3104,7.999,Kabutops,Cobalion
3105,12.679,Thievul,Cobalion
3106,32.020,Salazzle,Cobalion
3107,44.225,Dunsparce,Cobalion
3108,4.679,Corsola,Cobalion
3109,23.097,Articuno,Krookodile
3110,41.951,Unfezant,Krookodile
3111,4.401,Drednaw,Mow Rotom
3112,14.846,Heatran,Rhyperior
3113,18.331,Lilligant,Rhyperior
3114,24.955,Perrserker,Rhyperior
3115,14.178,Tangrowth,Rhyperior
3116,4.120,Eldegoss,Rhyperior
3117,40.836,Vileplume,Rhyperior
3118,14.877,Wigglytuff,Rhyperior
3119,8.933,Scyther,Rhyperior
3120,29.984,Appletun,Darmanitan Standard Mode
3121,80.773,Garbodor,Darmanitan Standard Mode
3122,26.145,Appletun,Togetic
3123,0.014,Gourgeist Large Size,Togetic
3124,9.611,Registeel,Giratina Origin Forme
3125,14.310,Rhyperior,Heatran
3126,4.130,Electivire,Cradily
3127,30.103,Goodra,Cradily
3128,31.523,Abomasnow,Beartic
3129,31.455,Abomasnow,Talonflame
3130,30.412,Giratina Altered Forme,Talonflame
3131,22.328,Grapploct,Talonflame
3132,15.517,Starmie,Talonflame
3133,21.732,Magnezone,Talonflame
3134,46.072,Gourgeist Small Size,Talonflame
3135,23.748,Golduck,Talonflame
3136,55.796,Frost Rotom,Talonflame
3137,30.269,Drapion,Talonflame
3138,18.228,Galarian Corsola,Talonflame
3139,19.626,Passimian,Talonflame
3140,28.445,Marowak,Talonflame
3141,13.384,Lycanroc Midnight Form,Talonflame
3142,0.014,Gourgeist Large Size,Talonflame
3143,33.870,Diggersby,Boltund
3144,36.950,Corviknight,Alolan Ninetales
3145,49.168,Beartic,Alolan Ninetales
3146,14.046,Eiscue Ice Face,Alolan Ninetales
3147,46.068,Gourgeist Small Size,Alolan Ninetales
3148,26.834,Frost Rotom,Alolan Ninetales
3149,80.576,Alolan Sandslash,Alolan Ninetales
3150,36.944,Corviknight,Aegislash Shield Forme
3151,3.109,Fan Rotom,Aegislash Shield Forme
3152,36.944,Corviknight,Haxorus
3153,23.695,Durant,Pikachu
3154,18.657,Gengar,Pikachu
3155,23.917,Lycanroc Midday Form,Pikachu
3156,14.460,Dunsparce,Pikachu
3157,97.288,Mr. Rime,Centiskorch
3158,36.835,Grapploct,Centiskorch
3159,25.811,Sandaconda,Centiskorch
3160,38.753,Boltund,Diggersby
3161,17.643,Lopunny,Diggersby
3162,27.368,Cobalion,Kingler
3163,10.851,Cobalion,Kabutops
3164,17.469,Black Kyurem,Turtonator
3165,18.055,Sirfetch'd,Turtonator
3166,53.557,Mantine,Thundurus Therian Forme
3167,4.599,Machamp,Accelgor
3168,94.240,Palossand,Accelgor
3169,29.286,Sharpedo,Accelgor
3170,87.278,Charjabug,Accelgor
3171,32.884,Ninjask,Accelgor
3172,43.712,Silvally,Stakataka
3173,16.187,Xurkitree,Stakataka
3174,21.036,Blissey,Stakataka
3175,75.418,Accelgor,Palossand
3176,29.287,Sharpedo,Palossand
3177,8.177,Luxray,Tapu Koko
3178,17.931,Blaziken,Tapu Koko
3179,4.875,Dugtrio,Clefairy
3180,15.995,Sylveon,Clefairy
3181,17.069,Hippowdon,Clefairy
3182,45.157,Thievul,Clefairy
3183,35.529,Malamar,Clefairy
3184,14.335,Vanilluxe,Clefairy
3185,22.202,Passimian,Clefairy
3186,46.207,Lycanroc Midday Form,Clefairy
3187,20.844,Flareon,Clefairy
3188,8.753,Steelix,Clefairy
3189,46.085,Mow Rotom,Galarian Articuno
3190,40.420,Mow Rotom,Escavalier
3191,22.416,Mow Rotom,Alolan Marowak
3192,31.007,Clawitzer,Alolan Marowak
3193,17.539,Arctozolt,Alolan Marowak
3194,37.153,Sharpedo,Alolan Marowak
3195,22.576,Ribombee,Alolan Marowak
3196,15.177,Roserade,Alolan Marowak
3197,17.120,Tangela,Alolan Marowak
3198,43.924,Ninjask,Alolan Marowak
3199,21.027,Gengar,Sirfetch'd
3200,16.830,Cofagrigus,Sirfetch'd
3201,67.468,Turtonator,Sirfetch'd
3202,19.909,Gengar,Lucario
3203,59.241,Galvantula,Lucario
3204,18.759,Gengar,Dragonite
3205,36.281,Glaceon,Leafeon
3206,36.473,Espeon,Leafeon
3207,36.281,Glaceon,Espeon
3208,51.079,Vaporeon,Espeon
3209,2.713,Druddigon,Espeon
3210,66.523,Flareon,Espeon
3211,44.044,Dunsparce,Espeon
3212,40.716,Sandslash,Espeon
3213,8.658,Manectric,Obstagoon
3214,4.095,Torracat,Obstagoon
3215,39.299,Espeon,Grapploct
3216,27.105,Sandaconda,Grapploct
3217,38.908,Espeon,Garchomp
3218,36.459,Espeon,Glaceon
3219,62.835,Eiscue Ice Face,Glaceon
3220,17.541,Frost Rotom,Glaceon
3221,74.942,Tyrantrum,Scizor
3222,8.027,Eiscue Ice Face,Scizor
3223,12.517,Vaporeon,Scizor
3224,15.814,Orbeetle,Scizor
3225,23.579,Noctowl,Scizor
3226,64.743,Cinccino,Cloyster
3227,56.930,Cloyster,Cinccino
3228,18.204,Blaziken,Corviknight
3229,22.241,Grapploct,Corviknight
3230,82.990,Torracat,Corviknight
3231,27.805,Sirfetch'd,Corviknight
3232,65.276,Tangela,Corviknight
3233,31.300,Crawdaunt,Corviknight
3234,35.164,Beheeyem,Corviknight
3235,19.907,Marowak,Corviknight
3236,29.671,Poliwrath,Corviknight
3237,37.016,Grapploct,Sandaconda
3238,36.953,Grapploct,Gengar
3239,9.353,Turtonator,Gengar
3240,49.743,Sandaconda,Gengar
3241,15.468,Stoutland,Gengar
3242,14.576,Falinks,Gengar
3243,32.903,Zoroark,Gyarados
3244,25.612,Starmie,Gyarados
3245,38.874,Sirfetch'd,Gyarados
3246,29.231,Galarian Slowbro,Gyarados
3247,18.928,Tangela,Gyarados
3248,16.744,Falinks,Gyarados
3249,19.697,Dedenne,Gyarados
3250,16.345,Galarian Corsola,Gyarados
3251,85.345,Seaking,Gyarados
3252,59.335,Galvantula,Gyarados
3253,43.928,Ninjask,Gyarados
3254,89.964,Druddigon,Gyarados
3255,19.601,Marowak,Gyarados
3256,26.465,Tentacruel,Gyarados
3257,27.555,Scyther,Gyarados
3258,58.331,Golurk,Gyarados
3259,48.152,Sandslash,Gyarados
3260,22.077,Steelix,Gyarados
3261,21.280,Lilligant,Bouffalant
3262,21.417,Frost Rotom,Bouffalant
3263,69.290,Gourgeist Super Size,Bouffalant
3264,18.808,Hitmonlee,Bouffalant
3265,18.744,Lilligant,Ninetales
3266,76.033,Charjabug,Ninetales
3267,7.086,Miltank,Ninetales
3268,10.750,Clawitzer,Sylveon
3269,78.222,Charjabug,Sylveon
3270,50.594,Vaporeon,Sylveon
3271,33.615,Shiinotic,Sylveon
3272,21.149,Jolteon,Sylveon
3273,12.258,Flygon,Sylveon
3274,20.202,Ninjask,Sylveon
3275,87.534,Druddigon,Sylveon
3276,67.816,Flareon,Sylveon
3277,6.603,Corsola,Sylveon
3278,1.154,Qwilfish,Clawitzer
3279,0.752,Qwilfish,Manectric
3280,16.208,Virizion,Starmie
3281,21.171,Togetic,Riolu
3282,52.509,Unfezant,Riolu
3283,55.672,Miltank,Riolu
3284,77.263,Dusknoir,Riolu
3285,35.432,Exploud,Riolu
3286,61.160,Ninjask,Riolu
3287,18.669,Togetic,Golurk
3288,18.530,Togetic,Galarian Slowbro
3289,30.719,Crawdaunt,Galarian Slowbro
3290,17.823,Heracross,Galarian Slowbro
3291,14.656,Togetic,Conkeldurr
3292,16.553,Sharpedo,Conkeldurr
3293,34.823,Roserade,Conkeldurr
3294,21.267,Cursola,Conkeldurr
3295,23.698,Maractus,Conkeldurr
3296,14.085,Togetic,Drapion
3297,23.042,Lickilicky,Drapion
3298,22.446,Hippowdon,Lycanroc Midday Form
3299,82.837,Torracat,Toxtricity Low Key Form
3300,65.276,Tangela,Toxtricity Low Key Form
3301,63.784,Vanilluxe,Toxtricity Low Key Form
3302,10.766,Thievul,Terrakion
3303,24.059,Starmie,Terrakion
3304,28.565,Malamar,Terrakion
3305,17.153,Gourgeist Super Size,Terrakion
3306,18.706,Reuniclus,Terrakion
3307,11.626,Gardevoir,Terrakion
3308,25.922,Galarian Corsola,Terrakion
3309,99.986,Gourgeist Large Size,Terrakion
3310,21.494,Arctozolt,Golisopod
3311,21.415,Arctozolt,Galarian Weezing
3312,36.122,Golisopod,Galarian Weezing
3313,27.392,Noivern,Galarian Weezing
3314,26.054,Maractus,Galarian Weezing
3315,0.014,Gourgeist Large Size,Galarian Weezing
3316,38.077,Cofagrigus,Zoroark
3317,4.313,Sirfetch'd,Zoroark
3318,9.690,Turtonator,Alakazam
3319,15.777,Vileplume,Alakazam
3320,16.566,Falinks,Alakazam
3321,25.789,Salazzle,Inteleon
3322,56.641,Frost Rotom,Inteleon
3323,7.512,Vanilluxe,Inteleon
3324,33.822,Beheeyem,Inteleon
3325,17.281,Alolan Sandslash,Inteleon
3326,18.808,Hitmonlee,Inteleon
3327,16.025,Ninetales,Magnezone
3328,19.795,Golisopod,Magnezone
3329,17.656,Unfezant,Magnezone
3330,14.513,Bouffalant,Magnezone
