,Nature,UsePercentage,Pokemon,Hp,Atk,Def,SpA,SpD,Spe
458,Quiet,1.194,Blastoise,252,0,4,252,0,0
459,Calm,0.993,Blastoise,244,0,4,132,12,116
460,Timid,11.488,Venusaur,4,0,0,252,0,252
461,Modest,8.301,Venusaur,172,0,196,44,4,92
462,Modest,8.040,Venusaur,156,0,0,252,0,100
463,Modest,7.341,Venusaur,188,0,148,76,4,92
464,Modest,6.755,Venusaur,4,0,0,252,0,252
465,Modest,6.685,Venusaur,0,0,0,252,4,252
466,Timid,6.602,Venusaur,0,0,0,252,4,252
467,Modest,3.082,Venusaur,148,0,4,244,12,100
468,Modest,2.306,Venusaur,156,0,52,76,12,212
469,Timid,2.231,Venusaur,132,0,44,76,4,252
470,Modest,2.155,Venusaur,196,0,172,0,0,140
471,Modest,1.973,Venusaur,156,0,4,236,12,100
472,Modest,1.615,Venusaur,92,0,4,252,4,156
473,Quiet,1.608,Venusaur,252,0,4,252,0,0
474,Modest,1.587,Venusaur,156,0,44,156,4,148
475,Modest,1.537,Venusaur,188,0,180,44,4,92
476,Timid,1.361,Venusaur,100,0,0,156,0,252
477,Modest,1.338,Venusaur,156,0,4,244,12,92
478,Bold,1.162,Venusaur,100,0,132,124,12,140
479,Timid,1.088,Venusaur,0,0,4,252,0,252
480,Relaxed,21.928,Ferrothorn,252,0,252,0,4,0
481,Impish,11.063,Ferrothorn,252,4,156,0,76,20
482,Impish,8.113,Ferrothorn,252,188,4,0,60,4
483,Brave,6.476,Ferrothorn,252,252,0,0,4,0
484,Relaxed,3.863,Ferrothorn,244,0,180,0,84,0
485,Brave,3.178,Ferrothorn,228,252,0,0,28,0
486,Relaxed,2.864,Ferrothorn,252,0,84,0,172,0
487,Relaxed,2.645,Ferrothorn,252,0,156,0,100,0
488,Bold,2.580,Ferrothorn,252,0,148,0,108,0
489,Impish,2.568,Ferrothorn,252,0,172,0,84,0
490,Bold,2.422,Ferrothorn,252,0,76,4,116,60
491,Brave,2.316,Ferrothorn,252,252,4,0,0,0
492,Bold,1.833,Ferrothorn,212,0,156,0,140,0
493,Brave,1.716,Ferrothorn,252,44,84,0,124,0
494,Relaxed,1.600,Ferrothorn,252,0,68,0,188,0
495,Relaxed,1.331,Ferrothorn,252,160,68,0,28,0
496,Impish,1.297,Ferrothorn,212,188,4,0,100,4
497,Brave,1.227,Ferrothorn,252,124,0,0,132,0
498,Impish,1.091,Ferrothorn,252,0,252,0,4,0
499,Sassy,1.040,Ferrothorn,252,0,68,0,188,0
500,Jolly,16.158,Ditto,252,0,4,0,0,252
501,Sassy,10.884,Ditto,252,0,4,0,252,0
502,Relaxed,9.930,Ditto,252,0,252,0,4,0
503,Impish,8.275,Ditto,252,0,252,0,0,4
504,Timid,6.285,Ditto,252,0,0,0,0,252
505,Hardy,5.589,Ditto,252,0,0,0,252,0
506,Timid,5.295,Ditto,252,0,0,0,4,252
507,Impish,4.839,Ditto,252,0,124,0,0,132
508,Hardy,4.105,Ditto,252,0,0,0,0,0
509,Jolly,2.784,Ditto,252,0,28,0,0,228
510,Careful,2.258,Ditto,252,0,4,0,252,0
511,Timid,2.168,Ditto,252,0,4,0,0,252
512,Timid,2.081,Ditto,252,0,0,4,0,252
513,Relaxed,2.060,Ditto,252,0,252,0,0,0
514,Jolly,2.039,Ditto,164,4,76,0,12,252
515,Sassy,1.947,Ditto,252,0,0,0,252,0
516,Jolly,1.693,Ditto,252,0,0,0,4,252
517,Sassy,1.428,Ditto,252,0,0,4,252,0
518,Jolly,1.254,Ditto,252,4,0,0,0,252
519,Timid,1.178,Ditto,252,0,44,0,0,212
520,Jolly,37.570,Urshifu Single Strike Style,0,252,0,0,4,252
521,Jolly,14.941,Urshifu Single Strike Style,4,252,0,0,0,252
522,Jolly,13.120,Urshifu Single Strike Style,0,252,4,0,0,252
523,Adamant,7.925,Urshifu Single Strike Style,0,252,0,0,4,252
524,Adamant,6.161,Urshifu Single Strike Style,4,252,0,0,0,252
525,Adamant,3.580,Urshifu Single Strike Style,36,212,4,0,4,252
526,Jolly,3.041,Urshifu Single Strike Style,0,252,0,0,0,252
527,Jolly,2.619,Urshifu Single Strike Style,4,236,12,0,4,252
528,Brave,2.413,Urshifu Single Strike Style,252,252,0,0,4,0
529,Adamant,2.178,Urshifu Single Strike Style,0,252,4,0,0,252
530,Adamant,1.357,Urshifu Single Strike Style,252,252,0,0,4,0
531,Jolly,1.086,Urshifu Single Strike Style,0,252,0,0,6,252
532,Adamant,0.734,Urshifu Single Strike Style,28,236,4,0,68,172
533,Brave,0.529,Urshifu Single Strike Style,252,156,100,0,0,0
534,Jolly,0.384,Urshifu Single Strike Style,0,124,0,0,132,252
535,Adamant,0.328,Urshifu Single Strike Style,0,252,0,0,84,172
536,Adamant,0.308,Urshifu Single Strike Style,172,156,0,0,0,180
537,Adamant,0.276,Urshifu Single Strike Style,0,252,0,0,0,252
538,Adamant,0.274,Urshifu Single Strike Style,172,252,4,0,4,76
539,Adamant,0.236,Urshifu Single Strike Style,244,252,4,0,4,4
540,Modest,35.906,Xerneas,100,0,196,44,12,156
541,Modest,7.362,Xerneas,60,0,220,68,4,156
542,Timid,7.137,Xerneas,60,0,4,180,12,252
543,Modest,6.205,Xerneas,60,0,4,68,12,156
544,Timid,5.397,Xerneas,4,0,0,252,0,252
545,Modest,4.340,Xerneas,180,0,4,68,4,252
546,Timid,3.101,Xerneas,108,0,4,196,4,196
547,Modest,2.998,Xerneas,252,0,92,4,4,156
548,Timid,2.666,Xerneas,0,0,0,244,12,252
549,Modest,2.191,Xerneas,252,0,92,0,0,164
550,Timid,1.822,Xerneas,92,0,0,164,0,252
551,Modest,1.485,Xerneas,92,0,0,164,0,252
552,Timid,1.411,Xerneas,0,0,0,252,4,252
553,Modest,1.281,Xerneas,252,0,0,100,0,156
554,Modest,1.000,Xerneas,140,0,36,156,12,164
555,Timid,0.949,Xerneas,52,0,4,252,4,196
556,Timid,0.902,Xerneas,0,0,4,252,0,252
557,Modest,0.883,Xerneas,252,0,0,20,0,236
558,Timid,0.829,Xerneas,44,0,4,196,12,252
559,Timid,0.819,Xerneas,76,0,28,196,20,188
560,Modest,12.417,Dialga,108,0,4,236,44,116
561,Modest,9.734,Dialga,4,0,0,252,0,252
562,Modest,7.420,Dialga,252,0,0,252,4,0
563,Modest,7.404,Dialga,124,0,0,252,0,132
564,Quiet,7.144,Dialga,252,0,0,252,4,0
565,Timid,4.659,Dialga,0,0,0,252,4,252
566,Modest,2.988,Dialga,20,0,0,252,0,236
567,Modest,2.972,Dialga,108,0,4,156,12,228
568,Modest,2.491,Dialga,108,0,0,252,0,148
569,Modest,2.240,Dialga,236,0,4,252,4,12
570,Timid,2.161,Dialga,4,0,0,252,0,252
571,Modest,2.037,Dialga,252,0,0,236,0,20
572,Modest,1.801,Dialga,204,0,0,236,0,68
573,Modest,1.521,Dialga,188,0,0,252,0,68
574,Modest,1.425,Dialga,0,0,0,252,4,252
575,Quiet,1.207,Dialga,252,0,4,252,0,0
576,Modest,1.163,Dialga,60,0,4,236,14,196
577,Modest,1.116,Dialga,244,0,0,252,0,12
578,Modest,1.105,Dialga,108,0,4,252,4,140
579,Modest,1.027,Dialga,236,0,0,252,0,20
580,Adamant,34.991,Shedinja,0,252,4,0,0,252
581,Lonely,21.665,Shedinja,0,252,0,0,0,252
582,Lonely,11.691,Shedinja,0,252,0,0,4,252
583,Lonely,9.665,Shedinja,0,252,0,4,0,252
584,Jolly,4.200,Shedinja,0,252,4,0,0,252
585,Hasty,3.775,Shedinja,4,252,0,0,0,252
586,Jolly,3.665,Shedinja,0,252,0,0,0,252
587,Adamant,3.354,Shedinja,0,252,0,0,0,252
588,Naughty,1.433,Shedinja,0,252,0,4,0,252
589,Lonely,1.212,Shedinja,4,252,0,0,0,252
590,Adamant,1.102,Shedinja,0,252,0,0,4,252
591,Lonely,1.049,Shedinja,0,252,0,0,0,228
592,Lonely,0.456,Shedinja,0,252,0,28,0,228
593,Hasty,0.423,Shedinja,0,252,0,0,4,252
594,Hasty,0.372,Shedinja,0,252,0,4,0,252
595,Adamant,0.221,Shedinja,0,252,0,4,0,252
596,Jolly,0.191,Shedinja,0,252,0,4,0,252
597,Adamant,0.118,Shedinja,4,252,0,0,0,252
598,Mild,0.111,Shedinja,0,252,0,252,0,4
599,Hasty,0.086,Shedinja,0,252,0,0,0,252
600,Jolly,11.503,Solgaleo,4,252,0,0,0,252
601,Adamant,6.944,Solgaleo,4,252,0,0,0,252
602,Adamant,5.395,Solgaleo,212,180,4,0,84,28
603,Adamant,4.656,Solgaleo,132,180,4,0,84,108
604,Adamant,4.106,Solgaleo,252,252,0,0,0,4
605,Jolly,2.974,Solgaleo,0,252,0,0,4,252
606,Jolly,2.420,Solgaleo,84,20,4,0,196,204
607,Jolly,2.392,Solgaleo,84,156,4,0,20,244
608,Adamant,2.157,Solgaleo,20,228,4,0,4,252
609,Adamant,2.139,Solgaleo,100,196,20,0,84,108
610,Adamant,1.843,Solgaleo,236,180,4,0,4,84
611,Adamant,1.810,Solgaleo,4,252,4,0,244,4
612,Adamant,1.800,Solgaleo,100,252,20,0,84,52
613,Adamant,1.790,Solgaleo,252,252,0,0,4,0
614,Adamant,1.717,Solgaleo,20,180,4,0,244,60
615,Adamant,1.699,Solgaleo,212,100,36,0,160,0
616,Adamant,1.653,Solgaleo,4,252,4,0,4,244
617,Jolly,1.520,Solgaleo,20,236,0,0,0,252
618,Adamant,1.345,Solgaleo,4,180,4,0,68,252
619,Jolly,1.325,Solgaleo,0,252,0,0,0,252
620,Sassy,25.492,Dusclops,252,0,4,0,252,0
621,Sassy,22.492,Dusclops,252,0,20,0,236,0
622,Sassy,6.527,Dusclops,252,0,100,0,156,0
623,Sassy,5.355,Dusclops,252,0,116,0,140,0
624,Relaxed,4.658,Dusclops,252,0,76,0,180,0
625,Sassy,3.530,Dusclops,252,4,0,0,252,0
626,Sassy,3.181,Dusclops,252,0,164,0,92,0
627,Sassy,2.919,Dusclops,252,0,172,0,84,0
628,Calm,2.914,Dusclops,252,0,4,0,252,0
629,Relaxed,2.749,Dusclops,252,0,28,0,228,0
630,Sassy,1.999,Dusclops,252,0,108,0,148,0
631,Sassy,1.907,Dusclops,252,0,92,0,164,0
632,Calm,1.881,Dusclops,252,0,100,0,156,0
633,Relaxed,1.800,Dusclops,252,0,108,0,148,0
634,Sassy,1.314,Dusclops,252,0,140,0,116,0
635,Sassy,0.894,Dusclops,252,0,76,0,180,0
636,Sassy,0.838,Dusclops,252,0,156,0,100,0
637,Relaxed,0.678,Dusclops,252,0,92,0,164,0
638,Calm,0.595,Dusclops,252,0,20,0,236,0
639,Sassy,0.508,Dusclops,252,0,0,0,196,0
640,Quiet,32.639,Torkoal,252,0,0,252,4,0
641,Quiet,24.995,Torkoal,252,0,4,252,0,0
642,Quiet,10.830,Torkoal,236,0,0,252,20,0
643,Relaxed,7.065,Torkoal,236,0,76,116,76,0
644,Bold,4.220,Torkoal,244,0,156,0,108,0
645,Calm,3.592,Torkoal,244,0,28,0,236,0
646,Sassy,3.252,Torkoal,244,0,84,0,180,0
647,Modest,3.044,Torkoal,4,0,252,252,0,0
648,Sassy,1.348,Torkoal,244,0,28,0,236,0
649,Quiet,1.262,Torkoal,248,0,0,252,8,0
650,Quiet,1.218,Torkoal,252,0,0,20,236,0
651,Modest,1.038,Torkoal,252,0,0,252,4,0
652,Relaxed,0.916,Torkoal,252,0,252,0,4,0
653,Bold,0.447,Torkoal,244,0,12,0,252,0
654,Relaxed,0.385,Torkoal,236,0,252,0,20,0
655,Bold,0.367,Torkoal,252,0,252,4,0,0
656,Modest,0.358,Torkoal,252,0,52,116,84,4
657,Sassy,0.270,Torkoal,252,4,0,0,252,0
658,Relaxed,0.268,Torkoal,244,0,124,4,128,4
659,Quiet,0.237,Torkoal,4,0,252,252,0,0
660,Timid,55.968,Kingdra,4,0,0,252,0,252
661,Jolly,24.948,Kingdra,4,252,0,0,0,252
662,Modest,4.814,Kingdra,196,0,4,252,4,52
663,Timid,3.299,Kingdra,0,0,0,252,4,252
664,Timid,2.179,Kingdra,68,0,12,252,4,172
665,Lonely,1.501,Kingdra,0,252,0,4,0,252
666,Timid,1.190,Kingdra,68,0,4,252,4,180
667,Modest,1.037,Kingdra,200,0,0,252,4,52
668,Timid,0.976,Kingdra,20,0,4,252,4,228
669,Careful,0.962,Kingdra,244,4,4,0,196,60
670,Modest,0.728,Kingdra,4,0,0,252,0,252
671,Modest,0.675,Kingdra,0,0,0,252,4,252
672,Timid,0.309,Kingdra,76,0,0,252,0,180
673,Timid,0.266,Kingdra,20,0,4,244,4,236
674,Modest,0.175,Kingdra,148,0,4,252,4,100
675,Jolly,0.156,Kingdra,84,252,0,0,0,172
676,Timid,0.109,Kingdra,0,0,4,252,0,252
677,Adamant,0.086,Kingdra,4,252,0,0,0,252
678,Adamant,0.063,Kingdra,84,252,0,0,0,172
679,Adamant,0.062,Kingdra,0,252,4,0,0,252
680,Timid,11.488,Raichu,252,0,4,0,0,252
681,Timid,10.283,Raichu,252,0,0,4,0,252
682,Timid,8.723,Raichu,252,0,0,0,4,252
683,Hasty,8.123,Raichu,0,4,0,252,0,252
684,Timid,6.542,Raichu,244,0,4,4,4,252
685,Jolly,5.332,Raichu,4,0,0,0,252,252
686,Timid,4.844,Raichu,0,0,0,252,4,252
687,Timid,4.758,Raichu,4,0,0,252,0,252
688,Jolly,4.506,Raichu,28,12,204,0,12,252
689,Jolly,4.308,Raichu,4,252,0,0,0,252
690,Timid,3.875,Raichu,0,0,4,252,0,252
691,Timid,3.450,Raichu,28,0,228,0,0,252
692,Jolly,3.337,Raichu,108,4,108,0,108,180
693,Hasty,2.390,Raichu,252,0,0,4,0,252
694,Timid,2.142,Raichu,60,0,252,4,12,180
695,Jolly,1.904,Raichu,252,0,4,0,0,252
696,Jolly,1.727,Raichu,0,252,0,0,4,252
697,Timid,1.677,Raichu,124,0,52,76,4,252
698,Timid,1.603,Raichu,188,0,4,4,60,252
699,Hasty,1.411,Raichu,4,0,0,252,0,252
700,Timid,22.376,Weezing,252,0,0,4,0,252
701,Bold,10.687,Weezing,252,0,100,4,140,12
702,Timid,10.597,Weezing,148,0,0,0,108,252
703,Jolly,8.039,Weezing,252,0,0,0,4,252
704,Timid,8.029,Weezing,252,0,4,0,0,252
705,Calm,6.742,Weezing,252,0,0,4,0,252
706,Timid,6.428,Weezing,252,0,0,0,4,252
707,Calm,5.036,Weezing,180,0,0,0,76,252
708,Calm,2.622,Weezing,252,0,4,0,252,0
709,Calm,1.742,Weezing,252,0,76,0,180,0
710,Calm,1.422,Weezing,252,0,44,4,196,12
711,Timid,1.186,Weezing,252,0,4,44,4,200
712,Bold,1.162,Weezing,252,0,4,0,252,0
713,Calm,1.128,Weezing,252,0,0,4,252,0
714,Bold,0.942,Weezing,252,0,36,116,100,4
715,Calm,0.854,Weezing,252,0,100,0,148,4
716,Timid,0.790,Weezing,228,0,4,4,36,236
717,Bold,0.750,Weezing,252,0,252,0,4,0
718,Timid,0.748,Weezing,4,0,0,252,0,252
719,Bold,0.666,Weezing,220,0,76,4,204,4
720,Jolly,38.500,Entei,4,244,4,0,4,252
721,Jolly,11.874,Entei,0,252,0,0,4,252
722,Jolly,10.688,Entei,68,132,4,0,52,252
723,Adamant,7.832,Entei,0,252,0,0,4,252
724,Jolly,4.754,Entei,4,252,0,0,0,252
725,Jolly,3.424,Entei,4,188,4,0,60,252
726,Adamant,2.803,Entei,116,156,4,0,4,228
727,Adamant,1.978,Entei,4,252,0,0,0,252
728,Jolly,1.964,Entei,84,4,4,0,164,252
729,Jolly,1.868,Entei,4,164,28,0,60,252
730,Adamant,1.261,Entei,252,252,0,0,0,4
731,Adamant,1.254,Entei,4,252,4,0,20,228
732,Jolly,1.090,Entei,180,4,4,0,68,252
733,Jolly,0.769,Entei,188,12,20,0,36,252
734,Jolly,0.725,Entei,140,4,4,0,108,252
735,Jolly,0.661,Entei,244,4,4,0,76,180
736,Jolly,0.651,Entei,28,172,36,0,20,252
737,Jolly,0.621,Entei,140,4,76,0,36,252
738,Adamant,0.586,Entei,0,252,0,0,0,252
739,Adamant,0.552,Entei,12,252,4,0,4,236
740,Modest,31.410,Lunala,252,0,52,180,4,20
741,Modest,6.976,Lunala,4,0,0,252,0,252
742,Timid,5.605,Lunala,124,0,4,164,4,212
743,Modest,5.236,Lunala,92,0,60,100,4,252
744,Modest,4.038,Lunala,252,0,148,108,0,0
745,Timid,3.784,Lunala,0,0,0,252,4,252
746,Modest,3.123,Lunala,204,0,76,108,100,20
747,Modest,3.036,Lunala,220,0,20,252,4,12
748,Modest,2.816,Lunala,252,0,0,252,4,0
749,Modest,2.686,Lunala,244,0,44,100,100,20
750,Modest,2.655,Lunala,252,0,0,196,0,60
751,Modest,2.545,Lunala,252,0,4,252,0,0
752,Modest,2.455,Lunala,212,0,4,100,116,76
753,Sassy,1.902,Lunala,252,0,148,4,100,0
754,Modest,1.651,Lunala,220,0,4,108,116,60
755,Modest,1.559,Lunala,228,0,4,252,4,20
756,Modest,1.554,Lunala,196,0,36,100,148,28
757,Quiet,1.393,Lunala,252,0,0,252,4,0
758,Modest,1.339,Lunala,212,0,116,180,0,0
759,Timid,1.053,Lunala,4,0,4,244,4,252
760,Timid,41.772,White Kyurem,4,0,0,252,0,252
761,Modest,11.506,White Kyurem,4,0,0,252,0,252
762,Timid,8.360,White Kyurem,0,0,4,252,0,252
763,Timid,4.258,White Kyurem,12,0,20,244,4,228
764,Timid,3.629,White Kyurem,68,0,60,116,12,252
765,Timid,3.544,White Kyurem,0,0,0,252,4,252
766,Modest,3.226,White Kyurem,20,0,0,236,0,252
767,Modest,2.599,White Kyurem,0,0,4,252,0,252
768,Timid,2.198,White Kyurem,0,0,44,236,0,228
769,Timid,2.100,White Kyurem,132,0,0,212,0,164
770,Modest,1.705,White Kyurem,12,0,0,244,0,252
771,Modest,1.389,White Kyurem,4,0,4,228,20,252
772,Modest,1.326,White Kyurem,252,0,4,252,0,0
773,Modest,1.103,White Kyurem,140,0,0,236,0,132
774,Timid,1.079,White Kyurem,28,0,0,252,0,228
775,Modest,0.903,White Kyurem,12,0,4,236,4,252
776,Modest,0.808,White Kyurem,100,0,252,156,0,0
777,Modest,0.610,White Kyurem,172,0,100,236,0,0
778,Modest,0.534,White Kyurem,212,0,0,252,0,44
779,Modest,0.468,White Kyurem,0,0,0,252,4,252
780,Quiet,20.740,Tapu Fini,252,0,4,252,0,0
781,Modest,8.027,Tapu Fini,228,0,36,196,12,36
782,Bold,7.264,Tapu Fini,252,0,36,4,60,156
783,Bold,6.829,Tapu Fini,252,0,244,0,12,0
784,Bold,5.900,Tapu Fini,252,0,36,196,12,12
785,Modest,5.712,Tapu Fini,252,0,4,252,0,0
786,Calm,4.815,Tapu Fini,244,0,100,4,156,4
787,Modest,3.059,Tapu Fini,228,0,4,196,4,76
788,Modest,3.028,Tapu Fini,252,0,0,196,0,60
789,Bold,2.476,Tapu Fini,244,0,196,4,60,4
790,Bold,1.654,Tapu Fini,252,0,100,0,0,156
791,Bold,1.650,Tapu Fini,252,0,148,84,20,4
792,Bold,1.139,Tapu Fini,252,0,156,100,0,0
793,Bold,1.099,Tapu Fini,236,0,116,84,4,68
794,Bold,1.078,Tapu Fini,244,0,140,60,20,44
795,Bold,1.056,Tapu Fini,252,0,252,0,0,4
796,Modest,0.951,Tapu Fini,252,0,36,124,28,68
797,Modest,0.853,Tapu Fini,244,0,4,252,4,4
798,Modest,0.756,Tapu Fini,252,0,60,196,0,0
799,Modest,0.708,Tapu Fini,252,0,20,220,12,4
800,Careful,32.993,Sableye,252,0,4,0,252,0
801,Jolly,19.829,Sableye,252,0,0,0,4,252
802,Careful,7.736,Sableye,252,4,0,0,252,0
803,Relaxed,5.769,Sableye,220,0,220,0,68,0
804,Careful,3.872,Sableye,236,0,116,0,156,0
805,Impish,3.595,Sableye,252,0,252,0,4,0
806,Careful,3.071,Sableye,252,0,124,0,132,0
807,Bold,2.857,Sableye,252,0,252,0,4,0
808,Calm,2.600,Sableye,248,0,124,0,132,0
809,Careful,2.493,Sableye,252,0,68,0,188,0
810,Impish,2.035,Sableye,252,0,68,0,188,0
811,Jolly,2.035,Sableye,124,124,4,0,4,252
812,Careful,1.131,Sableye,252,0,60,0,196,0
813,Calm,0.849,Sableye,252,0,4,0,252,0
814,Impish,0.847,Sableye,252,0,100,0,156,0
815,Impish,0.796,Sableye,252,0,196,0,60,0
816,Timid,0.752,Sableye,252,0,0,4,0,252
817,Impish,0.667,Sableye,252,4,252,0,0,0
818,Sassy,0.649,Sableye,252,0,4,0,252,0
819,Bold,0.590,Sableye,244,0,228,0,36,0
820,Jolly,51.479,Urshifu Rapid Strike Style,4,252,0,0,0,252
821,Jolly,14.173,Urshifu Rapid Strike Style,0,252,0,0,4,252
822,Jolly,8.278,Urshifu Rapid Strike Style,108,132,12,0,4,252
823,Adamant,4.744,Urshifu Rapid Strike Style,44,196,12,0,4,252
824,Jolly,3.953,Urshifu Rapid Strike Style,0,252,4,0,0,252
825,Adamant,3.518,Urshifu Rapid Strike Style,4,252,0,0,0,252
826,Jolly,2.576,Urshifu Rapid Strike Style,0,252,0,0,0,252
827,Adamant,2.339,Urshifu Rapid Strike Style,0,252,0,0,4,252
828,Adamant,1.769,Urshifu Rapid Strike Style,132,76,4,0,44,252
829,Jolly,1.191,Urshifu Rapid Strike Style,4,252,28,0,12,212
830,Adamant,1.082,Urshifu Rapid Strike Style,140,76,4,0,36,252
831,Jolly,1.082,Urshifu Rapid Strike Style,4,244,4,0,4,252
832,Adamant,0.940,Urshifu Rapid Strike Style,156,252,100,0,0,0
833,Hardy,0.637,Urshifu Rapid Strike Style,4,252,0,0,0,252
834,Adamant,0.504,Urshifu Rapid Strike Style,20,252,28,0,20,188
835,Jolly,0.473,Urshifu Rapid Strike Style,6,252,0,0,0,252
836,Adamant,0.248,Urshifu Rapid Strike Style,252,252,4,0,0,0
837,Adamant,0.195,Urshifu Rapid Strike Style,76,252,0,0,0,180
838,Jolly,0.155,Urshifu Rapid Strike Style,24,252,0,0,4,228
839,Adamant,0.104,Urshifu Rapid Strike Style,204,252,12,0,20,20
840,Timid,58.317,Tapu Lele,4,0,0,252,0,252
841,Timid,18.208,Tapu Lele,0,0,0,252,4,252
842,Modest,11.136,Tapu Lele,60,0,4,252,4,188
843,Timid,4.875,Tapu Lele,0,0,4,252,0,252
844,Quiet,2.051,Tapu Lele,252,0,0,252,0,0
845,Modest,1.891,Tapu Lele,28,0,0,252,0,228
846,Timid,0.809,Tapu Lele,84,0,0,252,0,172
847,Timid,0.614,Tapu Lele,28,0,4,252,4,220
848,Modest,0.483,Tapu Lele,4,0,0,252,0,252
849,Timid,0.276,Tapu Lele,44,0,4,4,252,204
850,Bold,0.218,Tapu Lele,236,0,172,0,100,0
851,Calm,0.210,Tapu Lele,4,0,0,252,252,0
852,Modest,0.185,Tapu Lele,252,0,0,252,4,0
853,Modest,0.124,Tapu Lele,0,0,4,252,0,252
854,Timid,0.118,Tapu Lele,44,0,12,196,4,252
855,Modest,0.083,Tapu Lele,0,0,0,252,4,252
856,Timid,0.075,Tapu Lele,76,0,4,252,4,172
857,Modest,0.070,Tapu Lele,100,0,0,156,0,252
858,Timid,0.065,Tapu Lele,36,0,0,252,0,220
859,Timid,0.037,Tapu Lele,76,0,0,180,0,252
860,Jolly,7.913,Mimikyu,4,252,0,0,0,252
861,Impish,6.760,Mimikyu,244,0,164,0,100,0
862,Brave,6.553,Mimikyu,252,252,4,0,0,0
863,Relaxed,4.943,Mimikyu,252,0,236,0,20,0
864,Relaxed,3.835,Mimikyu,252,0,252,0,4,0
865,Jolly,3.577,Mimikyu,228,12,12,0,4,252
866,Relaxed,3.140,Mimikyu,228,0,188,0,92,0
867,Impish,2.820,Mimikyu,252,4,156,0,92,4
868,Adamant,2.764,Mimikyu,252,180,4,0,12,60
869,Sassy,2.717,Mimikyu,252,4,0,0,252,0
870,Careful,2.544,Mimikyu,252,0,0,0,252,0
871,Adamant,2.544,Mimikyu,4,252,0,0,0,252
872,Brave,2.251,Mimikyu,252,252,0,0,4,0
873,Sassy,2.177,Mimikyu,252,0,140,0,116,0
874,Impish,2.066,Mimikyu,252,0,156,0,100,0
875,Relaxed,1.920,Mimikyu,252,0,92,0,164,0
876,Impish,1.875,Mimikyu,252,0,252,0,4,0
877,Impish,1.867,Mimikyu,228,0,188,0,92,0
878,Adamant,1.840,Mimikyu,252,252,0,0,4,0
879,Sassy,1.748,Mimikyu,252,0,4,0,252,0
880,Timid,48.642,Gothitelle,252,0,4,0,0,252
881,Timid,16.076,Gothitelle,236,0,20,0,0,252
882,Calm,6.881,Gothitelle,252,0,100,0,0,156
883,Careful,5.117,Gothitelle,252,0,4,0,252,0
884,Sassy,3.813,Gothitelle,252,0,4,0,252,0
885,Calm,2.693,Gothitelle,236,0,84,76,92,20
886,Impish,2.450,Gothitelle,252,4,108,0,108,36
887,Timid,1.367,Gothitelle,252,0,0,0,4,252
888,Calm,1.364,Gothitelle,252,0,0,4,252,0
889,Sassy,1.258,Gothitelle,244,0,100,0,164,0
890,Bold,1.073,Gothitelle,252,0,116,4,76,60
891,Jolly,1.017,Gothitelle,252,4,0,0,0,252
892,Jolly,0.985,Gothitelle,180,4,60,0,12,252
893,Careful,0.807,Gothitelle,252,0,140,0,116,0
894,Bold,0.732,Gothitelle,244,0,172,0,20,68
895,Careful,0.585,Gothitelle,252,4,196,0,4,52
896,Calm,0.554,Gothitelle,252,0,116,4,84,52
897,Sassy,0.451,Gothitelle,252,0,196,0,60,0
898,Modest,0.384,Gothitelle,0,0,4,252,252,0
899,Careful,0.348,Gothitelle,252,4,0,0,252,0
900,Adamant,31.676,Seismitoad,4,252,0,0,0,252
901,Adamant,23.896,Seismitoad,0,252,0,0,4,252
902,Jolly,7.871,Seismitoad,4,252,0,0,0,252
903,Adamant,7.499,Seismitoad,0,204,52,0,0,252
904,Adamant,6.620,Seismitoad,44,252,0,0,0,212
905,Modest,5.968,Seismitoad,4,0,0,252,0,252
906,Adamant,2.058,Seismitoad,212,132,156,0,4,4
907,Adamant,1.366,Seismitoad,4,244,4,0,4,252
908,Adamant,1.055,Seismitoad,36,252,4,0,4,212
909,Adamant,1.015,Seismitoad,60,252,4,0,4,188
910,Jolly,0.901,Seismitoad,0,252,0,0,4,252
911,Adamant,0.724,Seismitoad,36,252,12,0,4,204
912,Adamant,0.627,Seismitoad,68,252,0,0,0,188
913,Adamant,0.594,Seismitoad,92,252,4,0,4,156
914,Modest,0.569,Seismitoad,0,0,0,252,4,252
915,Adamant,0.507,Seismitoad,180,196,36,0,68,28
916,Adamant,0.472,Seismitoad,116,252,0,0,0,140
917,Adamant,0.471,Seismitoad,0,252,4,0,0,252
918,Adamant,0.430,Seismitoad,20,252,0,0,0,236
919,Modest,0.421,Seismitoad,52,0,4,252,4,196
920,Adamant,18.775,Ho-oh,172,108,0,0,0,228
921,Adamant,11.229,Ho-oh,156,252,12,0,4,84
922,Adamant,6.945,Ho-oh,200,252,0,0,0,56
923,Adamant,6.055,Ho-oh,204,156,60,0,84,4
924,Calm,4.745,Ho-oh,252,0,132,4,44,76
925,Modest,3.825,Ho-oh,76,0,4,236,4,188
926,Careful,3.579,Ho-oh,228,12,124,0,4,140
927,Adamant,3.130,Ho-oh,252,156,36,0,52,12
928,Adamant,2.832,Ho-oh,252,252,0,0,4,0
929,Adamant,2.763,Ho-oh,204,220,44,0,12,28
930,Adamant,2.645,Ho-oh,204,156,12,0,4,132
931,Timid,2.093,Ho-oh,4,0,0,252,0,252
932,Bold,1.827,Ho-oh,252,0,236,4,4,12
